Player_Names,Player_valuation,Age,Height,Position,Gen_Pos,Foot,Y_Contract_Left,Actual_Club,Data_League,Goals,Assists,Non.Penalty.Goals,Penalty.Kicks.Made,Penalty.Kicks.Attempted,Yellow.Cards,Red.Cards,xG,npxG,xA,npxG.xA,Goals.1,Shots.Total,Shots.on.target,Shots.on.target..,Goals.Shot,Goals.Shot.on.target,Average.Shot.Distance,Shots.from.free.kicks,Penalty.Kicks.Made.1,Penalty.Kicks.Attempted.1,xG.1,npxG.1,npxG.Sh,Goals...xG,Non.Penalty.Goals...npxG,Passes.Completed,Passes.Attempted,Pass.Completion..,Total.Passing.Distance,Progressive.Passing.Distance,Passes.Completed..Short.,Passes.Attempted..Short.,Pass.Completion....Short.,Passes.Completed..Medium.,Passes.Attempted..Medium.,Pass.Completion....Medium.,Passes.Completed..Long.,Passes.Attempted..Long.,Pass.Completion....Long.,Assists.1,xA.1,Key.Passes,Passes.into.Final.Third,Passes.into.Penalty.Area,Crosses.into.Penalty.Area,Progressive.Passes,Passes.Attempted.1,Live.ball.passes,Dead.ball.passes,Passes.from.Free.Kicks,Through.Balls,Passes.Under.Pressure,Switches,Crosses,Corner.Kicks,Inswinging.Corner.Kicks,Outswinging.Corner.Kicks,Straight.Corner.Kicks,Ground.passes,Low.Passes,High.Passes,Passes.Attempted..Left.,Passes.Attempted..Right.,Passes.Attempted..Head.,Throw.Ins.taken,Passes.Attempted..Other.,Passes.Completed.1,Passes.Offside,Passes.Out.of.Bounds,Passes.Intercepted,Passes.Blocked,Shot.Creating.Actions,SCA..PassLive.,SCA..PassDead.,SCA..Drib.,SCA..Sh.,SCA..Fld.,SCA..Def.,Goal.Creating.Actions,GCA..PassLive.,GCA..PassDead.,GCA..Drib.,GCA..Sh.,GCA..Fld.,GCA..Def.,Tackles,Tackles.Won,Tackles..Def.3rd.,Tackles..Mid.3rd.,Tackles..Att.3rd.,Dribblers.Tackled,Dribbles.Contested,X..of.dribblers.tackled,Dribbled.Past,Pressures,Successful.Pressures,Successful.Pressure..,Pressures..Def.3rd.,Pressures..Mid.3rd.,Pressures..Att.3rd.,Blocks,Shots.Blocked,Shots.Saved,Passes.Blocked.1,Interceptions,Tkl.Int,Clearances,Errors,Touches,Touches..Def.Pen.,Touches..Def.3rd.,Touches..Mid.3rd.,Touches..Att.3rd.,Touches..Att.Pen.,Touches..Live.Ball.,Dribbles.Completed,Dribbles.Attempted,Successful.Dribble..,Players.Dribbled.Past,Nutmegs,Carries,Total.Carrying.Distance,Progressive.Carrying.Distance,Progressive.Carries,Carries.into.Final.Third,Carries.into.Penalty.Area,Miscontrols,Dispossessed,Pass.Targets,Passes.Received,Passes.Received..,Progressive.Passes.Rec,Yellow.Cards.1,Red.Cards.1,Second.Yellow.Card,Fouls.Committed,Fouls.Drawn,Offsides,Crosses.1,Interceptions.1,Tackles.Won.1,Penalty.Kicks.Won,Penalty.Kicks.Conceded,Own.Goals,Ball.Recoveries,Aerials.won,Aerials.lost,X..of.Aerials.Won
Jimmy Durmaz,500000,32,1.8,Left Winger,Winger,left,1.32602739726027,Fatih Karagümrük,Ligue 1,0.19,0.05,0.09,0.09,0.09,0.24,0.0,0.21,0.14,0.14,0.28,0.19,1.8,0.28,15.8,0.05,0.33,24.0,0.14,0.09,0.09,0.21,0.14,0.08,-0.02,-0.05,42.46,57.68,73.6,724.5,252.18,22.23,25.64,86.7,14.36,19.0,75.6,4.88,10.33,47.2,0.05,0.14,1.85,4.74,1.47,0.24,6.11,57.68,51.18,6.49,2.84,0.09,10.71,2.04,1.9,2.23,0.47,0.43,0.09,37.25,8.77,11.66,42.56,11.75,1.9,1.09,0.24,42.46,0.38,1.56,1.28,1.8,3.84,1.99,0.85,0.62,0.14,0.09,0.14,0.28,0.14,0.05,0.05,0.05,0.0,0.0,1.66,1.28,0.38,0.71,0.57,0.9,2.37,38.0,1.47,16.73,4.12,24.6,3.46,9.24,4.03,1.14,0.19,0.0,0.95,0.57,2.23,0.47,0.0,69.1,0.71,8.29,41.23,25.31,1.9,62.75,2.51,4.17,60.2,2.8,0.19,50.47,249.24,148.44,8.15,2.18,0.43,1.75,2.04,57.06,49.67,87.0,5.45,0.24,0.0,0.0,1.37,1.14,0.05,1.9,0.57,1.28,0.0,0.0,0.0,8.2,0.19,0.85,18.2
João Victor Santos Sá,2500000,27,1.78,Left Winger,Winger,both,1.32602739726027,Al-Jazira (Abu Dhabi),Bundesliga,0.19,0.19,0.19,0.0,0.0,0.0,0.0,0.1,0.1,0.19,0.29,0.19,1.92,0.38,20.0,0.1,0.5,16.9,0.0,0.0,0.0,0.1,0.1,0.05,0.1,0.1,28.02,35.69,78.5,434.84,80.6,15.35,18.61,82.5,9.02,10.94,82.5,2.69,3.07,87.5,0.19,0.19,1.73,1.15,0.77,0.0,1.92,35.69,34.93,0.77,0.19,0.0,7.48,0.0,0.58,0.0,0.0,0.0,0.0,27.44,5.37,2.88,5.95,25.91,0.96,0.58,0.77,28.02,0.19,0.19,1.15,1.92,3.26,2.49,0.0,0.19,0.38,0.0,0.19,0.19,0.19,0.0,0.0,0.0,0.0,0.0,3.26,1.54,0.77,1.73,0.77,0.96,1.92,50.0,0.96,24.95,7.87,31.5,5.37,9.98,9.59,2.88,0.0,0.0,2.88,1.34,4.61,0.38,0.0,52.77,0.58,6.91,21.3,28.59,6.33,52.0,2.3,2.88,80.0,2.3,0.38,33.97,174.44,104.58,5.37,0.96,1.92,2.49,2.88,49.89,33.39,66.9,10.36,0.0,0.0,0.0,1.34,1.15,0.77,0.58,1.34,1.54,0.0,0.0,0.0,9.59,1.54,3.07,33.3
Joaquín,1500000,40,1.81,Right Winger,Winger,right,0.326027397260274,Real Betis Balompié,La Liga,0.09,0.34,0.09,0.0,0.0,0.17,0.0,0.1,0.1,0.22,0.33,0.09,1.63,0.43,26.3,0.05,0.2,18.6,0.0,0.0,0.0,0.1,0.1,0.06,-0.02,-0.02,42.05,51.29,82.0,642.93,192.07,23.98,26.29,91.2,13.53,16.01,84.5,2.91,6.08,47.9,0.34,0.22,2.31,2.65,2.83,0.69,4.8,51.29,45.64,5.65,1.28,0.09,8.56,1.46,2.65,3.34,0.6,1.11,0.17,38.71,6.08,6.51,1.97,47.01,0.77,0.77,0.26,42.05,0.09,1.2,1.88,1.46,4.45,3.51,0.51,0.17,0.17,0.09,0.0,0.69,0.69,0.0,0.0,0.0,0.0,0.0,0.69,0.43,0.34,0.26,0.09,0.6,1.54,38.9,0.94,11.65,2.23,19.1,2.65,5.39,3.6,1.28,0.17,0.0,1.11,0.6,1.28,1.03,0.0,61.23,0.86,6.17,25.26,34.17,4.02,55.83,1.11,2.65,41.9,1.28,0.0,44.96,257.5,163.04,9.16,2.91,1.37,1.2,1.63,56.0,46.41,82.9,4.88,0.17,0.0,0.0,0.86,1.28,0.09,2.65,0.6,0.43,0.0,0.0,0.0,5.48,0.77,1.8,30.0
Joel Campbell,2000000,29,1.78,Right Winger,Winger,left,0.326027397260274,CF Monterrey,Liga MX,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.09,0.09,0.13,0.23,0.0,1.31,0.3,23.1,0.0,0.0,19.2,0.0,0.0,0.0,0.09,0.09,0.07,-0.09,-0.09,19.49,27.27,71.5,330.0,70.71,10.51,12.93,81.3,6.67,8.99,74.2,1.92,3.74,51.4,0.3,0.13,1.11,1.52,0.61,0.2,1.72,27.27,24.95,2.32,0.4,0.0,5.15,1.52,1.62,0.61,0.0,0.0,0.0,19.09,3.84,4.34,21.92,3.94,0.51,0.3,0.3,19.49,0.1,0.4,1.21,1.31,2.63,1.82,0.2,0.2,0.1,0.3,0.0,0.4,0.3,0.0,0.1,0.0,0.0,0.0,1.11,0.91,0.61,0.3,0.2,0.1,1.01,10.0,0.91,16.67,2.63,15.8,3.13,9.09,4.44,0.3,0.0,0.0,0.3,0.61,1.72,0.3,0.0,40.91,0.3,3.54,24.95,17.58,2.42,38.89,1.62,3.03,53.3,1.82,0.2,34.14,222.32,126.97,6.26,3.03,0.91,2.73,2.42,45.35,31.52,69.5,7.68,0.4,0.0,0.0,1.82,3.43,0.91,1.62,0.61,0.91,0.0,0.0,0.0,3.74,0.3,1.11,21.4
Jóhann Berg Guðmundsson,3000000,31,1.86,Right Winger,Winger,left,1.32602739726027,Burnley FC,Premier League,0.0,0.05,0.0,0.0,0.0,0.16,0.0,0.11,0.11,0.04,0.15,0.0,1.26,0.32,25.0,0.0,0.0,18.8,0.11,0.0,0.0,0.11,0.11,0.09,-0.11,-0.11,20.16,29.72,67.8,342.67,85.17,11.39,13.7,83.1,6.09,8.35,73.0,2.36,5.83,40.5,0.05,0.04,0.63,0.68,1.21,0.74,1.37,29.72,29.3,0.42,0.0,0.16,6.83,1.26,2.89,0.26,0.21,0.05,0.0,17.22,4.78,7.72,23.0,3.15,1.84,0.11,0.21,20.16,0.16,0.58,0.79,1.42,1.79,1.42,0.05,0.05,0.05,0.16,0.05,0.11,0.11,0.0,0.0,0.0,0.0,0.0,1.47,0.84,0.79,0.47,0.21,0.68,1.52,44.8,0.84,13.13,3.68,28.0,3.83,5.2,4.1,1.37,0.21,0.0,1.16,1.42,2.89,1.47,0.0,40.43,2.1,7.04,15.33,20.69,2.15,39.96,1.0,1.79,55.9,1.05,0.0,27.93,148.34,71.15,3.78,1.21,0.47,1.26,1.37,32.98,25.94,78.7,4.52,0.16,0.0,0.0,1.21,1.31,0.16,2.89,1.42,0.84,0.0,0.0,0.0,7.3,1.73,1.47,54.1
Jon Morcillo,4000000,23,1.83,Left Winger,Winger,left,0.326027397260274,Real Valladolid CF,Segunda División,0.22,0.0,0.22,0.0,0.0,0.22,0.0,0.12,0.12,0.17,0.29,0.22,1.45,0.56,38.5,0.15,0.4,21.5,0.22,0.0,0.0,0.12,0.12,0.09,0.1,0.1,21.55,33.39,64.5,392.05,144.6,9.83,12.39,79.3,8.93,12.62,70.8,2.34,6.25,37.5,0.0,0.17,1.34,1.45,1.12,0.45,3.68,33.39,30.93,2.46,0.45,0.11,8.49,1.45,3.68,1.56,0.56,0.56,0.0,18.54,6.59,8.26,26.35,4.24,1.56,0.45,0.0,21.55,0.11,1.01,1.56,2.23,1.9,1.56,0.22,0.11,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.89,0.45,0.45,0.34,0.11,0.11,1.79,6.3,1.67,18.2,2.57,14.1,5.47,8.04,4.69,1.23,0.0,0.0,1.23,1.9,2.79,0.67,0.0,44.11,1.12,6.81,16.41,24.57,2.9,41.43,0.34,1.23,27.3,0.34,0.0,29.48,224.33,151.08,6.14,2.34,0.67,1.56,1.67,41.76,30.6,73.3,5.25,0.22,0.0,0.0,1.67,0.78,0.11,3.68,1.9,0.45,0.0,0.0,0.0,5.25,1.12,1.67,40.0
Jonas Hofmann,16000000,29,1.76,Right Winger,Winger,right,1.32602739726027,Borussia Mönchengladbach,Bundesliga,0.37,0.16,0.37,0.0,0.0,0.0,0.0,0.26,0.26,0.29,0.56,0.37,2.08,0.69,33.3,0.18,0.53,16.7,0.16,0.0,0.0,0.26,0.26,0.13,0.1,0.1,41.89,54.38,77.0,778.05,223.88,19.58,22.02,88.9,14.08,17.14,82.2,6.92,12.05,57.4,0.16,0.29,3.26,2.69,1.63,0.28,3.7,54.38,45.31,9.08,2.93,0.04,8.75,3.09,1.95,4.68,1.51,2.61,0.16,36.76,6.76,10.87,8.26,42.58,1.67,1.26,0.33,41.89,0.37,0.85,1.75,1.95,5.45,3.26,1.75,0.08,0.12,0.12,0.12,0.37,0.24,0.08,0.04,0.0,0.0,0.0,1.71,1.1,0.53,0.77,0.41,0.53,1.87,28.3,1.34,21.82,6.07,27.8,4.93,10.54,6.35,1.38,0.08,0.0,1.3,1.34,3.05,0.37,0.0,64.93,1.02,9.4,33.34,26.01,4.56,55.93,0.65,1.71,38.1,0.73,0.04,40.05,219.61,112.96,6.02,1.75,1.14,1.71,1.1,53.45,43.88,82.1,6.92,0.0,0.0,0.0,0.9,0.73,0.28,1.95,1.34,1.1,0.0,0.0,0.0,6.31,0.33,0.73,30.8
Jonathan Bamba,22000000,25,1.75,Left Winger,Winger,right,1.32602739726027,LOSC Lille,Ligue 1,0.0,0.07,0.0,0.0,0.0,0.17,0.0,0.09,0.09,0.1,0.19,0.0,1.45,0.51,34.9,0.0,0.0,19.9,0.03,0.0,0.0,0.09,0.09,0.06,-0.09,-0.09,34.26,44.24,77.4,562.96,175.65,19.15,22.22,86.2,10.32,12.31,83.8,3.68,6.81,54.0,0.07,0.1,1.69,2.5,1.25,0.37,3.44,44.24,39.35,4.89,1.28,0.03,6.98,1.58,1.82,2.19,0.67,0.91,0.27,32.51,5.16,6.58,4.05,37.43,0.64,1.38,0.44,34.26,0.34,0.61,2.33,1.85,3.03,1.55,0.94,0.13,0.07,0.27,0.07,0.27,0.1,0.03,0.0,0.03,0.1,0.0,1.11,0.88,0.44,0.57,0.1,0.44,1.89,23.2,1.45,14.26,3.88,27.2,3.61,6.37,4.28,1.25,0.07,0.0,1.18,1.55,2.66,0.4,0.0,57.39,0.84,8.36,29.67,24.85,3.0,52.84,1.65,3.41,48.5,1.69,0.1,41.81,244.04,142.27,6.74,2.33,0.71,2.66,2.43,51.96,40.7,78.3,6.51,0.17,0.0,0.0,0.67,2.36,0.4,1.82,1.55,0.88,0.07,0.0,0.0,7.05,0.47,1.01,31.8
Jonathan Biabiany,400000,33,1.77,Right Winger,Winger,right,0.326027397260274,San Fernando CD,Serie A,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.03,0.03,0.07,0.11,0.0,0.34,0.17,50.0,0.0,0.0,15.8,0.0,0.0,0.0,0.03,0.03,0.11,-0.03,-0.03,20.04,27.36,73.2,333.82,91.09,10.44,13.22,79.0,7.24,9.43,76.8,1.85,3.28,56.4,0.0,0.07,0.76,0.42,0.76,0.25,2.36,27.36,26.35,1.01,0.0,0.17,8.08,0.59,1.01,0.0,0.0,0.0,0.0,17.17,4.29,5.89,2.27,20.96,2.19,1.01,0.0,20.04,0.08,0.59,0.84,0.93,1.85,1.35,0.08,0.17,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,1.18,1.26,0.84,0.34,0.51,1.6,31.6,1.09,25.43,4.8,18.9,8.42,11.96,5.05,0.93,0.08,0.0,0.84,1.09,3.54,0.93,0.0,39.49,2.44,11.79,18.27,12.88,0.67,38.48,1.35,2.86,47.1,1.77,0.0,27.78,145.23,80.07,2.86,1.43,0.17,1.77,2.02,35.53,25.17,70.9,3.79,0.34,0.0,0.0,2.02,1.43,0.34,1.01,1.09,1.18,0.0,0.0,0.0,6.82,1.18,1.26,48.3
Jonathan Cafu,1000000,30,1.75,Right Winger,Winger,right,1.83013698630137,Sport Club Corinthians Paulista,Ligue 1,0.28,0.14,0.28,0.0,0.0,0.14,0.0,0.23,0.23,0.14,0.37,0.28,1.99,0.85,42.9,0.14,0.33,16.6,0.14,0.0,0.0,0.23,0.23,0.12,0.06,0.06,34.41,43.65,78.8,511.42,122.27,20.47,23.32,87.8,11.66,14.64,79.6,1.71,2.99,57.1,0.14,0.14,1.99,0.85,1.0,0.0,2.13,43.65,43.22,0.43,0.14,0.14,6.4,0.85,2.13,0.0,0.0,0.0,0.0,35.97,3.98,3.7,7.25,34.12,1.42,0.28,0.43,34.41,0.14,0.0,1.42,1.85,3.98,3.7,0.0,0.14,0.0,0.14,0.0,0.43,0.28,0.0,0.0,0.0,0.14,0.0,2.7,1.42,1.28,1.0,0.43,0.71,1.71,41.7,1.0,13.51,3.98,29.5,2.99,6.54,3.98,1.0,0.0,0.0,1.0,0.71,3.41,0.0,0.0,61.56,0.85,7.54,29.72,33.27,5.97,61.14,1.99,3.41,58.3,2.27,0.0,51.33,338.67,192.8,9.53,4.12,1.42,4.55,2.99,57.44,47.2,82.2,11.23,0.14,0.0,0.0,2.42,2.84,0.28,2.13,0.71,1.42,0.14,0.0,0.0,7.39,0.14,0.57,20.0
Josan,900000,32,1.76,Right Winger,Winger,right,0.326027397260274,Elche CF,La Liga,0.08,0.08,0.08,0.0,0.0,0.15,0.0,0.06,0.06,0.18,0.24,0.08,0.6,0.15,25.0,0.13,0.5,14.0,0.0,0.0,0.0,0.06,0.06,0.1,0.02,0.02,24.85,33.59,74.0,427.41,132.48,11.45,13.48,84.9,10.69,13.41,79.8,2.33,4.59,50.8,0.08,0.18,1.28,0.75,1.28,0.83,1.88,33.59,29.52,4.07,0.23,0.0,4.74,0.53,3.84,0.23,0.0,0.08,0.0,19.88,7.23,6.48,3.92,24.33,1.21,3.62,0.08,24.85,0.23,0.68,1.21,1.88,1.73,1.58,0.0,0.15,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,1.88,0.9,0.9,0.83,0.15,0.83,2.49,33.3,1.66,14.54,3.39,23.3,5.57,5.87,3.09,1.05,0.15,0.0,0.9,1.43,3.31,1.43,0.0,45.49,1.43,10.17,20.79,18.38,1.58,41.65,1.51,3.16,47.6,1.51,0.15,30.8,195.59,110.49,5.5,1.43,0.45,1.66,1.51,34.72,28.32,81.6,3.39,0.15,0.0,0.0,1.36,1.96,0.08,3.84,1.43,0.9,0.0,0.0,0.0,6.85,0.68,0.9,42.9
José Arnaiz,2000000,26,1.73,Left Winger,Winger,right,1.32602739726027,CD Leganés,La Liga,0.16,0.08,0.16,0.0,0.0,0.32,0.0,0.14,0.14,0.06,0.2,0.16,2.55,0.88,34.4,0.06,0.18,17.7,0.0,0.0,0.0,0.14,0.14,0.05,0.02,0.02,16.2,21.94,73.8,261.22,69.1,8.7,11.01,79.0,4.95,6.54,75.6,1.84,2.63,69.7,0.08,0.06,0.96,0.96,0.56,0.32,1.12,21.94,20.51,1.44,0.08,0.08,4.47,0.4,1.28,0.32,0.08,0.08,0.08,14.6,3.99,3.35,3.11,16.12,1.91,0.16,0.16,16.2,0.0,0.64,0.32,1.04,2.31,1.44,0.16,0.24,0.08,0.4,0.0,0.16,0.08,0.0,0.0,0.0,0.08,0.0,0.72,0.48,0.24,0.4,0.08,0.08,1.28,6.3,1.2,19.15,4.79,25.0,3.67,8.38,7.1,1.6,0.0,0.0,1.6,0.56,1.28,0.56,0.0,37.74,0.64,3.59,17.07,19.39,4.31,36.3,1.28,2.47,51.6,1.36,0.0,27.61,132.77,74.12,4.47,0.96,1.36,3.75,3.19,40.85,25.61,62.7,8.54,0.32,0.0,0.0,1.68,1.99,0.48,1.28,0.56,0.48,0.0,0.0,0.0,6.3,0.72,2.39,23.1
José Callejón,1500000,35,1.78,Right Winger,Winger,right,0.326027397260274,ACF Fiorentina,Serie A,0.07,0.14,0.07,0.0,0.0,0.0,0.0,0.11,0.11,0.16,0.27,0.07,0.96,0.34,35.7,0.07,0.2,13.6,0.0,0.0,0.0,0.11,0.11,0.11,-0.04,-0.04,34.85,44.25,78.8,612.16,154.82,17.42,20.24,86.1,13.38,16.26,82.3,3.64,6.65,54.6,0.14,0.16,1.3,1.99,1.3,0.41,3.16,44.25,41.91,2.33,0.48,0.07,4.32,1.71,2.33,1.51,0.27,0.96,0.0,30.59,6.31,7.34,6.11,35.4,1.78,0.34,0.27,34.85,0.27,0.69,1.92,1.1,2.61,1.78,0.62,0.07,0.14,0.0,0.0,0.27,0.27,0.0,0.0,0.0,0.0,0.0,1.3,0.89,0.41,0.55,0.34,0.48,1.92,25.0,1.44,11.87,3.64,30.6,1.92,5.49,4.46,0.48,0.07,0.0,0.41,0.96,2.26,0.27,0.0,50.69,0.55,6.04,24.28,23.46,3.16,48.36,0.55,0.89,61.5,0.55,0.21,36.22,143.44,73.54,4.05,1.78,0.48,1.17,0.69,48.36,38.96,80.6,4.94,0.0,0.0,0.0,0.48,1.3,0.21,2.33,0.96,0.89,0.0,0.07,0.0,5.35,0.55,0.89,38.1
José Izquierdo,2500000,29,1.71,Left Winger,Winger,right,0.326027397260274,Club Brugge KV,Premier League,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.08,0.08,0.06,0.14,0.0,1.7,0.34,20.0,0.0,0.0,20.2,0.0,0.0,0.0,0.08,0.08,0.05,-0.08,-0.08,17.43,23.43,74.4,259.7,82.3,10.75,12.68,84.8,5.89,7.81,75.4,0.68,1.58,42.9,0.11,0.06,0.57,0.79,0.34,0.0,1.7,23.43,23.21,0.23,0.0,0.0,3.51,0.57,0.79,0.0,0.0,0.0,0.0,16.3,3.51,3.62,2.94,18.23,1.58,0.23,0.11,17.43,0.11,0.45,0.79,1.13,1.47,1.13,0.0,0.11,0.11,0.11,0.0,0.34,0.11,0.0,0.0,0.11,0.11,0.0,2.15,1.02,1.47,0.45,0.23,0.68,1.7,40.0,1.02,16.3,4.08,25.0,7.13,4.42,4.75,1.13,0.11,0.0,1.02,1.02,3.17,0.68,0.0,34.98,1.25,9.06,12.79,16.53,2.94,34.75,1.58,2.49,63.6,1.81,0.11,25.13,154.53,83.09,4.3,1.25,0.91,1.7,1.92,35.09,22.64,64.5,4.75,0.11,0.0,0.0,0.68,0.91,0.45,0.79,1.02,1.02,0.11,0.0,0.0,6.23,0.45,1.92,19.0
Josh Murphy,2000000,27,1.73,Left Winger,Winger,right,0.243835616438356,Preston North End,Premier League,0.15,0.1,0.15,0.0,0.0,0.1,0.0,0.16,0.16,0.14,0.3,0.15,2.33,0.79,34.0,0.06,0.19,19.1,0.15,0.0,0.0,0.16,0.16,0.07,-0.01,-0.01,10.2,18.72,54.5,188.17,74.45,5.2,6.59,78.9,3.22,6.04,53.3,1.59,4.26,37.2,0.1,0.14,0.79,0.94,0.64,0.25,1.29,18.72,17.39,1.34,0.35,0.05,4.31,0.84,2.23,0.64,0.3,0.25,0.0,9.56,3.71,5.45,4.95,11.99,0.89,0.35,0.15,10.2,0.2,0.79,0.74,1.73,2.72,1.34,0.25,0.25,0.4,0.5,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,1.19,0.35,0.64,0.3,0.25,0.25,1.39,17.9,1.14,20.26,4.41,21.8,6.93,7.63,5.7,2.03,0.0,0.0,2.03,1.39,2.58,0.54,0.0,35.27,0.84,5.55,13.47,20.16,4.01,33.88,1.88,4.26,44.2,2.08,0.3,26.45,156.37,101.89,5.0,1.24,0.94,2.28,2.48,34.67,22.29,64.3,4.71,0.1,0.0,0.0,0.84,3.07,0.54,2.23,1.39,0.35,0.0,0.0,0.0,5.7,0.5,1.59,23.8
Josip Brekalo,13000000,23,1.75,Left Winger,Winger,right,0.326027397260274,Torino FC,Serie A,0.48,0.17,0.48,0.0,0.0,0.04,0.0,0.22,0.22,0.22,0.43,0.48,2.04,1.0,48.9,0.23,0.48,18.8,0.09,0.0,0.0,0.22,0.22,0.11,0.26,0.26,33.19,46.67,71.1,648.2,151.7,13.65,17.25,79.1,13.0,16.6,78.3,5.59,9.75,57.3,0.17,0.22,2.08,2.34,1.43,0.39,3.86,46.67,42.68,3.99,1.43,0.17,9.45,2.38,3.16,1.69,0.48,0.78,0.04,29.77,6.76,10.14,6.54,37.01,1.52,0.52,0.26,33.19,0.35,0.74,1.78,2.04,4.12,2.77,0.65,0.35,0.17,0.13,0.04,0.52,0.39,0.0,0.04,0.04,0.0,0.04,0.74,0.43,0.3,0.22,0.22,0.17,1.13,15.4,0.95,14.26,4.12,28.9,2.56,6.07,5.63,1.04,0.04,0.0,1.0,0.69,1.43,0.26,0.0,57.76,0.48,4.85,26.39,30.98,2.95,53.77,1.39,2.47,56.1,1.56,0.09,41.21,233.86,114.92,6.67,2.12,0.91,2.12,1.78,54.25,42.68,78.7,6.46,0.04,0.0,0.0,0.87,0.78,0.22,3.16,0.69,0.43,0.0,0.0,0.0,7.06,0.91,1.73,34.4
Jota,5500000,22,1.75,Left Winger,Winger,both,0.326027397260274,Celtic FC,Premiership,0.29,0.29,0.29,0.0,0.0,0.0,0.0,0.2,0.2,0.25,0.45,0.29,2.76,1.31,47.4,0.11,0.22,19.3,0.0,0.0,0.0,0.2,0.2,0.07,0.09,0.09,28.06,37.22,75.4,460.76,104.83,16.14,19.05,84.7,8.72,11.34,76.9,2.62,4.8,54.5,0.29,0.25,1.31,0.87,1.45,0.44,2.91,37.22,35.04,2.18,0.44,0.29,6.83,0.73,3.49,0.58,0.0,0.0,0.0,26.32,4.94,5.96,8.29,26.17,0.87,1.02,0.29,28.06,0.15,0.29,1.6,1.74,2.76,2.04,0.0,0.0,0.58,0.15,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.15,0.58,0.29,0.15,1.45,10.0,1.31,12.36,3.05,24.7,2.04,5.96,4.36,0.15,0.0,0.0,0.15,0.73,1.74,0.0,0.0,48.42,0.87,5.23,18.61,29.08,4.36,46.67,2.18,3.78,57.7,2.18,0.15,39.4,260.26,166.48,7.85,2.62,1.6,2.33,1.02,48.56,38.24,78.7,5.23,0.0,0.0,0.0,0.87,2.18,0.0,3.49,0.73,0.0,0.0,0.0,0.0,5.53,0.73,1.16,38.5
Juan Ferney Otero,3500000,26,1.82,Right Winger,Winger,right,3.32876712328767,CF América,Ligue 1,0.07,0.15,0.07,0.0,0.0,0.0,0.07,0.11,0.11,0.15,0.27,0.07,1.35,0.45,33.3,0.06,0.17,21.9,0.07,0.0,0.0,0.11,0.11,0.08,-0.04,-0.04,18.04,27.1,66.6,275.84,89.03,9.81,12.2,80.4,6.36,9.51,66.9,1.27,3.29,38.6,0.15,0.15,0.75,1.35,0.9,0.3,2.17,27.1,25.46,1.65,0.22,0.0,7.86,0.37,2.1,0.37,0.07,0.15,0.0,14.9,6.51,5.69,3.37,18.57,1.72,0.75,0.37,18.04,0.22,0.52,0.37,1.72,2.17,1.35,0.0,0.37,0.07,0.3,0.07,0.22,0.15,0.0,0.0,0.0,0.07,0.0,1.12,0.82,0.3,0.75,0.07,0.75,2.25,33.3,1.5,20.22,4.57,22.6,4.57,9.51,6.14,1.87,0.15,0.0,1.72,0.9,2.02,1.27,0.0,40.51,1.05,6.51,18.94,18.27,2.7,38.86,0.97,3.0,32.5,1.12,0.0,27.48,134.1,72.4,3.52,1.12,0.97,1.87,2.25,39.01,25.98,66.6,6.66,0.0,0.07,0.0,1.35,1.42,0.45,2.1,0.9,0.82,0.07,0.0,0.0,6.81,2.77,3.52,44.0
Juanmi,12000000,28,1.72,Right Winger,Winger,right,2.32876712328767,Real Betis Balompié,La Liga,0.74,0.05,0.74,0.0,0.0,0.25,0.0,0.49,0.49,0.05,0.55,0.74,2.27,1.28,56.5,0.33,0.58,12.8,0.0,0.0,0.0,0.49,0.49,0.22,0.25,0.25,16.75,20.8,80.5,261.41,54.48,9.19,10.82,84.9,4.99,5.83,85.6,1.53,2.17,70.5,0.05,0.05,0.69,0.79,0.35,0.05,1.33,20.8,19.81,0.99,0.05,0.0,4.64,0.59,0.2,0.0,0.0,0.0,0.0,14.08,3.95,2.77,2.52,15.56,1.04,0.69,0.4,16.75,0.0,0.3,1.19,0.69,1.98,1.28,0.0,0.2,0.1,0.25,0.15,0.2,0.1,0.0,0.05,0.0,0.05,0.0,1.68,0.89,0.25,0.84,0.59,0.74,2.12,34.9,1.38,19.86,5.53,27.9,3.56,9.04,7.26,0.94,0.05,0.0,0.89,0.64,2.32,0.25,0.05,31.71,0.79,4.3,13.98,15.02,4.74,30.72,1.14,1.93,59.0,1.19,0.2,21.49,101.16,46.04,2.52,0.69,0.44,1.83,1.48,35.37,20.7,58.5,4.64,0.25,0.0,0.0,2.07,0.79,0.94,0.2,0.64,0.89,0.05,0.0,0.0,5.33,0.99,2.07,32.3
