Player_Names,Player_valuation,Age,Height,Position,Gen_Pos,Foot,Y_Contract_Left,Actual_Club,Data_League,Goals,Assists,Non.Penalty.Goals,Penalty.Kicks.Made,Penalty.Kicks.Attempted,Yellow.Cards,Red.Cards,xG,npxG,xA,npxG.xA,Goals.1,Shots.Total,Shots.on.target,Shots.on.target..,Goals.Shot,Goals.Shot.on.target,Average.Shot.Distance,Shots.from.free.kicks,Penalty.Kicks.Made.1,Penalty.Kicks.Attempted.1,xG.1,npxG.1,npxG.Sh,Goals...xG,Non.Penalty.Goals...npxG,Passes.Completed,Passes.Attempted,Pass.Completion..,Total.Passing.Distance,Progressive.Passing.Distance,Passes.Completed..Short.,Passes.Attempted..Short.,Pass.Completion....Short.,Passes.Completed..Medium.,Passes.Attempted..Medium.,Pass.Completion....Medium.,Passes.Completed..Long.,Passes.Attempted..Long.,Pass.Completion....Long.,Assists.1,xA.1,Key.Passes,Passes.into.Final.Third,Passes.into.Penalty.Area,Crosses.into.Penalty.Area,Progressive.Passes,Passes.Attempted.1,Live.ball.passes,Dead.ball.passes,Passes.from.Free.Kicks,Through.Balls,Passes.Under.Pressure,Switches,Crosses,Corner.Kicks,Inswinging.Corner.Kicks,Outswinging.Corner.Kicks,Straight.Corner.Kicks,Ground.passes,Low.Passes,High.Passes,Passes.Attempted..Left.,Passes.Attempted..Right.,Passes.Attempted..Head.,Throw.Ins.taken,Passes.Attempted..Other.,Passes.Completed.1,Passes.Offside,Passes.Out.of.Bounds,Passes.Intercepted,Passes.Blocked,Shot.Creating.Actions,SCA..PassLive.,SCA..PassDead.,SCA..Drib.,SCA..Sh.,SCA..Fld.,SCA..Def.,Goal.Creating.Actions,GCA..PassLive.,GCA..PassDead.,GCA..Drib.,GCA..Sh.,GCA..Fld.,GCA..Def.,Tackles,Tackles.Won,Tackles..Def.3rd.,Tackles..Mid.3rd.,Tackles..Att.3rd.,Dribblers.Tackled,Dribbles.Contested,X..of.dribblers.tackled,Dribbled.Past,Pressures,Successful.Pressures,Successful.Pressure..,Pressures..Def.3rd.,Pressures..Mid.3rd.,Pressures..Att.3rd.,Blocks,Shots.Blocked,Shots.Saved,Passes.Blocked.1,Interceptions,Tkl.Int,Clearances,Errors,Touches,Touches..Def.Pen.,Touches..Def.3rd.,Touches..Mid.3rd.,Touches..Att.3rd.,Touches..Att.Pen.,Touches..Live.Ball.,Dribbles.Completed,Dribbles.Attempted,Successful.Dribble..,Players.Dribbled.Past,Nutmegs,Carries,Total.Carrying.Distance,Progressive.Carrying.Distance,Progressive.Carries,Carries.into.Final.Third,Carries.into.Penalty.Area,Miscontrols,Dispossessed,Pass.Targets,Passes.Received,Passes.Received..,Progressive.Passes.Rec,Yellow.Cards.1,Red.Cards.1,Second.Yellow.Card,Fouls.Committed,Fouls.Drawn,Offsides,Crosses.1,Interceptions.1,Tackles.Won.1,Penalty.Kicks.Won,Penalty.Kicks.Conceded,Own.Goals,Ball.Recoveries,Aerials.won,Aerials.lost,X..of.Aerials.Won
Bertrand Traoré,20000000,26,1.81,Right Winger,Winger,left,2.32876712328767,Aston Villa,Premier League,0.16,0.24,0.16,0.0,0.0,0.08,0.0,0.15,0.15,0.14,0.28,0.16,2.44,0.73,30.0,0.07,0.22,18.4,0.0,0.0,0.0,0.15,0.15,0.06,0.02,0.02,19.11,26.75,71.4,366.67,90.41,8.13,10.41,78.1,7.89,10.0,78.9,2.93,4.88,60.0,0.24,0.14,1.38,0.98,1.46,0.16,3.01,26.75,25.53,1.22,0.33,0.0,7.32,1.38,1.46,0.73,0.49,0.08,0.0,16.99,4.31,5.45,21.87,2.2,1.46,0.08,0.0,19.11,0.16,0.81,1.46,1.14,3.58,1.95,0.16,0.89,0.24,0.33,0.0,0.49,0.24,0.0,0.08,0.0,0.16,0.0,1.06,0.33,0.33,0.41,0.33,0.41,1.22,33.3,0.81,15.45,3.17,20.5,3.9,5.45,6.1,1.14,0.08,0.0,1.06,0.41,1.46,0.08,0.0,40.41,0.49,3.82,18.29,21.46,5.12,39.35,2.52,5.12,49.2,2.85,0.57,30.65,159.11,80.57,4.96,1.3,0.98,2.36,0.98,40.65,29.11,71.6,5.04,0.08,0.0,0.0,0.89,2.2,0.41,1.46,0.41,0.33,0.16,0.0,0.0,6.02,1.3,1.87,41.0
Borja Sainz,2200000,21,1.74,Left Winger,Winger,right,0.326027397260274,Real Zaragoza,La Liga,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.22,0.22,0.08,0.3,0.2,1.59,0.79,50.0,0.13,0.25,16.0,0.0,0.0,0.0,0.22,0.22,0.14,-0.02,-0.02,17.09,22.25,76.8,284.5,65.56,8.74,10.33,84.6,5.56,7.35,75.7,2.19,3.18,68.8,0.0,0.08,0.4,1.19,0.6,0.4,1.99,22.25,21.66,0.6,0.2,0.0,3.97,0.99,2.19,0.0,0.0,0.0,0.0,15.1,3.38,3.77,2.78,18.08,0.6,0.4,0.2,17.09,0.0,0.6,0.2,0.79,0.99,0.6,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,1.59,0.4,0.79,0.6,0.4,2.38,16.7,1.99,26.42,8.34,31.6,6.56,11.92,7.95,1.99,0.2,0.0,1.79,0.99,2.78,0.0,0.0,39.74,0.0,5.76,19.47,19.47,3.77,39.34,1.59,4.77,33.3,1.99,0.0,30.2,203.64,100.13,4.37,1.19,1.19,2.98,3.38,41.92,25.83,61.6,5.96,0.2,0.0,0.0,3.18,1.79,0.79,2.19,0.99,1.59,0.0,0.0,0.0,6.95,0.6,2.38,20.0
Borja Valle,300000,29,1.77,Left Winger,Winger,right,0.326027397260274,AD Alcorcón,La Liga,0.56,0.37,0.56,0.0,0.0,0.19,0.0,0.56,0.56,0.2,0.76,0.56,2.78,1.3,46.7,0.2,0.43,15.5,0.0,0.0,0.0,0.56,0.56,0.2,0.0,0.0,17.96,25.19,71.3,303.15,63.15,9.44,11.85,79.7,6.85,10.74,63.8,1.67,2.41,69.2,0.37,0.2,1.3,0.93,1.11,0.74,0.93,25.19,24.63,0.56,0.0,0.0,3.52,0.74,2.41,0.0,0.0,0.0,0.0,18.15,2.22,4.81,1.3,20.0,2.41,0.19,0.37,17.96,0.0,0.0,0.93,0.93,2.04,2.04,0.0,0.0,0.0,0.0,0.0,0.74,0.74,0.0,0.0,0.0,0.0,0.0,0.74,0.74,0.56,0.19,0.0,0.19,1.11,16.7,0.93,22.78,5.19,22.8,2.59,12.78,7.41,0.56,0.19,0.0,0.37,0.56,1.3,0.93,0.0,35.74,1.11,4.26,17.22,17.59,4.63,35.19,1.67,1.85,90.0,1.85,0.37,26.11,145.37,73.7,3.33,1.48,0.74,2.04,1.3,43.15,26.3,60.9,7.96,0.19,0.0,0.0,2.41,1.48,1.11,2.41,0.56,0.74,0.0,0.0,0.0,4.26,1.11,2.41,31.6
Bruma,5000000,27,1.73,Right Winger,Winger,right,1.32602739726027,PSV Eindhoven,Bundesliga,0.16,0.16,0.16,0.0,0.16,0.16,0.0,0.21,0.08,0.2,0.29,0.16,1.95,0.81,41.7,0.08,0.2,21.6,0.0,0.0,0.16,0.21,0.08,0.04,-0.05,0.08,46.87,57.78,81.1,705.03,181.95,28.48,32.22,88.4,14.81,18.07,82.0,3.26,5.7,57.1,0.16,0.2,1.46,3.74,0.98,0.0,4.23,57.78,53.87,3.91,1.14,0.0,6.18,0.81,0.81,1.46,0.33,0.49,0.0,48.01,4.56,5.21,7.81,47.69,1.14,1.14,0.0,46.87,0.16,0.33,0.98,2.6,3.58,3.09,0.0,0.16,0.16,0.0,0.16,0.49,0.49,0.0,0.0,0.0,0.0,0.0,0.98,0.49,0.33,0.49,0.16,0.0,0.98,0.0,0.98,18.88,5.21,27.6,1.63,12.53,4.72,1.14,0.0,0.0,1.14,0.33,1.3,0.49,0.0,70.47,0.81,6.02,38.25,33.53,3.74,66.56,2.44,4.07,60.0,2.44,0.0,58.92,308.73,164.05,9.11,4.07,0.98,2.12,2.6,62.82,54.36,86.5,6.51,0.16,0.0,0.0,0.81,1.3,0.0,0.81,0.33,0.49,0.0,0.0,0.0,8.14,0.0,0.81,0.0
Bryan,28000000,21,1.75,Left Winger,Winger,left,0.326027397260274,Valencia CF,Premier League,0.07,0.14,0.07,0.0,0.0,0.36,0.0,0.18,0.18,0.17,0.34,0.07,1.65,0.65,39.1,0.04,0.11,17.5,0.0,0.0,0.0,0.18,0.18,0.11,-0.11,-0.11,30.12,41.24,73.0,499.63,151.24,17.43,20.22,86.2,9.47,13.12,72.1,2.87,6.1,47.1,0.14,0.17,1.86,1.51,2.01,0.79,3.37,41.24,37.94,3.3,0.79,0.07,6.53,1.58,4.09,1.51,0.79,0.57,0.0,27.47,5.88,7.89,37.0,2.01,0.57,1.0,0.29,30.12,0.14,0.86,1.86,1.51,3.66,2.58,0.43,0.36,0.14,0.14,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,1.51,0.79,0.65,0.22,0.65,0.29,1.72,16.7,1.43,18.36,5.02,27.3,4.16,6.31,7.89,1.08,0.0,0.0,1.08,0.57,2.08,0.43,0.0,55.51,0.36,5.74,18.65,35.21,4.88,52.35,2.73,5.09,53.5,2.94,0.14,44.18,235.86,132.31,7.46,1.94,1.43,2.87,2.29,50.49,39.66,78.6,7.31,0.36,0.0,0.0,1.15,2.08,0.5,4.09,0.57,0.79,0.0,0.0,0.0,7.96,0.43,1.51,22.2
Bryan Lasme,1800000,23,1.92,Right Winger,Winger,right,3.32876712328767,Arminia Bielefeld,Bundesliga,0.26,0.0,0.26,0.0,0.0,0.26,0.0,0.09,0.09,0.01,0.1,0.26,1.41,0.77,54.5,0.18,0.33,15.6,0.0,0.0,0.0,0.09,0.09,0.06,0.17,0.17,13.11,21.47,61.1,197.36,44.1,7.71,11.96,64.5,3.86,6.04,63.8,0.9,1.54,58.3,0.0,0.01,0.51,0.9,1.16,0.51,1.41,21.47,20.7,0.77,0.0,0.0,8.74,0.77,1.8,0.0,0.0,0.0,0.0,10.67,6.43,4.37,1.29,13.5,2.31,0.0,0.64,13.11,0.0,0.64,0.64,1.16,1.41,1.03,0.0,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.51,0.0,0.39,0.39,0.13,0.26,50.0,0.13,19.8,4.76,24.0,1.03,7.71,11.06,1.29,0.0,0.0,1.29,0.13,0.9,1.29,0.0,35.36,1.29,2.83,15.94,18.26,6.43,34.59,0.9,2.83,31.8,1.29,0.13,21.09,88.07,44.74,2.96,0.39,1.16,3.47,1.93,48.73,24.94,51.2,7.84,0.26,0.0,0.0,1.8,0.77,0.9,1.8,0.13,0.51,0.0,0.0,0.0,4.5,4.24,4.11,50.8
Bryan Mbeumo,16000000,22,1.71,Right Winger,Winger,left,4.32876712328767,Brentford FC,Premier League,0.13,0.13,0.09,0.04,0.04,0.18,0.0,0.29,0.25,0.1,0.35,0.13,2.06,0.4,19.1,0.04,0.22,17.0,0.13,0.04,0.04,0.29,0.25,0.12,-0.15,-0.17,16.24,24.98,65.0,265.92,54.75,8.96,11.59,77.3,4.96,7.38,67.3,1.76,3.82,46.0,0.13,0.1,1.05,0.79,0.79,0.18,1.45,24.98,23.0,1.98,0.75,0.04,5.4,1.01,1.45,0.79,0.53,0.13,0.09,14.22,4.7,6.06,19.1,3.29,1.27,0.22,0.44,16.24,0.09,0.66,1.67,1.49,2.11,1.27,0.4,0.31,0.09,0.0,0.04,0.22,0.18,0.04,0.0,0.0,0.0,0.0,1.32,0.88,0.13,0.53,0.66,0.22,0.57,38.5,0.35,15.41,3.95,25.6,2.24,6.67,6.5,1.27,0.18,0.0,1.1,0.61,1.93,0.57,0.0,37.62,0.7,4.13,14.8,21.16,3.95,35.6,1.23,2.33,52.8,1.27,0.18,23.36,123.63,65.77,3.34,1.01,0.83,2.77,2.02,50.05,25.46,50.9,8.39,0.18,0.0,0.0,0.88,1.01,0.48,1.45,0.61,0.88,0.0,0.0,0.0,5.58,1.1,4.35,20.2
Bryan Pelé,600000,29,1.69,Left Midfield,Winger,left,,Without Club,Ligue 1,0.11,0.11,0.11,0.0,0.0,0.06,0.0,0.11,0.11,0.11,0.23,0.11,1.39,0.45,32.0,0.08,0.25,19.6,0.06,0.0,0.0,0.11,0.11,0.08,0.0,0.0,22.68,33.21,68.3,421.41,140.77,9.31,11.31,82.3,9.36,13.43,69.7,3.23,6.46,50.0,0.11,0.11,1.28,1.84,0.95,0.45,2.84,33.21,31.15,2.06,0.28,0.11,6.13,1.39,3.29,0.84,0.0,0.0,0.0,21.01,3.29,8.92,24.97,5.57,1.62,0.84,0.17,22.68,0.17,1.11,0.89,1.23,2.73,1.95,0.17,0.28,0.17,0.17,0.0,0.33,0.17,0.06,0.06,0.06,0.0,0.0,0.89,0.67,0.39,0.33,0.17,0.28,1.34,20.8,1.06,17.72,3.85,21.7,6.02,8.02,3.68,1.11,0.0,0.0,1.11,0.67,1.56,0.28,0.0,43.3,0.95,8.75,17.83,21.12,2.34,41.29,1.17,2.23,52.5,1.28,0.0,30.48,215.83,129.12,5.57,2.4,0.45,2.01,1.39,39.57,30.82,77.9,6.63,0.06,0.0,0.0,1.0,1.06,0.28,3.29,0.67,0.67,0.0,0.0,0.0,5.52,0.17,1.06,13.6
Bukayo Saka,65000000,20,1.78,Left Midfield,Winger,left,2.32876712328767,Arsenal FC,Premier League,0.25,0.15,0.25,0.0,0.0,0.15,0.0,0.22,0.22,0.19,0.41,0.25,2.28,0.71,31.1,0.11,0.35,16.0,0.0,0.0,0.0,0.22,0.22,0.1,0.03,0.03,28.92,38.04,76.0,447.57,103.03,16.2,19.07,85.0,9.98,12.35,80.8,1.88,4.13,45.5,0.15,0.19,1.76,1.39,1.14,0.28,2.19,38.04,35.17,2.86,0.71,0.03,7.05,1.2,2.53,1.48,1.02,0.22,0.15,27.66,4.4,5.98,28.64,7.58,0.59,0.65,0.12,28.92,0.15,0.65,1.54,1.72,4.0,2.62,0.46,0.28,0.15,0.46,0.03,0.37,0.25,0.03,0.0,0.0,0.09,0.0,1.05,0.52,0.34,0.65,0.06,0.18,0.86,21.4,0.68,13.86,3.54,25.6,3.11,5.39,5.36,0.89,0.0,0.0,0.89,1.02,2.06,0.71,0.0,51.5,0.92,6.38,19.07,29.57,6.56,49.0,1.66,3.08,54.0,1.76,0.18,38.9,220.1,141.81,7.76,1.76,1.82,2.09,1.97,51.65,38.35,74.2,7.92,0.15,0.0,0.0,1.14,2.49,0.55,2.53,1.02,0.52,0.06,0.0,0.0,5.88,0.65,1.51,30.0
Burgui,700000,28,1.86,Left Winger,Winger,right,1.28493150684932,HNK Sibenik,La Liga,0.16,0.0,0.16,0.0,0.0,0.16,0.0,0.15,0.15,0.1,0.26,0.16,1.3,0.32,25.0,0.13,0.5,22.1,0.0,0.0,0.0,0.15,0.15,0.12,0.02,0.02,27.08,34.38,78.8,475.14,155.84,13.78,15.89,86.7,9.24,11.68,79.2,3.57,5.68,62.9,0.0,0.1,1.78,2.76,1.14,0.32,3.73,34.38,30.65,3.73,1.78,0.16,7.62,0.32,0.81,1.14,0.0,0.0,0.0,23.19,5.35,5.84,3.57,27.73,1.78,0.49,0.32,27.08,0.16,0.65,1.3,1.14,3.89,2.59,0.49,0.32,0.0,0.49,0.0,0.32,0.32,0.0,0.0,0.0,0.0,0.0,1.14,0.81,0.65,0.32,0.16,0.16,0.65,25.0,0.49,16.38,4.05,24.8,4.05,8.76,3.57,0.81,0.16,0.0,0.65,0.0,1.14,0.0,0.16,42.49,0.32,6.49,21.08,17.51,1.46,39.24,1.14,2.27,50.0,1.14,0.0,30.81,166.86,104.43,5.84,1.14,0.49,1.3,0.49,38.59,29.19,75.6,5.68,0.16,0.0,0.0,1.62,3.73,0.49,0.81,0.0,0.81,0.0,0.0,0.0,7.14,0.49,0.49,50.0
Caio Henrique Oliveira Silva,600000,24,1.77,Right Winger,Winger,right,1.32602739726027,Nottingham Forest,Ligue 1,0.03,0.24,0.03,0.0,0.0,0.09,0.0,0.03,0.03,0.19,0.22,0.03,0.48,0.15,31.3,0.06,0.2,19.1,0.06,0.0,0.0,0.03,0.03,0.07,0.0,0.0,48.78,62.34,78.3,853.33,279.6,21.7,24.14,89.9,22.32,27.57,81.0,4.11,7.96,51.7,0.24,0.19,1.19,2.38,1.49,0.33,5.04,62.34,50.93,11.41,1.28,0.24,6.71,0.6,2.5,0.45,0.36,0.0,0.0,38.38,11.53,12.43,45.57,5.42,1.31,9.69,0.18,48.78,0.24,0.69,2.06,2.0,2.24,1.73,0.24,0.06,0.06,0.06,0.09,0.48,0.39,0.0,0.0,0.03,0.03,0.03,2.0,1.07,1.01,0.89,0.09,0.92,1.97,47.0,1.04,11.62,4.11,35.4,4.56,4.8,2.26,1.22,0.15,0.0,1.07,1.67,3.67,1.64,0.09,70.87,2.44,17.11,35.31,23.66,2.15,59.69,0.48,1.19,40.0,0.51,0.03,44.85,251.52,153.89,7.42,2.47,0.51,0.98,0.45,50.51,44.4,87.9,3.99,0.09,0.0,0.0,0.54,0.69,0.12,2.5,1.67,1.07,0.03,0.0,0.0,7.96,0.42,1.04,28.6
Callum Hudson-Odoi,32000000,21,1.77,Left Winger,Winger,right,2.32876712328767,Chelsea FC,Premier League,0.12,0.3,0.12,0.0,0.0,0.12,0.0,0.2,0.2,0.25,0.45,0.12,1.87,0.72,38.7,0.06,0.17,15.2,0.0,0.0,0.0,0.2,0.2,0.11,-0.08,-0.08,35.72,43.43,82.2,589.58,137.41,19.22,21.69,88.6,12.65,15.12,83.7,3.07,4.94,62.2,0.3,0.25,2.29,1.51,2.83,0.66,4.04,43.43,41.45,1.99,0.18,0.0,8.31,0.78,2.65,0.48,0.24,0.06,0.06,33.86,5.0,4.58,5.0,36.2,0.48,1.33,0.12,35.72,0.18,0.66,1.87,1.45,4.88,3.8,0.0,0.42,0.24,0.42,0.0,0.66,0.54,0.0,0.0,0.0,0.12,0.0,1.51,0.72,0.36,0.66,0.48,0.36,1.45,25.0,1.08,15.18,4.16,27.4,2.17,7.23,5.78,1.51,0.06,0.0,1.45,0.78,2.29,0.54,0.0,55.24,0.6,4.46,20.0,35.18,5.36,53.37,1.87,3.19,58.5,1.87,0.06,44.46,288.55,176.39,10.42,2.53,2.77,1.45,2.11,53.67,42.47,79.1,6.93,0.12,0.0,0.0,1.33,1.69,0.54,2.65,0.78,0.72,0.06,0.0,0.0,5.96,0.42,1.14,26.9
Calvin Stengs,15000000,23,1.87,Right Winger,Winger,left,4.32876712328767,OGC Nice,Ligue 1,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.29,0.29,0.2,0.49,0.11,1.78,0.56,31.3,0.06,0.2,16.8,0.0,0.0,0.0,0.29,0.29,0.16,-0.18,-0.18,25.87,35.58,72.7,454.57,169.07,12.94,16.39,78.9,8.48,11.15,76.0,3.79,6.25,60.7,0.11,0.2,1.9,3.12,1.23,0.45,3.12,35.58,32.57,3.01,1.12,0.22,8.14,0.78,1.56,1.12,0.45,0.45,0.11,23.64,5.8,6.13,29.55,4.13,1.12,0.78,0.0,25.87,0.22,1.0,1.78,1.0,3.01,2.01,0.67,0.11,0.22,0.0,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,1.23,0.45,0.45,0.78,0.0,0.56,1.45,38.5,0.89,15.61,2.9,18.6,2.23,8.81,4.57,0.78,0.0,0.0,0.78,1.9,3.12,0.56,0.0,48.51,1.0,6.25,23.09,22.75,3.12,45.5,1.56,3.01,51.9,1.78,0.22,37.25,189.59,94.8,4.91,1.67,0.67,2.45,2.45,44.05,34.46,78.2,6.13,0.11,0.0,0.0,1.67,0.45,0.11,1.56,1.9,0.45,0.0,0.11,0.0,5.58,0.0,1.12,0.0
Carles Pérez,7000000,24,1.73,Right Winger,Winger,left,2.32876712328767,AS Roma,Serie A,0.1,0.31,0.1,0.0,0.0,0.21,0.0,0.32,0.32,0.22,0.54,0.1,3.4,1.03,30.3,0.03,0.1,17.9,0.0,0.0,0.0,0.32,0.32,0.11,-0.22,-0.22,27.7,34.39,80.5,489.54,100.4,12.77,13.9,91.9,11.53,13.9,83.0,2.88,5.25,54.9,0.31,0.22,1.96,1.54,1.44,0.0,2.78,34.39,30.58,3.81,0.41,0.1,4.94,1.44,1.24,2.88,1.24,1.44,0.0,25.33,3.5,5.56,30.48,2.68,0.62,0.41,0.21,27.7,0.21,0.1,1.24,0.82,4.84,2.16,0.93,0.51,0.72,0.41,0.1,0.51,0.21,0.1,0.0,0.1,0.1,0.0,1.24,0.41,0.41,0.62,0.21,0.31,2.06,15.0,1.75,23.58,5.97,25.3,4.12,10.19,9.27,1.34,0.0,0.0,1.34,0.51,1.75,0.1,0.0,47.57,0.41,4.63,20.08,27.8,4.94,43.76,2.06,4.02,51.3,2.16,0.31,35.73,232.31,135.31,8.24,3.6,1.65,1.75,1.75,45.1,33.88,75.1,6.08,0.21,0.0,0.0,1.44,1.03,0.0,1.24,0.51,0.41,0.1,0.0,0.0,5.77,0.1,1.54,6.3
Carlos Vela,5000000,33,1.77,Right Winger,Winger,left,0.83013698630137,Los Angeles FC,Major League Soccer,0.53,0.33,0.47,0.07,0.13,0.0,0.0,0.53,0.43,0.33,0.75,0.53,4.13,1.33,32.3,0.11,0.35,19.0,0.47,0.07,0.13,0.53,0.43,0.11,0.0,0.03,29.29,40.54,72.2,530.41,181.66,13.85,16.58,83.5,11.32,13.31,85.0,3.66,8.19,44.7,0.33,0.33,2.53,2.0,2.8,0.27,5.26,40.54,33.75,6.79,1.46,0.27,8.19,1.73,1.66,3.59,2.33,0.87,0.0,28.16,4.39,7.99,36.01,3.33,0.13,0.67,0.2,29.29,0.13,0.67,2.13,2.06,5.39,3.26,0.8,0.33,0.4,0.47,0.13,0.73,0.53,0.07,0.07,0.0,0.0,0.07,0.87,0.6,0.27,0.33,0.27,0.33,0.67,50.0,0.33,10.98,3.06,27.9,1.33,4.19,5.46,0.8,0.13,0.0,0.67,0.53,1.4,0.27,0.0,55.38,0.47,2.86,20.3,36.08,6.66,48.99,2.4,4.33,55.4,2.6,0.4,43.6,242.64,111.5,7.19,1.73,1.26,1.93,2.86,56.85,40.61,71.4,9.79,0.0,0.0,0.0,0.73,2.93,0.4,1.66,0.53,0.6,0.0,0.0,0.0,5.13,0.2,1.0,16.7
Casimir Ninga,1300000,28,1.86,Left Winger,Winger,right,1.32602739726027,SCO Angers,Ligue 1,0.4,0.13,0.4,0.0,0.0,0.26,0.13,0.37,0.37,0.14,0.53,0.4,4.22,0.79,18.8,0.09,0.5,13.9,0.0,0.0,0.0,0.37,0.37,0.09,0.03,0.03,21.08,27.28,77.3,332.46,73.53,11.73,13.57,86.4,7.25,8.96,80.9,1.32,2.77,47.6,0.13,0.14,1.45,0.92,1.05,0.0,2.5,27.28,26.62,0.66,0.0,0.0,5.27,0.53,1.32,0.0,0.0,0.0,0.0,19.9,3.82,3.56,1.71,23.46,0.66,0.66,0.26,21.08,0.0,0.4,0.92,0.79,3.69,3.03,0.0,0.13,0.26,0.26,0.0,0.26,0.13,0.0,0.0,0.0,0.13,0.0,0.92,0.66,0.79,0.13,0.0,0.13,0.79,16.7,0.66,20.03,3.56,17.8,4.88,10.54,4.61,0.92,0.0,0.0,0.92,0.53,1.45,0.13,0.0,44.01,0.4,5.4,22.01,23.06,6.33,43.35,1.98,5.01,39.5,2.37,0.0,33.47,216.63,136.78,6.06,3.03,0.79,2.5,2.77,48.1,32.55,67.7,7.51,0.26,0.13,0.0,1.98,1.32,0.26,1.32,0.53,0.66,0.0,0.0,0.0,7.12,1.19,2.24,34.6
Cebio Soukou,500000,29,1.85,Right Winger,Winger,right,,SV Sandhausen,Bundesliga,0.2,0.0,0.2,0.0,0.0,0.39,0.0,0.16,0.16,0.02,0.18,0.2,1.77,0.2,11.1,0.11,1.0,19.9,0.0,0.0,0.0,0.16,0.16,0.08,0.04,0.04,19.85,22.6,87.8,327.97,56.59,9.04,9.83,92.0,7.66,8.65,88.6,1.97,2.55,76.9,0.0,0.02,0.79,0.98,0.59,0.2,2.16,22.6,21.81,0.79,0.0,0.0,5.11,0.59,0.39,0.0,0.0,0.0,0.0,16.7,3.54,2.36,2.16,18.28,0.59,0.59,0.2,19.85,0.2,0.98,0.2,0.39,1.57,1.18,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,1.18,0.79,0.79,0.39,0.79,1.77,44.4,0.98,19.65,4.91,25.0,4.91,8.06,6.68,0.59,0.0,0.0,0.59,0.2,2.16,0.98,0.0,36.94,1.57,6.48,19.06,14.74,1.97,36.16,0.98,2.95,33.3,1.57,0.0,27.51,151.7,68.58,1.97,0.79,0.39,2.75,2.95,34.39,24.37,70.9,5.9,0.39,0.0,0.0,1.57,1.18,0.2,0.39,0.2,1.18,0.0,0.0,0.0,7.27,0.98,1.57,38.5
Cengiz Ünder,18000000,24,1.73,Right Winger,Winger,left,0.326027397260274,Olympique Marseille,Ligue 1,0.36,0.09,0.31,0.04,0.04,0.09,0.04,0.26,0.22,0.21,0.44,0.36,2.86,0.85,29.7,0.11,0.37,17.5,0.04,0.04,0.04,0.26,0.22,0.08,0.1,0.09,31.1,42.07,73.9,542.82,151.49,15.57,18.17,85.7,10.74,13.92,77.2,3.76,7.29,51.5,0.09,0.21,1.66,1.34,2.15,0.67,3.8,42.07,38.22,3.85,0.63,0.09,5.37,2.19,3.67,2.24,1.25,0.4,0.04,29.36,5.73,6.98,28.02,11.73,0.81,0.9,0.22,31.1,0.13,0.85,1.48,1.97,3.94,2.33,0.72,0.18,0.36,0.27,0.09,0.31,0.13,0.04,0.04,0.0,0.09,0.0,0.72,0.4,0.22,0.13,0.36,0.22,1.12,20.0,0.9,9.22,2.69,29.1,1.48,3.49,4.25,0.76,0.09,0.0,0.67,0.72,1.43,0.31,0.0,54.11,0.31,4.21,19.07,34.59,5.86,50.44,1.3,2.77,46.8,1.39,0.13,41.26,243.55,132.2,7.7,1.75,2.1,2.01,1.83,52.85,42.7,80.8,8.68,0.09,0.04,0.04,0.45,1.52,0.36,3.67,0.72,0.4,0.04,0.0,0.0,4.39,0.45,0.45,50.0
Chadrac Akolo,800000,26,1.72,Right Winger,Winger,right,1.32602739726027,Amiens SC,Ligue 1,0.33,0.17,0.33,0.0,0.0,0.17,0.0,0.17,0.17,0.2,0.36,0.33,1.49,0.66,44.4,0.22,0.5,19.1,0.0,0.0,0.0,0.17,0.17,0.12,0.17,0.17,28.46,34.08,83.5,447.19,134.17,14.56,16.21,89.8,11.58,13.73,84.3,1.32,2.32,57.1,0.17,0.2,0.83,2.48,0.33,0.0,4.3,34.08,33.42,0.66,0.33,0.0,7.94,0.5,1.16,0.17,0.0,0.0,0.17,27.13,3.47,3.47,2.32,29.94,0.99,0.17,0.0,28.46,0.0,0.33,0.99,0.66,2.81,1.49,0.0,0.33,0.33,0.17,0.5,0.66,0.17,0.0,0.17,0.17,0.0,0.17,2.81,2.15,1.16,1.16,0.5,0.5,2.81,17.6,2.32,23.16,7.11,30.7,6.62,11.75,4.8,1.32,0.17,0.0,1.16,0.83,3.64,0.66,0.0,46.49,0.83,8.27,24.15,17.37,2.48,45.99,1.82,3.14,57.9,1.99,0.0,37.06,145.75,86.86,5.96,1.99,0.99,0.99,2.32,42.35,32.43,76.6,5.96,0.17,0.0,0.0,1.65,1.32,0.33,1.16,0.83,2.15,0.0,0.0,0.0,5.79,0.66,1.65,28.6
