Player_Names,Player_valuation,Age,Height,Position,Gen_Pos,Foot,Y_Contract_Left,Actual_Club,Data_League,Goals,Assists,Non.Penalty.Goals,Penalty.Kicks.Made,Penalty.Kicks.Attempted,Yellow.Cards,Red.Cards,xG,npxG,xA,npxG.xA,Goals.1,Shots.Total,Shots.on.target,Shots.on.target..,Goals.Shot,Goals.Shot.on.target,Average.Shot.Distance,Shots.from.free.kicks,Penalty.Kicks.Made.1,Penalty.Kicks.Attempted.1,xG.1,npxG.1,npxG.Sh,Goals...xG,Non.Penalty.Goals...npxG,Passes.Completed,Passes.Attempted,Pass.Completion..,Total.Passing.Distance,Progressive.Passing.Distance,Passes.Completed..Short.,Passes.Attempted..Short.,Pass.Completion....Short.,Passes.Completed..Medium.,Passes.Attempted..Medium.,Pass.Completion....Medium.,Passes.Completed..Long.,Passes.Attempted..Long.,Pass.Completion....Long.,Assists.1,xA.1,Key.Passes,Passes.into.Final.Third,Passes.into.Penalty.Area,Crosses.into.Penalty.Area,Progressive.Passes,Passes.Attempted.1,Live.ball.passes,Dead.ball.passes,Passes.from.Free.Kicks,Through.Balls,Passes.Under.Pressure,Switches,Crosses,Corner.Kicks,Inswinging.Corner.Kicks,Outswinging.Corner.Kicks,Straight.Corner.Kicks,Ground.passes,Low.Passes,High.Passes,Passes.Attempted..Left.,Passes.Attempted..Right.,Passes.Attempted..Head.,Throw.Ins.taken,Passes.Attempted..Other.,Passes.Completed.1,Passes.Offside,Passes.Out.of.Bounds,Passes.Intercepted,Passes.Blocked,Shot.Creating.Actions,SCA..PassLive.,SCA..PassDead.,SCA..Drib.,SCA..Sh.,SCA..Fld.,SCA..Def.,Goal.Creating.Actions,GCA..PassLive.,GCA..PassDead.,GCA..Drib.,GCA..Sh.,GCA..Fld.,GCA..Def.,Tackles,Tackles.Won,Tackles..Def.3rd.,Tackles..Mid.3rd.,Tackles..Att.3rd.,Dribblers.Tackled,Dribbles.Contested,X..of.dribblers.tackled,Dribbled.Past,Pressures,Successful.Pressures,Successful.Pressure..,Pressures..Def.3rd.,Pressures..Mid.3rd.,Pressures..Att.3rd.,Blocks,Shots.Blocked,Shots.Saved,Passes.Blocked.1,Interceptions,Tkl.Int,Clearances,Errors,Touches,Touches..Def.Pen.,Touches..Def.3rd.,Touches..Mid.3rd.,Touches..Att.3rd.,Touches..Att.Pen.,Touches..Live.Ball.,Dribbles.Completed,Dribbles.Attempted,Successful.Dribble..,Players.Dribbled.Past,Nutmegs,Carries,Total.Carrying.Distance,Progressive.Carrying.Distance,Progressive.Carries,Carries.into.Final.Third,Carries.into.Penalty.Area,Miscontrols,Dispossessed,Pass.Targets,Passes.Received,Passes.Received..,Progressive.Passes.Rec,Yellow.Cards.1,Red.Cards.1,Second.Yellow.Card,Fouls.Committed,Fouls.Drawn,Offsides,Crosses.1,Interceptions.1,Tackles.Won.1,Penalty.Kicks.Won,Penalty.Kicks.Conceded,Own.Goals,Ball.Recoveries,Aerials.won,Aerials.lost,X..of.Aerials.Won
Jan Bednarek,22000000,25,1.89,Centre-Back,Centre-Back,right,3.32876712328767,Southampton FC,Premier League,0.1,0.0,0.1,0.0,0.0,0.24,0.0,0.07,0.07,0.02,0.09,0.1,0.54,0.24,43.8,0.19,0.43,7.2,0.0,0.0,0.0,0.07,0.07,0.13,0.03,0.03,41.47,49.58,83.6,828.18,246.34,13.97,15.31,91.2,22.11,24.2,91.4,4.95,9.12,54.2,0.0,0.02,0.17,2.19,0.03,0.03,1.55,49.58,47.15,2.42,1.55,0.0,6.83,1.01,0.1,0.0,0.0,0.0,0.0,34.9,4.51,10.16,7.4,35.98,3.5,0.84,0.1,41.47,0.03,1.14,0.71,0.47,0.71,0.61,0.07,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,1.48,0.91,0.91,0.54,0.03,0.71,1.62,43.8,0.91,8.75,2.89,33.1,4.61,3.8,0.34,1.95,0.98,0.03,0.98,3.23,4.71,6.8,0.0,62.64,8.99,32.41,30.29,2.32,0.94,60.45,0.03,0.07,50.0,0.03,0.0,33.29,148.23,68.93,1.45,0.1,0.0,0.1,0.17,36.69,35.68,97.2,0.13,0.24,0.0,0.0,1.31,0.57,0.03,0.1,3.23,0.91,0.0,0.03,0.03,9.83,3.94,2.15,64.6
Jan Vertonghen,4000000,34,1.89,Centre-Back,Centre-Back,left,1.32602739726027,SL Benfica,Primeira Liga,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,0.0,0.71,0.14,20.0,0.0,0.0,9.3,0.0,0.0,0.0,0.04,0.04,0.06,-0.04,-0.04,33.14,40.14,82.6,730.0,228.29,8.71,9.29,93.8,18.0,19.57,92.0,6.29,10.14,62.0,0.14,0.0,0.0,1.57,0.0,0.0,1.29,40.14,39.57,0.57,0.57,0.0,5.0,0.29,0.29,0.0,0.0,0.0,0.0,29.43,2.14,8.57,28.86,8.29,1.43,0.0,0.0,33.14,0.14,0.14,0.57,1.14,0.29,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.57,0.57,0.57,0.0,0.71,1.0,71.4,0.29,6.86,2.14,31.3,3.71,3.14,0.0,1.14,0.71,0.0,0.43,1.43,2.57,2.14,0.0,46.71,6.29,22.29,25.43,1.43,1.0,46.29,0.43,0.43,100.0,0.43,0.0,30.71,163.86,56.14,0.71,0.14,0.0,0.14,0.29,34.14,33.71,98.7,0.0,0.0,0.0,0.0,0.86,0.71,0.0,0.29,1.43,0.57,0.0,0.0,0.0,6.0,2.0,0.43,82.4
Jannik Vestergaard,15000000,29,1.99,Centre-Back,Centre-Back,both,2.32876712328767,Leicester City,Premier League,0.0,0.0,0.0,0.0,0.0,0.26,0.05,0.04,0.04,0.01,0.05,0.0,0.41,0.1,25.0,0.0,0.0,7.9,0.0,0.0,0.0,0.04,0.04,0.1,-0.04,-0.04,49.79,56.56,88.0,1073.18,354.36,15.33,16.26,94.3,26.46,28.15,94.0,7.69,11.28,68.2,0.0,0.01,0.21,2.46,0.15,0.0,2.41,56.56,55.08,1.49,1.38,0.05,7.95,2.0,0.05,0.0,0.0,0.0,0.0,44.62,3.18,8.77,12.46,40.82,2.15,0.0,0.0,49.79,0.15,0.72,1.33,0.62,0.62,0.51,0.0,0.0,0.05,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.05,0.0,2.51,1.38,1.85,0.62,0.05,1.18,2.41,48.9,1.23,8.36,2.82,33.7,5.74,2.41,0.21,1.44,0.87,0.0,0.56,1.69,4.21,6.41,0.05,68.26,12.87,39.38,30.77,1.95,0.87,66.87,0.31,0.41,75.0,0.36,0.05,42.1,233.74,121.64,2.51,0.56,0.0,0.21,0.0,47.38,46.0,97.1,0.1,0.26,0.05,0.0,0.56,0.36,0.0,0.05,1.69,1.38,0.05,0.05,0.0,8.05,3.08,1.74,63.8
Japhet Tanganga,15000000,22,1.84,Centre-Back,Centre-Back,right,3.32876712328767,Tottenham Hotspur,Premier League,0.0,0.0,0.0,0.0,0.0,0.5,0.08,0.05,0.05,0.03,0.07,0.0,0.75,0.17,22.2,0.0,0.0,11.4,0.0,0.0,0.0,0.05,0.05,0.06,-0.05,-0.05,38.5,46.04,83.6,656.49,214.86,18.55,20.62,90.0,16.23,18.71,86.7,2.82,5.22,54.0,0.0,0.03,0.17,0.99,0.58,0.08,2.15,46.04,39.08,6.95,0.75,0.0,5.3,0.83,0.99,0.0,0.0,0.0,0.0,29.31,9.02,7.7,3.81,32.87,2.07,6.21,0.17,38.5,0.0,0.66,1.16,0.75,0.33,0.17,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,1.24,1.08,0.5,0.41,0.75,1.32,56.3,0.58,13.5,4.06,30.1,6.38,5.3,1.82,1.82,0.91,0.0,0.91,1.49,3.48,3.73,0.0,57.3,5.38,20.7,27.16,13.25,1.08,50.51,0.91,1.24,73.3,0.91,0.08,31.96,152.51,101.18,3.48,1.32,0.25,0.33,0.91,37.01,34.36,92.8,1.08,0.5,0.08,0.08,2.57,1.32,0.08,0.99,1.49,1.24,0.0,0.0,0.0,6.38,2.4,1.49,61.7
Jason Denayer,20000000,26,1.84,Centre-Back,Centre-Back,right,0.326027397260274,Olympique Lyon,Ligue 1,0.15,0.0,0.15,0.0,0.0,0.15,0.0,0.07,0.07,0.0,0.07,0.15,0.25,0.15,60.0,0.6,1.0,6.4,0.0,0.0,0.0,0.07,0.07,0.28,0.08,0.08,59.7,63.15,94.5,1291.23,358.82,15.86,16.55,95.8,32.96,33.84,97.4,10.54,12.27,85.9,0.0,0.0,0.0,1.58,0.0,0.0,2.02,63.15,61.18,1.97,1.77,0.0,4.93,1.53,0.05,0.0,0.0,0.0,0.0,55.62,2.81,4.73,2.91,57.34,1.67,0.2,0.2,59.7,0.0,0.2,0.3,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.54,0.74,0.34,0.0,0.44,0.69,64.3,0.25,7.59,3.05,40.3,3.65,3.74,0.2,2.12,0.94,0.05,1.18,1.38,2.46,4.29,0.05,72.56,10.94,42.22,33.6,0.79,0.3,70.64,0.05,0.2,25.0,0.1,0.05,49.36,223.65,104.68,1.53,0.1,0.0,0.2,0.1,54.63,53.4,97.7,0.05,0.15,0.0,0.0,0.64,0.39,0.0,0.05,1.38,0.54,0.0,0.05,0.0,7.09,1.77,1.33,57.1
Jawad El Yamiq,1200000,30,1.93,Centre-Back,Centre-Back,right,2.32876712328767,Real Valladolid CF,Segunda División,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.03,0.03,0.0,0.03,0.0,0.67,0.22,33.3,0.0,0.0,17.1,0.0,0.0,0.0,0.03,0.03,0.05,-0.03,-0.03,31.9,39.85,80.1,728.62,227.24,9.96,11.53,86.4,13.77,15.34,89.8,7.84,12.09,64.8,0.0,0.0,0.11,2.8,0.11,0.0,2.24,39.85,37.28,2.57,2.24,0.11,6.49,1.79,0.22,0.0,0.0,0.0,0.0,26.08,3.69,10.07,6.04,28.54,3.02,0.34,0.45,31.9,0.0,2.35,0.67,0.56,0.9,0.56,0.0,0.22,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,1.01,1.12,0.67,0.0,0.67,0.9,75.0,0.22,9.74,3.92,40.2,6.04,3.47,0.22,1.9,0.9,0.0,1.01,2.57,4.37,8.62,0.0,54.74,9.4,28.66,24.51,3.13,1.34,52.39,0.34,0.45,75.0,0.45,0.0,27.76,159.74,78.36,2.91,0.45,0.0,0.56,0.0,27.43,26.64,97.1,0.22,0.34,0.0,0.0,0.78,1.01,0.11,0.22,2.57,1.01,0.0,0.0,0.0,10.19,3.36,1.34,71.4
Jean-Charles Castelletto,3000000,27,1.86,Centre-Back,Centre-Back,both,1.32602739726027,FC Nantes,Ligue 1,0.08,0.0,0.08,0.0,0.0,0.32,0.0,0.04,0.04,0.0,0.05,0.08,0.56,0.16,28.6,0.14,0.5,9.3,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.04,30.97,36.2,85.6,631.88,229.25,10.3,11.22,91.8,15.73,17.4,90.4,4.59,6.86,66.9,0.0,0.0,0.16,2.71,0.08,0.0,2.16,36.2,34.4,1.8,1.08,0.04,3.99,0.48,0.08,0.0,0.0,0.0,0.0,26.86,2.79,6.55,3.43,29.06,1.92,0.72,0.04,30.97,0.0,0.68,0.52,0.4,0.44,0.36,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,1.68,1.12,1.08,0.56,0.04,0.8,1.44,55.6,0.64,9.3,2.71,29.2,5.59,3.47,0.24,1.44,0.72,0.12,0.72,1.6,3.27,4.03,0.0,44.98,4.31,21.27,23.67,2.08,0.64,43.18,0.2,0.2,100.0,0.2,0.0,25.62,116.66,56.39,1.76,0.16,0.08,0.12,0.08,25.62,24.98,97.5,0.0,0.32,0.0,0.0,1.44,0.28,0.04,0.08,1.6,1.12,0.0,0.0,0.0,8.46,2.35,1.32,64.1
Jean-Clair Todibo,18000000,22,1.9,Centre-Back,Centre-Back,right,4.32876712328767,OGC Nice,Ligue 1,0.06,0.0,0.06,0.0,0.0,0.21,0.0,0.08,0.08,0.02,0.11,0.06,0.58,0.18,31.6,0.11,0.33,8.5,0.0,0.0,0.0,0.08,0.08,0.16,-0.02,-0.02,62.89,70.56,89.1,1411.21,408.9,14.76,15.95,92.5,36.24,37.89,95.6,11.67,16.04,72.8,0.0,0.02,0.4,4.95,0.21,0.06,3.36,70.56,68.52,2.05,1.89,0.06,6.69,2.29,0.09,0.0,0.0,0.0,0.0,58.37,3.64,8.56,4.43,63.05,1.93,0.15,0.18,62.89,0.12,1.01,1.13,0.46,0.79,0.7,0.0,0.0,0.09,0.0,0.0,0.09,0.03,0.0,0.0,0.06,0.0,0.0,2.26,1.53,1.65,0.58,0.03,1.13,2.2,51.4,1.07,10.54,4.49,42.6,6.36,3.76,0.43,1.56,0.58,0.0,0.98,2.17,4.43,4.25,0.0,81.14,9.44,40.19,43.52,2.26,0.92,79.18,0.4,0.64,61.9,0.43,0.03,59.65,356.85,179.94,5.26,0.4,0.0,0.4,0.24,60.48,59.99,99.2,0.15,0.21,0.0,0.0,0.83,0.4,0.0,0.09,2.17,1.53,0.0,0.0,0.0,7.88,2.11,1.59,57.0
Jeffrey Bruma,775000,30,1.89,Centre-Back,Centre-Back,right,1.32602739726027,Kasimpasa,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.1,0.1,0.0,0.1,0.0,0.97,0.12,12.5,0.0,0.0,11.6,0.06,0.0,0.0,0.1,0.1,0.1,-0.1,-0.1,32.06,36.48,87.9,731.82,214.36,7.39,8.24,89.7,18.0,19.27,93.4,6.42,8.55,75.2,0.0,0.0,0.0,1.21,0.0,0.0,1.82,36.48,34.79,1.7,1.58,0.0,5.21,0.97,0.0,0.0,0.0,0.0,0.0,26.61,4.55,5.33,5.09,27.52,2.18,0.12,0.18,32.06,0.12,0.55,0.06,0.12,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.61,0.85,0.48,0.0,0.36,1.33,27.3,0.97,10.12,2.97,29.3,6.73,3.39,0.0,1.88,0.73,0.0,1.15,0.61,1.94,7.64,0.06,49.52,7.33,29.52,22.36,1.52,0.97,47.94,0.18,0.24,75.0,0.18,0.0,27.27,192.67,94.79,1.21,0.06,0.0,0.48,0.18,26.36,26.06,98.9,0.36,0.24,0.0,0.0,1.64,0.42,0.12,0.0,0.61,0.61,0.0,0.06,0.0,10.0,3.7,1.45,71.8
Jeffrey Gouweleeuw,4500000,30,1.87,Centre-Back,Centre-Back,right,2.32876712328767,FC Augsburg,Bundesliga,0.03,0.0,0.03,0.0,0.0,0.27,0.0,0.02,0.02,0.02,0.04,0.03,0.37,0.1,27.3,0.09,0.33,19.1,0.0,0.0,0.0,0.02,0.02,0.06,0.01,0.01,33.05,43.86,75.3,797.15,322.02,8.06,9.55,84.3,16.35,18.67,87.6,8.43,14.99,56.2,0.0,0.02,0.31,3.64,0.58,0.07,3.3,43.86,41.51,2.35,2.18,0.03,6.15,1.8,0.27,0.0,0.0,0.0,0.0,26.52,3.67,13.67,3.54,36.55,2.14,0.17,0.2,33.05,0.44,1.29,1.16,0.61,0.99,0.78,0.03,0.0,0.07,0.03,0.07,0.03,0.03,0.0,0.0,0.0,0.0,0.0,2.01,1.43,1.33,0.65,0.03,0.51,0.88,57.7,0.37,10.1,3.91,38.7,6.49,3.13,0.48,1.9,0.75,0.0,1.16,2.52,4.52,6.12,0.07,56.71,8.57,32.78,25.5,3.43,1.05,54.54,0.51,0.71,71.4,0.54,0.03,31.08,229.88,122.13,2.28,0.54,0.0,0.1,0.37,31.38,30.36,96.7,0.34,0.27,0.0,0.0,1.12,0.34,0.03,0.27,2.52,1.43,0.0,0.03,0.03,10.13,2.35,2.14,52.3
Jeison Murillo,5000000,29,1.82,Centre-Back,Centre-Back,right,0.326027397260274,Celta de Vigo,La Liga,0.06,0.0,0.06,0.0,0.0,0.44,0.06,0.03,0.03,0.0,0.03,0.06,0.39,0.11,28.6,0.14,0.5,13.2,0.0,0.0,0.0,0.03,0.03,0.07,0.03,0.03,48.93,54.73,89.4,1108.53,279.9,12.49,13.1,95.4,24.88,26.59,93.6,11.17,14.43,77.4,0.0,0.0,0.06,2.93,0.06,0.0,1.88,54.73,53.18,1.55,1.49,0.0,3.21,1.88,0.0,0.0,0.0,0.0,0.0,43.89,3.48,7.35,13.54,37.15,2.43,0.06,0.33,48.93,0.11,0.61,0.55,0.22,0.28,0.22,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.72,1.22,0.55,0.0,0.61,0.88,68.8,0.28,9.12,3.59,39.4,5.47,3.37,0.28,1.93,0.72,0.0,1.22,1.66,3.43,4.64,0.0,65.51,7.68,32.78,34.99,1.77,0.83,64.18,0.06,0.11,50.0,0.06,0.0,41.13,207.25,114.77,2.6,0.28,0.0,0.17,0.44,44.72,44.06,98.5,0.17,0.44,0.06,0.06,1.27,1.11,0.0,0.0,1.66,0.72,0.0,0.06,0.0,9.23,2.93,1.71,63.1
Jemerson,2500000,29,1.84,Centre-Back,Centre-Back,right,0.326027397260274,FC Metz,Ligue 1,0.0,0.0,0.0,0.0,0.0,0.24,0.12,0.06,0.06,0.0,0.07,0.0,0.35,0.12,33.3,0.0,0.0,8.3,0.0,0.0,0.0,0.06,0.06,0.18,-0.06,-0.06,26.12,30.94,84.4,520.0,179.53,8.94,10.0,89.4,13.06,14.35,91.0,3.53,5.41,65.2,0.0,0.0,0.12,0.47,0.12,0.12,0.82,30.94,29.18,1.76,1.53,0.0,4.12,0.94,0.12,0.0,0.0,0.0,0.0,23.41,3.18,4.35,7.29,21.18,1.76,0.24,0.24,26.12,0.0,0.94,0.94,0.47,0.35,0.24,0.0,0.0,0.12,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,3.29,1.53,2.47,0.82,0.0,0.94,1.41,66.7,0.47,16.59,5.88,35.5,12.71,3.65,0.24,2.82,0.82,0.0,2.0,2.35,5.65,2.59,0.0,42.71,6.12,28.59,14.82,1.06,0.59,41.18,0.12,0.24,50.0,0.12,0.0,22.47,95.76,44.12,0.71,0.12,0.0,0.35,0.35,23.41,22.24,95.0,0.12,0.24,0.12,0.0,1.65,0.47,0.0,0.12,2.35,1.53,0.0,0.0,0.0,6.12,0.59,1.53,27.8
Jérôme Boateng,5000000,33,1.9,Centre-Back,Centre-Back,right,1.32602739726027,Olympique Lyon,Ligue 1,0.0,0.07,0.0,0.0,0.0,0.37,0.0,0.01,0.01,0.07,0.07,0.0,0.22,0.15,66.7,0.0,0.0,20.4,0.0,0.0,0.0,0.01,0.01,0.04,-0.01,-0.01,61.16,68.65,89.1,1480.73,444.28,11.12,11.7,95.0,34.86,36.69,95.0,14.93,19.74,75.7,0.07,0.07,0.4,6.35,0.48,0.07,5.43,68.65,66.67,1.98,1.65,0.26,5.03,1.94,0.15,0.0,0.0,0.0,0.0,54.41,4.18,10.05,17.54,48.03,2.05,0.33,0.22,61.16,0.18,0.55,1.32,0.18,1.03,0.92,0.04,0.0,0.04,0.0,0.04,0.15,0.15,0.0,0.0,0.0,0.0,0.0,1.32,0.84,0.77,0.55,0.0,0.55,1.28,42.9,0.73,7.96,2.97,37.3,3.38,4.29,0.29,1.28,0.48,0.04,0.81,2.13,3.45,4.99,0.0,78.11,8.26,35.63,45.72,2.31,0.48,76.2,0.18,0.29,62.5,0.18,0.07,53.38,301.04,163.78,4.99,0.48,0.0,0.11,0.11,56.87,56.43,99.2,0.15,0.37,0.0,0.0,1.28,0.29,0.0,0.15,2.13,0.84,0.0,0.0,0.0,8.4,1.25,0.59,68.0
Jerry St. Juste,16000000,25,1.86,Centre-Back,Centre-Back,right,1.32602739726027,1.FSV Mainz 05,Bundesliga,0.06,0.0,0.06,0.0,0.0,0.06,0.0,0.12,0.12,0.01,0.13,0.06,1.2,0.3,25.0,0.05,0.2,16.4,0.18,0.0,0.0,0.12,0.12,0.1,-0.06,-0.06,32.73,40.99,79.9,708.45,252.53,8.5,10.29,82.6,17.23,18.97,90.9,6.4,10.23,62.6,0.0,0.01,0.12,2.03,0.36,0.06,2.51,40.99,38.12,2.87,2.45,0.0,5.09,1.2,0.18,0.0,0.0,0.0,0.0,28.54,4.55,7.9,3.41,33.39,2.39,0.36,0.0,32.73,0.06,0.36,0.6,1.08,0.66,0.3,0.06,0.12,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1.62,1.32,0.78,0.12,0.54,1.08,50.0,0.54,13.11,5.57,42.5,7.3,4.91,0.9,1.5,0.66,0.0,0.84,3.05,5.27,4.25,0.0,53.08,6.52,27.95,24.24,4.31,1.26,50.33,0.66,0.96,68.8,0.66,0.0,29.56,196.93,103.7,1.91,0.6,0.06,0.42,0.36,29.86,28.48,95.4,0.24,0.06,0.0,0.0,1.56,0.84,0.0,0.18,3.05,1.62,0.0,0.0,0.0,9.51,3.05,1.91,61.4
Jhon Chancellor,800000,30,1.97,Centre-Back,Centre-Back,right,0.326027397260274,Zaglebie Lubin,Serie A,0.12,0.0,0.12,0.0,0.0,0.12,0.0,0.08,0.08,0.0,0.08,0.12,0.52,0.12,23.1,0.23,1.0,7.6,0.0,0.0,0.0,0.08,0.08,0.15,0.04,0.04,29.88,34.05,87.8,672.71,176.99,6.62,7.38,89.7,17.73,19.09,92.9,5.17,6.62,78.2,0.0,0.0,0.0,0.72,0.04,0.0,1.04,34.05,32.97,1.08,1.08,0.0,5.05,1.52,0.04,0.0,0.0,0.0,0.0,25.75,2.97,5.33,8.54,22.54,2.01,0.0,0.12,29.88,0.16,0.92,0.04,0.52,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.76,0.88,0.2,0.04,0.48,1.16,41.4,0.68,9.18,2.53,27.5,6.66,2.29,0.24,2.21,1.2,0.04,1.0,0.56,1.68,7.94,0.2,46.97,12.19,31.56,16.64,1.24,0.92,45.88,0.32,0.36,88.9,0.32,0.04,23.78,145.91,62.37,0.88,0.04,0.0,0.2,0.16,26.95,25.83,95.8,0.6,0.12,0.0,0.0,0.84,0.28,0.12,0.04,0.56,0.76,0.0,0.0,0.04,7.58,2.77,1.56,63.9
Joachim Andersen,22000000,25,1.92,Centre-Back,Centre-Back,right,4.32876712328767,Crystal Palace,Premier League,0.03,0.03,0.03,0.0,0.0,0.19,0.0,0.03,0.03,0.03,0.07,0.03,0.34,0.09,27.3,0.09,0.33,14.4,0.0,0.0,0.0,0.03,0.03,0.1,0.0,0.0,54.75,65.76,83.3,1405.22,417.46,10.39,11.57,89.8,28.76,31.07,92.6,15.41,22.55,68.3,0.03,0.03,0.41,4.37,0.22,0.03,2.62,65.76,63.3,2.46,2.09,0.06,4.99,2.99,0.16,0.03,0.0,0.0,0.03,44.67,4.65,16.44,5.55,55.28,3.15,0.25,0.22,54.75,0.12,1.78,1.19,0.44,0.87,0.72,0.03,0.0,0.03,0.0,0.09,0.09,0.06,0.0,0.0,0.03,0.0,0.0,1.28,0.78,0.75,0.44,0.09,0.62,1.12,55.6,0.5,5.86,1.59,27.1,3.62,1.84,0.41,1.22,0.5,0.0,0.72,2.15,3.43,5.99,0.09,76.9,15.44,47.54,31.82,2.4,0.81,74.46,0.25,0.31,80.0,0.25,0.0,48.32,285.82,140.44,2.25,0.28,0.06,0.09,0.22,54.06,53.5,99.0,0.06,0.19,0.0,0.0,0.9,0.25,0.06,0.16,2.15,0.78,0.0,0.0,0.03,8.61,2.59,1.15,69.2
Joakim Nilsson,3500000,28,1.87,Centre-Back,Centre-Back,left,0.326027397260274,Arminia Bielefeld,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.01,0.01,0.01,0.02,0.0,0.14,0.06,40.0,0.0,0.0,10.6,0.0,0.0,0.0,0.01,0.01,0.07,-0.01,-0.01,31.86,38.39,83.0,707.94,217.01,8.19,9.07,90.3,17.26,19.41,88.9,6.16,9.21,66.9,0.0,0.01,0.11,1.95,0.06,0.03,2.12,38.39,36.67,1.72,1.47,0.0,5.17,1.07,0.03,0.0,0.0,0.0,0.0,25.79,3.64,8.95,27.88,4.92,3.28,0.23,0.11,31.86,0.06,0.85,0.51,0.42,0.34,0.25,0.06,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,1.33,0.65,0.82,0.48,0.03,0.59,0.93,63.6,0.34,10.88,3.42,31.4,6.33,4.18,0.37,1.75,0.73,0.03,1.02,1.72,3.05,5.88,0.03,49.29,7.32,30.4,20.85,1.07,0.34,47.6,0.06,0.08,66.7,0.06,0.0,25.14,134.07,67.66,1.33,0.08,0.0,0.17,0.2,26.55,25.88,97.4,0.14,0.08,0.0,0.0,1.1,0.48,0.03,0.03,1.72,0.65,0.0,0.0,0.0,9.69,3.5,2.15,62.0
Joaquín Fernández,2800000,25,1.9,Centre-Back,Centre-Back,right,1.32602739726027,Real Valladolid CF,Segunda División,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.1,0.1,0.0,0.1,0.0,0.74,0.37,50.0,0.0,0.0,7.7,0.0,0.0,0.0,0.1,0.1,0.13,-0.1,-0.1,26.69,33.77,79.0,586.55,161.63,6.46,7.57,85.2,15.39,17.26,89.2,4.59,8.44,54.4,0.0,0.0,0.12,1.37,0.12,0.0,1.37,33.77,32.52,1.24,1.24,0.0,4.72,0.87,0.12,0.0,0.0,0.0,0.0,21.97,3.97,7.82,3.72,26.69,2.36,0.0,0.12,26.69,0.0,1.49,1.12,0.25,0.62,0.5,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.99,1.37,0.12,0.0,0.5,1.37,36.4,0.87,9.56,3.6,37.7,5.46,3.23,0.87,1.37,0.5,0.0,0.87,1.12,2.61,5.83,0.0,43.7,6.83,24.7,18.5,2.73,0.87,42.58,0.25,0.25,100.0,0.25,0.0,23.71,120.66,47.79,1.12,0.0,0.0,0.0,0.12,26.07,24.58,94.3,0.0,0.25,0.0,0.0,1.61,0.37,0.0,0.12,1.12,0.99,0.0,0.0,0.0,7.2,2.98,1.24,70.6
Joël Matip,18000000,30,1.95,Centre-Back,Centre-Back,right,2.32876712328767,Liverpool FC,Premier League,0.04,0.04,0.04,0.0,0.0,0.08,0.0,0.08,0.08,0.02,0.1,0.04,1.04,0.23,22.2,0.04,0.17,9.2,0.0,0.0,0.0,0.08,0.08,0.08,-0.04,-0.04,66.19,72.77,91.0,1438.12,412.19,17.0,18.65,91.1,36.58,38.62,94.7,12.31,14.73,83.6,0.04,0.02,0.35,5.58,0.27,0.0,5.12,72.77,70.96,1.81,1.27,0.0,6.96,1.23,0.04,0.0,0.0,0.0,0.0,57.27,6.73,8.77,9.35,56.42,4.0,0.54,0.38,66.19,0.12,0.42,0.96,0.5,1.04,0.88,0.0,0.0,0.12,0.04,0.0,0.19,0.15,0.0,0.0,0.0,0.04,0.0,1.46,1.08,0.62,0.62,0.23,0.54,0.81,66.7,0.27,6.35,2.69,42.4,3.27,2.35,0.73,1.19,0.5,0.04,0.69,2.0,3.46,3.81,0.04,82.62,7.81,35.23,50.08,5.35,1.88,80.92,0.5,0.58,86.7,0.5,0.0,52.92,344.12,231.04,8.04,2.04,0.15,0.19,0.27,59.96,58.38,97.4,0.38,0.08,0.0,0.0,0.58,0.62,0.0,0.04,2.0,1.08,0.0,0.0,0.0,11.92,4.08,1.73,70.2
