Player_Names,Player_valuation,Age,Height,Position,Gen_Pos,Foot,Y_Contract_Left,Actual_Club,Data_League,Goals,Assists,Non.Penalty.Goals,Penalty.Kicks.Made,Penalty.Kicks.Attempted,Yellow.Cards,Red.Cards,xG,npxG,xA,npxG.xA,Goals.1,Shots.Total,Shots.on.target,Shots.on.target..,Goals.Shot,Goals.Shot.on.target,Average.Shot.Distance,Shots.from.free.kicks,Penalty.Kicks.Made.1,Penalty.Kicks.Attempted.1,xG.1,npxG.1,npxG.Sh,Goals...xG,Non.Penalty.Goals...npxG,Passes.Completed,Passes.Attempted,Pass.Completion..,Total.Passing.Distance,Progressive.Passing.Distance,Passes.Completed..Short.,Passes.Attempted..Short.,Pass.Completion....Short.,Passes.Completed..Medium.,Passes.Attempted..Medium.,Pass.Completion....Medium.,Passes.Completed..Long.,Passes.Attempted..Long.,Pass.Completion....Long.,Assists.1,xA.1,Key.Passes,Passes.into.Final.Third,Passes.into.Penalty.Area,Crosses.into.Penalty.Area,Progressive.Passes,Passes.Attempted.1,Live.ball.passes,Dead.ball.passes,Passes.from.Free.Kicks,Through.Balls,Passes.Under.Pressure,Switches,Crosses,Corner.Kicks,Inswinging.Corner.Kicks,Outswinging.Corner.Kicks,Straight.Corner.Kicks,Ground.passes,Low.Passes,High.Passes,Passes.Attempted..Left.,Passes.Attempted..Right.,Passes.Attempted..Head.,Throw.Ins.taken,Passes.Attempted..Other.,Passes.Completed.1,Passes.Offside,Passes.Out.of.Bounds,Passes.Intercepted,Passes.Blocked,Shot.Creating.Actions,SCA..PassLive.,SCA..PassDead.,SCA..Drib.,SCA..Sh.,SCA..Fld.,SCA..Def.,Goal.Creating.Actions,GCA..PassLive.,GCA..PassDead.,GCA..Drib.,GCA..Sh.,GCA..Fld.,GCA..Def.,Tackles,Tackles.Won,Tackles..Def.3rd.,Tackles..Mid.3rd.,Tackles..Att.3rd.,Dribblers.Tackled,Dribbles.Contested,X..of.dribblers.tackled,Dribbled.Past,Pressures,Successful.Pressures,Successful.Pressure..,Pressures..Def.3rd.,Pressures..Mid.3rd.,Pressures..Att.3rd.,Blocks,Shots.Blocked,Shots.Saved,Passes.Blocked.1,Interceptions,Tkl.Int,Clearances,Errors,Touches,Touches..Def.Pen.,Touches..Def.3rd.,Touches..Mid.3rd.,Touches..Att.3rd.,Touches..Att.Pen.,Touches..Live.Ball.,Dribbles.Completed,Dribbles.Attempted,Successful.Dribble..,Players.Dribbled.Past,Nutmegs,Carries,Total.Carrying.Distance,Progressive.Carrying.Distance,Progressive.Carries,Carries.into.Final.Third,Carries.into.Penalty.Area,Miscontrols,Dispossessed,Pass.Targets,Passes.Received,Passes.Received..,Progressive.Passes.Rec,Yellow.Cards.1,Red.Cards.1,Second.Yellow.Card,Fouls.Committed,Fouls.Drawn,Offsides,Crosses.1,Interceptions.1,Tackles.Won.1,Penalty.Kicks.Won,Penalty.Kicks.Conceded,Own.Goals,Ball.Recoveries,Aerials.won,Aerials.lost,X..of.Aerials.Won
Ermin Bicakcic,1300000,32,1.85,Centre-Back,Centre-Back,right,0.326027397260274,TSG 1899 Hoffenheim,Bundesliga,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.05,0.05,0.03,0.07,0.15,0.61,0.15,25.0,0.25,1.0,10.6,0.0,0.0,0.0,0.05,0.05,0.07,0.11,0.11,53.57,60.31,88.8,1051.07,387.86,19.59,20.59,95.2,26.02,28.09,92.6,7.19,10.33,69.6,0.0,0.03,0.15,2.98,0.31,0.0,4.52,60.31,58.47,1.84,0.84,0.08,8.65,0.92,0.23,0.0,0.0,0.0,0.0,45.46,5.89,8.95,17.07,37.88,2.68,0.99,0.31,53.57,0.0,0.69,0.31,0.69,0.54,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.46,0.61,0.08,0.0,0.38,0.92,41.7,0.54,6.81,2.37,34.8,3.98,2.53,0.31,1.84,0.69,0.0,1.15,0.99,1.68,7.5,0.08,72.7,10.41,38.8,35.43,4.29,0.99,71.17,0.08,0.23,33.3,0.08,0.0,45.31,242.68,136.15,3.14,0.84,0.08,0.23,0.15,52.19,50.59,96.9,0.61,0.0,0.0,0.0,0.61,1.15,0.23,0.23,0.99,0.46,0.0,0.0,0.0,8.88,4.13,1.38,75.0
Ernest Seka,400000,34,1.85,Centre-Back,Centre-Back,right,,Without Club,Ligue 1,0.04,0.0,0.04,0.0,0.0,0.17,0.04,0.03,0.03,0.04,0.07,0.04,0.62,0.12,20.0,0.07,0.33,17.9,0.0,0.0,0.0,0.03,0.03,0.05,0.01,0.01,40.87,53.64,76.2,773.64,351.86,15.7,18.8,83.5,19.09,23.55,81.1,5.5,9.55,57.6,0.0,0.04,0.7,3.51,0.62,0.21,4.63,53.64,45.7,7.93,0.29,0.0,6.57,0.58,0.83,0.0,0.0,0.0,0.0,31.94,7.02,14.67,10.87,29.67,4.71,7.64,0.12,40.87,0.08,1.74,1.74,1.28,1.65,1.16,0.17,0.12,0.12,0.08,0.0,0.12,0.08,0.0,0.0,0.04,0.0,0.0,2.31,1.49,1.74,0.41,0.17,0.79,1.9,41.3,1.12,8.22,2.69,32.7,5.41,2.23,0.58,1.74,0.29,0.0,1.45,1.61,3.93,2.6,0.08,64.26,3.88,25.54,30.12,13.22,1.16,56.36,1.16,1.53,75.7,1.24,0.0,35.29,189.63,118.93,4.17,1.57,0.12,0.91,0.83,36.49,34.75,95.2,1.41,0.17,0.04,0.0,1.32,0.41,0.08,0.83,1.61,1.49,0.0,0.0,0.0,11.49,0.87,0.45,65.6
Ervin Zukanovic,450000,35,1.88,Centre-Back,Centre-Back,left,0.326027397260274,Fatih Karagümrük,Serie A,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.05,0.05,0.02,0.07,0.0,0.78,0.28,35.3,0.0,0.0,16.7,0.14,0.0,0.0,0.05,0.05,0.06,-0.05,-0.05,38.94,45.83,85.0,787.78,254.71,12.72,13.82,92.0,20.07,21.67,92.6,5.79,9.69,59.7,0.0,0.02,0.32,3.31,0.41,0.23,2.66,45.83,44.17,1.65,1.01,0.0,8.27,1.29,0.69,0.0,0.0,0.0,0.0,31.68,4.68,9.46,36.87,5.05,2.2,0.64,0.18,38.94,0.18,0.51,0.46,0.51,0.83,0.64,0.05,0.0,0.05,0.05,0.05,0.09,0.09,0.0,0.0,0.0,0.0,0.0,1.56,1.01,1.06,0.46,0.05,0.78,1.47,53.1,0.69,7.81,2.34,30.0,4.59,2.94,0.28,1.38,0.6,0.0,0.78,1.15,2.71,4.87,0.0,55.56,6.2,24.11,29.85,6.29,1.1,53.82,0.28,0.37,75.0,0.28,0.0,36.23,188.91,95.23,2.2,0.96,0.0,0.09,0.23,35.54,34.44,96.9,0.6,0.23,0.0,0.0,1.15,0.69,0.0,0.69,1.15,1.01,0.0,0.0,0.0,10.15,1.88,1.1,63.1
Esteban Burgos,1500000,30,1.91,Centre-Back,Centre-Back,right,0.326027397260274,SD Eibar,La Liga,0.24,0.08,0.08,0.16,0.24,0.41,0.0,0.27,0.09,0.01,0.1,0.24,0.24,0.16,66.7,0.33,0.5,18.5,0.0,0.16,0.24,0.27,0.09,0.35,-0.02,-0.01,33.78,44.31,76.2,909.56,225.45,6.16,7.53,81.7,15.39,18.96,81.2,12.07,17.09,70.6,0.08,0.01,0.16,1.86,0.0,0.0,2.19,44.31,42.45,1.86,1.86,0.0,4.13,3.48,0.0,0.0,0.0,0.0,0.0,25.27,5.02,14.01,4.54,32.57,5.35,0.0,0.24,33.78,0.24,1.05,0.24,0.41,0.57,0.49,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.73,0.65,0.41,0.32,0.0,0.24,0.65,37.5,0.41,4.7,2.27,48.3,2.35,2.03,0.32,1.22,0.49,0.0,0.73,0.97,1.7,7.13,0.08,54.76,6.56,26.25,29.89,1.46,0.97,52.66,0.08,0.08,100.0,0.08,0.0,27.22,174.98,87.89,1.46,0.16,0.08,0.0,0.16,29.16,27.95,95.8,0.08,0.41,0.0,0.0,1.22,0.24,0.08,0.0,0.97,0.65,0.0,0.0,0.0,14.26,3.08,2.75,52.8
Ethan Pinnock,10000000,28,1.94,Centre-Back,Centre-Back,left,3.32876712328767,Brentford FC,Premier League,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.06,0.06,0.05,0.11,0.04,0.7,0.31,44.4,0.06,0.13,9.0,0.0,0.0,0.0,0.06,0.06,0.08,-0.02,-0.02,39.17,51.5,76.1,792.26,298.82,13.11,15.25,86.0,19.72,24.97,79.0,5.91,10.19,58.0,0.04,0.05,0.39,2.29,0.27,0.12,2.06,51.5,42.98,8.52,1.4,0.0,6.69,0.58,0.93,0.0,0.0,0.0,0.0,27.5,9.37,14.62,32.52,3.66,5.02,7.08,0.08,39.17,0.27,0.58,1.13,0.58,0.66,0.51,0.04,0.0,0.12,0.0,0.0,0.08,0.04,0.0,0.0,0.04,0.0,0.0,2.14,1.32,1.56,0.51,0.08,0.66,1.21,54.8,0.54,8.79,3.07,35.0,5.52,2.68,0.58,1.67,0.43,0.0,1.24,1.91,4.04,6.11,0.0,64.33,10.0,33.88,24.93,7.9,1.98,56.08,0.12,0.23,50.0,0.16,0.0,26.64,135.58,72.3,1.44,0.31,0.0,0.47,0.23,33.06,31.47,95.2,0.39,0.0,0.0,0.0,0.35,0.58,0.04,0.93,1.91,1.32,0.0,0.0,0.0,11.28,5.29,2.53,67.7
Ewerton,250000,32,1.88,Centre-Back,Centre-Back,left,,Without Club,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.03,0.03,0.01,0.03,0.0,0.54,0.13,25.0,0.0,0.0,8.5,0.0,0.0,0.0,0.03,0.03,0.05,-0.03,-0.03,33.09,38.66,85.6,722.82,202.42,8.59,9.19,93.4,19.33,21.14,91.4,5.1,7.99,63.9,0.0,0.01,0.07,0.94,0.07,0.0,1.34,38.66,37.18,1.48,1.41,0.0,10.0,1.21,0.0,0.0,0.0,0.0,0.0,28.32,3.62,6.71,31.41,4.09,1.34,0.07,0.2,33.09,0.2,0.4,0.4,0.27,0.34,0.27,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1.21,1.54,0.2,0.0,0.67,1.28,52.6,0.6,6.58,2.15,32.7,5.3,1.28,0.0,1.68,0.74,0.0,0.94,1.28,3.02,8.93,0.13,52.68,9.6,36.85,18.05,1.01,0.81,51.28,0.67,0.67,100.0,0.67,0.0,31.34,148.39,66.04,0.4,0.07,0.0,0.13,0.2,28.12,27.52,97.9,0.54,0.13,0.0,0.0,1.14,0.27,0.07,0.0,1.28,1.21,0.0,0.0,0.07,10.07,3.56,1.34,72.6
Ezequiel Muñoz,225000,31,1.86,Centre-Back,Centre-Back,right,0.83013698630137,Club Estudiantes de La Plata,La Liga,0.0,0.06,0.0,0.0,0.0,0.13,0.0,0.03,0.03,0.04,0.06,0.0,0.38,0.13,33.3,0.0,0.0,7.9,0.0,0.0,0.0,0.03,0.03,0.07,-0.03,-0.03,25.07,33.45,75.0,523.11,158.19,7.23,9.08,79.6,12.92,15.8,81.8,4.03,7.42,54.3,0.06,0.04,0.19,0.51,0.0,0.0,0.58,33.45,32.56,0.9,0.83,0.0,5.63,0.51,0.06,0.0,0.0,0.0,0.0,21.62,3.9,7.93,4.61,23.03,4.03,0.06,0.13,25.07,0.0,1.28,0.32,0.51,0.45,0.38,0.0,0.0,0.06,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,2.24,1.47,1.54,0.7,0.0,0.58,1.54,37.5,0.96,9.4,4.16,44.2,6.52,2.81,0.06,1.15,0.51,0.0,0.64,1.28,3.52,4.09,0.13,42.92,6.14,28.08,15.74,0.9,0.7,42.03,0.19,0.19,100.0,0.19,0.0,21.62,100.11,30.19,0.32,0.06,0.0,0.26,0.13,19.83,19.25,97.1,0.51,0.13,0.0,0.0,1.22,0.51,0.13,0.06,1.28,1.47,0.0,0.0,0.0,12.35,2.69,1.41,65.6
Ezri Konsa,25000000,24,1.83,Centre-Back,Centre-Back,right,4.32876712328767,Aston Villa,Premier League,0.06,0.0,0.06,0.0,0.0,0.18,0.06,0.07,0.07,0.01,0.09,0.06,0.71,0.24,33.3,0.08,0.25,7.6,0.0,0.0,0.0,0.07,0.07,0.1,-0.01,-0.01,29.73,34.46,86.3,616.31,182.38,8.27,9.18,90.1,16.69,17.86,93.4,4.39,6.62,66.2,0.0,0.01,0.15,0.97,0.03,0.0,1.24,34.46,32.82,1.65,1.12,0.03,4.12,0.79,0.06,0.0,0.0,0.0,0.0,25.72,3.53,5.21,3.68,27.22,1.8,0.5,0.24,29.73,0.0,0.71,0.65,0.41,0.32,0.29,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.65,0.62,0.47,0.03,0.32,0.53,61.1,0.21,6.47,2.06,31.8,3.59,2.41,0.47,1.74,0.97,0.0,0.77,1.44,2.56,4.36,0.03,44.29,8.77,26.25,17.1,2.85,1.35,42.94,0.18,0.21,85.7,0.18,0.0,25.1,105.8,52.18,0.97,0.21,0.0,0.29,0.18,27.78,26.31,94.7,0.21,0.18,0.06,0.03,0.65,1.27,0.03,0.06,1.44,0.65,0.0,0.06,0.0,6.86,2.3,1.65,58.2
Fabián Balbuena,6000000,30,1.88,Centre-Back,Centre-Back,right,3.32876712328767,Dynamo Moscow,Premier League,0.08,0.0,0.08,0.0,0.0,0.08,0.08,0.05,0.05,0.0,0.05,0.08,0.6,0.15,25.0,0.13,0.5,9.6,0.0,0.0,0.0,0.05,0.05,0.08,0.03,0.03,26.82,34.93,76.8,646.3,247.61,5.78,6.61,87.5,14.05,16.0,87.8,6.69,11.57,57.8,0.0,0.0,0.0,2.48,0.0,0.0,2.25,34.93,32.98,1.95,1.73,0.0,2.4,1.28,0.0,0.0,0.0,0.0,0.0,21.71,3.08,10.14,3.91,28.32,1.8,0.23,0.08,26.82,0.23,0.75,0.38,0.53,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.05,1.5,0.3,0.0,0.9,1.8,50.0,0.9,10.07,3.38,33.6,6.61,3.31,0.15,1.88,0.45,0.08,1.43,1.05,2.85,6.69,0.08,45.9,6.76,23.81,22.61,1.8,0.75,44.25,0.15,0.23,66.7,0.15,0.0,24.42,113.81,52.29,0.98,0.23,0.0,0.15,0.0,25.24,24.19,95.8,0.38,0.08,0.08,0.0,0.9,0.3,0.0,0.0,1.05,1.05,0.0,0.0,0.0,8.56,1.95,1.28,60.5
Fabian Schär,7000000,30,1.86,Centre-Back,Centre-Back,right,0.326027397260274,Newcastle United,Premier League,0.12,0.12,0.06,0.06,0.06,0.19,0.06,0.11,0.06,0.02,0.08,0.12,0.74,0.19,25.0,0.08,0.33,13.4,0.0,0.06,0.06,0.11,0.06,0.08,0.02,0.01,26.89,38.39,70.0,700.71,271.42,6.18,7.6,81.3,12.92,14.84,87.1,7.73,15.52,49.8,0.12,0.02,0.12,2.91,0.49,0.06,1.48,38.39,35.42,2.97,2.41,0.06,4.33,2.91,0.19,0.0,0.0,0.0,0.0,20.89,4.14,13.35,5.5,29.3,1.92,0.56,0.12,26.89,0.25,1.05,1.85,0.56,0.8,0.56,0.06,0.12,0.06,0.0,0.0,0.25,0.19,0.0,0.06,0.0,0.0,0.0,0.93,0.56,0.74,0.19,0.0,0.56,0.8,69.2,0.25,6.43,2.16,33.7,3.65,2.23,0.56,1.36,0.87,0.12,0.49,3.65,4.57,5.32,0.12,50.19,8.72,30.16,20.83,3.21,1.11,47.23,0.37,0.74,50.0,0.43,0.0,28.0,175.61,107.43,2.16,0.62,0.0,0.12,0.25,28.0,27.14,96.9,0.19,0.19,0.06,0.0,1.36,0.37,0.12,0.19,3.65,0.56,0.0,0.0,0.0,7.91,2.16,2.04,51.5
Fabio Lucioni,600000,34,1.85,Centre-Back,Centre-Back,left,2.32876712328767,US Lecce,Serie A,0.09,0.0,0.09,0.0,0.0,0.23,0.03,0.05,0.05,0.0,0.05,0.09,0.4,0.11,28.6,0.21,0.75,11.9,0.0,0.0,0.0,0.05,0.05,0.12,0.04,0.04,38.88,45.11,86.2,992.39,338.99,6.55,7.21,90.8,21.58,22.93,94.1,10.52,14.51,72.5,0.0,0.0,0.06,1.93,0.09,0.03,2.39,45.11,42.44,2.67,2.5,0.0,5.29,3.05,0.09,0.0,0.0,0.0,0.0,30.69,4.71,9.71,6.55,36.09,1.41,0.17,0.11,38.88,0.14,0.6,0.43,0.4,0.29,0.23,0.03,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.0,1.15,0.83,0.89,0.26,0.0,0.29,0.92,31.3,0.63,7.33,2.41,32.9,5.09,1.98,0.26,1.98,1.18,0.03,0.8,0.86,2.01,5.6,0.09,55.49,14.02,35.49,22.41,1.26,0.4,52.9,0.2,0.32,63.6,0.23,0.03,33.02,189.4,102.21,1.49,0.2,0.0,0.11,0.14,35.34,34.83,98.5,0.26,0.23,0.03,0.0,0.75,0.57,0.0,0.09,0.86,0.83,0.0,0.06,0.03,7.76,1.81,1.38,56.8
Fabio Pisacane,300000,36,1.78,Centre-Back,Centre-Back,right,,Without Club,Serie A,0.04,0.0,0.04,0.0,0.0,0.29,0.04,0.03,0.03,0.01,0.04,0.04,0.22,0.04,16.7,0.17,1.0,9.6,0.0,0.0,0.0,0.03,0.03,0.11,0.01,0.01,35.53,40.06,88.7,779.23,198.94,9.69,10.43,92.9,18.32,19.9,92.0,7.48,9.36,79.9,0.0,0.01,0.18,0.7,0.18,0.07,1.36,40.06,38.66,1.4,0.74,0.0,3.83,0.96,0.22,0.0,0.0,0.0,0.0,30.0,4.72,5.34,8.22,28.86,1.25,0.66,0.33,35.53,0.0,0.88,0.26,0.37,0.37,0.37,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,1.47,0.92,0.92,0.55,0.0,0.7,1.66,42.2,0.96,8.26,2.91,35.3,5.57,2.4,0.29,2.14,1.07,0.04,1.07,0.96,2.43,4.94,0.04,50.23,9.91,32.03,18.76,2.32,0.37,48.94,0.11,0.15,75.0,0.11,0.0,31.84,192.72,84.77,1.36,0.37,0.0,0.29,0.44,30.92,30.44,98.5,0.29,0.29,0.04,0.04,1.22,0.96,0.07,0.22,0.96,0.92,0.0,0.04,0.0,8.55,1.7,1.88,47.4
Facundo Medina,10000000,22,1.84,Centre-Back,Centre-Back,left,2.32876712328767,RC Lens,Ligue 1,0.04,0.0,0.04,0.0,0.0,0.49,0.0,0.04,0.04,0.01,0.05,0.04,0.26,0.08,28.6,0.14,0.5,8.5,0.0,0.0,0.0,0.04,0.04,0.16,0.0,0.0,67.88,75.86,89.5,1341.76,504.61,25.34,26.96,94.0,31.84,34.37,92.6,9.79,12.86,76.2,0.0,0.01,0.11,6.01,0.15,0.0,5.82,75.86,72.49,3.37,2.23,0.0,7.11,2.23,0.19,0.0,0.0,0.0,0.0,62.7,5.18,7.98,65.46,6.24,2.16,0.83,0.15,67.88,0.04,0.83,1.82,0.79,0.87,0.79,0.04,0.0,0.04,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,2.5,1.74,1.47,0.87,0.15,1.29,2.23,57.6,0.95,12.71,4.54,35.7,5.45,6.24,1.02,1.74,0.38,0.04,1.36,2.23,4.73,2.99,0.0,85.42,9.76,34.9,52.56,3.71,0.68,82.32,0.61,0.76,80.0,0.61,0.0,59.48,334.78,203.33,6.58,0.91,0.04,0.49,0.53,63.08,61.45,97.4,0.38,0.49,0.0,0.0,1.47,0.53,0.0,0.19,2.23,1.74,0.0,0.11,0.0,9.79,1.51,1.21,55.6
Fali,2500000,28,1.86,Centre-Back,Centre-Back,right,2.32876712328767,Cádiz CF,La Liga,0.0,0.08,0.0,0.0,0.0,0.39,0.0,0.02,0.02,0.02,0.04,0.0,0.47,0.04,8.3,0.0,0.0,15.5,0.08,0.0,0.0,0.02,0.02,0.04,-0.02,-0.02,22.08,28.72,76.9,528.65,151.64,4.99,5.54,90.1,11.0,12.73,86.4,5.7,9.78,58.2,0.08,0.02,0.2,1.77,0.16,0.0,1.49,28.72,26.63,2.08,1.53,0.08,3.57,1.18,0.31,0.0,0.0,0.0,0.0,16.66,3.22,8.84,5.46,20.47,1.53,0.51,0.08,22.08,0.04,0.86,0.55,0.35,0.63,0.39,0.04,0.04,0.12,0.04,0.0,0.16,0.04,0.04,0.04,0.04,0.0,0.0,1.49,0.94,1.14,0.35,0.0,0.67,1.37,48.6,0.71,10.25,3.26,31.8,6.76,3.26,0.24,2.0,0.71,0.0,1.3,1.14,2.63,5.15,0.0,39.4,6.72,20.55,18.15,2.55,0.55,37.28,0.16,0.24,66.7,0.24,0.0,18.97,94.36,49.26,1.22,0.08,0.04,0.2,0.2,20.9,19.96,95.5,0.24,0.39,0.0,0.0,0.86,0.83,0.0,0.31,1.14,0.94,0.0,0.0,0.0,6.6,1.85,1.3,58.8
Fallou Diagne,200000,32,1.85,Centre-Back,Centre-Back,right,0.326027397260274,KF Vllaznia,Ligue 1,0.04,0.04,0.04,0.0,0.0,0.32,0.08,0.02,0.02,0.01,0.04,0.04,0.6,0.28,46.7,0.07,0.14,19.2,0.04,0.0,0.0,0.02,0.02,0.04,0.02,0.02,31.85,41.86,76.1,780.76,255.2,6.88,8.65,79.5,15.68,18.58,84.4,8.77,13.51,64.9,0.04,0.01,0.32,2.86,0.08,0.0,2.49,41.86,40.78,1.09,1.01,0.0,5.07,2.69,0.04,0.0,0.0,0.0,0.0,26.5,3.22,12.14,2.21,34.18,4.22,0.04,0.24,31.85,0.2,1.89,0.92,0.48,0.84,0.64,0.0,0.0,0.08,0.04,0.08,0.12,0.08,0.0,0.0,0.04,0.0,0.0,1.61,1.01,1.05,0.52,0.04,0.36,0.92,39.1,0.56,6.92,2.25,32.6,3.46,2.94,0.52,1.81,0.8,0.04,1.01,0.72,2.33,2.65,0.08,49.71,4.87,25.38,24.01,3.22,0.84,48.62,0.32,0.32,100.0,0.32,0.04,26.42,148.19,67.08,1.33,0.4,0.08,0.2,0.2,25.58,24.89,97.3,0.64,0.32,0.08,0.0,1.13,0.28,0.08,0.04,0.72,1.01,0.0,0.0,0.0,13.71,1.13,0.48,70.0
Federico Barba,1500000,28,1.85,Centre-Back,Centre-Back,left,1.32602739726027,Benevento Calcio,Serie B,0.0,0.08,0.0,0.0,0.0,0.24,0.0,0.03,0.03,0.09,0.12,0.0,0.49,0.08,16.7,0.0,0.0,15.6,0.0,0.0,0.0,0.03,0.03,0.06,-0.03,-0.03,34.55,42.11,82.0,643.25,218.86,13.9,14.8,94.0,15.53,17.8,87.2,4.47,8.29,53.9,0.08,0.09,0.57,1.38,0.41,0.08,1.87,42.11,36.26,5.85,1.79,0.08,4.55,0.65,1.38,0.0,0.0,0.0,0.0,28.05,5.77,8.29,29.27,6.34,1.87,4.07,0.0,34.55,0.08,0.81,0.89,0.41,0.81,0.73,0.0,0.0,0.08,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,1.06,0.49,0.81,0.16,0.08,0.24,0.65,37.5,0.41,10.98,2.93,26.7,6.34,3.9,0.73,1.54,0.65,0.0,0.89,1.46,2.52,3.66,0.33,50.41,4.96,23.41,22.52,7.8,1.06,44.8,0.16,0.41,40.0,0.16,0.0,28.29,147.72,76.34,2.44,0.49,0.08,0.16,0.16,29.67,28.05,94.5,0.65,0.24,0.0,0.0,1.14,0.33,0.0,1.38,1.46,0.49,0.0,0.0,0.08,7.56,1.38,1.3,51.5
Federico Ceccherini,3500000,29,1.87,Centre-Back,Centre-Back,right,2.32876712328767,Hellas Verona,Serie A,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.04,0.04,0.02,0.06,0.0,0.52,0.04,7.7,0.0,0.0,9.9,0.0,0.0,0.0,0.04,0.04,0.08,-0.04,-0.04,39.31,48.32,81.4,740.98,255.15,16.05,18.34,87.6,17.22,19.74,87.2,5.12,8.45,60.7,0.0,0.02,0.36,3.0,0.32,0.0,3.56,48.32,45.92,2.4,1.48,0.04,6.17,1.12,0.32,0.0,0.0,0.0,0.0,32.75,6.33,9.25,14.17,28.15,3.24,0.92,0.16,39.31,0.16,1.08,1.52,0.8,0.88,0.8,0.0,0.0,0.04,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,1.56,1.16,1.04,0.4,0.12,0.44,0.88,50.0,0.44,12.21,3.84,31.5,5.89,5.04,1.28,1.24,0.28,0.0,0.96,2.4,3.96,4.48,0.0,59.73,4.96,24.3,31.55,7.73,1.4,57.49,0.4,0.76,52.6,0.44,0.0,35.91,174.72,94.96,3.44,1.32,0.0,0.68,0.72,38.11,35.83,94.0,1.16,0.32,0.0,0.0,2.44,1.32,0.12,0.32,2.4,1.16,0.0,0.0,0.0,10.05,3.32,2.08,61.5
Federico Fazio,500000,34,1.95,Centre-Back,Centre-Back,right,2.32876712328767,US Salernitana 1919,Serie A,0.12,0.0,0.12,0.0,0.0,0.12,0.0,0.06,0.06,0.0,0.06,0.12,0.87,0.25,28.6,0.14,0.5,15.3,0.0,0.0,0.0,0.06,0.06,0.07,0.06,0.06,42.02,48.73,86.2,812.11,273.61,15.17,16.91,89.7,21.63,23.0,94.1,4.72,7.96,59.4,0.0,0.0,0.12,3.48,0.37,0.0,3.11,48.73,46.49,2.24,2.11,0.12,5.84,1.24,0.12,0.0,0.0,0.0,0.0,36.42,4.35,7.96,10.44,33.81,2.49,0.12,0.12,42.02,0.25,0.62,1.49,0.62,0.62,0.5,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.62,0.25,0.37,0.0,0.25,0.75,33.3,0.5,8.7,2.86,32.9,4.35,4.23,0.12,2.61,1.49,0.0,1.12,2.49,3.11,6.46,0.0,62.78,10.57,29.21,33.94,4.23,0.87,60.54,0.37,0.5,75.0,0.37,0.0,32.94,231.09,146.19,4.6,1.49,0.0,0.5,0.37,36.92,35.93,97.3,0.12,0.12,0.0,0.0,0.99,0.99,0.0,0.12,2.49,0.62,0.0,0.12,0.0,10.44,4.1,1.74,70.2
Felipe,8000000,32,1.9,Centre-Back,Centre-Back,right,0.326027397260274,Atlético de Madrid,La Liga,0.08,0.04,0.08,0.0,0.0,0.38,0.08,0.05,0.05,0.02,0.06,0.08,0.55,0.17,30.8,0.15,0.5,9.5,0.0,0.0,0.0,0.05,0.05,0.09,0.04,0.04,38.26,44.48,86.0,782.28,250.05,13.15,14.2,92.6,18.31,19.91,92.0,6.01,8.86,67.8,0.04,0.02,0.21,1.89,0.0,0.0,1.89,44.48,42.5,1.97,1.76,0.0,5.12,1.6,0.0,0.0,0.0,0.0,0.0,32.76,3.99,7.73,6.72,32.09,3.19,0.21,0.42,38.26,0.29,0.8,0.59,0.63,0.34,0.34,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,1.47,0.84,0.97,0.46,0.04,0.63,1.13,55.6,0.5,8.82,2.56,29.0,4.66,3.91,0.25,1.51,0.5,0.0,1.01,1.64,3.11,5.25,0.04,54.97,7.64,28.26,27.76,1.81,0.92,53.08,0.25,0.29,85.7,0.25,0.0,31.16,177.1,76.39,1.76,0.13,0.0,0.08,0.29,32.17,30.95,96.2,0.17,0.38,0.08,0.0,1.39,0.67,0.13,0.0,1.64,0.84,0.0,0.0,0.0,11.13,3.7,1.6,69.8
