Player_Names,Player_valuation,Age,Height,Position,Gen_Pos,Foot,Y_Contract_Left,Actual_Club,Data_League,Goals,Assists,Non.Penalty.Goals,Penalty.Kicks.Made,Penalty.Kicks.Attempted,Yellow.Cards,Red.Cards,xG,npxG,xA,npxG.xA,Goals.1,Shots.Total,Shots.on.target,Shots.on.target..,Goals.Shot,Goals.Shot.on.target,Average.Shot.Distance,Shots.from.free.kicks,Penalty.Kicks.Made.1,Penalty.Kicks.Attempted.1,xG.1,npxG.1,npxG.Sh,Goals...xG,Non.Penalty.Goals...npxG,Passes.Completed,Passes.Attempted,Pass.Completion..,Total.Passing.Distance,Progressive.Passing.Distance,Passes.Completed..Short.,Passes.Attempted..Short.,Pass.Completion....Short.,Passes.Completed..Medium.,Passes.Attempted..Medium.,Pass.Completion....Medium.,Passes.Completed..Long.,Passes.Attempted..Long.,Pass.Completion....Long.,Assists.1,xA.1,Key.Passes,Passes.into.Final.Third,Passes.into.Penalty.Area,Crosses.into.Penalty.Area,Progressive.Passes,Passes.Attempted.1,Live.ball.passes,Dead.ball.passes,Passes.from.Free.Kicks,Through.Balls,Passes.Under.Pressure,Switches,Crosses,Corner.Kicks,Inswinging.Corner.Kicks,Outswinging.Corner.Kicks,Straight.Corner.Kicks,Ground.passes,Low.Passes,High.Passes,Passes.Attempted..Left.,Passes.Attempted..Right.,Passes.Attempted..Head.,Throw.Ins.taken,Passes.Attempted..Other.,Passes.Completed.1,Passes.Offside,Passes.Out.of.Bounds,Passes.Intercepted,Passes.Blocked,Shot.Creating.Actions,SCA..PassLive.,SCA..PassDead.,SCA..Drib.,SCA..Sh.,SCA..Fld.,SCA..Def.,Goal.Creating.Actions,GCA..PassLive.,GCA..PassDead.,GCA..Drib.,GCA..Sh.,GCA..Fld.,GCA..Def.,Tackles,Tackles.Won,Tackles..Def.3rd.,Tackles..Mid.3rd.,Tackles..Att.3rd.,Dribblers.Tackled,Dribbles.Contested,X..of.dribblers.tackled,Dribbled.Past,Pressures,Successful.Pressures,Successful.Pressure..,Pressures..Def.3rd.,Pressures..Mid.3rd.,Pressures..Att.3rd.,Blocks,Shots.Blocked,Shots.Saved,Passes.Blocked.1,Interceptions,Tkl.Int,Clearances,Errors,Touches,Touches..Def.Pen.,Touches..Def.3rd.,Touches..Mid.3rd.,Touches..Att.3rd.,Touches..Att.Pen.,Touches..Live.Ball.,Dribbles.Completed,Dribbles.Attempted,Successful.Dribble..,Players.Dribbled.Past,Nutmegs,Carries,Total.Carrying.Distance,Progressive.Carrying.Distance,Progressive.Carries,Carries.into.Final.Third,Carries.into.Penalty.Area,Miscontrols,Dispossessed,Pass.Targets,Passes.Received,Passes.Received..,Progressive.Passes.Rec,Yellow.Cards.1,Red.Cards.1,Second.Yellow.Card,Fouls.Committed,Fouls.Drawn,Offsides,Crosses.1,Interceptions.1,Tackles.Won.1,Penalty.Kicks.Won,Penalty.Kicks.Conceded,Own.Goals,Ball.Recoveries,Aerials.won,Aerials.lost,X..of.Aerials.Won
Eduard Löwen,3000000,25,1.88,Central Midfield,Midfielder,right,0.326027397260274,VfL Bochum,Bundesliga,0.08,0.16,0.0,0.08,0.08,0.0,0.0,0.2,0.13,0.21,0.34,0.08,2.19,0.63,28.6,0.0,0.0,25.1,0.55,0.08,0.08,0.2,0.13,0.06,-0.12,-0.13,29.38,42.97,68.4,596.02,220.7,12.66,15.94,79.4,10.08,13.13,76.8,5.86,11.33,51.7,0.16,0.21,2.27,3.44,0.63,0.16,4.38,42.97,35.63,7.34,3.83,0.08,9.06,3.2,2.27,3.13,1.33,1.41,0.0,22.11,6.95,13.91,5.0,33.67,1.88,0.23,0.55,29.38,0.7,1.02,1.25,1.48,3.36,1.95,1.09,0.08,0.23,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.0,2.19,1.8,0.86,0.86,0.47,0.94,2.97,31.6,2.03,24.06,7.42,30.8,6.56,11.56,5.94,1.25,0.16,0.0,1.09,1.33,3.52,1.8,0.0,55.94,1.95,11.25,24.84,22.58,2.34,48.28,0.94,2.11,44.4,1.02,0.08,31.33,131.95,62.81,3.13,0.94,0.47,1.64,1.41,37.97,31.33,82.5,3.67,0.0,0.0,0.0,1.25,0.7,0.08,2.27,1.33,1.8,0.0,0.0,0.0,8.83,1.95,2.19,47.2
Eduardo Camavinga,55000000,19,1.82,Central Midfield,Midfielder,left,5.32876712328767,Real Madrid,La Liga,0.05,0.11,0.05,0.0,0.0,0.38,0.0,0.09,0.09,0.08,0.16,0.05,0.87,0.38,43.8,0.06,0.14,18.3,0.0,0.0,0.0,0.09,0.09,0.1,-0.03,-0.03,52.72,58.74,89.8,983.99,209.04,21.84,23.73,92.0,23.19,25.41,91.3,6.83,7.69,88.7,0.11,0.08,0.81,5.69,0.6,0.0,3.96,58.74,57.27,1.46,0.98,0.22,8.94,1.52,0.22,0.0,0.0,0.0,0.0,48.06,4.98,5.69,50.99,4.23,1.95,0.43,0.27,52.72,0.0,0.54,1.19,0.92,1.63,1.3,0.0,0.05,0.05,0.16,0.05,0.22,0.22,0.0,0.0,0.0,0.0,0.0,3.68,2.28,1.52,1.41,0.76,1.03,3.09,33.3,2.06,29.1,7.31,25.1,9.16,14.2,5.74,1.68,0.22,0.0,1.46,0.7,4.39,1.03,0.0,71.25,1.73,13.93,45.24,17.61,2.28,70.33,1.68,2.55,66.0,1.73,0.16,50.34,269.35,142.45,6.07,1.79,0.27,1.25,1.46,59.6,53.97,90.5,3.25,0.38,0.0,0.0,2.49,2.33,0.11,0.22,0.7,2.28,0.0,0.0,0.0,7.69,1.25,0.92,57.5
Eduardo Henrique,2000000,26,1.86,Defensive Midfield,Midfielder,right,0.326027397260274,Al-Raed,Serie A,0.1,0.0,0.1,0.0,0.0,0.39,0.0,0.12,0.12,0.01,0.14,0.1,0.78,0.1,12.5,0.13,1.0,17.9,0.0,0.0,0.0,0.12,0.12,0.15,-0.02,-0.02,31.85,38.57,82.6,528.12,154.58,15.88,17.63,90.1,12.95,15.29,84.7,2.34,3.6,64.9,0.0,0.01,0.29,3.41,0.39,0.0,2.73,38.57,37.69,0.88,0.68,0.1,7.31,0.39,0.1,0.0,0.0,0.0,0.0,29.22,5.26,4.09,2.53,33.21,1.75,0.19,0.0,31.85,0.0,0.58,1.17,0.88,1.17,0.88,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.19,0.29,0.29,0.1,0.19,1.07,18.2,0.88,13.83,3.12,22.5,4.29,6.23,3.31,1.27,0.19,0.0,1.07,0.97,1.66,0.97,0.0,47.34,1.46,10.32,29.42,10.62,1.17,46.75,0.97,1.36,71.4,1.07,0.0,33.02,172.89,86.3,3.21,0.78,0.1,1.27,1.36,40.42,33.99,84.1,2.24,0.39,0.0,0.0,1.95,1.66,0.1,0.1,0.97,0.19,0.0,0.0,0.0,8.08,1.17,1.75,40.0
Elif Elmas,24000000,22,1.82,Central Midfield,Midfielder,right,3.32876712328767,SSC Napoli,Serie A,0.25,0.13,0.25,0.0,0.0,0.13,0.0,0.19,0.19,0.09,0.29,0.25,1.68,0.8,47.5,0.15,0.32,15.2,0.0,0.0,0.0,0.19,0.19,0.11,0.06,0.06,38.03,43.87,86.7,558.11,109.75,22.4,24.58,91.1,12.35,13.66,90.5,2.06,3.49,59.0,0.13,0.09,1.01,2.35,1.01,0.13,2.14,43.87,42.23,1.64,0.34,0.0,6.6,0.59,0.55,0.42,0.21,0.08,0.0,35.92,4.66,3.28,7.02,35.0,0.97,0.55,0.13,38.03,0.21,0.46,1.3,0.8,2.35,1.81,0.0,0.13,0.13,0.17,0.13,0.46,0.34,0.0,0.0,0.0,0.04,0.08,1.55,0.8,0.59,0.5,0.46,0.67,1.51,44.4,0.84,16.72,4.03,24.1,3.53,7.9,5.29,1.43,0.17,0.0,1.26,0.8,2.35,0.8,0.0,54.54,1.26,7.86,28.36,22.48,3.28,52.98,1.18,1.72,68.3,1.26,0.0,39.96,229.62,128.91,6.68,2.14,1.01,1.34,1.6,51.55,42.82,83.0,4.08,0.13,0.0,0.0,1.47,1.22,0.13,0.55,0.8,0.8,0.04,0.0,0.0,4.96,0.38,1.39,21.4
Eliot Matazo,8000000,20,1.74,Central Midfield,Midfielder,right,4.32876712328767,AS Monaco,Ligue 1,0.08,0.08,0.08,0.0,0.0,0.08,0.0,0.11,0.11,0.05,0.16,0.08,0.41,0.25,60.0,0.2,0.33,18.7,0.0,0.0,0.0,0.11,0.11,0.25,-0.02,-0.02,38.37,44.25,86.7,740.22,148.67,14.5,16.82,86.2,18.65,20.06,93.0,4.64,6.22,74.7,0.08,0.05,0.58,3.65,0.66,0.0,3.73,44.25,43.67,0.58,0.58,0.0,7.13,1.33,0.17,0.0,0.0,0.0,0.0,34.31,4.97,4.97,3.56,37.87,1.49,0.0,0.5,38.37,0.08,0.99,0.75,0.5,1.57,1.08,0.0,0.17,0.17,0.17,0.0,0.25,0.17,0.0,0.08,0.0,0.0,0.0,1.82,1.33,0.58,0.99,0.25,0.41,1.33,31.3,0.91,19.81,5.22,26.4,5.22,10.86,3.73,1.33,0.17,0.0,1.16,1.57,3.4,0.91,0.0,53.78,1.33,10.36,36.38,10.77,0.66,53.45,1.66,2.49,66.7,1.74,0.33,35.55,206.69,96.63,3.9,1.24,0.0,0.99,0.83,41.69,36.88,88.5,1.82,0.08,0.0,0.0,1.99,1.49,0.0,0.17,1.57,1.33,0.0,0.0,0.0,8.87,0.99,1.33,42.9
Ellyes Skhiri,13000000,26,1.85,Defensive Midfield,Midfielder,right,1.32602739726027,1. FC Köln,Bundesliga,0.19,0.09,0.19,0.0,0.0,0.19,0.0,0.18,0.18,0.03,0.21,0.19,1.04,0.33,31.8,0.18,0.57,13.1,0.0,0.0,0.0,0.18,0.18,0.18,0.0,0.0,45.33,51.83,87.5,920.87,261.94,15.64,18.19,86.0,21.39,22.71,94.2,7.49,9.28,80.7,0.09,0.03,0.75,2.97,0.57,0.14,3.35,51.83,49.01,2.83,2.64,0.0,9.24,1.41,0.38,0.0,0.0,0.0,0.0,37.93,5.37,8.53,5.89,41.37,2.83,0.19,0.28,45.33,0.09,0.57,0.85,0.71,1.04,0.85,0.05,0.0,0.0,0.0,0.14,0.05,0.05,0.0,0.0,0.0,0.0,0.0,2.92,1.88,1.56,1.23,0.14,1.08,2.12,51.1,1.04,17.72,6.13,34.6,6.97,8.39,2.36,2.59,0.52,0.05,2.07,2.54,5.47,1.88,0.05,64.08,5.89,24.83,33.64,9.99,1.65,61.4,0.57,0.9,63.2,0.61,0.0,36.85,185.47,88.63,2.31,0.75,0.19,0.71,0.99,40.48,37.32,92.2,1.51,0.19,0.0,0.0,1.23,0.85,0.14,0.38,2.54,1.88,0.0,0.0,0.0,12.2,1.98,1.6,55.3
Elvis Rexhbeçaj,4000000,24,1.82,Central Midfield,Midfielder,left,0.326027397260274,VfL Bochum,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.06,0.06,0.06,0.12,0.0,1.17,0.32,27.6,0.0,0.0,22.2,0.04,0.0,0.0,0.06,0.06,0.05,-0.06,-0.06,20.33,31.34,64.9,375.31,122.38,8.84,10.97,80.6,8.36,11.41,73.2,2.53,7.15,35.4,0.0,0.06,0.84,1.97,0.36,0.12,2.05,31.34,28.69,2.65,1.33,0.0,5.79,0.84,1.53,0.92,0.4,0.16,0.0,18.44,4.62,8.28,22.22,5.58,2.33,0.2,0.28,20.33,0.16,0.64,1.81,1.69,1.73,1.17,0.28,0.0,0.04,0.24,0.0,0.16,0.12,0.0,0.0,0.0,0.04,0.0,1.65,0.72,0.52,0.84,0.28,0.52,1.41,37.1,0.88,15.91,4.46,28.0,3.9,8.28,3.74,2.01,0.44,0.0,1.57,1.37,3.01,0.6,0.0,43.35,1.41,9.04,22.34,14.75,0.96,40.78,0.68,1.69,40.5,0.8,0.0,25.07,122.26,58.5,2.73,1.21,0.04,1.17,1.69,31.78,23.99,75.5,2.65,0.24,0.0,0.0,1.33,2.33,0.08,1.53,1.37,0.72,0.0,0.0,0.0,9.84,0.92,2.13,30.3
Emanuele Ndoj,1000000,25,1.89,Central Midfield,Midfielder,right,0.326027397260274,Cosenza Calcio,Serie A,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.19,0.19,0.06,0.26,0.0,1.46,0.65,44.4,0.0,0.0,16.5,0.0,0.0,0.0,0.19,0.19,0.14,-0.19,-0.19,26.43,34.54,76.5,521.03,120.65,12.49,14.76,84.6,9.24,10.86,85.1,4.54,6.81,66.7,0.0,0.06,1.14,1.14,1.62,0.32,3.73,34.54,33.41,1.14,0.49,0.0,7.46,2.43,0.97,0.0,0.0,0.0,0.0,24.97,4.54,5.03,3.41,29.19,0.97,0.49,0.16,26.43,0.32,0.49,1.14,2.11,2.43,1.62,0.0,0.16,0.16,0.49,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.0,1.62,1.3,0.65,0.97,0.0,0.65,3.08,21.1,2.43,28.7,7.14,24.9,9.24,14.11,5.35,2.76,0.16,0.0,2.59,0.65,2.27,0.97,0.0,49.46,1.46,12.65,26.59,15.73,2.76,48.97,2.92,4.22,69.2,2.92,0.16,39.08,268.54,157.46,7.78,2.43,0.65,1.14,1.78,39.41,34.86,88.5,3.73,0.32,0.0,0.0,3.73,3.73,0.16,0.97,0.65,1.3,0.0,0.0,0.0,7.78,0.97,1.78,35.3
Emerson Hyndman,1500000,25,1.7,Central Midfield,Midfielder,right,0.83013698630137,Atlanta United FC,MLS,0.15,0.15,0.15,0.0,0.0,0.29,0.0,0.13,0.13,0.04,0.17,0.15,0.87,0.15,16.7,0.17,1.0,18.1,0.0,0.0,0.0,0.13,0.13,0.14,0.01,0.01,45.36,50.89,89.1,834.28,180.29,21.08,22.39,94.2,17.74,19.05,93.1,5.67,7.85,72.2,0.15,0.04,0.87,3.2,0.87,0.0,3.49,50.89,49.87,1.02,0.73,0.15,6.83,1.89,0.29,0.0,0.0,0.0,0.0,41.0,5.53,4.36,3.34,46.67,0.15,0.29,0.15,45.36,0.15,0.73,0.73,0.87,2.33,1.45,0.15,0.29,0.15,0.29,0.0,0.29,0.29,0.0,0.0,0.0,0.0,0.0,1.89,1.31,0.73,0.87,0.29,0.44,2.18,20.0,1.74,22.1,5.38,24.3,5.96,11.63,4.51,0.73,0.0,0.0,0.73,1.16,3.05,0.87,0.0,58.74,1.16,11.34,33.73,17.88,1.89,57.87,1.45,1.89,76.9,1.45,0.0,45.8,204.43,98.43,4.36,1.16,0.29,0.73,1.45,52.34,47.25,90.3,3.2,0.29,0.0,0.0,1.89,0.73,0.15,0.29,1.16,1.31,0.0,0.15,0.0,5.53,0.44,2.04,17.6
Emil Hallfreðsson,300000,37,1.85,Central Midfield,Midfielder,left,0.326027397260274,Virtusvecomp Verona,Serie A,0.17,0.0,0.17,0.0,0.0,0.34,0.0,0.0,0.0,0.02,0.02,0.17,0.34,0.17,50.0,0.5,1.0,27.9,0.0,0.0,0.0,0.0,0.0,0.02,0.17,0.17,32.67,38.45,85.0,590.02,138.15,14.46,16.33,88.5,13.27,14.97,88.6,4.25,5.78,73.5,0.0,0.02,0.85,0.85,0.34,0.0,2.72,38.45,37.43,1.02,0.85,0.0,6.29,1.19,0.51,0.0,0.0,0.0,0.0,28.75,3.57,6.12,29.6,5.1,3.06,0.17,0.34,32.67,0.0,0.51,0.34,0.85,1.02,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.34,0.34,0.34,0.0,0.17,1.87,9.1,1.7,15.14,2.72,18.0,7.32,6.98,0.85,1.02,0.51,0.0,0.51,0.34,1.02,1.7,0.0,45.6,2.72,13.27,28.41,6.81,0.0,44.74,0.51,0.68,75.0,0.68,0.0,28.92,128.45,55.63,1.53,1.02,0.0,0.17,0.85,28.75,26.2,91.1,1.36,0.34,0.0,0.0,1.7,0.85,0.0,0.51,0.34,0.34,0.0,0.17,0.0,13.1,0.17,0.34,33.3
Emile Smith-Rowe,38000000,21,1.82,Attacking Midfield,Midfielder,right,4.32876712328767,Arsenal FC,Premier League,0.41,0.11,0.41,0.0,0.0,0.0,0.0,0.2,0.2,0.13,0.32,0.41,1.55,0.83,53.7,0.27,0.5,16.7,0.0,0.0,0.0,0.2,0.2,0.13,0.22,0.22,33.69,38.82,86.8,523.04,100.63,18.02,19.75,91.2,12.85,14.13,90.9,1.96,3.47,56.5,0.11,0.13,1.36,1.58,1.02,0.04,2.75,38.82,37.27,1.55,0.26,0.15,5.05,0.6,0.9,0.75,0.57,0.11,0.0,32.0,3.47,3.35,7.35,29.7,1.09,0.3,0.08,33.69,0.08,0.23,0.75,0.75,2.79,2.19,0.11,0.19,0.15,0.11,0.04,0.38,0.3,0.04,0.04,0.0,0.0,0.0,0.9,0.68,0.34,0.53,0.04,0.11,0.68,16.7,0.57,12.25,3.51,28.6,2.83,4.97,4.45,0.94,0.04,0.0,0.9,1.02,1.92,0.6,0.0,49.07,0.87,7.65,22.5,23.14,3.13,47.6,1.39,2.6,53.6,1.47,0.04,36.11,209.77,132.1,6.29,2.34,0.98,1.51,1.51,44.1,36.93,83.8,4.75,0.0,0.0,0.0,0.26,1.24,0.15,0.9,1.02,0.68,0.0,0.0,0.0,6.33,0.34,0.87,28.1
Emre Can,22000000,28,1.86,Defensive Midfield,Midfielder,right,2.32876712328767,Borussia Dortmund,Bundesliga,0.13,0.08,0.0,0.13,0.13,0.17,0.04,0.11,0.01,0.04,0.05,0.13,0.42,0.08,20.0,0.0,0.0,25.1,0.0,0.13,0.13,0.11,0.01,0.03,0.02,-0.01,58.47,67.09,87.2,1256.94,364.03,18.42,20.24,91.0,28.73,30.89,93.0,10.78,14.55,74.1,0.08,0.04,0.34,5.01,0.47,0.0,4.29,67.09,64.75,2.33,1.61,0.08,8.66,1.95,0.21,0.0,0.0,0.0,0.0,51.17,5.77,10.14,13.37,49.69,1.99,0.72,0.3,58.47,0.08,0.81,1.23,0.85,0.93,0.76,0.0,0.04,0.0,0.04,0.08,0.13,0.13,0.0,0.0,0.0,0.0,0.0,2.21,1.82,1.02,0.98,0.21,0.76,1.95,39.1,1.19,13.24,4.58,34.6,5.9,6.03,1.32,1.99,0.55,0.0,1.44,1.91,4.12,1.99,0.04,76.59,6.62,30.64,43.58,7.6,0.76,74.34,1.23,1.57,78.4,1.32,0.13,55.33,284.38,144.14,4.71,0.72,0.13,0.55,0.76,56.94,55.16,96.9,0.89,0.17,0.04,0.0,1.82,1.19,0.08,0.21,1.91,1.82,0.0,0.13,0.0,10.23,1.61,1.15,58.5
Emre Çolak,450000,30,1.69,Attacking Midfield,Midfielder,left,1.32602739726027,Istanbul Basaksehir FK,La Liga,0.06,0.06,0.06,0.0,0.0,0.25,0.0,0.09,0.09,0.2,0.29,0.06,1.12,0.5,44.4,0.06,0.13,20.9,0.0,0.0,0.0,0.09,0.09,0.08,-0.03,-0.03,40.99,52.8,77.6,759.32,234.22,20.19,23.35,86.4,14.66,17.64,83.1,5.53,10.56,52.4,0.06,0.2,1.99,5.78,1.93,0.25,5.78,52.8,49.57,3.23,1.55,0.25,7.52,2.73,2.67,1.12,0.12,0.06,0.0,37.83,4.6,10.37,48.63,2.24,1.24,0.43,0.0,40.99,0.31,1.43,1.24,1.86,4.04,3.17,0.37,0.19,0.19,0.06,0.06,0.31,0.19,0.06,0.06,0.0,0.0,0.0,1.61,0.99,0.5,0.68,0.43,0.31,1.24,25.0,0.93,17.33,5.03,29.0,3.42,9.32,4.6,0.87,0.06,0.0,0.81,0.5,2.11,0.25,0.0,63.04,0.62,6.58,34.1,27.02,2.11,60.19,2.24,2.92,76.6,2.24,0.06,49.69,229.01,104.29,5.53,2.36,0.25,1.99,2.17,55.28,46.65,84.4,7.08,0.25,0.0,0.0,1.49,1.86,0.12,2.67,0.5,0.99,0.0,0.0,0.0,8.01,0.25,1.06,19.0
Enis Bardhi,9000000,26,1.72,Attacking Midfield,Midfielder,right,0.326027397260274,Levante UD,La Liga,0.13,0.09,0.04,0.09,0.09,0.27,0.0,0.18,0.11,0.12,0.23,0.13,1.89,0.31,16.7,0.02,0.14,23.9,0.4,0.09,0.09,0.18,0.11,0.06,-0.04,-0.06,31.77,43.63,72.8,623.71,172.09,14.06,16.09,87.4,11.19,14.11,79.3,5.44,10.65,51.1,0.09,0.12,1.57,2.92,1.26,0.4,3.55,43.63,37.79,5.84,2.16,0.18,8.94,2.61,1.89,2.83,0.81,1.08,0.04,27.5,5.44,10.69,6.56,35.14,0.67,0.81,0.13,31.77,0.27,0.85,1.3,1.57,3.06,1.66,0.72,0.22,0.18,0.27,0.0,0.18,0.13,0.04,0.0,0.0,0.0,0.0,1.75,1.3,0.63,0.94,0.18,0.45,1.89,23.8,1.44,18.56,4.76,25.7,4.45,9.84,4.27,0.81,0.13,0.0,0.67,1.57,3.33,0.72,0.0,56.79,1.08,10.51,28.53,21.79,1.8,51.31,2.11,3.91,54.0,2.38,0.27,39.14,180.31,99.35,5.21,1.57,0.36,1.98,2.07,45.83,38.1,83.1,4.4,0.27,0.0,0.0,1.89,2.29,0.22,1.89,1.57,1.3,0.0,0.0,0.0,7.55,0.31,0.9,25.9
Enoch Mwepu,20000000,24,1.84,Central Midfield,Midfielder,right,3.32876712328767,Brighton & Hove Albion,Premier League,0.14,0.42,0.14,0.0,0.0,0.14,0.0,0.2,0.2,0.15,0.35,0.14,1.41,0.42,30.0,0.1,0.33,16.8,0.0,0.0,0.0,0.2,0.2,0.14,-0.06,-0.06,27.18,37.04,73.4,416.48,97.32,14.65,18.45,79.4,9.86,12.39,79.5,1.83,3.94,46.4,0.42,0.15,0.7,1.27,0.42,0.0,1.97,37.04,36.76,0.28,0.14,0.14,7.18,0.7,0.56,0.0,0.0,0.0,0.0,25.63,5.77,5.63,4.23,29.3,2.39,0.14,0.28,27.18,0.0,0.7,1.97,0.85,2.11,1.69,0.0,0.0,0.14,0.28,0.0,0.7,0.56,0.0,0.0,0.0,0.14,0.0,2.68,1.41,0.7,1.41,0.56,0.7,2.96,23.8,2.25,20.7,5.63,27.2,6.34,8.73,5.63,1.83,0.14,0.0,1.69,1.27,3.94,1.41,0.0,50.85,2.39,10.56,26.34,18.31,3.66,50.7,1.41,2.54,55.6,1.69,0.0,33.8,157.46,87.32,4.08,1.55,0.56,1.97,1.27,42.68,32.96,77.2,4.65,0.14,0.0,0.0,2.39,1.27,0.28,0.56,1.27,1.41,0.14,0.14,0.0,9.15,0.99,3.66,21.2
Enock Mwepu,20000000,24,1.84,Central Midfield,Midfielder,right,3.32876712328767,Brighton & Hove Albion,Premier League,0.14,0.42,0.14,0.0,0.0,0.14,0.0,0.2,0.2,0.15,0.35,0.14,1.41,0.42,30.0,0.1,0.33,16.8,0.0,0.0,0.0,0.2,0.2,0.14,-0.06,-0.06,27.18,37.04,73.4,416.48,97.32,14.65,18.45,79.4,9.86,12.39,79.5,1.83,3.94,46.4,0.42,0.15,0.7,1.27,0.42,0.0,1.97,37.04,36.76,0.28,0.14,0.14,7.18,0.7,0.56,0.0,0.0,0.0,0.0,25.63,5.77,5.63,4.23,29.3,2.39,0.14,0.28,27.18,0.0,0.7,1.97,0.85,2.11,1.69,0.0,0.0,0.14,0.28,0.0,0.7,0.56,0.0,0.0,0.0,0.14,0.0,2.68,1.41,0.7,1.41,0.56,0.7,2.96,23.8,2.25,20.7,5.63,27.2,6.34,8.73,5.63,1.83,0.14,0.0,1.69,1.27,3.94,1.41,0.0,50.85,2.39,10.56,26.34,18.31,3.66,50.7,1.41,2.54,55.6,1.69,0.0,33.8,157.46,87.32,4.08,1.55,0.56,1.97,1.27,42.68,32.96,77.2,4.65,0.14,0.0,0.0,2.39,1.27,0.28,0.56,1.27,1.41,0.14,0.14,0.0,9.15,0.99,3.66,21.2
Enzo Le Fée,5000000,22,1.7,Attacking Midfield,Midfielder,right,2.32876712328767,FC Lorient,Ligue 1,0.0,0.27,0.0,0.0,0.0,0.05,0.0,0.06,0.06,0.14,0.2,0.0,1.35,0.45,33.3,0.0,0.0,24.7,0.23,0.0,0.0,0.06,0.06,0.04,-0.06,-0.06,39.12,49.48,79.1,752.24,209.31,17.47,19.58,89.2,14.5,17.6,82.4,6.12,10.13,60.4,0.27,0.14,1.94,3.47,0.63,0.18,3.65,49.48,44.3,5.18,1.58,0.14,8.28,3.15,1.17,3.11,1.26,0.81,0.23,35.57,4.91,9.0,5.0,42.77,1.17,0.14,0.23,39.12,0.14,1.62,1.8,0.99,3.47,1.89,0.95,0.23,0.05,0.18,0.18,0.41,0.14,0.18,0.0,0.05,0.05,0.0,2.66,1.85,0.99,1.44,0.23,0.99,3.6,27.5,2.61,24.54,6.84,27.9,8.01,13.01,3.51,1.13,0.05,0.0,1.08,1.71,4.37,0.72,0.0,63.98,1.26,12.16,37.32,20.04,0.86,58.84,1.76,3.33,52.7,1.8,0.0,43.58,246.27,133.76,6.12,2.43,0.14,2.25,2.16,50.88,43.4,85.3,3.24,0.05,0.0,0.0,1.08,2.12,0.05,1.17,1.71,1.85,0.0,0.0,0.0,7.92,0.27,1.35,16.7
Enzo Loiodice,1000000,21,1.76,Central Midfield,Midfielder,right,1.32602739726027,UD Las Palmas,Ligue 1,0.0,0.11,0.0,0.0,0.0,0.42,0.11,0.01,0.01,0.03,0.04,0.0,0.64,0.21,33.3,0.0,0.0,23.6,0.0,0.0,0.0,0.01,0.01,0.02,-0.01,-0.01,37.48,44.79,83.7,688.76,147.49,14.51,16.62,87.3,19.38,21.49,90.1,3.07,5.29,58.0,0.11,0.03,0.53,3.6,0.21,0.0,3.07,44.79,44.36,0.42,0.42,0.11,8.68,0.42,0.11,0.0,0.0,0.0,0.0,36.0,3.92,4.87,34.31,7.41,2.54,0.0,0.11,37.48,0.21,1.27,0.53,0.85,1.8,1.16,0.0,0.0,0.11,0.32,0.21,0.11,0.11,0.0,0.0,0.0,0.0,0.0,2.22,1.69,0.64,1.59,0.0,0.53,1.91,27.8,1.38,15.56,4.24,27.2,4.02,9.21,2.33,1.27,0.0,0.0,1.27,0.64,2.86,0.64,0.0,54.53,0.95,11.65,37.27,8.47,0.42,54.11,0.74,1.16,63.6,0.85,0.0,39.92,150.35,81.0,4.02,0.64,0.11,0.64,1.8,40.55,37.27,91.9,1.38,0.42,0.11,0.11,1.8,2.22,0.0,0.11,0.64,1.69,0.0,0.0,0.0,10.59,0.53,0.64,45.5
Erick Pulgar,8500000,28,1.87,Defensive Midfield,Midfielder,right,0.326027397260274,Galatasaray A.S.,Süper Lig,0.07,0.26,0.07,0.0,0.0,0.46,0.0,0.03,0.03,0.14,0.17,0.07,0.73,0.26,36.4,0.09,0.25,25.5,0.13,0.0,0.0,0.03,0.03,0.04,0.04,0.04,38.34,46.12,83.1,772.13,224.27,13.72,15.64,87.8,18.67,19.93,93.7,5.54,9.44,58.7,0.26,0.14,1.45,2.71,0.46,0.2,2.57,46.12,39.66,6.47,4.29,0.0,7.39,1.98,0.92,1.58,0.4,0.86,0.07,31.54,4.88,9.7,3.37,39.79,1.45,0.0,0.13,38.34,0.07,0.46,1.06,0.99,2.11,1.25,0.73,0.07,0.07,0.0,0.0,0.4,0.2,0.13,0.0,0.07,0.0,0.0,1.78,0.99,0.92,0.79,0.07,0.73,1.98,36.7,1.25,13.66,3.63,26.6,5.81,6.33,1.52,1.65,0.53,0.0,1.12,1.72,3.5,1.85,0.07,54.63,3.23,13.06,33.72,9.9,0.0,48.3,0.66,0.79,83.3,0.73,0.0,31.28,135.4,56.94,2.44,0.59,0.0,0.53,0.33,32.13,30.88,96.1,0.2,0.46,0.0,0.0,1.12,1.12,0.0,0.92,1.72,0.99,0.0,0.07,0.0,9.11,1.58,1.06,60.0
