Player_Names,Player_valuation,Age,Height,Position,Gen_Pos,Foot,Y_Contract_Left,Actual_Club,Data_League,Goals,Assists,Non.Penalty.Goals,Penalty.Kicks.Made,Penalty.Kicks.Attempted,Yellow.Cards,Red.Cards,xG,npxG,xA,npxG.xA,Goals.1,Shots.Total,Shots.on.target,Shots.on.target..,Goals.Shot,Goals.Shot.on.target,Average.Shot.Distance,Shots.from.free.kicks,Penalty.Kicks.Made.1,Penalty.Kicks.Attempted.1,xG.1,npxG.1,npxG.Sh,Goals...xG,Non.Penalty.Goals...npxG,Passes.Completed,Passes.Attempted,Pass.Completion..,Total.Passing.Distance,Progressive.Passing.Distance,Passes.Completed..Short.,Passes.Attempted..Short.,Pass.Completion....Short.,Passes.Completed..Medium.,Passes.Attempted..Medium.,Pass.Completion....Medium.,Passes.Completed..Long.,Passes.Attempted..Long.,Pass.Completion....Long.,Assists.1,xA.1,Key.Passes,Passes.into.Final.Third,Passes.into.Penalty.Area,Crosses.into.Penalty.Area,Progressive.Passes,Passes.Attempted.1,Live.ball.passes,Dead.ball.passes,Passes.from.Free.Kicks,Through.Balls,Passes.Under.Pressure,Switches,Crosses,Corner.Kicks,Inswinging.Corner.Kicks,Outswinging.Corner.Kicks,Straight.Corner.Kicks,Ground.passes,Low.Passes,High.Passes,Passes.Attempted..Left.,Passes.Attempted..Right.,Passes.Attempted..Head.,Throw.Ins.taken,Passes.Attempted..Other.,Passes.Completed.1,Passes.Offside,Passes.Out.of.Bounds,Passes.Intercepted,Passes.Blocked,Shot.Creating.Actions,SCA..PassLive.,SCA..PassDead.,SCA..Drib.,SCA..Sh.,SCA..Fld.,SCA..Def.,Goal.Creating.Actions,GCA..PassLive.,GCA..PassDead.,GCA..Drib.,GCA..Sh.,GCA..Fld.,GCA..Def.,Tackles,Tackles.Won,Tackles..Def.3rd.,Tackles..Mid.3rd.,Tackles..Att.3rd.,Dribblers.Tackled,Dribbles.Contested,X..of.dribblers.tackled,Dribbled.Past,Pressures,Successful.Pressures,Successful.Pressure..,Pressures..Def.3rd.,Pressures..Mid.3rd.,Pressures..Att.3rd.,Blocks,Shots.Blocked,Shots.Saved,Passes.Blocked.1,Interceptions,Tkl.Int,Clearances,Errors,Touches,Touches..Def.Pen.,Touches..Def.3rd.,Touches..Mid.3rd.,Touches..Att.3rd.,Touches..Att.Pen.,Touches..Live.Ball.,Dribbles.Completed,Dribbles.Attempted,Successful.Dribble..,Players.Dribbled.Past,Nutmegs,Carries,Total.Carrying.Distance,Progressive.Carrying.Distance,Progressive.Carries,Carries.into.Final.Third,Carries.into.Penalty.Area,Miscontrols,Dispossessed,Pass.Targets,Passes.Received,Passes.Received..,Progressive.Passes.Rec,Yellow.Cards.1,Red.Cards.1,Second.Yellow.Card,Fouls.Committed,Fouls.Drawn,Offsides,Crosses.1,Interceptions.1,Tackles.Won.1,Penalty.Kicks.Won,Penalty.Kicks.Conceded,Own.Goals,Ball.Recoveries,Aerials.won,Aerials.lost,X..of.Aerials.Won
Ilan Kebbal,4500000,23,1.69,Attacking Midfield,Midfielder,left,2.32876712328767,Stade Reims,Ligue 1,0.07,0.28,0.07,0.0,0.0,0.07,0.0,0.06,0.06,0.17,0.23,0.07,1.25,0.28,22.2,0.06,0.25,19.1,0.0,0.0,0.0,0.06,0.06,0.05,0.01,0.01,31.35,41.94,74.8,540.28,202.43,14.91,18.81,79.3,11.49,13.86,82.9,3.62,6.34,57.1,0.28,0.17,1.88,3.27,2.37,0.35,5.02,41.94,38.03,3.9,1.39,0.21,7.8,1.18,1.74,1.88,0.7,0.77,0.07,29.4,7.17,5.36,34.13,6.41,0.77,0.21,0.42,31.35,0.14,0.56,2.37,2.09,4.25,2.58,0.56,0.49,0.21,0.28,0.14,0.42,0.28,0.07,0.0,0.0,0.07,0.0,1.88,1.04,0.7,0.63,0.56,0.35,2.3,15.2,1.95,17.76,5.09,28.6,4.67,8.43,4.67,0.7,0.0,0.0,0.7,0.98,2.86,0.14,0.0,54.06,0.84,7.52,27.86,24.31,2.3,50.36,2.02,3.07,65.9,2.16,0.0,42.14,222.98,128.03,6.83,2.72,0.42,2.02,2.3,49.67,39.43,79.4,4.88,0.07,0.0,0.0,0.91,2.65,0.35,1.74,0.98,1.04,0.0,0.0,0.0,6.55,0.07,1.11,5.9
Ilkay Gündogan,35000000,31,1.8,Central Midfield,Midfielder,right,1.32602739726027,Manchester City,Premier League,0.27,0.23,0.27,0.0,0.0,0.13,0.0,0.3,0.3,0.21,0.52,0.27,2.17,0.64,29.2,0.12,0.42,14.8,0.13,0.0,0.0,0.3,0.3,0.14,-0.04,-0.04,61.79,69.15,89.4,1071.54,203.63,31.18,33.19,94.0,22.39,24.23,92.4,6.95,9.39,74.0,0.23,0.21,1.87,4.61,1.37,0.13,3.94,69.15,65.37,3.78,1.07,0.17,9.26,2.11,1.07,2.24,1.2,0.33,0.03,56.35,6.18,6.62,19.12,47.62,1.34,0.2,0.23,61.79,0.13,0.64,1.34,1.07,3.38,2.67,0.4,0.23,0.0,0.03,0.03,0.3,0.27,0.03,0.0,0.0,0.0,0.0,1.04,0.6,0.3,0.57,0.17,0.33,1.37,24.4,1.04,10.03,2.87,28.7,2.17,4.91,2.94,0.67,0.17,0.03,0.5,1.2,2.24,0.5,0.0,77.5,1.1,9.36,41.31,32.45,4.14,73.76,1.44,1.84,78.2,1.47,0.07,55.41,276.78,128.87,6.98,2.34,0.6,1.0,1.04,69.28,62.6,90.4,6.02,0.13,0.0,0.0,1.04,1.0,0.1,1.07,1.2,0.6,0.0,0.0,0.0,6.62,0.8,0.67,54.5
Imran Louza,10000000,22,1.78,Central Midfield,Midfielder,left,4.32876712328767,Watford FC,Premier League,0.12,0.06,0.06,0.06,0.06,0.24,0.0,0.1,0.05,0.06,0.11,0.12,0.91,0.18,20.0,0.07,0.33,24.2,0.18,0.06,0.06,0.1,0.05,0.06,0.02,0.01,38.62,49.49,78.0,783.1,218.87,14.21,16.34,87.0,16.21,18.7,86.7,7.17,12.39,57.8,0.06,0.06,1.09,4.68,0.67,0.06,3.89,49.49,44.15,5.34,2.92,0.12,5.65,2.37,1.28,2.0,1.28,0.49,0.18,30.67,6.38,12.45,36.19,9.29,3.16,0.18,0.12,38.62,0.06,1.15,1.21,1.21,1.82,0.79,0.67,0.06,0.12,0.12,0.06,0.18,0.12,0.0,0.0,0.06,0.0,0.0,2.55,1.58,1.09,1.28,0.18,0.85,3.28,25.9,2.43,23.5,7.35,31.3,8.93,11.72,2.85,1.21,0.3,0.0,0.91,2.98,5.53,1.09,0.0,60.49,2.49,13.54,36.26,13.72,0.73,55.2,0.85,1.46,58.3,0.91,0.0,32.31,162.75,73.66,2.61,0.79,0.18,1.03,0.55,34.62,31.7,91.6,1.4,0.24,0.0,0.0,1.88,1.4,0.0,1.28,2.98,1.58,0.0,0.0,0.0,13.12,0.85,1.28,40.0
Iñigo Pérez,600000,34,1.78,Central Midfield,Midfielder,left,0.326027397260274,CA Osasuna,La Liga,0.0,0.0,0.0,0.0,0.0,0.27,0.07,0.03,0.03,0.04,0.07,0.0,0.6,0.13,22.2,0.0,0.0,25.4,0.07,0.0,0.0,0.03,0.03,0.05,-0.03,-0.03,31.14,44.16,70.5,577.68,258.44,13.96,16.9,82.6,12.83,17.04,75.3,3.81,8.02,47.5,0.0,0.04,0.74,3.47,0.47,0.2,3.88,44.16,36.95,7.22,2.14,0.0,5.95,1.67,1.67,0.94,0.2,0.33,0.07,24.52,8.29,11.36,32.67,3.54,2.87,4.14,0.2,31.14,0.07,0.94,1.4,1.54,1.67,1.0,0.47,0.07,0.0,0.07,0.07,0.13,0.0,0.13,0.0,0.0,0.0,0.0,1.34,0.94,0.4,0.67,0.27,0.33,0.87,38.5,0.53,12.36,3.61,29.2,3.61,6.88,1.87,1.2,0.0,0.0,1.2,0.74,2.07,0.47,0.0,50.58,1.27,7.82,30.87,13.03,1.07,43.63,0.07,0.33,20.0,0.2,0.07,27.66,90.87,43.63,1.6,0.33,0.07,0.87,1.0,38.55,31.2,80.9,2.27,0.27,0.07,0.07,1.07,0.87,0.0,1.67,0.74,0.94,0.0,0.0,0.0,7.82,0.8,1.8,30.8
Iñigo Ruiz de Galarreta,2500000,28,1.75,Central Midfield,Midfielder,right,1.32602739726027,RCD Mallorca,La Liga,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.03,0.03,0.05,0.07,0.0,0.52,0.2,37.5,0.0,0.0,21.8,0.0,0.0,0.0,0.03,0.03,0.05,-0.03,-0.03,39.97,49.57,80.6,770.09,222.65,15.94,18.29,87.1,17.83,20.97,85.0,5.36,8.03,66.7,0.0,0.05,0.78,4.77,0.72,0.07,5.29,49.57,46.96,2.61,1.89,0.0,7.71,1.83,0.46,0.33,0.2,0.0,0.0,34.16,5.62,9.8,4.51,40.62,2.81,0.13,0.46,39.97,0.26,0.91,1.37,1.18,1.83,1.44,0.07,0.07,0.07,0.13,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,3.07,1.76,1.18,1.57,0.33,0.98,2.09,46.9,1.11,15.15,4.77,31.5,4.05,9.34,1.76,1.24,0.13,0.0,1.11,1.76,4.83,1.44,0.0,61.26,2.48,13.72,40.04,11.36,0.46,58.78,1.18,1.83,64.3,1.18,0.07,39.91,182.87,95.03,4.05,1.5,0.0,0.72,1.18,41.41,38.21,92.3,1.5,0.26,0.0,0.0,2.29,2.68,0.0,0.46,1.76,1.76,0.0,0.0,0.0,11.76,1.11,1.44,43.6
Isaac Hayden,10000000,26,1.87,Defensive Midfield,Midfielder,right,4.32876712328767,Newcastle United,Premier League,0.07,0.0,0.07,0.0,0.0,0.37,0.0,0.03,0.03,0.01,0.04,0.07,0.52,0.07,14.3,0.14,1.0,13.1,0.0,0.0,0.0,0.03,0.03,0.06,0.04,0.04,22.89,29.14,78.5,412.62,80.29,10.3,12.36,83.3,9.71,11.41,85.2,2.65,4.05,65.5,0.0,0.01,0.22,1.84,0.15,0.07,1.1,29.14,27.74,1.4,0.81,0.0,6.4,0.37,0.52,0.0,0.0,0.0,0.0,21.05,3.68,4.42,3.83,22.08,1.77,0.07,0.07,22.89,0.07,0.96,0.88,1.18,0.81,0.74,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,1.91,1.55,1.32,0.52,0.66,1.99,33.3,1.32,19.28,5.3,27.5,7.29,9.35,2.65,1.69,0.66,0.0,1.03,2.06,5.45,2.5,0.0,41.73,4.05,15.38,20.02,7.95,0.88,40.4,0.81,1.18,68.8,0.81,0.0,23.03,82.35,34.15,1.18,0.81,0.07,0.88,1.03,27.67,22.37,80.9,1.32,0.37,0.0,0.0,2.06,0.81,0.07,0.52,2.06,1.91,0.0,0.0,0.0,6.62,2.21,1.4,61.2
Isco,9000000,29,1.76,Attacking Midfield,Midfielder,right,0.326027397260274,Real Madrid,La Liga,0.13,0.13,0.13,0.0,0.0,0.26,0.0,0.2,0.2,0.16,0.34,0.13,2.74,0.65,23.8,0.05,0.2,17.6,0.13,0.0,0.0,0.2,0.2,0.07,-0.07,-0.07,63.0,73.04,86.3,1180.3,323.48,27.65,30.26,91.4,23.74,26.74,88.8,9.39,12.65,74.2,0.13,0.16,2.22,6.0,1.43,0.13,6.39,73.04,67.3,5.74,2.61,0.13,12.0,3.0,1.7,2.61,0.52,0.78,0.52,56.48,6.0,10.57,5.48,66.0,0.52,0.39,0.39,63.0,0.39,0.52,1.83,1.43,4.3,2.74,0.78,0.13,0.39,0.26,0.0,0.26,0.13,0.13,0.0,0.0,0.0,0.0,1.57,1.04,1.3,0.26,0.0,0.52,2.48,21.1,1.96,18.39,4.3,23.4,4.96,9.65,3.78,0.91,0.13,0.0,0.78,0.39,1.96,0.39,0.0,85.83,1.17,13.43,48.65,31.7,3.91,80.74,2.61,4.04,64.5,2.61,0.65,67.83,414.13,223.04,10.04,3.13,0.65,1.43,2.09,77.22,70.04,90.7,5.48,0.26,0.0,0.0,1.96,3.39,0.0,1.7,0.39,1.04,0.0,0.0,0.0,6.13,0.91,1.04,46.7
Ismaël Bennacer,30000000,24,1.75,Defensive Midfield,Midfielder,left,2.32876712328767,AC Milan,Serie A,0.05,0.09,0.05,0.0,0.0,0.41,0.0,0.04,0.04,0.08,0.11,0.05,0.69,0.18,26.7,0.07,0.25,22.2,0.14,0.0,0.0,0.04,0.04,0.05,0.01,0.01,56.95,66.05,86.2,1101.16,321.6,23.81,25.6,93.0,24.18,27.06,89.4,8.09,11.75,68.9,0.09,0.08,0.91,6.03,0.91,0.18,5.62,66.05,62.16,3.89,2.97,0.18,10.1,2.65,0.91,0.82,0.23,0.27,0.05,50.46,4.85,10.74,57.32,6.22,1.92,0.09,0.09,56.95,0.37,1.05,1.55,0.59,2.24,1.37,0.37,0.09,0.09,0.23,0.09,0.14,0.14,0.0,0.0,0.0,0.0,0.0,2.97,2.1,1.46,1.33,0.18,1.28,2.61,49.1,1.33,22.21,7.59,34.2,8.04,11.34,2.83,1.33,0.27,0.0,1.05,2.51,5.49,1.37,0.0,77.89,3.06,20.61,49.69,13.9,0.59,74.64,1.97,2.38,82.7,2.01,0.0,56.86,337.74,155.27,5.71,1.51,0.14,1.23,1.46,56.86,53.2,93.6,1.28,0.41,0.0,0.0,1.46,3.02,0.0,0.91,2.51,2.1,0.0,0.05,0.0,11.2,0.73,1.42,34.0
Ismaël Diomandé,400000,29,1.83,Defensive Midfield,Midfielder,right,1.32602739726027,Samsunspor,Ligue 1,0.0,0.07,0.0,0.0,0.0,0.35,0.07,0.01,0.01,0.03,0.03,0.0,0.63,0.07,11.1,0.0,0.0,33.5,0.0,0.0,0.0,0.01,0.01,0.02,-0.01,-0.01,34.73,41.35,84.0,726.75,191.62,13.16,14.76,89.2,14.41,15.45,93.2,6.61,10.3,64.2,0.07,0.03,0.28,2.85,0.07,0.07,3.2,41.35,40.23,1.11,1.11,0.0,8.91,2.02,0.21,0.0,0.0,0.0,0.0,30.56,3.41,7.38,1.53,37.87,1.39,0.0,0.28,34.73,0.0,1.18,0.28,0.56,0.63,0.63,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,1.88,1.18,1.04,0.84,0.0,0.28,1.46,19.0,1.18,18.31,4.45,24.3,8.49,9.05,0.77,1.67,0.63,0.0,1.04,0.56,2.44,3.13,0.0,51.3,3.34,18.17,33.48,3.06,0.14,50.32,0.9,1.18,76.5,0.97,0.07,37.17,173.25,82.69,2.71,0.21,0.0,0.35,0.9,34.18,32.78,95.9,0.35,0.35,0.07,0.07,2.09,1.25,0.07,0.21,0.56,1.18,0.0,0.0,0.0,9.54,0.56,0.28,66.7
Issouf Sissokho,600000,20,1.73,Central Midfield,Midfielder,right,2.32876712328767,FC Girondins Bordeaux,Ligue 1,0.18,0.0,0.18,0.0,0.0,0.9,0.18,0.04,0.04,0.07,0.11,0.18,0.9,0.54,60.0,0.2,0.33,24.6,0.0,0.0,0.0,0.04,0.04,0.04,0.14,0.14,39.32,44.91,87.6,712.06,133.65,16.05,17.31,92.7,16.95,18.76,90.4,5.23,6.49,80.6,0.0,0.07,1.26,1.98,1.26,0.18,2.53,44.91,44.73,0.18,0.18,0.18,8.84,0.18,0.72,0.0,0.0,0.0,0.0,37.33,3.61,3.97,5.77,38.42,0.54,0.0,0.18,39.32,0.18,0.36,1.26,1.62,2.89,2.34,0.0,0.0,0.0,0.18,0.36,0.18,0.18,0.0,0.0,0.0,0.0,0.0,3.97,2.53,1.26,2.34,0.36,1.8,3.97,45.5,2.16,32.65,7.21,22.1,9.02,18.22,5.41,1.62,0.18,0.0,1.44,1.8,5.77,0.0,0.0,58.8,1.44,11.9,37.33,13.17,0.72,58.62,0.72,1.62,44.4,0.9,0.18,42.02,194.43,73.05,3.25,0.72,0.36,1.8,1.8,47.62,42.93,90.2,3.25,0.9,0.18,0.18,2.34,1.44,0.0,0.72,1.8,2.53,0.0,0.0,0.0,7.58,0.0,1.62,0.0
Ivan Ilic,11000000,20,1.85,Central Midfield,Midfielder,left,4.32876712328767,Hellas Verona,Serie A,0.04,0.12,0.04,0.0,0.0,0.19,0.04,0.06,0.06,0.05,0.12,0.04,0.61,0.12,18.8,0.06,0.33,18.4,0.04,0.0,0.0,0.06,0.06,0.1,-0.02,-0.02,44.39,53.47,83.0,856.49,207.37,16.48,19.43,84.8,20.43,23.38,87.4,6.48,8.55,75.8,0.12,0.05,0.8,4.22,0.69,0.19,3.95,53.47,50.25,3.22,2.41,0.0,7.24,1.57,0.77,0.54,0.31,0.12,0.0,39.52,5.02,8.93,44.85,3.87,2.99,0.27,0.19,44.39,0.12,0.54,1.8,0.96,1.8,1.3,0.23,0.08,0.04,0.08,0.08,0.38,0.27,0.04,0.04,0.0,0.0,0.04,1.57,1.03,0.5,0.84,0.23,0.58,1.69,34.1,1.11,14.95,4.79,32.1,4.02,8.01,2.91,1.34,0.31,0.0,1.03,1.46,3.03,2.11,0.0,63.86,2.53,13.57,40.13,14.49,0.88,60.79,0.77,1.19,64.5,0.88,0.0,41.36,226.34,109.63,4.68,1.61,0.12,1.23,1.15,46.57,42.89,92.1,2.15,0.19,0.04,0.0,1.61,1.3,0.04,0.77,1.46,1.03,0.0,0.0,0.04,10.16,1.76,1.07,62.2
Ivan Rakitic,7000000,33,1.84,Central Midfield,Midfielder,right,2.32876712328767,Sevilla FC,La Liga,0.3,0.2,0.1,0.2,0.23,0.2,0.0,0.3,0.13,0.09,0.21,0.3,1.72,0.5,28.8,0.06,0.2,21.3,0.1,0.2,0.23,0.3,0.13,0.07,0.0,-0.03,56.77,66.27,85.7,1165.8,268.58,22.21,24.23,91.7,23.73,26.51,89.5,9.8,13.37,73.3,0.2,0.09,1.32,5.79,0.56,0.17,4.4,66.27,61.34,4.93,3.11,0.07,7.94,4.6,1.13,1.32,0.03,0.99,0.07,47.14,6.49,12.64,7.22,54.68,2.42,0.46,0.33,56.77,0.17,1.49,1.59,1.09,2.71,1.82,0.5,0.0,0.23,0.1,0.07,0.3,0.2,0.07,0.0,0.03,0.0,0.0,1.69,1.16,0.5,1.03,0.17,0.56,1.85,30.4,1.29,15.69,4.63,29.5,3.41,8.18,4.1,1.66,0.4,0.0,1.26,0.99,2.68,1.29,0.07,76.73,2.32,15.72,46.64,18.4,1.79,72.03,0.5,0.99,50.0,0.53,0.0,50.61,197.18,90.33,3.67,0.86,0.1,1.03,0.76,61.83,56.37,91.2,3.14,0.2,0.0,0.0,1.56,1.59,0.0,1.13,0.99,1.16,0.03,0.0,0.0,8.8,1.59,1.32,54.5
Iver Fossum,1500000,25,1.8,Central Midfield,Midfielder,right,1.32602739726027,Aalborg BK,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.14,0.18,0.0,0.99,0.2,20.0,0.0,0.0,21.6,0.0,0.0,0.0,0.04,0.04,0.04,-0.04,-0.04,39.36,50.24,78.3,687.96,167.34,17.21,18.4,93.5,17.21,19.78,87.0,3.96,10.09,39.2,0.0,0.14,1.78,2.18,0.99,0.79,2.37,50.24,43.71,6.53,2.18,0.4,4.75,1.98,1.38,4.15,0.0,0.0,0.0,33.82,5.14,11.27,4.55,42.53,2.97,0.0,0.0,39.36,0.0,0.0,0.59,1.19,2.97,2.18,0.79,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.19,0.4,0.4,0.59,0.2,0.79,3.16,25.0,2.37,23.14,6.92,29.9,8.31,12.26,2.57,1.58,0.0,0.0,1.58,0.4,1.58,1.38,0.0,57.96,1.58,13.05,31.25,16.62,1.38,51.43,0.4,0.59,66.7,0.4,0.0,35.01,136.88,62.31,1.78,0.4,0.0,0.59,0.99,41.14,35.21,85.6,1.98,0.0,0.0,0.0,0.4,0.79,0.0,1.38,0.4,0.4,0.0,0.0,0.0,10.68,0.2,0.99,16.7
Jack Wilshere,2000000,30,1.72,Central Midfield,Midfielder,left,0.326027397260274,Aarhus GF,Premier League,0.08,0.23,0.08,0.0,0.0,0.45,0.0,0.08,0.08,0.2,0.28,0.08,1.13,0.38,33.3,0.07,0.2,18.0,0.0,0.0,0.0,0.08,0.08,0.07,-0.01,-0.01,53.03,61.26,86.6,888.68,215.53,25.8,28.29,91.2,21.2,23.24,91.2,4.45,7.47,59.6,0.23,0.2,1.21,4.83,1.36,0.0,5.73,61.26,59.75,1.51,1.21,0.15,11.84,1.13,0.15,0.08,0.0,0.0,0.0,47.45,6.79,7.02,55.52,3.39,0.83,0.15,0.45,53.03,0.45,0.53,1.66,0.6,3.32,2.49,0.0,0.15,0.08,0.53,0.08,0.38,0.3,0.0,0.08,0.0,0.0,0.0,1.36,1.21,0.3,0.75,0.3,0.53,1.58,33.3,1.06,16.82,6.71,39.9,4.22,9.43,3.17,0.68,0.15,0.0,0.53,1.06,2.41,0.45,0.0,71.89,1.13,10.64,43.98,24.9,2.11,70.91,2.41,3.32,72.7,2.57,0.15,58.47,349.29,202.18,10.41,2.87,0.45,1.58,2.11,65.03,56.5,86.9,4.22,0.45,0.0,0.0,1.28,3.85,0.08,0.15,1.06,1.21,0.0,0.0,0.0,9.73,0.98,0.68,59.1
Jacob Ramsey,15000000,20,1.8,Attacking Midfield,Midfielder,right,3.32876712328767,Aston Villa,Premier League,0.23,0.05,0.23,0.0,0.0,0.18,0.0,0.15,0.15,0.07,0.22,0.23,1.5,0.36,24.2,0.15,0.63,17.8,0.0,0.0,0.0,0.15,0.15,0.1,0.08,0.08,29.98,35.34,84.9,539.23,141.49,13.16,14.7,89.5,12.52,14.24,87.9,3.58,4.63,77.5,0.05,0.07,0.68,3.13,0.77,0.14,3.27,35.34,34.84,0.5,0.23,0.05,6.99,0.73,0.73,0.0,0.0,0.0,0.0,28.44,3.36,3.54,5.81,27.49,1.09,0.09,0.0,29.98,0.05,0.5,0.68,1.09,2.09,1.63,0.0,0.05,0.09,0.27,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,2.36,1.59,1.18,1.09,0.09,0.64,2.4,26.4,1.77,21.86,6.58,30.1,7.85,9.98,4.04,1.68,0.41,0.0,1.27,1.32,3.67,1.09,0.0,49.08,1.95,10.3,25.95,17.83,2.27,48.63,0.86,1.63,52.8,1.0,0.09,35.2,233.26,123.3,5.72,2.18,0.36,2.18,1.68,40.74,34.29,84.2,3.4,0.18,0.0,0.0,1.41,2.0,0.09,0.73,1.32,1.59,0.0,0.0,0.0,6.76,0.95,1.5,38.9
Jaime Seoane,3500000,25,1.77,Central Midfield,Midfielder,right,0.326027397260274,SD Huesca,Segunda División,0.0,0.1,0.0,0.0,0.0,0.21,0.0,0.05,0.05,0.07,0.11,0.0,1.25,0.42,33.3,0.0,0.0,22.2,0.0,0.0,0.0,0.05,0.05,0.04,-0.05,-0.05,29.58,37.19,79.6,611.35,125.0,11.88,13.33,89.1,10.83,12.5,86.7,5.63,9.17,61.4,0.1,0.07,0.63,2.92,0.52,0.0,2.19,37.19,36.15,1.04,0.94,0.21,7.29,2.29,0.42,0.0,0.0,0.0,0.0,24.69,5.0,7.5,3.54,30.0,2.29,0.0,0.42,29.58,0.1,1.04,0.94,0.83,1.46,1.04,0.1,0.0,0.0,0.21,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.67,1.25,0.42,0.94,0.31,0.83,2.6,32.0,1.77,22.6,4.9,21.7,6.04,12.5,4.06,1.46,0.21,0.0,1.25,1.04,2.71,1.15,0.0,46.46,1.46,10.83,27.08,11.25,1.15,45.52,0.73,1.67,43.8,0.94,0.1,31.04,170.83,82.4,2.6,1.04,0.1,0.94,0.73,35.31,31.35,88.8,1.88,0.21,0.0,0.0,2.08,1.67,0.0,0.42,1.04,1.25,0.0,0.0,0.0,8.13,1.35,1.25,52.0
Jakub Moder,10000000,22,1.91,Central Midfield,Midfielder,right,3.32876712328767,Brighton & Hove Albion,Premier League,0.0,0.12,0.0,0.0,0.0,0.04,0.0,0.13,0.13,0.07,0.2,0.0,1.55,0.35,22.5,0.0,0.0,16.5,0.08,0.0,0.0,0.13,0.13,0.08,-0.13,-0.13,30.34,41.15,73.7,477.31,140.83,16.08,19.1,84.2,11.35,15.03,75.5,2.05,3.99,51.5,0.12,0.07,0.66,2.67,1.01,0.12,3.41,41.15,39.75,1.39,0.39,0.0,7.01,0.62,1.55,0.31,0.16,0.12,0.0,30.88,5.11,5.15,9.34,28.86,1.36,0.54,0.12,30.34,0.08,0.54,1.59,2.09,1.86,1.16,0.16,0.16,0.27,0.0,0.12,0.19,0.16,0.0,0.0,0.04,0.0,0.0,2.17,1.36,0.97,0.74,0.46,0.85,2.17,39.3,1.32,18.87,5.85,31.0,6.08,6.94,5.85,1.82,0.08,0.0,1.74,1.16,3.33,1.51,0.04,54.32,2.17,10.27,22.51,25.18,3.56,52.88,0.85,1.9,44.9,0.97,0.19,35.88,189.45,97.67,5.23,1.74,0.39,1.67,1.28,45.83,37.08,80.9,4.42,0.04,0.0,0.0,1.43,0.66,0.08,1.55,1.16,1.36,0.0,0.0,0.0,7.4,1.12,2.05,35.4
Jamal Musiala,55000000,19,1.83,Attacking Midfield,Midfielder,right,4.32876712328767,Bayern Munich,Bundesliga,0.37,0.32,0.37,0.0,0.0,0.05,0.0,0.27,0.27,0.2,0.47,0.37,2.37,0.79,33.3,0.16,0.47,14.7,0.0,0.0,0.0,0.27,0.27,0.11,0.1,0.1,33.91,41.29,82.1,510.14,130.08,19.49,22.7,85.8,11.48,13.8,83.2,1.95,2.58,75.5,0.32,0.2,1.37,2.95,1.47,0.0,4.42,41.29,40.6,0.68,0.26,0.11,11.06,0.32,0.68,0.11,0.0,0.05,0.0,34.07,4.84,2.37,3.58,35.34,1.05,0.26,0.58,33.91,0.26,0.11,2.32,1.0,3.32,2.48,0.05,0.42,0.16,0.16,0.05,0.68,0.42,0.0,0.21,0.05,0.0,0.0,2.26,1.42,0.63,0.84,0.79,0.68,2.58,26.5,1.9,22.54,7.0,31.1,4.58,8.95,9.01,1.84,0.0,0.0,1.84,2.26,4.53,0.21,0.0,59.93,0.58,7.48,27.96,29.12,6.53,59.35,3.05,5.42,56.3,3.16,0.26,45.97,209.44,130.81,6.79,2.26,0.68,2.95,3.27,51.24,42.39,82.7,9.27,0.05,0.0,0.0,1.05,1.84,0.26,0.68,2.26,1.42,0.0,0.0,0.0,8.48,0.68,1.21,36.1
James Lea Siliki,3500000,25,1.83,Central Midfield,Midfielder,left,0.326027397260274,Middlesbrough FC,Ligue 1,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.08,0.08,0.07,0.14,0.0,1.25,0.25,20.0,0.0,0.0,21.6,0.08,0.0,0.0,0.08,0.08,0.06,-0.08,-0.08,27.03,35.87,75.3,500.46,107.18,11.59,13.35,86.9,11.34,14.1,80.5,3.34,6.92,48.2,0.0,0.07,0.67,2.25,0.42,0.17,2.42,35.87,34.11,1.75,1.58,0.17,6.76,1.33,1.17,0.0,0.0,0.0,0.0,22.6,7.76,5.51,24.86,8.76,1.58,0.17,0.17,27.03,0.08,1.0,0.58,0.92,2.0,1.42,0.0,0.08,0.0,0.42,0.08,0.17,0.17,0.0,0.0,0.0,0.0,0.0,2.42,1.58,1.33,1.08,0.0,0.75,2.17,34.6,1.42,19.94,5.59,28.0,7.59,10.01,2.34,1.58,0.25,0.0,1.33,0.42,2.84,1.17,0.0,47.88,2.17,11.18,29.11,10.59,1.67,46.71,0.75,1.33,56.3,0.92,0.0,32.11,159.65,95.09,4.17,1.42,0.58,1.25,1.84,34.62,31.11,89.9,3.59,0.33,0.0,0.0,2.92,2.92,0.0,1.17,0.42,1.58,0.0,0.0,0.0,9.18,0.58,0.33,63.6
