"","X","Player","link_TRM","scouting_period","Age","Height","Position","Foot","Data_League","Goals.Against","Shots.on.Target.Against","Saves","Save.","Wins","Draws","Losses","Clean.Sheets","Clean.Sheet.Percentage","Penalty.Kicks.Attempted","Penalty.Kicks.Allowed","Penalty.Kicks.Saved","Penalty.Kicks.Missed","Save...Penalty.Kicks.","Goals.Against.1","Penalty.Kicks.Allowed.1","Free.Kick.Goals.Against","Corner.Kick.Goals.Against","Own.Goals.Scored.Against.Goalkeeper","PSxG","PSxG.SoT","PSxG.GA","Passes.Completed..Launched.","Passes.Attempted..Launched.","Pass.Completion.Percentage..Launched.","Passes.Attempted","Throws.Attempted","Launch.","Average.Pass.Length","Goal.Kicks","Launch...Goal.Kicks.","Avg..Length.of.Goal.Kicks","Crosses.Faced","Crosses.Stopped","Crosses.Stopped..","Def..Actions.Outside.Pen..Area","Avg..Distance.of.Def..Actions"
"595",595,"Stefano Sorrentino","https://www.transfermarkt.com/stefano-sorrentino/profil/spieler/21891","2018-2019",39,1.86,"Goalkeeper","right","Serie A",1.97,5.39,3.58,64.7,0.03,0.35,0.61,0.16,16.1,0.13,0.06,0.06,0,50,1.97,0.06,0.06,0.26,0.06,1.7,0.3,-0.17,8,17.03,47,19.55,3.03,54.3,41.2,9.32,68.9,45.2,10.13,0.39,3.8,0.23,12
"596",596,"Stefano Sorrentino","https://www.transfermarkt.com/stefano-sorrentino/profil/spieler/21891","2017-2018",38,1.86,"Goalkeeper","right","Serie A",1.55,4.74,3.32,69.4,0.26,0.26,0.47,0.18,18.4,0.21,0.11,0.08,0.03,42.9,1.55,0.11,0.05,0.34,0.11,1.48,0.28,0.03,6.76,17.18,39.4,20.37,4.47,51,39.7,9.5,71.5,46.2,11.42,0.42,3.7,0.37,12.6
"597",597,"Stéphane Ruffier","https://www.transfermarkt.com/stephane-ruffier/profil/spieler/39910","2019-2020",34,1.88,"Goalkeeper","right","Ligue 1",1.82,4.27,2.55,60.6,0.27,0.18,0.55,0.14,13.6,0.18,0.14,0,0.05,0,1.82,0.14,0,0.09,0,1.56,0.34,-0.26,5.45,14.73,37,20.77,3.23,48.8,39.5,7.27,63.1,46.6,6.91,0.27,3.9,0.32,12.6
"598",598,"Stéphane Ruffier","https://www.transfermarkt.com/stephane-ruffier/profil/spieler/39910","2018-2019",33,1.88,"Goalkeeper","right","Ligue 1",1.08,3.97,3.08,77.6,0.51,0.22,0.27,0.35,35.1,0.24,0.19,0.03,0.03,12.5,1.08,0.19,0,0.19,0,1.23,0.26,0.15,5.41,17.05,31.7,23.43,4.08,49.9,40.3,8.38,63.9,48.3,8.05,0.54,6.7,0.41,13.5
"599",599,"Stéphane Ruffier","https://www.transfermarkt.com/stephane-ruffier/profil/spieler/39910","2017-2018",32,1.88,"Goalkeeper","right","Ligue 1",1.27,4.34,3.24,74,0.4,0.29,0.32,0.35,34.3,0.17,0.14,0.03,0,16.7,1.27,0.14,0.06,0.09,0.03,1.33,0.28,0.08,4.74,13.45,35.3,21.31,2.6,46.8,38.6,4.37,79.5,53.1,10.38,0.93,8.9,0.43,14.6
"600",600,"Steve Mandanda","https://www.transfermarkt.com/steve-mandanda/profil/spieler/23951","2020-2021",35,1.85,"Goalkeeper","right","Ligue 1",1.22,3.41,2.3,66.7,0.43,0.32,0.24,0.22,21.6,0.08,0.08,0,0,0,1.22,0.08,0.03,0.22,0.03,1.16,0.33,-0.03,5.49,15.22,36.1,27.95,5.05,38.3,35.5,7.84,57.6,44.7,9.92,0.7,7.1,0.59,14.1
"601",601,"Steve Mandanda","https://www.transfermarkt.com/steve-mandanda/profil/spieler/23951","2019-2020",34,1.85,"Goalkeeper","right","Ligue 1",1.02,3.45,2.7,74.7,0.57,0.3,0.15,0.42,40.7,0.15,0.15,0,0,0,1.02,0.15,0,0.08,0.11,1.01,0.27,0.1,5.28,15.22,34.7,26.8,5.09,44.5,40,5.39,61.3,48.3,7.29,0.57,7.8,0.65,14.4
"602",602,"Steve Mandanda","https://www.transfermarkt.com/steve-mandanda/profil/spieler/23951","2018-2019",33,1.85,"Goalkeeper","right","Ligue 1",1.32,3.55,2.43,68.5,0.46,0.16,0.39,0.3,29,0.23,0.2,0.03,0,14.3,1.32,0.2,0,0.07,0,1.16,0.28,-0.15,5.56,15,37.1,26.12,4.21,44.1,39,6.28,55.5,46.6,6.45,0.53,8.2,0.66,14.4
"603",603,"Steve Mandanda","https://www.transfermarkt.com/steve-mandanda/profil/spieler/23951","2017-2018",32,1.85,"Goalkeeper","right","Ligue 1",1.26,3.92,2.83,71.2,0.6,0.3,0.13,0.37,35.5,0.2,0.13,0.03,0.03,20,1.26,0.13,0.07,0.17,0.03,1.21,0.29,0.02,4.06,10.94,37.1,19.99,3.36,42.3,37.8,3.59,69.4,52.5,8.05,0.8,9.9,0.33,14.1
"604",604,"Stole Dimitrievski","https://www.transfermarkt.com/stole-dimitrievski/profil/spieler/165467","2021-2022",29,1.88,"Goalkeeper","right","La Liga",1.15,3.51,2.64,75.3,0.43,0.19,0.34,0.29,30,0.38,0.29,0.1,0,25,1.15,0.29,0,0.14,0.05,1.32,0.28,0.21,7.26,19.71,36.8,23.22,4.9,60.2,48,7.36,77.8,58,7.69,0.77,10,0.34,11.8
"605",605,"Stole Dimitrievski","https://www.transfermarkt.com/stole-dimitrievski/profil/spieler/165467","2018-2019",26,1.88,"Goalkeeper","right","La Liga",1.67,4.33,2.95,68.1,0.24,0.19,0.57,0.14,14.3,0.33,0.29,0.05,0,14.3,1.67,0.29,0,0.29,0,1.55,0.29,-0.11,8.19,17.62,46.5,22.81,5.33,54.1,42.6,8.05,65.7,51.4,11,0.86,7.8,0.33,12.9
"606",606,"Sven Ulreich","https://www.transfermarkt.com/sven-ulreich/profil/spieler/40680","2021-2022",34,1.92,"Goalkeeper","right","Bundesliga",1.6,3.2,2,56.3,0.4,0.2,0.4,0.2,20,0.2,0.2,0,0,0,1.6,0.2,0.2,0.2,0.2,1.34,0.36,-0.06,4.2,9.4,44.7,33.8,4.6,26,28,5.4,11.1,19.7,5.2,1,19.2,1.6,19.9
"607",607,"Sven Ulreich","https://www.transfermarkt.com/sven-ulreich/profil/spieler/40680","2018-2019",31,1.92,"Goalkeeper","right","Bundesliga",1.07,2.38,1.55,65,0.48,0.36,0.12,0.24,25,0.36,0.24,0,0.12,0,1.07,0.24,0.12,0.12,0,0.83,0.3,-0.24,3.09,7.37,41.9,25.92,6.66,25.2,29.5,4.28,19.4,33.3,3.92,0,0,0.95,17.4
"608",608,"Sven Ulreich","https://www.transfermarkt.com/sven-ulreich/profil/spieler/40680","2017-2018",30,1.92,"Goalkeeper","right","Bundesliga",0.9,2.72,1.97,68.4,0.79,0.1,0.1,0.41,41.4,0.17,0.03,0.14,0,80,0.9,0.03,0.03,0.07,0.1,0.86,0.28,0.07,4.48,11.62,38.6,27.24,4.79,35.2,34.1,4.69,43.4,41.7,5.79,0.41,7.1,0.86,16.8
"609",609,"Thibaut Courtois","https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390","2021-2022",31,2,"Goalkeeper","left","La Liga",0.75,3.14,2.46,78.4,0.71,0.21,0.07,0.43,42.9,0.11,0.07,0.04,0,33.3,0.75,0.07,0,0.04,0,0.85,0.24,0.1,3.29,9.14,35.9,26.18,5.43,25.1,31.8,5.68,45.3,41,8.86,0.86,9.7,0.64,14.8
"610",610,"Thibaut Courtois","https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390","2020-2021",30,2,"Goalkeeper","left","La Liga",0.74,2.92,2.37,81.1,0.66,0.24,0.11,0.45,44.7,0.24,0.18,0.05,0,22.2,0.74,0.18,0,0.08,0.03,0.78,0.22,0.07,3.58,9.24,38.7,28.26,6.16,24.1,32.2,6.13,39.5,39.2,7.53,0.71,9.4,0.63,15
"611",611,"Thibaut Courtois","https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390","2019-2020",29,2,"Goalkeeper","left","La Liga",0.59,2.79,2.18,78.9,0.68,0.24,0.09,0.53,52.9,0,0,0,0,NA,0.59,0,0,0.12,0,0.67,0.24,0.08,2.65,9.15,28.9,25.44,5.88,26.1,33,6.44,38.8,40.3,8.38,0.74,8.8,0.65,14.8
"612",612,"Thibaut Courtois","https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390","2018-2019",28,2,"Goalkeeper","left","La Liga",1.33,3.7,2.59,70,0.52,0.11,0.37,0.3,29.6,0.3,0.22,0.04,0.04,14.3,1.33,0.22,0,0.11,0,1.2,0.29,-0.13,4.07,10.7,38.1,24.11,6.15,31,34.4,6.67,48.3,45.7,6.96,0.7,10.1,0.41,14.2
"613",613,"Thibaut Courtois","https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390","2017-2018",27,2,"Goalkeeper","left","Premier League",0.97,2.97,2.09,69.2,0.57,0.17,0.26,0.43,42.9,0.06,0.06,0,0,0,0.97,0.06,0,0.06,0.06,0.82,0.27,-0.09,4.94,13,38,27.09,5.83,34.2,36.5,7.03,53.3,48.3,8.06,0.63,7.8,0.46,13.3
"614",614,"Thomas Didillon","https://www.transfermarkt.com/thomas-didillon/profil/spieler/182891","2017-2018",23,1.93,"Goalkeeper","left","Ligue 1",1.56,4,2.89,69.4,0.11,0.11,0.78,0.22,22.2,0.33,0.33,0,0,0,1.56,0.33,0,0,0.11,1.41,0.28,-0.03,5.56,13.22,42,17.33,4.11,48.7,40.7,5.11,93.5,60.9,14,1.44,10.3,0.33,13.6
"615",615,"Thomas Strakosha","https://www.transfermarkt.com/thomas-strakosha/profil/spieler/222209","2021-2022",27,1.93,"Goalkeeper","right","Serie A",0.93,3.29,2.36,73.9,0.57,0.21,0.21,0.43,42.9,0.07,0.07,0,0,0,0.93,0.07,0,0.14,0,0.95,0.27,0.02,5.14,9.43,54.5,25.43,4.21,32,31.4,5.43,23.7,25.1,8.5,0.29,3.4,0.43,15.6
"616",616,"Thomas Strakosha","https://www.transfermarkt.com/thomas-strakosha/profil/spieler/222209","2020-2021",26,1.93,"Goalkeeper","right","Serie A",1.56,4.11,2.67,67.6,0.33,0.22,0.44,0.33,33.3,0.22,0.22,0,0,0,1.56,0.22,0,0.11,0,1.47,0.31,-0.09,6.11,11.89,51.4,31.78,5.44,34.3,31.7,6.44,15.5,24.8,8.56,0.78,9.1,0.11,11.9
"617",617,"Thomas Strakosha","https://www.transfermarkt.com/thomas-strakosha/profil/spieler/222209","2019-2020",25,1.93,"Goalkeeper","right","Serie A",1.11,3.82,2.92,75.9,0.63,0.16,0.21,0.29,28.9,0.24,0.18,0.03,0.03,12.5,1.11,0.18,0.03,0.21,0.03,1.2,0.27,0.12,5.32,11.92,44.6,24.5,3.92,40.7,34.5,7.68,25.3,27.2,7.42,0.39,5.3,0.45,13.9
"618",618,"Thomas Strakosha","https://www.transfermarkt.com/thomas-strakosha/profil/spieler/222209","2018-2019",24,1.93,"Goalkeeper","right","Serie A",1.11,3.69,2.74,73.6,0.46,0.2,0.34,0.29,28.6,0.2,0.14,0.06,0,28.6,1.11,0.14,0.06,0.14,0.03,1.09,0.25,0.01,6,14.37,41.7,24.2,4.66,45,38.3,6.69,52.1,44.9,8.89,0.6,6.8,0.51,14.8
"619",619,"Thomas Strakosha","https://www.transfermarkt.com/thomas-strakosha/profil/spieler/222209","2017-2018",23,1.93,"Goalkeeper","right","Serie A",1.29,4.03,2.95,73.9,0.55,0.24,0.21,0.29,28.9,0.29,0.24,0.03,0.03,10,1.29,0.24,0.05,0.13,0.05,1.35,0.29,0.11,6.53,13.39,48.7,22.47,4.29,45.8,37.9,6.58,47.2,43.2,7.63,0.32,4.1,0.61,15.2
"620",620,"Tim Krul","https://www.transfermarkt.com/tim-krul/profil/spieler/33027","2021-2022",35,1.93,"Goalkeeper","left","Premier League",2.05,5.14,3.32,65.5,0.14,0.18,0.68,0.14,13.6,0.32,0.27,0.05,0,14.3,2.05,0.27,0,0.32,0.09,1.91,0.33,-0.04,6.77,17.09,39.6,29.32,5.18,45.1,39.7,7.68,50.3,43.4,8.36,0.32,3.8,0.45,12.9
"621",621,"Tim Krul","https://www.transfermarkt.com/tim-krul/profil/spieler/33027","2019-2020",33,1.93,"Goalkeeper","left","Premier League",1.89,5.25,3.42,65.6,0.14,0.17,0.69,0.14,13.9,0.14,0.08,0.06,0,40,1.89,0.08,0.03,0.36,0.08,1.81,0.32,0,7.25,20.36,35.6,33.81,4.94,45.1,39.8,9.25,55.3,45.1,10.64,0.78,7.3,0.47,14
"622",622,"Timo Horn","https://www.transfermarkt.com/timo-horn/profil/spieler/84938","2021-2022",30,1.92,"Goalkeeper","left","Bundesliga",1.62,4.23,2.69,61.8,0.31,0.46,0.23,0.08,7.7,0,0,0,0,NA,1.62,0,0,0.31,0.08,1.41,0.34,-0.13,6.92,14.23,48.6,33.62,3.62,35.2,35.6,6.38,37.3,37.4,6.92,0.23,3.3,0.92,15.9
"623",623,"Timo Horn","https://www.transfermarkt.com/timo-horn/profil/spieler/84938","2020-2021",29,1.92,"Goalkeeper","left","Bundesliga",1.76,4.49,2.93,65.3,0.24,0.27,0.51,0.15,14.7,0.24,0.21,0.03,0,12.5,1.76,0.21,0.03,0.18,0,1.57,0.3,-0.19,8.14,17.98,45.3,33.23,3.5,45.2,39,6.43,46,40.4,8.05,0.27,3.3,0.69,14.1
"624",624,"Timo Horn","https://www.transfermarkt.com/timo-horn/profil/spieler/84938","2019-2020",28,1.92,"Goalkeeper","left","Bundesliga",2.03,4.47,2.56,57.2,0.29,0.18,0.53,0.18,17.6,0.18,0.12,0.06,0,33.3,2.03,0.12,0.03,0.32,0.06,1.56,0.32,-0.41,9.15,18.53,49.4,26.24,2.91,53.9,42.2,8.76,50,40.7,7.94,0.53,6.7,0.41,14.1
"625",625,"Timo Horn","https://www.transfermarkt.com/timo-horn/profil/spieler/84938","2017-2018",26,1.92,"Goalkeeper","left","Bundesliga",2.06,5.79,3.97,68.5,0.15,0.21,0.65,0.15,14.7,0.26,0.24,0.03,0,11.1,2.06,0.24,0,0.21,0,2.11,0.33,0.05,8.62,22.21,38.8,22.76,2.41,66.3,48.9,8.21,86.7,61.7,10.88,0.82,7.6,0.97,15.7
"626",626,"Tom Heaton","https://www.transfermarkt.com/tom-heaton/profil/spieler/34130","2019-2020",35,1.88,"Goalkeeper","right","Premier League",1.76,4.97,3.36,67.7,0.3,0.15,0.55,0.2,20,0.15,0.15,0,0,0,1.76,0.15,0.05,0.35,0.05,1.64,0.31,-0.07,6.47,19.26,33.6,20.97,4.77,57.7,45.9,9.83,73,56.5,11.29,0.85,7.6,0.4,11.7
"627",627,"Tom Heaton","https://www.transfermarkt.com/tom-heaton/profil/spieler/34130","2018-2019",34,1.88,"Goalkeeper","right","Premier League",1.42,4.26,3,67.9,0.42,0.21,0.37,0.21,21.1,0.05,0.05,0,0,0,1.42,0.05,0.05,0.11,0.16,1.2,0.27,-0.06,8.89,24.89,35.7,21.84,2.37,77.1,55.2,9.05,89,65.9,11.89,0.47,4,0.79,15.1
"628",628,"Tomáš Koubek","https://www.transfermarkt.com/tomas-koubek/profil/spieler/146714","2019-2020",28,1.97,"Goalkeeper","right","Bundesliga",2.13,5.08,3,58.2,0.25,0.25,0.5,0.17,16.7,0.04,0,0.04,0,100,2.13,0,0,0.17,0.08,1.88,0.37,-0.17,6.75,20.58,32.8,26.17,4.29,54.1,45.2,8.83,72.6,57.3,9.58,0.63,6.5,0.96,15.5
"629",629,"Tomáš Koubek","https://www.transfermarkt.com/tomas-koubek/profil/spieler/146714","2018-2019",27,1.97,"Goalkeeper","right","Ligue 1",1.48,4.12,2.77,66.4,0.31,0.34,0.34,0.28,28.1,0.12,0.09,0.03,0,25,1.48,0.09,0,0.28,0.03,1.2,0.28,-0.25,6.34,14.68,43.2,19.63,3.97,46.9,40.8,7.45,73.6,56,10.09,0.4,4,0.83,16.4
"630",630,"Tomáš Koubek","https://www.transfermarkt.com/tomas-koubek/profil/spieler/146714","2017-2018",26,1.97,"Goalkeeper","right","Ligue 1",1.06,3.82,2.88,73.8,0.47,0.24,0.29,0.29,29.4,0.09,0.06,0.03,0,33.3,1.06,0.06,0,0.18,0.06,1.17,0.28,0.17,4.65,13.97,33.3,16.85,2.38,57.1,46.1,4.91,88.6,65.1,10.21,1.06,10.4,0.97,16.9
"631",631,"Tomáš Vaclík","https://www.transfermarkt.com/tomas-vaclik/profil/spieler/64000","2020-2021",31,1.9,"Goalkeeper","right","La Liga",1,2.8,1.8,64.3,0.6,0,0.4,0.4,40,0,0,0,0,NA,1,0,0,0,0,0.7,0.26,-0.3,4,8.2,48.8,24,4.8,28.3,30.5,5.2,26.9,27.4,8,0.4,5,0.6,14
"632",632,"Tomáš Vaclík","https://www.transfermarkt.com/tomas-vaclik/profil/spieler/64000","2019-2020",30,1.9,"Goalkeeper","right","La Liga",0.95,2.95,2.09,69.8,0.46,0.37,0.18,0.43,42.4,0.09,0.06,0.03,0,33.3,0.95,0.06,0.09,0.09,0.03,0.78,0.25,-0.14,5.48,12.83,42.7,21.11,4.77,40.1,37.3,7.23,60.4,48.1,8,0.62,7.7,0.49,14
"633",633,"Tomáš Vaclík","https://www.transfermarkt.com/tomas-vaclik/profil/spieler/64000","2018-2019",29,1.9,"Goalkeeper","right","La Liga",1.33,4.06,2.88,70.1,0.39,0.24,0.36,0.24,24.2,0.15,0.12,0.03,0,20,1.33,0.12,0.06,0.12,0.03,1.35,0.3,0.04,5.82,17.27,33.7,22.36,5.45,49.5,41,7.82,79.5,60.2,8.76,0.76,8.7,0.42,13.7
"634",634,"Unai Simón","https://www.transfermarkt.com/unai-simon/profil/spieler/262396","2021-2022",26,1.9,"Goalkeeper","right","La Liga",0.92,3.12,2.16,74.4,0.36,0.36,0.28,0.36,36,0.12,0.12,0,0,0,0.92,0.12,0,0.08,0.04,0.9,0.26,0.02,5.04,11.36,44.4,20.16,5.48,40.5,36.5,7,45.7,41.6,10.36,0.68,6.6,0.72,15.6
"635",635,"Unai Simón","https://www.transfermarkt.com/unai-simon/profil/spieler/262396","2020-2021",25,1.9,"Goalkeeper","right","La Liga",1.08,2.81,1.89,66.3,0.3,0.35,0.35,0.24,24.3,0.16,0.14,0.03,0,16.7,1.08,0.14,0.03,0.22,0.03,0.96,0.29,-0.09,6.51,14.54,44.8,21.57,5.43,42.4,38.9,7.16,75.5,57.1,9.92,0.59,6,0.62,14.4
"636",636,"Unai Simón","https://www.transfermarkt.com/unai-simon/profil/spieler/262396","2019-2020",24,1.9,"Goalkeeper","right","La Liga",0.87,3.1,2.35,76.7,0.39,0.27,0.36,0.36,35.3,0.21,0.15,0,0.06,0,0.87,0.15,0.03,0.09,0.06,1.11,0.32,0.29,9.6,22.9,41.9,25.25,4.21,61.7,47.2,8.06,90.7,66.4,10.32,0.69,6.7,0.54,14.3
"637",637,"Unai Simón","https://www.transfermarkt.com/unai-simon/profil/spieler/262396","2018-2019",23,1.9,"Goalkeeper","right","La Liga",1.86,4.43,2.86,64.5,0.14,0.57,0.29,0,0,0.29,0.29,0,0,0,1.86,0.29,0,0.29,0,1.71,0.33,-0.14,6,15.43,38.9,18.86,4.43,47,39.8,7.29,90.2,65.9,8.57,1,11.7,0.29,13.5
"638",638,"Vanja Milinkovic-Savic","https://www.transfermarkt.com/vanja-milinkovi%C4%87-savi%C4%87/profil/spieler/257474","2021-2022",26,2.02,"Goalkeeper","right","Serie A",1.12,2.76,1.8,65.2,0.32,0.24,0.44,0.16,16,0.2,0.16,0.04,0,20,1.12,0.16,0.08,0.12,0,0.95,0.29,-0.17,8.48,25.84,32.8,31.76,3.56,63.6,51,6.24,90.4,70.1,5.44,0.4,7.4,0.48,13.8
"639",639,"Vanja Milinkovic-Savic","https://www.transfermarkt.com/vanja-milinkovi%C4%87-savi%C4%87/profil/spieler/257474","2020-2021",25,2.02,"Goalkeeper","right","Serie A",1.2,3.8,2.8,73.7,0.4,0.4,0.2,0.2,20,0.2,0.2,0,0,0,1.2,0.2,0,0,0,0.94,0.2,-0.26,4.6,15.4,29.9,29.4,3.6,40.8,40.7,6.4,53.1,46.8,6.8,0.4,5.9,1,14.3
"640",640,"Vicente Guaita","https://www.transfermarkt.com/vicente-guaita/profil/spieler/64399","2021-2022",36,1.9,"Goalkeeper","right","Premier League",1.23,4,2.89,72.3,0.26,0.43,0.34,0.34,33.3,0.13,0.13,0,0,0,1.23,0.13,0.04,0.38,0,1.11,0.25,-0.12,5.45,11.49,47.4,24.72,5.4,34.3,32.6,6.68,45.2,36.7,7.87,0.6,7.6,0.51,14.3
"641",641,"Vicente Guaita","https://www.transfermarkt.com/vicente-guaita/profil/spieler/64399","2020-2021",35,1.9,"Goalkeeper","right","Premier League",1.73,4.54,2.84,63.7,0.3,0.22,0.49,0.22,21.6,0.11,0.08,0.03,0,25,1.73,0.08,0.03,0.24,0,1.67,0.36,-0.06,6.84,19.49,35.1,20.7,3.97,58.9,43.9,8.49,86,60.9,9.92,0.7,7.1,0.41,13.1
"642",642,"Vicente Guaita","https://www.transfermarkt.com/vicente-guaita/profil/spieler/64399","2019-2020",34,1.9,"Goalkeeper","right","Premier League",1.2,4.2,3.03,71.4,0.31,0.26,0.43,0.29,28.6,0.03,0,0,0.03,NA,1.2,0,0,0.14,0.06,1.34,0.33,0.19,6.43,19.26,33.4,22.29,4.66,57.4,44.3,7.8,82.8,61.9,9.46,0.86,9.1,0.46,13
"643",643,"Vicente Guaita","https://www.transfermarkt.com/vicente-guaita/profil/spieler/64399","2018-2019",33,1.9,"Goalkeeper","right","Premier League",1.18,4.31,3.08,73.8,0.51,0.21,0.31,0.36,35,0.05,0.05,0,0,0,1.18,0.05,0,0.1,0.05,1.09,0.24,-0.04,6.92,21.33,32.5,20.77,4.31,60.2,47.3,9.69,91,64,10.67,0.92,8.7,0.26,12.3
"644",644,"Vicente Guaita","https://www.transfermarkt.com/vicente-guaita/profil/spieler/64399","2017-2018",32,1.9,"Goalkeeper","right","La Liga",0.79,3.27,2.52,76.9,0.39,0.27,0.33,0.36,36.4,0.09,0.03,0.03,0.03,50,0.79,0.03,0,0.09,0,0.93,0.27,0.14,6.97,21.97,31.7,19.09,1.88,76.8,55.4,7.45,98,68.9,9.64,1.24,12.9,0.67,14.7
"645",645,"Vid Belec","https://www.transfermarkt.com/vid-belec/profil/spieler/73090","2021-2022",33,1.92,"Goalkeeper","right","Serie A",2.25,5.95,3.9,64.7,0.15,0.1,0.75,0.05,5,0.2,0.15,0,0.05,0,2.25,0.15,0,0.3,0.1,1.75,0.27,-0.41,7.15,16.75,42.7,18.65,3.5,56.3,44.6,8.4,74.4,53.5,9.85,0.5,5.1,0.3,12.6
"646",646,"Vid Belec","https://www.transfermarkt.com/vid-belec/profil/spieler/73090","2017-2018",29,1.92,"Goalkeeper","right","Serie A",2.23,6.13,4.32,68.2,0.14,0,0.9,0.07,6.7,0.28,0.28,0,0,0,2.23,0.28,0.07,0.14,0.14,2.08,0.31,-0.01,5.01,14.41,34.8,22.9,5.5,44.1,37.5,8.21,52.5,45.1,10.72,0.84,7.8,0.56,12.4
"647",647,"Vito Mannone","https://www.transfermarkt.com/vito-mannone/profil/spieler/33781","2020-2021",33,1.88,"Goalkeeper","right","Ligue 1",1.56,3.33,2,60,0.56,0.11,0.33,0.22,22.2,0.22,0.22,0,0,0,1.56,0.22,0,0.11,0,1.32,0.34,-0.23,6.11,15.33,39.9,25.11,2.89,41.2,36.4,6.78,73.8,54,7,0.33,4.8,0.67,18.8
"649",649,"Walter Benítez","https://www.transfermarkt.com/walter-benitez/profil/spieler/296802","2021-2022",30,1.91,"Goalkeeper","right","Ligue 1",0.74,3.7,3.07,83,0.56,0.22,0.22,0.44,44.4,0.15,0.11,0.04,0,25,0.74,0.11,0.04,0.04,0,1.04,0.25,0.3,4.96,12.37,40.1,20.63,4.22,38.1,34.6,7.37,61.3,46.6,9.22,0.44,4.8,0.59,14.1
"650",650,"Walter Benítez","https://www.transfermarkt.com/walter-benitez/profil/spieler/296802","2020-2021",29,1.91,"Goalkeeper","right","Ligue 1",1.39,4.39,3.13,72.5,0.39,0.18,0.42,0.24,23.7,0.18,0.18,0,0,0,1.39,0.18,0,0.32,0,1.28,0.26,-0.12,3.39,9.13,37.2,24.32,4.47,25.8,29.6,7.95,36.1,34.7,9.37,0.66,7,0.45,13.3
"651",651,"Walter Benítez","https://www.transfermarkt.com/walter-benitez/profil/spieler/296802","2019-2020",28,1.91,"Goalkeeper","right","Ligue 1",1.38,4.96,3.81,75.2,0.35,0.31,0.35,0.15,15.4,0.23,0.15,0.04,0.04,20,1.38,0.15,0,0.27,0.08,1.72,0.32,0.41,3.35,7.81,42.9,22.04,5.08,22.7,27.6,8.15,34.4,34,9.85,0.69,7,0.35,14
"652",652,"Walter Benítez","https://www.transfermarkt.com/walter-benitez/profil/spieler/296802","2018-2019",27,1.91,"Goalkeeper","right","Ligue 1",0.83,4.03,3.29,80.9,0.43,0.29,0.29,0.46,45.7,0.14,0.06,0.09,0,60,0.83,0.06,0,0.14,0.03,1.15,0.27,0.35,4.86,11.49,42.3,23.91,5.69,27.2,31,8.74,56.9,45.5,10.6,0.49,4.6,0.37,12.9
"653",653,"Walter Benítez","https://www.transfermarkt.com/walter-benitez/profil/spieler/296802","2017-2018",26,1.91,"Goalkeeper","right","Ligue 1",1.29,4.07,2.96,71.1,0.43,0.29,0.29,0.25,25,0.18,0.11,0.07,0,40,1.29,0.11,0.04,0,0.07,1.27,0.28,0.05,2.29,7.18,31.8,14.07,3,26.6,30.3,4.54,75.6,54.4,11.43,0.61,5.3,0.21,13
"654",654,"Willy Caballero","https://www.transfermarkt.com/willy-caballero/profil/spieler/19948","2019-2020",39,1.86,"Goalkeeper","right","Premier League",1.4,3.2,2,56.3,0.4,0.4,0.2,0.2,20,0,0,0,0,NA,1.4,0,0,0.6,0.2,1.18,0.37,-0.02,6.4,14.8,43.2,27.4,3,45.3,35.8,5.6,42.9,36.8,4,0,0,0.4,12.4
"655",655,"Wladimiro Falcone","https://www.transfermarkt.com/wladimiro-falcone/profil/spieler/238537","2021-2022",28,1.95,"Goalkeeper","right","Serie A",1.47,5.58,4.32,75.5,0.21,0.11,0.63,0.21,22.2,0.11,0.11,0,0,0,1.47,0.11,0,0,0.11,1.62,0.27,0.25,6.84,17.68,38.7,29.89,4.63,40.5,36.7,7.79,71.6,49.1,11.37,0.95,8.3,0.11,11.9
"656",656,"Wojciech Szczesny","https://www.transfermarkt.com/wojciech-szczesny/profil/spieler/44058","2021-2022",33,1.96,"Goalkeeper","right","Serie A",0.85,3,2.19,73.1,0.54,0.31,0.15,0.42,42.3,0.15,0.04,0.12,0,75,0.85,0.04,0.08,0.19,0,0.9,0.27,0.05,5.58,10.65,52.3,25.04,4.38,34.1,34.3,5.38,39.3,34.7,9.92,0.73,7.4,0.38,12.7
"657",657,"Wojciech Szczesny","https://www.transfermarkt.com/wojciech-szczesny/profil/spieler/44058","2020-2021",32,1.96,"Goalkeeper","right","Serie A",1.08,3.19,2.25,70.5,0.54,0.27,0.2,0.17,16.7,0.2,0.13,0.07,0,33.3,1.08,0.13,0,0.13,0.07,0.94,0.25,-0.06,3.97,6.82,58.1,28.07,4.37,21,29.1,6.05,15.6,24.3,8.1,0.57,7.1,0.81,14.7
"658",658,"Wojciech Szczesny","https://www.transfermarkt.com/wojciech-szczesny/profil/spieler/44058","2019-2020",31,1.96,"Goalkeeper","right","Serie A",1.15,4.17,3.3,79.2,0.66,0.14,0.21,0.38,37.9,0.35,0.28,0.03,0.03,11.1,1.15,0.28,0.03,0.14,0,1.2,0.22,0.06,3.75,6.95,54,19.63,5.42,28.5,32.5,6.81,19.9,26.8,7.61,0.38,5,0.76,15
