longName,avg_playerankIndex,scouting_period
Philipp Bargfrede,0.1716278851997756,2018-2019
Marko Arnautović,0.19968536611139268,2018-2019
Niclas Füllkrug,0.19173937666785565,2018-2019
Claudio Miguel Pizarro Bossio,0.18013272359630114,2018-2019
Manuel Neuer,0.19355862563003962,2018-2019
Holger Badstuber,0.17583233826915215,2018-2019
Jérôme Boateng,0.18425329463381104,2018-2019
Márcio Rafael Ferreira de Souza,0.17301680286542015,2018-2019
Luiz Gustavo Dias,0.18152196172063192,2018-2019
Toni Kroos,0.17539176544407303,2018-2019
David Olatukunbo Alaba,0.1760451005186928,2018-2019
Franck Bilal Ribéry,0.1867191574441403,2018-2019
Arjen Robben,0.19267798311243228,2018-2019
Takashi Usami,0.17913314987301457,2018-2019
Mario Gómez García,0.19056709667433364,2018-2019
Thomas Müller,0.19887284566534952,2018-2019
Nils Petersen,0.19726552006778564,2018-2019
Cristian Molinaro,0.16652592217543585,2018-2019
Antonio Rüdiger,0.18174923087555533,2018-2019
Christian Gentner,0.17984066003740296,2018-2019
Ibrahima Traoré,0.17927556455607496,2018-2019
Martin Harnik,0.18934457757452988,2018-2019
Vedad Ibišević,0.18605517668830931,2018-2019
Shinji Okazaki,0.17652831995405735,2018-2019
Bernd Leno,0.1821630769869325,2018-2019
Gonzalo Castro Randon,0.1676543995022092,2018-2019
Danny Vieira da Costa,0.17103792302940843,2018-2019
Bastian Oczipka,0.1642364150309081,2018-2019
Lars Bender,0.18601419974232156,2018-2019
Karim Bellarabi,0.1893059282293289,2018-2019
André Schürrle,0.18259863283096137,2018-2019
Mats Hummels,0.189499770857078,2018-2019
Chris Löwe,0.16921047876292816,2018-2019
Łukasz Piszczek,0.18938759526230536,2018-2019
Neven Subotić,0.1792419945682455,2018-2019
Marvin Bakalorz,0.17677019263383859,2018-2019
Sven Bender,0.18233107714166255,2018-2019
Mario Götze,0.20086345167042016,2018-2019
İlkay Gündoğan,0.18508776442010869,2018-2019
Ivan Perišić,0.18159719436913013,2018-2019
Robert Lewandowski,0.21893033468225365,2018-2019
Michael Esser,0.09725685325812695,2018-2019
Andreas Luthe,0.16837932143630535,2018-2019
Takashi Inui,0.1790247098826353,2018-2019
Christoph Kramer,0.18179614296387545,2018-2019
Kevin Vogt,0.17976228931837462,2018-2019
Daniel Ginczek,0.18737599485870882,2018-2019
Ralf Fährmann,0.15744147543558665,2018-2019
Sergio Escudero Palomo,0.1694791058937972,2018-2019
Julian Draxler,0.20043205970417904,2018-2019
Sead Kolašinac,0.18016587935525277,2018-2019
Joël Andre Job Matip,0.18550467515153996,2018-2019
Dennis Aogo,0.16469000887245508,2018-2019
Tomás Eduardo Rincón Hernández,0.17638888842469266,2018-2019
Jacopo Sala,0.17292556899243097,2018-2019
Per Ciljan Skjelbred,0.17581401047573314,2018-2019
Rémi Walter,0.1764020672576121,2018-2019
Wesley Saïd,0.18291038192846584,2018-2019
Marc-Aurèle Caillard,0.11922495237623035,2018-2019
Tristan Dingomé,0.1780291974862116,2018-2019
Valentin Eysseric,0.16982213236768176,2018-2019
Marcel Tisserand,0.17616338675752571,2018-2019
Heung-Min Son,0.19747129688097648,2018-2019
Diego Benaglio,0.10400559060526662,2018-2019
Robin Knoche,0.1855458336021135,2018-2019
Ricardo Iván Rodríguez Araya,0.174570843634878,2018-2019
Makoto Hasebe,0.17715017086574414,2018-2019
Maximilian Arnold,0.17418775024562014,2018-2019
Mario Mandžukić,0.2000758803042274,2018-2019
Oliver Baumann,0.13736624195467662,2018-2019
Oliver Sorg,0.16805353605881396,2018-2019
Daniel Caligiuri,0.15498920415846115,2018-2019
Matthias Ginter,0.18280479748139628,2018-2019
Jonathan Schmid,0.17305739462686934,2018-2019
Marc-André ter Stegen,0.20158169693439096,2018-2019
Dante Bonfim da Costa Santos,0.18351366510964418,2018-2019
Håvard Nordtveit,0.16903497580099916,2018-2019
Oscar Wendt,0.16927535022648102,2018-2019
Matthias Zimmermann,0.17266354285677324,2018-2019
Patrick Herrmann,0.17655033065685602,2018-2019
Tony Jantschke,0.18575503824981493,2018-2019
Mathew Leckie,0.1818879037518889,2018-2019
Marco Reus,0.20431297584386485,2018-2019
Ron-Robert Zieler,0.09462523922532971,2018-2019
Lars Stindl,0.18049530237229447,2018-2019
Kevin Trapp,0.17710734233922917,2018-2019
Willi Orban,0.19034122160494799,2018-2019
José Luis Morales Nogales,0.1793869681928234,2018-2019
John Guidetti,0.18380272937922193,2018-2019
Fabian Lustenberger,0.1842315005286346,2018-2019
Raffael Caetano de Araújo,0.18065452687836617,2018-2019
Marvin Plattenhardt,0.15813610494402297,2018-2019
Daniel Didavi,0.17759583606375562,2018-2019
Mike Frantz,0.1777017816687573,2018-2019
Alexander Esswein,0.17404519504282406,2018-2019
Stefan Bell,0.17497408021920735,2018-2019
Julian Baumgartlinger,0.1796712431898583,2018-2019
Yunus Mallı,0.17991934836838244,2018-2019
Nicolai Müller,0.17870751698589107,2018-2019
Jean-Eric Maxim Choupo-Moting,0.1770512196887556,2018-2019
Ádám Szalai,0.1889046041635027,2018-2019
Anthony Ujah,0.18264886754240142,2018-2019
Christopher Schindler,0.18022109666865616,2018-2019
Kevin Volland,0.2053703080676788,2018-2019
Bobby Shou Wood,0.1793305610244526,2018-2019
Sebastian Rode,0.16973329272796844,2018-2019
Pirmin Schwegler,0.15977139811007482,2018-2019
Michael Rensing,0.06752786473094032,2018-2019
Mitchell Weiser,0.16912288019044128,2018-2019
Mikael Ishak,0.18484961565924612,2018-2019
Mark Uth,0.1836708330801863,2018-2019
Leonardo Bittencourt,0.18377051006936324,2018-2019
André Hoffmann,0.1780231529944138,2018-2019
Daniel Brosinski,0.16786461956584595,2018-2019
Nicolas Höfler,0.1804320607523908,2018-2019
Felix Klaus,0.17989772370291393,2018-2019
Janik Haberer,0.17798344173693278,2018-2019
Florian Niederlechner,0.18528721876506846,2018-2019
Hakan Çalhanoğlu,0.1761940320804714,2018-2019
Pascal Groß,0.15705904492619466,2018-2019
Marco Terrazzino,0.17125790097224883,2018-2019
Kevin Möhwald,0.18146851603663325,2018-2019
Benjamin Hübner,0.18587062356475054,2018-2019
Sebastian Langkamp,0.18114850199415722,2018-2019
Matthias Ostrzolek,0.16642680072940133,2018-2019
Daniel Baier,0.17757380439207926,2018-2019
Ja-Cheol Koo,0.1776685504642732,2018-2019
Jan Morávek,0.17849957697600558,2018-2019
Koen Casteels,0.14522385355784329,2018-2019
Andreas Beck,0.1681077687846071,2018-2019
Fabian Johnson,0.17273573897940495,2018-2019
Jannik Vestergaard,0.18241271644195892,2018-2019
Roberto Firmino Barbosa de Oliveira,0.20263439300586517,2018-2019
Sebastian Rudy,0.16733541022940351,2018-2019
Tobias Strobl,0.1813690190213644,2018-2019
Ryan Guno Babel,0.19367808235201095,2018-2019
Enrico Valentini,0.1560572984205822,2018-2019
André Hahn,0.18270308186048356,2018-2019
Jeffrey Gouweleeuw,0.1831058997812828,2018-2019
Diego Demme,0.17277867888823273,2018-2019
Ermin Bičakčić,0.1855857029077853,2018-2019
Daryl Janmaat,0.17181956669674514,2018-2019
Max Kruse,0.19513199481970972,2018-2019
Steven Skrzybski,0.19000878262286053,2018-2019
Kevin Kampl,0.19124410474440678,2018-2019
Rouwen Hennings,0.1944743603190477,2018-2019
Elias Kachunga,0.1692839434204834,2018-2019
Adam Bodzek,0.17614009993800336,2018-2019
Oliver Fink,0.17201033596590484,2018-2019
Danny Latza,0.17976606050353602,2018-2019
Caiuby Francisco da Silva,0.17982368594181852,2018-2019
Dominik Kohr,0.17983274616595551,2018-2019
Kenan Karaman,0.1857982685946533,2018-2019
Thomas Strakosha,0.20083838255350697,2018-2019
Sabin Merino Zuloaga,0.17620068781936257,2018-2019
Héctor Bellerín Moruno,0.18376424333573296,2018-2019
Joaquín Fernández Moreno,0.18074662966033522,2018-2019
Stanislav Lobotka,0.1780618664435115,2018-2019
Rani Khedira,0.18246322922574326,2018-2019
Kevin Stöger,0.18066565441099258,2018-2019
Dominique Heintz,0.18118919146004767,2018-2019
Jean Zimmer,0.17296855879940784,2018-2019
Julian Korb,0.1622834576217607,2018-2019
Diego Rico Salguero,0.16002845300543875,2018-2019
Mitchell Dijks,0.16535007309365668,2018-2019
Kenny Tete,0.18343327139897478,2018-2019
Calum Chambers,0.18231757556914951,2018-2019
Jérôme Gondorf,0.174043194002615,2018-2019
Joshua Benjamin Brenet,0.1806842084100326,2018-2019
Niklas Stark,0.18529921264505883,2018-2019
Timo Werner,0.2069089281162447,2018-2019
Filip Đuričić,0.1819042593215048,2018-2019
Emre Can,0.18221428063888018,2018-2019
Marcel Halstenberg,0.16909261630631633,2018-2019
Jonas Hofmann,0.18664252709353585,2018-2019
Marvin Ducksch,0.18133721641025358,2018-2019
Lukas Kübler,0.1746159337284758,2018-2019
Christian Mathenia,0.12746216739010433,2018-2019
Erik Durm,0.16544546670134402,2018-2019
John Anthony Brooks,0.18840944968636075,2018-2019
Nico Schulz,0.17318620688569095,2018-2019
Marvin Zeegelaar,0.16522365043702478,2018-2019
Hanno Behrens,0.175759444834158,2018-2019
Leonardo Spinazzola,0.17332368159633812,2018-2019
Mehdi Bourabia,0.17226617690062077,2018-2019
Bobby Armani Decordova-Reid,0.18159810127774537,2018-2019
Maximilian Philipp,0.17723295679846052,2018-2019
Niko Gießelmann,0.17447419113791388,2018-2019
Alexander Schwolow,0.08713971535206058,2018-2019
Manuel Gulde,0.1816008059965763,2018-2019
Issiaga Sylla,0.17533161409893147,2018-2019
Ignazio Abate,0.16827341961351608,2018-2019
Thiago Emiliano da Silva,0.185585332327115,2018-2019
Mattia De Sciglio,0.17303809756385322,2018-2019
Kevin-Prince Boateng,0.18694326323488214,2018-2019
Bryan Cristante,0.17758669936477636,2018-2019
Mathieu Flamini,0.1690009479110056,2018-2019
Mattia Valoti,0.17428067255045965,2018-2019
Stephan El Shaarawy,0.20286454961330874,2018-2019
Simon Thorup Kjær,0.18082078550823194,2018-2019
José Ángel Valdés Díaz,0.15716199262328756,2018-2019
Daniele De Rossi,0.1747733397455284,2018-2019
Erik Lamela,0.18620742876933669,2018-2019
Miralem Pjanić,0.17527337332834927,2018-2019
Fabio Borini,0.18047278180176657,2018-2019
Gianluigi Buffon,0.22165413479883184,2018-2019
Leonardo Bonucci,0.18369839932758114,2018-2019
José Martín Cáceres Silva,0.17537814825477593,2018-2019
Giorgio Chiellini,0.18243229989682969,2018-2019
Stephan Lichtsteiner,0.16672659820408373,2018-2019
Emanuele Giaccherini,0.16252892248532827,2018-2019
Simone Padoin,0.17358441253556967,2018-2019
Arturo Erasmo Vidal Pardo,0.1909821781390342,2018-2019
Alessandro Matri,0.17312769603676378,2018-2019
Fabio Quagliarella,0.2100208362533329,2018-2019
Antonio Mirante,0.28524988527143486,2018-2019
Massimo Gobbi,0.16613931931473136,2018-2019
Jonathan Biabiany,0.1707871612157246,2018-2019
Sergio Floccari,0.1836251189122881,2018-2019
Stefano Okaka Chuka,0.19325490169922466,2018-2019
Juan Guilherme Nunes Jesus,0.17696758197529652,2018-2019
Joel Chukwuma Obi,0.17833805232632083,2018-2019
Andrea Poli,0.180211200365425,2018-2019
Jean-Paul Patrick Boëtius,0.18758681736776417,2018-2019
Ştefan Daniel Radu,0.17690267991914982,2018-2019
Antonio Candreva,0.17245395196243213,2018-2019
Senad Lulić,0.17152823325776595,2018-2019
Samir Handanovič,0.23128182329376684,2018-2019
Danilo Larangeira,0.18213375777295432,2018-2019
Kwadwo Asamoah,0.16927884614542993,2018-2019
Gélson da Conceição Tavares Fernandes,0.17152952194071755,2018-2019
Roberto Maximiliano Pereyra,0.1818836608140062,2018-2019
Shkodran Mustafi,0.18201841551034723,2018-2019
Pedro Mba Obiang Avomo,0.17015894320489958,2018-2019
Roberto Soriano,0.17794510488786616,2018-2019
Mauro Emanuel Icardi Rivero,0.1966539974398948,2018-2019
Davide Biraschi,0.17022158554636133,2018-2019
Stefano Sorrentino,0.08914764707256208,2018-2019
Francesco Acerbi,0.18476800101274043,2018-2019
Marco Andreolli,0.18174409259546226,2018-2019
Boštjan Cesar,0.18077912224317302,2018-2019
Perparim Hetemaj,0.16894157262101134,2018-2019
Luca Rigoni,0.17726499508697424,2018-2019
Alberto Paloschi,0.1760570779850466,2018-2019
Sergio Pellissier,0.1849928398658631,2018-2019
Rene Krhin,0.17320867533123055,2018-2019
Gastón Exequiel Ramírez Pereyra,0.17345488216551816,2018-2019
Thomas Foket,0.1653227474421204,2018-2019
Ishak Belfodil,0.20787617837473601,2018-2019
Carlos Joaquín Correa,0.20056377265683545,2018-2019
Sebastien De Maio,0.17828794864858646,2018-2019
Fábio Henrique Tavares,0.17870560606814628,2018-2019
Bartosz Salamon,0.18234377046914016,2018-2019
Jonathas Cristian de Jesus,0.18398530918760223,2018-2019
Nenad Tomović,0.1775469165765314,2018-2019
Juan Guillermo Cuadrado Bello,0.17509771635352603,2018-2019
Luis Fernando Muriel Fruto,0.18487037952974053,2018-2019
Luca Rossettini,0.1788749076520895,2018-2019
Mattia Destro,0.1825150904647874,2018-2019
Emiliano Viviano,0.16194025570527573,2018-2019
Matías Agustín Silvestre,0.18448018799081958,2018-2019
Afriyie Acquah,0.17616371125592925,2018-2019
Édgar Osvaldo Barreto Cáceres,0.17798668407807575,2018-2019
Josip Iličić,0.1952772248837107,2018-2019
Franco Damián Vázquez,0.18064885770545683,2018-2019
Andrea Consigli,0.13034840876269335,2018-2019
Andrea Masiello,0.17749092064296662,2018-2019
Federico Peluso,0.17599070790975463,2018-2019
Luca Cigarini,0.160028739655113,2018-2019
Manolo Gabbiadini,0.18154745156452953,2018-2019
Lorenzo Ariaudo,0.18011511464265065,2018-2019
Valentino Lazaro,0.16961173261467674,2018-2019
Nicola Murru,0.16855430495091228,2018-2019
Matteo Politano,0.1756819117540336,2018-2019
Alessandro Schöpf,0.17425378889916301,2018-2019
Daniele Dessena,0.17087716163292085,2018-2019
Albin Ekdal,0.17719038496362002,2018-2019
Radja Nainggolan,0.18617022500770286,2018-2019
Bartolomeu Jacinto Quissanga,0.18079704945030675,2018-2019
Adrien Thomasson,0.18704995011706,2018-2019
Morgan Sanson,0.17749746777056657,2018-2019
Pasquale Schiattarella,0.16980837854978226,2018-2019
Adrien Rabiot,0.18876961763202602,2018-2019
Luca Siligardi,0.1659210956921277,2018-2019
Flavien Tait,0.19195221742357021,2018-2019
Artur Boruc,0.15759334402234734,2018-2019
Norberto Murara Neto,0.22031194183510566,2018-2019
Lorenzo De Silvestri,0.17608879852186804,2018-2019
Felipe Dias da Silva dal Belo,0.18593747132058774,2018-2019
Matija Nastasić,0.1817472272584501,2018-2019
Rômulo Souza Orestes Caldeira,0.17133682354878382,2018-2019
Valon Behrami,0.17337399810482176,2018-2019
Domenico Berardi,0.17895055190856976,2018-2019
Elseid Gëzim Hysaj,0.17382945153264853,2018-2019
Eric Dier,0.1805618376250036,2018-2019
Lorenzo Tonelli,0.18341552260730612,2018-2019
Mirko Valdifiori,0.16391642103264648,2018-2019
Levan Mch'edlidze,0.1815024062554685,2018-2019
Riccardo Saponara,0.1857589130951767,2018-2019
Pietro Terracciano,0.18469343761503282,2018-2019
Alejandro Darío Gómez,0.20043122595135146,2018-2019
Danilo D'Ambrosio,0.17484013869511256,2018-2019
Kamil Glik,0.1833722051335145,2018-2019
Alfred Benjamin Gomis,0.1640436059364273,2018-2019
Angelo Obinze Ogbonna,0.1872737055627956,2018-2019
Mirco Antenucci,0.18096170831741143,2018-2019
Riccardo Meggiorini,0.18229269124044878,2018-2019
Simone Verdi,0.1838155820805449,2018-2019
Nicola Rigoni,0.17195562353746702,2018-2019
Federico Fernández,0.18240788021421092,2018-2019
Blerim Džemaili,0.17445133784872155,2018-2019
Marek Hamšík,0.1762247460423684,2018-2019
Edinson Roberto Cavani Gómez,0.21058957277235088,2018-2019
Goran Pandev,0.1831315635942635,2018-2019
Rúben Miguel Nunes Vezo,0.1859085716765783,2018-2019
André Filipe Tavares Gomes,0.17806661463660742,2018-2019
Andrea Belotti,0.1957923231020713,2018-2019
Tin Jedvaj,0.17436183756318263,2018-2019
Gonzalo Escalante,0.18000201668705623,2018-2019
Luca Antonelli,0.176225239866295,2018-2019
Emiliano Moretti,0.1767477625554178,2018-2019
Juraj Kucka,0.18704546100404967,2018-2019
Miguel Luís Pinto Veloso,0.15916402882130315,2018-2019
Valter Birsa,0.16888966300460967,2018-2019
Rodrigo Sebastián Palacio,0.19303872754341764,2018-2019
Domenico Maietta,0.17773029976278526,2018-2019
José Manuel Rodríguez Benito,0.18102895742432154,2018-2019
Jorge Luiz Frello Filho,0.17585311078292795,2018-2019
Marco D'Alessandro,0.17197662896176485,2018-2019
Marco Parolo,0.18264119626184133,2018-2019
Marco Capuano,0.17457615283484176,2018-2019
Gianluca Caprari,0.18628163571701267,2018-2019
Marco Verratti,0.1841940998453311,2018-2019
Ciro Immobile,0.20363345741065644,2018-2019
Lorenzo Insigne,0.2023073571452151,2018-2019
Rodrigo Javier de Paul,0.17327676027774663,2018-2019
Alejandro Granell Nogué,0.15110036024440707,2018-2019
Alisson Ramsés Becker,0.25492852127245913,2018-2019
Roberto Inglese,0.1906380987639292,2018-2019
Jordan Amavi,0.16881906063512342,2018-2019
Steve Mounié,0.1812192448247064,2018-2019
Bakaye Dibassy,0.17003206668525603,2018-2019
Cédric Yamberé,0.18109149644244327,2018-2019
Daniele Baselli,0.17411136229056817,2018-2019
Nuno Miguel da Costa Jóia,0.1853228231017147,2018-2019
Federico Ceccherini,0.1781585985903688,2018-2019
Adama Mbengue,0.16393534093641202,2018-2019
Gabriel Moisés Antunes da Silva,0.17472118159292094,2018-2019
Omar Colley,0.18367356072623955,2018-2019
Ivan Radovanović,0.17298898356320613,2018-2019
Mattia Bani,0.1768957525249027,2018-2019
Hassane Kamara,0.17466169291218528,2018-2019
Sofiane Boufal,0.1860676481079439,2018-2019
Fabrizio Cacciatore,0.17426454662963228,2018-2019
Christian Günter,0.1621374882962965,2018-2019
Abdul Rahman Baba,0.17713168952351294,2018-2019
Jasmin Kurtič,0.180556215452026,2018-2019
Luca Ceppitelli,0.17768542948201874,2018-2019
Francesco Caputo,0.19514409795613977,2018-2019
Thomas Teye Partey,0.17842483011860327,2018-2019
Renato Steffen,0.1749441861522764,2018-2019
Abdoulaye Touré,0.17812299821109906,2018-2019
Loïs Diony,0.1810409477972576,2018-2019
Cristiano Piccini,0.17226062272919163,2018-2019
Cristiano Biraghi,0.16137647347498418,2018-2019
Matteo Scozzarella,0.15761442597552094,2018-2019
Diego Falcinelli,0.1757402420808156,2018-2019
Marco Sau,0.17279456145598077,2018-2019
Ondrej Duda,0.1867139911841056,2018-2019
Sergio Gontán Gallardo,0.1706236821939694,2018-2019
Mattia Sprocati,0.182891103017248,2018-2019
Simone Iacoponi,0.1702672074376918,2018-2019
Yussif Raman Chibsah,0.1774992062724613,2018-2019
Paolo Pancrazio Faragò,0.1741193989941445,2018-2019
Riccardo Gagliolo,0.17754128007933134,2018-2019
Wout Weghorst,0.20423549326420173,2018-2019
Mário Rui Silva Duarte,0.1637314681485212,2018-2019
Daniel Ciofani,0.18346704701228397,2018-2019
Alexander Hack,0.18662881850719465,2018-2019
Kerem Demirbay,0.18283562094335146,2018-2019
Philipp Max,0.16426926194524716,2018-2019
Sebastian Kerk,0.16275702986480275,2018-2019
Vincenzo Grifo,0.1833814784706472,2018-2019
Marcello Gazzola,0.16613007175923972,2018-2019
Francesco Magnanelli,0.17128969663475302,2018-2019
Simone Missiroli,0.1737085101075381,2018-2019
Simone Zaza,0.18624230307187364,2018-2019
Andrew Robertson,0.17870651111732672,2018-2019
Emiliano Ariel Rigoni,0.1728631641496984,2018-2019
Gianmarco Ferrari,0.18556639012480697,2018-2019
Nélson Cabral Semedo,0.17493435767831267,2018-2019
Robin Zentner,0.1741716110484232,2018-2019
Vincent Laurini,0.1634898153842616,2018-2019
Antonio Di Gaudio,0.1762649366375717,2018-2019
Robert Bauer,0.16756972066603432,2018-2019
Levin Mete Öztunali,0.1772254567695855,2018-2019
Ibrahima M'baye,0.1727995057125273,2018-2019
Callum Thomas Owen Paterson,0.1771038622936908,2018-2019
Marco Benassi,0.181553752419474,2018-2019
Daniel Bessa,0.1780547005986606,2018-2019
Joseph Alfred Duncan,0.18683839290226148,2018-2019
Samuele Longo,0.1861986081332932,2018-2019
Guillermo Alfonso Maripán Loaysa,0.18735490765111756,2018-2019
Federico Palacios Martinez,0.17443789429030657,2018-2019
Joshua Kimmich,0.17915877784338607,2018-2019
Julian Weigl,0.18068220575160707,2018-2019
Marius Wolf,0.16749380711491435,2018-2019
Ihlas Bebou,0.19576761845934817,2018-2019
Erik Thommy,0.1668715552693949,2018-2019
Rubén Duarte Sánchez,0.16620529383492005,2018-2019
José Luis Morales Nogales,0.19078103267467997,2018-2019
Rafał Kurzawa,0.1664923732181973,2018-2019
Alessandro Florenzi,0.16838325462135995,2018-2019
Raffaele Maiello,0.16917295227822018,2018-2019
Juan Agustín Musso,0.161581551375553,2018-2019
Camillo Ciano,0.15361142360055835,2018-2019
Nicola Sansone,0.1836671960265768,2018-2019
Arnaldo Antonio Sanabria Ayala,0.17815444506280181,2018-2019
Adama Traoré Diarra,0.17676449785861134,2018-2019
Rubén Peña Jiménez,0.1654796706707941,2018-2019
Diego Javier Llorente Ríos,0.1766654493574859,2018-2019
Jorge Franco Alviz,0.17041642027479206,2018-2019
Manuel Lazzari,0.1767379523925848,2018-2019
Luca Paganini,0.1742432495576224,2018-2019
Giovanni Di Lorenzo,0.17451175264426846,2018-2019
Antonino Barillà,0.174672691246365,2018-2019
Fabio Giovanni Ceravolo,0.17593265577429526,2018-2019
Gelson Dany Batalha Martins,0.18488933563506676,2018-2019
Fabio Pisacane,0.17888466084637822,2018-2019
Jeremie Boga,0.1814717629042416,2018-2019
José María Giménez de Vargas,0.18283871305650815,2018-2019
Luigi Sepe,0.16195504178724632,2018-2019
Marcel Sobottka,0.17235325572550916,2018-2019
Yannick Gerhardt,0.17613046935919885,2018-2019
Jonathan Tah,0.18481446734894763,2018-2019
Armando Izzo,0.18726823672215803,2018-2019
Jonathan Calleri,0.18497808749707453,2018-2019
Adam Marušić,0.1726813762882809,2018-2019
Gnaly Maxwell Cornet,0.19741430930395398,2018-2019
Hamari Traoré,0.17384099462212046,2018-2019
Jean-Philippe Gbamin,0.1790034604401332,2018-2019
Benjamin Bourigeaud,0.1733763499210682,2018-2019
Wylan Cyprien,0.17035180568515543,2018-2019
Adrien Hunou,0.1904401028510572,2018-2019
Leonardo Pavoletti,0.20124524562782958,2018-2019
Anthony Briançon,0.1887123584478929,2018-2019
Ludovic Ajorque,0.1906376822819464,2018-2019
Alexander Djiku,0.18055992768257673,2018-2019
Yacine Bammou,0.17371105758505603,2018-2019
Alex Iwobi,0.18398572667042987,2018-2019
Duje Ćaleta-Car,0.18056798084961723,2018-2019
Yeray Álvarez López,0.17998625972489785,2018-2019
Ayoze Pérez Gutiérrez,0.18866895672205536,2018-2019
Pere Pons Riera,0.17883260090396663,2018-2019
Presnel Kimpembe,0.1794493455963804,2018-2019
Kingsley Coman,0.19998090652332665,2018-2019
Gregoire Defrel,0.19095679019290318,2018-2019
Filip Bradarić,0.17290978897679407,2018-2019
Adam Masina,0.16442401492334602,2018-2019
Diego da Silva Farias,0.19644434959250928,2018-2019
Anastasios Donis,0.18291547521852827,2018-2019
Jon Gorenc-Stankovič,0.17983658860038623,2018-2019
Patrik Schick,0.1832581689030893,2018-2019
Jacob Kai Murphy,0.18046116959133632,2018-2019
Abdou Diallo,0.18183923962959017,2018-2019
Ruben Loftus-Cheek,0.185101509455592,2018-2019
Timo Baumgartl,0.18247150239933785,2018-2019
Thilo Kehrer,0.18299167238806666,2018-2019
Nico Elvedi,0.1891774673687037,2018-2019
Virgil Misidjan,0.17486064626808256,2018-2019
Rúben Neves,0.17509876507722955,2018-2019
Gonçalo Manuel Ganchinho Guedes,0.19032967589230088,2018-2019
Marco Sportiello,0.1083198472587382,2018-2019
Marko Grujić,0.19475090178232154,2018-2019
Saša Lukić,0.17276923512770195,2018-2019
Nemanja Radonjić,0.1704305708772727,2018-2019
Milot Rashica,0.1925213980756829,2018-2019
Arturo Calabresi,0.17021317318802254,2018-2019
Federico Dimarco,0.16617187964411,2018-2019
Vittorio Parigini,0.17566399616096331,2018-2019
Jan Bednarek,0.17911470775279664,2018-2019
Dawid Kownacki,0.1827972383503969,2018-2019
Harry Winks,0.18017852159477596,2018-2019
Francesco Zampano,0.1700343971678342,2018-2019
Temitayo Olufisayo Olaoluwa Aina,0.17499754569030154,2018-2019
Oluwaseyi Babajide Ojo,0.17564119979562748,2018-2019
Sada Thioub,0.18534583118562806,2018-2019
Andreas Hoelgebaum Pereira,0.1756252541448195,2018-2019
Oleksandr Zinchenko,0.17986889086318078,2018-2019
Roberto Gagliardini,0.1910420711515019,2018-2019
Pione Sisto Ifolo Emirmija,0.18012877509104305,2018-2019
Léo Dubois,0.18246755854467797,2018-2019
Didier Ndong,0.1677876208135701,2018-2019
Leroy Sané,0.20153491460255168,2018-2019
Lys Mousset,0.17999433074767174,2018-2019
Edoardo Goldaniga,0.17783027647713684,2018-2019
Federico Bernardeschi,0.17655629955853183,2018-2019
Stefano Sensi,0.1773862989131951,2018-2019
Andrea Petagna,0.1946745576357475,2018-2019
Alfie Mawson,0.178344497207319,2018-2019
Ellyes Skhiri,0.180627082999001,2018-2019
Iñaki Williams Arthuer,0.19392913185345567,2018-2019
Pau López Sabata,0.15426404208702324,2018-2019
Joan Jordán Moreno,0.1716890903061689,2018-2019
Víctor Camarasa Ferrando,0.16521367858927802,2018-2019
David Remeseiro Salgueiro,0.18029051410472177,2018-2019
Álvaro Medrán Just,0.17207072964644687,2018-2019
Solly March,0.17098990019437546,2018-2019
Nicolas Pépé,0.2147183545768884,2018-2019
Samir Caetano de Souza Santos,0.18315042132069845,2018-2019
Manuel Pucciarelli,0.16556812065016935,2018-2019
Luiz de Araújo Guimarães Neto,0.17517901495326685,2018-2019
Djené Dakonam Ortega,0.17367990432701685,2018-2019
Santiago Mina Lorenzo,0.1958198372690983,2018-2019
Ivan Provedel,0.046953677884929684,2018-2019
Álvaro García,0.17605658536843258,2018-2019
DeAndre Yedlin,0.16792051977153363,2018-2019
Quincy Anton Promes,0.17721503838037425,2018-2019
Alexis Blin,0.17400519985027652,2018-2019
Baptiste Guillaume,0.17889178650610577,2018-2019
Hugo Lloris,0.22656934487850588,2018-2019
Anthony Lopes,0.18176256875592262,2018-2019
Jiří Pavlenka,0.15718335549068985,2018-2019
Timothée Christian Kolodziejczak,0.17847408829522207,2018-2019
Dejan Lovren,0.18597474122367375,2018-2019
Samuel Yves Umtiti,0.17811355115598135,2018-2019
Mehdi Zeffane,0.1676604124116949,2018-2019
Roberto José Rosales Altuve,0.1737486509094623,2018-2019
Xavier Chavalerin,0.16456554734339413,2018-2019
Jordan Ferri,0.1803674261558081,2018-2019
Maxime Gonalons,0.17390112870195581,2018-2019
Clément Grenier,0.16189902601467168,2018-2019
Alassane Pléa,0.1975263121684948,2018-2019
Jimmy Briand,0.1853192981265262,2018-2019
Alexandre Lacazette,0.20043156807884974,2018-2019
Jérémy Pied,0.17746172003848926,2018-2019
Alphonse Aréola,0.22722729238550052,2018-2019
Salvatore Sirigu,0.21935255231609488,2018-2019
Christophe Jallet,0.17229416363907468,2018-2019
Loïck Landre,0.17845743371813647,2018-2019
Mamadou Sakho,0.18018305055833875,2018-2019
Mathieu Bodmer,0.17383688626562183,2018-2019
Blaise Matuidi,0.17673968929077863,2018-2019
Javier Matías Pastore,0.18143524052368065,2018-2019
Ángel Martín Correa,0.1758928394438265,2018-2019
Kalifa Coulibaly,0.18411300378013837,2018-2019
