ï»¿Player_SN,Player_LN,avg_playerankIndex,Player Valuation,scouting_period,Age,Gen_Pos,Height,Position,Foot,Data_League,Goals,Assists,Non.Penalty.Goals,Penalty.Kicks.Made,Penalty.Kicks.Attempted,Yellow.Cards,Red.Cards,xG,npxG,xA,npxG.xA,Shots.Total,Shots.on.target,Shots.on.target..,Goals.Shot,Goals.Shot.on.target,Average.Shot.Distance,Shots.from.free.kicks,npxG.Sh,Goals...xG,Non.Penalty.Goals...npxG,Passes.Completed,Passes.Attempted,Pass.Completion..,Total.Passing.Distance,Progressive.Passing.Distance,Passes.Completed..Short.,Passes.Attempted..Short.,Pass.Completion....Short.,Passes.Completed..Medium.,Passes.Attempted..Medium.,Pass.Completion....Medium.,Passes.Completed..Long.,Passes.Attempted..Long.,Pass.Completion....Long.,Key.Passes,Passes.into.Final.Third,Passes.into.Penalty.Area,Crosses.into.Penalty.Area,Progressive.Passes,Live.ball.passes,Dead.ball.passes,Passes.from.Free.Kicks,Through.Balls,Passes.Under.Pressure,Switches,Crosses,Corner.Kicks,Inswinging.Corner.Kicks,Outswinging.Corner.Kicks,Straight.Corner.Kicks,Ground.passes,Low.Passes,High.Passes,Passes.Attempted..Left.,Passes.Attempted..Right.,Passes.Attempted..Head.,Throw.Ins.taken,Passes.Attempted..Other.,Passes.Offside,Passes.Out.of.Bounds,Passes.Intercepted,Passes.Blocked,Shot.Creating.Actions,SCA..PassLive.,SCA..PassDead.,SCA..Drib.,SCA..Sh.,SCA..Fld.,SCA..Def.,Goal.Creating.Actions,GCA..PassLive.,GCA..PassDead.,GCA..Drib.,GCA..Sh.,GCA..Fld.,GCA..Def.,Tackles,Tackles.Won,Tackles..Def.3rd.,Tackles..Mid.3rd.,Tackles..Att.3rd.,Dribblers.Tackled,Dribbles.Contested,X..of.dribblers.tackled,Dribbled.Past,Pressures,Successful.Pressures,Successful.Pressure..,Pressures..Def.3rd.,Pressures..Mid.3rd.,Pressures..Att.3rd.,Blocks,Shots.Blocked,Shots.Saved,Passes.Blocked.1,Interceptions,Tkl.Int,Clearances,Errors,Touches,Touches..Def.Pen.,Touches..Def.3rd.,Touches..Mid.3rd.,Touches..Att.3rd.,Touches..Att.Pen.,Touches..Live.Ball.,Dribbles.Completed,Dribbles.Attempted,Successful.Dribble..,Players.Dribbled.Past,Nutmegs,Carries,Total.Carrying.Distance,Progressive.Carrying.Distance,Progressive.Carries,Carries.into.Final.Third,Carries.into.Penalty.Area,Miscontrols,Dispossessed,Pass.Targets,Passes.Received,Passes.Received..,Progressive.Passes.Rec,Second.Yellow.Card,Fouls.Committed,Fouls.Drawn,Offsides,Penalty.Kicks.Won,Penalty.Kicks.Conceded,Own.Goals,Ball.Recoveries,Aerials.won,Aerials.lost,X..of.Aerials.Won
Aaron Leya Iseka,Aaron Leya Iseka,0.1527514377193966,2333333,2020-2021,24.0,Striker,1.82,Centre-Forward,right,Ligue 1,0.3082001656828658,0.0,0.1541000828414329,0.1541000828414329,0.2311501242621493,0.4205059387714827,0.0,0.3595668599633434,0.1797834299816717,0.0513666942804776,0.2397112399755623,1.3783396298594832,0.4623002485242987,28.508515325665083,0.0941722728475423,0.282516818542627,12.67045125585115,0.0,0.1112945042743682,-0.0513666942804776,-0.0342444628536517,11.540383981680645,15.213102622734793,64.9788682648042,173.43964323803274,25.99154730592168,6.96018707500472,8.484065671992223,70.2011488499861,3.210418392529852,4.357607898127186,63.09542280785336,0.9160393813351844,1.3012895884387667,60.44147693669535,0.9160393813351844,0.7619392984937515,0.2311501242621493,0.0,0.6848892570730352,14.59670229136906,0.6078392156523187,0.0,0.2311501242621493,4.280557856706469,0.1541000828414329,0.3082001656828658,0.0,0.0,0.0,0.0,9.862405301851703,2.9022182268469865,2.4484790940361005,1.4553896712801997,10.932544766028323,0.6848892570730352,0.0,0.6078392156523187,0.1051264846928706,0.4205059387714827,0.6307589081572242,0.6307589081572242,1.6094897541216324,1.070139464176617,0.0,0.2311501242621493,0.0,0.3082001656828658,0.0,0.0770500414207164,0.0,0.0,0.0770500414207164,0.0,0.0,0.0,0.6848892570730352,0.3852502071035822,0.2311501242621493,0.2311501242621493,0.2311501242621493,0.2311501242621493,0.7619392984937515,25.683347140238816,0.7358853928500948,9.246004970485975,1.9861788455118017,18.40639878383782,0.3082001656828658,4.280557856706469,4.665808063810052,0.4623002485242987,0.2311501242621493,0.0,0.2311501242621493,0.1541000828414329,0.838989339914468,0.3082001656828658,0.0,24.38205755180005,0.838989339914468,2.525529135456817,13.757712951454591,9.862405301851703,2.67962921829825,23.543068211885583,1.070139464176617,1.7550287212496525,52.1371946946848,1.2242395470180505,0.0,15.66684175554568,64.89325710767008,32.86612322379227,2.294379011194668,0.9160393813351844,0.7619392984937515,3.340686069129002,2.090848973335984,41.50428897862592,19.262510355179117,39.723576910236034,4.742858105230768,0.0,2.920180130357519,0.9930894227559008,0.2102529693857413,0.0,0.0,0.0,2.371429052615384,2.0632288869325186,3.5956685996334343,31.248072353957227
Aaron Leya Iseka,Aaron Leya Iseka,0.1497964127635146,2250000,2019-2020,23.0,Striker,1.82,Centre-Forward,right,Ligue 1,0.1969056614084976,0.0,0.1027333885609552,0.1027333885609552,0.1969056614084976,0.2686565719928918,0.0,0.4879835956645375,0.3338835128231046,0.0171222314268258,0.3510057442499305,2.482723556889752,0.7961837613474033,27.395570282921405,0.0342444628536517,0.1112945042743682,12.071173155912245,0.0,0.1112945042743682,-0.2910779342560399,-0.2397112399755623,14.083035348564284,18.14956531243543,66.4342579360844,186.5295891638411,24.989896767452368,9.220321623345734,11.00959480744904,71.74214967840042,3.672718641054151,5.059619386627047,62.06808892224381,0.4965447113779504,0.8903560341949457,47.59980336657594,0.3938113228169952,1.087261695603443,0.1969056614084976,0.0,0.9930894227559008,16.060653078362673,2.0803511183593444,0.0,0.0,6.14688108223049,0.2996390499694528,0.2996390499694528,0.0,0.0,0.0,0.0,12.096856503052484,3.9637965753101914,2.0803511183593444,1.7807120683898914,13.586490637186332,0.8903560341949457,0.1027333885609552,0.2996390499694528,0.0,0.5373131439857836,0.2686565719928918,0.6774817902429444,1.9861788455118017,1.2927284727253538,0.0,0.1027333885609552,0.1027333885609552,0.3938113228169952,0.1027333885609552,0.1027333885609552,0.0,0.0,0.0,0.0,0.1027333885609552,0.0,0.4965447113779504,0.4965447113779504,0.0,0.2996390499694528,0.1969056614084976,0.1969056614084976,0.2996390499694528,57.10264180846431,0.1401686462571609,13.586490637186332,2.773801491145792,17.464676055362393,0.9930894227559008,7.242703893547347,5.350697320883087,0.5992780999389057,0.1027333885609552,0.0,0.4965447113779504,0.1969056614084976,0.693450372786448,0.693450372786448,0.0,29.749877104109963,0.4965447113779504,1.686539795542349,16.557197789740624,13.680662910033876,3.869624302462648,27.464059208628708,0.693450372786448,1.2927284727253538,46.05880253816161,0.8903560341949457,0.0,17.74719287390502,69.41352620435211,35.999491574901405,1.7807120683898914,0.693450372786448,0.5992780999389057,3.107071658700401,3.9247220952005057,39.5694768273946,21.71955056492863,47.00052526663704,8.133059927742291,0.0,2.838415086707509,0.9930894227559008,0.8176504365001054,0.1027333885609552,0.0,0.0,3.073440541115245,1.9861788455118017,3.7668909139016935,29.53584921127464
Aaron Leya Iseka,Aaron Leya Iseka,0.1527016309403117,2875000,2018-2019,22.0,Striker,1.82,Centre-Forward,right,Ligue 1,0.2140278928353234,0.0,0.2140278928353234,0.0,0.0,0.1401686462571609,0.0700843231285804,0.2225890085487364,0.2225890085487364,0.0342444628536517,0.2653945871158011,1.6009286384082198,0.6420836785059705,34.244462853651754,0.1112945042743682,0.282516818542627,10.701394641766171,0.0,0.1198556199877811,-0.0085611157134129,-0.0085611157134129,11.369161667412383,14.245696547119133,68.31770339303525,157.67862920963952,25.982986190208276,6.669109140748679,7.953276497760619,71.82776083553456,3.5186185582127183,4.323363435273534,69.77309306431545,0.4794224799511246,0.6420836785059705,64.20836785059704,0.5907169842254928,0.5907169842254928,0.2653945871158011,0.0,0.7961837613474033,13.389584975777836,0.8561115713412939,0.0,0.1027333885609552,3.578546368206608,0.1027333885609552,0.1027333885609552,0.0,0.0,0.0,0.0,9.982260921839488,2.8251681854262696,1.4382674398533737,2.1916456226337124,9.81959972328464,1.1728728527375727,0.0513666942804776,0.2140278928353234,0.0700843231285804,0.2219336899071714,0.5139517029429234,0.8059697159786753,1.284167357011941,1.1215061584570951,0.0,0.1027333885609552,0.0,0.0513666942804776,0.0,0.1027333885609552,0.0513666942804776,0.0,0.0513666942804776,0.0,0.0,0.0,0.1626611985548458,0.1027333885609552,0.0513666942804776,0.0513666942804776,0.0513666942804776,0.0,0.1626611985548458,0.0,0.2219336899071714,13.714907372887527,2.987829383981116,18.663232255240207,1.070139464176617,6.985870422144958,5.658897486565953,0.3766890913901693,0.1027333885609552,0.0,0.2653945871158011,0.0513666942804776,0.2140278928353234,0.5307891742316022,0.0,22.567101020556507,0.7448170670669257,1.6009286384082198,10.941105881741736,10.941105881741736,2.8251681854262696,21.71955056492863,0.8561115713412939,1.284167357011941,57.10264180846431,0.9074782656217716,0.0,16.8054701454296,45.35679104966175,19.904594033685083,1.1728728527375727,0.3167612813962787,0.3766890913901693,3.352366789650432,2.406228427414596,35.58855802065759,17.182159236819768,41.35018889578449,6.93450372786448,0.0,1.822192401343092,0.9074782656217716,0.5139517029429234,0.0,0.0,0.0,2.671068102584837,1.1215061584570951,2.0803511183593444,29.963904996945285
Abdul Majeed Waris,Abdul Majeed Waris,0.1489835195311537,2250000,2020-2021,30.0,Striker,1.72,Centre-Forward,right,Ligue 1,0.136977851414607,0.0,0.0,0.136977851414607,0.136977851414607,0.0,0.0,0.2225890085487364,0.128416735701194,0.0,0.128416735701194,1.258484009871702,0.282516818542627,19.00567688377672,0.0,0.0,16.266119855484583,0.0,0.0856111571341294,-0.0856111571341294,-0.128416735701194,14.79360795277756,19.54502717372174,64.80764595053596,222.6318141273035,30.70872206401221,8.792265837675089,10.607222368918633,70.97164926419327,4.605880253816161,5.44486959373063,72.42703893547346,0.975967191329075,1.8149565312435432,46.05880253816161,0.0,0.556472521371841,0.136977851414607,0.136977851414607,0.702011488499861,19.39948820659372,0.136977851414607,0.0,0.0,2.371429052615384,0.556472521371841,1.258484009871702,0.0,0.0,0.0,0.0,13.954618612863092,3.7668909139016935,1.8149565312435432,2.09747334978617,15.915114111234653,0.838989339914468,0.0,0.556472521371841,0.1868915283428812,0.5723553055500737,0.5723553055500737,1.7170659166502211,0.838989339914468,0.136977851414607,0.0,0.0,0.282516818542627,0.419494669957234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136977851414607,0.136977851414607,0.0,0.0,0.136977851414607,0.0,0.556472521371841,0.0,0.759246833892955,7.679320794931407,2.09747334978617,23.371845897617323,2.234451201200777,3.492935211072479,1.95193438265815,0.702011488499861,0.136977851414607,0.0,0.556472521371841,0.419494669957234,0.556472521371841,0.419494669957234,0.0,30.571744212597604,0.556472521371841,3.7668909139016935,14.656630101362952,15.076124771320185,3.210418392529852,30.28922739405498,1.112945042743682,2.09747334978617,45.63074675249096,1.112945042743682,0.136977851414607,23.731412757580667,129.949175413895,86.681296598306,4.742858105230768,2.09747334978617,0.838989339914468,2.090848973335984,3.422451112779013,36.57308632770008,23.868390608995277,55.90408560858649,6.557814636474311,0.0,1.51849366778591,2.6539458711580117,0.3854637772071925,0.0,0.0,0.0,4.186385583858927,0.282516818542627,1.258484009871702,15.581230598411548
Abdul Majeed Waris,Abdul Majeed Waris,0.1586602384270062,3000000,2018-2019,28.0,Striker,1.72,Centre-Forward,right,Ligue 1,0.1712223142682588,0.1027333885609552,0.136977851414607,0.0342444628536517,0.0342444628536517,0.1401686462571609,0.0,0.1883445456950846,0.1626611985548458,0.0856111571341294,0.2482723556889752,1.267045125585115,0.4794224799511246,32.36101739670091,0.0941722728475423,0.2482723556889752,15.32439712700916,0.0,0.1112945042743682,-0.0171222314268258,-0.0256833471402388,15.127491465600665,21.30005589497139,60.78392156523186,232.55414723914907,60.064787845305176,8.85219364766898,11.21506158457095,67.5472029788281,4.871274840931963,6.617742446468202,63.00981165071923,1.0273338856095526,2.260134548341016,38.95307649602887,0.7533781827803386,0.8561115713412939,0.5479114056584281,0.1027333885609552,1.3697785141460703,20.23847754650819,1.0615783484632044,0.0342444628536517,0.2054667771219105,6.172564429370729,0.4451780170974728,0.9588449599022492,0.5136669428047763,0.1027333885609552,0.0342444628536517,0.0342444628536517,16.05209196264926,2.8850959954201607,2.362867936901971,1.8834454569508468,18.28654316385004,0.4794224799511246,0.1712223142682588,0.3082001656828658,0.0934457641714406,0.7008432312858046,0.9344576417144062,1.7287466371716511,2.32862347404832,1.404022976999722,0.136977851414607,0.2397112399755623,0.1027333885609552,0.4451780170974728,0.0,0.2397112399755623,0.1027333885609552,0.0,0.0,0.0,0.136977851414607,0.0,0.8218671084876421,0.5821558685120799,0.273955702829214,0.3082001656828658,0.2397112399755623,0.273955702829214,0.9588449599022492,24.484790940361005,0.9344576417144062,12.079734271625655,3.46725186393224,24.570402097495133,2.5768958297372944,5.932853189395167,3.569985252493196,0.6164003313657316,0.0684889257073035,0.0,0.5479114056584281,0.3082001656828658,1.130067274170508,0.2054667771219105,0.0,32.55792305810941,0.136977851414607,3.6384741782004992,13.48375724862538,18.90294349521577,3.7754520296151055,31.4963447096462,1.3697785141460703,2.713873681151901,43.31924550986948,1.541000828414329,0.1712223142682588,26.27406412446431,141.4039482384415,82.5719610558678,4.015163269590668,1.4382674398533737,0.8218671084876421,3.177155981828981,3.0837102176575404,39.48386567026047,24.972774536025543,54.10625130876978,8.578237944839765,0.0,0.7008432312858046,2.5768958297372944,0.5139517029429234,0.1027333885609552,0.0,0.0,3.7412075667614544,0.2397112399755623,0.8903560341949457,18.14956531243543
Aboubakar Kamara,Aboubakar Kamara,0.1462736865434131,2000000,2020-2021,26.0,Striker,1.77,Centre-Forward,right,Ligue 1,0.136977851414607,0.0,0.136977851414607,0.0,0.0,0.1868915283428812,0.1868915283428812,0.1112945042743682,0.1112945042743682,0.0941722728475423,0.2054667771219105,1.523878596987503,0.410933554243821,23.371845897617323,0.0770500414207164,0.282516818542627,15.581230598411548,0.0,0.0599278099938905,0.0256833471402388,0.0256833471402388,15.632597292692028,20.88912234072757,64.03714553632878,236.1326936073557,44.680462908302125,8.295721126297137,9.95657757469925,71.31409389272977,4.700052526663704,6.49788682648042,61.89686660797555,1.104383927030269,2.3543068211885583,40.32285501017494,1.104383927030269,0.556472521371841,0.693450372786448,0.410933554243821,1.241361778444876,19.921716265111908,0.967406075615662,0.0,0.0,7.328315050681476,0.556472521371841,1.386900745572896,0.0,0.0,0.0,0.0,13.278290471503468,4.845591493791724,2.7652403754323798,3.5956685996334343,15.076124771320185,0.693450372786448,0.273955702829214,0.0,0.0,0.5606745850286436,0.5606745850286436,0.9461383622358362,2.491284672603165,1.386900745572896,0.0,0.410933554243821,0.273955702829214,0.410933554243821,0.0,0.136977851414607,0.136977851414607,0.0,0.0,0.0,0.0,0.0,0.410933554243821,0.410933554243821,0.136977851414607,0.136977851414607,0.136977851414607,0.0,0.8304282242010551,0.0,1.1330298905787175,15.632597292692028,2.9022182268469865,15.923675226948069,1.386900745572896,8.021765423467922,6.223931123651206,0.136977851414607,0.0,0.0,0.136977851414607,0.136977851414607,0.556472521371841,0.410933554243821,0.0,32.36957851241432,0.273955702829214,2.3543068211885583,16.463025516893083,16.180508698350454,2.491284672603165,31.40217243679866,1.934812151231324,3.3217128968042204,49.91130460919743,1.934812151231324,0.0,24.75874664319022,118.8282861021716,59.75658767962232,2.9022182268469865,0.967406075615662,0.273955702829214,2.8267343661860784,3.585981200079033,42.05220038428436,24.895724494604824,50.6818050234046,5.256525048035544,0.0,2.8267343661860784,2.628262524017772,0.1868915283428812,0.0,0.0,0.0,4.563074675249097,1.6608564484021102,3.039196078261593,30.220738468347676
Aboubakar Kamara,Aboubakar Kamara,0.1818064488761422,3583333,2018-2019,24.0,Striker,1.77,Centre-Forward,right,Premier League,0.3885618425763591,0.0,0.2590412283842394,0.1295206141921197,0.2590412283842394,0.2609623202516937,0.0,0.4782299600939804,0.2889306008901131,0.0896681175176213,0.3586724700704853,2.4608916696502745,1.0361649135369575,41.94475274990953,0.1095943658548705,0.2490781042156148,18.929935920386725,0.0,0.1095943658548705,-0.0896681175176213,-0.0298893725058737,22.775701849475816,32.350264175524046,70.14039414711714,346.6370160747868,70.00091040875638,13.071618909235465,16.42919175406195,79.20683714056551,7.631753113166438,9.704082940240353,78.40978720707554,1.683767984497556,4.27418026833995,39.25470922438089,1.295206141921197,1.1656855277290772,0.2590412283842394,0.1295206141921197,1.813288598689676,31.31409926198709,1.0361649135369575,0.1295206141921197,0.0,5.170861443516164,0.7771236851527182,1.813288598689676,0.0,0.0,0.0,0.0,23.42330492043642,4.792262725108428,4.14465965414783,5.041340829324043,23.941387377204897,1.1656855277290772,0.6476030709605985,0.3885618425763591,0.1304811601258468,0.6524058006292341,2.6096232025169366,2.348660882265243,2.849453512226633,2.4608916696502745,0.0,0.1295206141921197,0.1295206141921197,0.1295206141921197,0.0,0.1295206141921197,0.0,0.0,0.0,0.0,0.1295206141921197,0.0,1.295206141921197,0.7771236851527182,0.1295206141921197,1.1656855277290772,0.0,0.3885618425763591,1.1656855277290772,33.17720348151989,0.782886960755081,19.537686494672823,4.921783339300549,25.10707290493397,4.533221496724189,9.704082940240353,5.300382057708283,1.5542473703054365,0.0,0.0,1.5542473703054365,0.7771236851527182,2.072329827073915,0.7771236851527182,0.0,47.22520855928057,1.0361649135369575,5.300382057708283,17.07679482502255,28.7236869781447,4.662742110916309,46.18904364574361,2.072329827073915,4.14465965414783,49.81562084312296,2.590412283842394,0.0,35.31927517777418,172.9996880639974,95.4865820320981,5.559423286092523,1.683767984497556,1.1656855277290772,3.3925101632720174,1.696255081636009,50.46322391408356,33.77499093163736,66.65330068809853,9.704082940240353,0.0,3.001066682894477,0.6476030709605985,0.913368120880928,0.1295206141921197,0.0,0.0,6.984150042205839,1.683767984497556,2.590412283842394,39.25470922438089
ÃdÃ¡m Szalai,Szalai ÃdÃ¡m Csaba,0.1577048843785953,730000,2020-2021,34.0,Striker,1.93,Centre-Forward,right,Bundesliga,0.1117533270922676,0.0,0.1117533270922676,0.0,0.0,0.128855224042778,0.0,0.2514449859576022,0.2514449859576022,0.0651894408038227,0.3073216495037359,1.7135510154147702,0.6891455170689836,37.25110903075587,0.0651894408038227,0.1583172133807124,13.131015933341445,0.0,0.1303788816076455,-0.1396916588653345,-0.1396916588653345,12.916822056414595,24.00833977032216,50.102741646366646,191.9829031672581,58.54011784183285,7.431596251635796,13.037888160764554,53.08283036882712,3.091842049552737,5.606291909128759,51.313402689866216,1.145471602695743,2.1698771010415294,48.985208375443975,0.5680794127190271,1.3689782568802782,0.3445727585344918,0.0,1.8253043425070377,23.440260357603133,0.5680794127190271,0.0,0.1117533270922676,8.232495095797047,0.4563260856267594,0.8008988441612512,0.0,0.0,0.0,0.0,9.834292784119553,9.145147267050566,5.028899719152043,3.548168135179497,13.037888160764554,2.859022618110513,0.1117533270922676,0.4563260856267594,0.0,0.6550140555507884,1.0523176630160207,2.2442284854117176,1.3689782568802782,1.0337182756034755,0.0,0.0,0.1117533270922676,0.1117533270922676,0.1117533270922676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8008988441612512,0.8008988441612512,0.3445727585344918,0.2328194314422242,0.2328194314422242,0.1117533270922676,0.6891455170689836,15.552338020340576,0.6550140555507884,15.096011934713818,4.805393064967507,29.61463167945092,1.6017976883225025,6.86351683891677,6.630697407474545,0.4563260856267594,0.1117533270922676,0.0,0.3445727585344918,0.3445727585344918,1.145471602695743,0.2328194314422242,0.0,37.27904736252894,0.4563260856267594,3.548168135179497,15.775844674525112,19.32401280970461,5.941551890405561,36.70165517255222,1.3689782568802782,2.0581237739492617,62.11622430878542,1.490044361230235,0.2328194314422242,21.950215996372897,59.91840887597082,27.100181819874894,1.2572249297880107,0.4563260856267594,0.2328194314422242,4.477719035486537,3.1676909243849605,57.86028510202156,27.211935146967164,43.77005311113815,6.518944080382277,0.0,2.899242540962506,1.9463704468569945,0.5261588315080103,0.0,0.0,0.0,6.174371321847786,4.572573633525283,6.7424507345668125,37.62362012106343
ÃdÃ¡m Szalai,Szalai ÃdÃ¡m Csaba,0.1638585627943163,1800000,2019-2020,33.0,Striker,1.93,Centre-Forward,right,Bundesliga,0.0745022180615117,0.0745022180615117,0.0745022180615117,0.0,0.0,0.0859034826951853,0.0,0.3538855357921808,0.3538855357921808,0.0745022180615117,0.4283877538536925,2.2630048736184194,0.8008988441612512,33.060359264795835,0.0279383317730669,0.0838149953192007,10.709693846342311,0.0,0.1490044361230235,-0.279383317730669,-0.279383317730669,14.472055858448655,22.50898263183424,59.88115776694006,200.87660544835103,42.9691542669769,8.400125086435448,12.348742643695571,63.32688535228498,4.023119775321635,6.649322961989923,56.24917463644137,0.8754010622227629,1.6762999063840145,48.61269728513641,1.0244054983457866,1.17340993446881,0.1490044361230235,0.0,1.2385993752726328,21.04687660237707,1.462106029457168,0.0,0.1490044361230235,7.450221806151174,0.5122027491728933,0.586704967234405,0.0,0.0,0.0,0.0,10.01123555201564,8.400125086435448,4.088309216125457,2.6262031866682887,12.423244861757082,2.6262031866682887,0.0745022180615117,1.6762999063840145,0.0,0.4187794781390286,0.6764899262245847,1.009365921668428,2.3375070916799308,1.750802124445526,0.0,0.2235066541845352,0.2235066541845352,0.1490044361230235,0.0,0.3631983130498697,0.288696094988358,0.0,0.0,0.0745022180615117,0.0,0.0,0.5122027491728933,0.288696094988358,0.0,0.4377005311113814,0.0745022180615117,0.0745022180615117,0.5122027491728933,13.317271478495224,0.5046829608342139,16.14835576483267,4.162811434186969,24.026965324837537,1.3131015933341443,7.599226242274198,7.236027929224328,0.8008988441612512,0.1490044361230235,0.0,0.6612071852959167,0.288696094988358,0.8008988441612512,1.0244054983457866,0.0,35.295425806641184,1.0989077164072982,2.998714276975848,16.14835576483267,17.24726348123997,6.062617994755517,33.833319777184016,1.0244054983457866,1.6762999063840145,56.71481349932581,1.0244054983457866,0.0745022180615117,20.74886773013102,53.269085913980895,23.160877039872464,1.462106029457168,0.3631983130498697,0.288696094988358,3.7904911739250537,2.2764422914224123,46.10756020281808,26.52278962989818,53.548469231711564,9.573535020904258,0.0,2.018731843336856,1.750802124445526,0.5905864435293994,0.0,0.0,0.0,3.799613121137099,3.9486175572601225,4.973023055605909,41.25560325156213
ÃdÃ¡m Szalai,Szalai ÃdÃ¡m Csaba,0.1759226501526604,3250000,2018-2019,32.0,Striker,1.93,Centre-Forward,right,Bundesliga,0.3073216495037359,0.1583172133807124,0.3073216495037359,0.0,0.0,0.1825449007272689,0.0,0.4377005311113814,0.4377005311113814,0.1210661043499565,0.5587666354613381,3.1384059358411824,0.9778416120573415,28.96273727141269,0.0931277725768896,0.298008872246047,11.175332709226762,0.0,0.1303788816076455,-0.1303788816076455,-0.1303788816076455,15.34745692067142,21.177255483984712,67.51763511824501,209.15566443043653,43.68623811581895,9.424530584781234,11.948293221614946,73.47781256316595,3.762362012106343,5.615604686386448,62.39560762651608,1.182722711726499,1.80667878799166,61.18494658301652,1.182722711726499,0.9312777257688968,0.4656388628844484,0.0,1.490044361230235,19.780338895331365,1.387603811395656,0.0558766635461338,0.0558766635461338,4.377005311113815,0.1024405498345786,0.3073216495037359,0.0,0.0,0.0,0.0,12.209050984830236,6.1836840991054745,2.7845204000490016,3.194282599387316,12.777130397549264,2.0115598876608174,0.0,2.216440987329974,0.2362345774117597,0.5368967668449085,0.4187794781390286,0.8268210209411591,3.035965386006603,2.160564323783841,0.1024405498345786,0.1583172133807124,0.4656388628844484,0.1583172133807124,0.0,0.3631983130498697,0.1583172133807124,0.0,0.0558766635461338,0.1583172133807124,0.0,0.0,0.7729605123881843,0.5122027491728933,0.1024405498345786,0.4097621993383146,0.2607577632152911,0.0558766635461338,0.4656388628844484,10.337182756034752,0.4724691548235195,15.915536333390444,3.9672431117755,23.18881537164553,0.9312777257688968,7.468847360666552,7.524724024212686,0.6705199625536057,0.2048810996691573,0.0,0.4656388628844484,0.2048810996691573,0.9778416120573415,0.6146432990074719,0.0,32.86479094238437,0.5680794127190271,2.6820798502144227,16.07385354677116,15.71065523372129,5.513164136551869,31.477187130988707,0.7170838488420506,1.387603811395656,48.33331396740574,0.8754010622227629,0.1024405498345786,21.018938270604,63.36413646131575,26.327221307486717,1.136158825438054,0.5122027491728933,0.1024405498345786,3.5005669198288034,1.6643799772192165,40.90171771576995,24.157344206445185,55.03851359294181,9.070645048989055,0.0,1.8361869426095871,1.750802124445526,0.5905864435293994,0.0,0.0,0.0,4.228000874990792,1.44348047494179,1.704238238157081,42.74564761279236
