ï»¿Player_SN,Player_LN,avg_playerankIndex,Player Valuation,scouting_period,Age,Gen_Pos,Height,Position,Foot,Data_League,Goals,Assists,Non.Penalty.Goals,Penalty.Kicks.Made,Penalty.Kicks.Attempted,Yellow.Cards,Red.Cards,xG,npxG,xA,npxG.xA,Shots.Total,Shots.on.target,Shots.on.target..,Goals.Shot,Goals.Shot.on.target,Average.Shot.Distance,Shots.from.free.kicks,npxG.Sh,Goals...xG,Non.Penalty.Goals...npxG,Passes.Completed,Passes.Attempted,Pass.Completion..,Total.Passing.Distance,Progressive.Passing.Distance,Passes.Completed..Short.,Passes.Attempted..Short.,Pass.Completion....Short.,Passes.Completed..Medium.,Passes.Attempted..Medium.,Pass.Completion....Medium.,Passes.Completed..Long.,Passes.Attempted..Long.,Pass.Completion....Long.,Key.Passes,Passes.into.Final.Third,Passes.into.Penalty.Area,Crosses.into.Penalty.Area,Progressive.Passes,Live.ball.passes,Dead.ball.passes,Passes.from.Free.Kicks,Through.Balls,Passes.Under.Pressure,Switches,Crosses,Corner.Kicks,Inswinging.Corner.Kicks,Outswinging.Corner.Kicks,Straight.Corner.Kicks,Ground.passes,Low.Passes,High.Passes,Passes.Attempted..Left.,Passes.Attempted..Right.,Passes.Attempted..Head.,Throw.Ins.taken,Passes.Attempted..Other.,Passes.Offside,Passes.Out.of.Bounds,Passes.Intercepted,Passes.Blocked,Shot.Creating.Actions,SCA..PassLive.,SCA..PassDead.,SCA..Drib.,SCA..Sh.,SCA..Fld.,SCA..Def.,Goal.Creating.Actions,GCA..PassLive.,GCA..PassDead.,GCA..Drib.,GCA..Sh.,GCA..Fld.,GCA..Def.,Tackles,Tackles.Won,Tackles..Def.3rd.,Tackles..Mid.3rd.,Tackles..Att.3rd.,Dribblers.Tackled,Dribbles.Contested,X..of.dribblers.tackled,Dribbled.Past,Pressures,Successful.Pressures,Successful.Pressure..,Pressures..Def.3rd.,Pressures..Mid.3rd.,Pressures..Att.3rd.,Blocks,Shots.Blocked,Shots.Saved,Passes.Blocked.1,Interceptions,Tkl.Int,Clearances,Errors,Touches,Touches..Def.Pen.,Touches..Def.3rd.,Touches..Mid.3rd.,Touches..Att.3rd.,Touches..Att.Pen.,Touches..Live.Ball.,Dribbles.Completed,Dribbles.Attempted,Successful.Dribble..,Players.Dribbled.Past,Nutmegs,Carries,Total.Carrying.Distance,Progressive.Carrying.Distance,Progressive.Carries,Carries.into.Final.Third,Carries.into.Penalty.Area,Miscontrols,Dispossessed,Pass.Targets,Passes.Received,Passes.Received..,Progressive.Passes.Rec,Second.Yellow.Card,Fouls.Committed,Fouls.Drawn,Offsides,Penalty.Kicks.Won,Penalty.Kicks.Conceded,Own.Goals,Ball.Recoveries,Aerials.won,Aerials.lost,X..of.Aerials.Won,longName
Alexis SÃ¡nchez,Alexis Alejandro SÃ¡nchez SÃ¡nchez,0.1914846177545059,70000000,2017-2018,30.0,Striker,1.68,Centre-Forward,right,Premier League,0.32,0.21,0.28,0.04,0.07,0.18,0.0,0.39,0.33,0.31,0.64,3.11,1.1,35.2,0.09,0.26,18.6,0.49,0.11,-0.04,-0.01,39.41,55.11,71.5,707.38,219.31,19.27,23.68,81.3,13.64,18.66,73.1,5.3,9.54,55.6,2.62,4.24,3.92,0.53,7.85,51.61,3.5,1.27,0.25,9.62,2.44,2.76,1.87,0.99,0.35,0.21,35.07,7.78,12.27,3.18,49.98,1.03,0.07,0.46,0.39,0.92,3.46,2.09,5.55,3.61,0.39,0.6,0.49,0.46,0.0,0.78,0.42,0.04,0.07,0.14,0.11,0.0,1.7,1.27,0.74,0.46,0.49,0.42,1.66,25.5,1.24,19.02,5.83,30.7,2.76,9.01,7.25,0.64,0.11,0.0,0.53,0.92,2.62,0.07,0.0,71.48,0.35,4.38,30.37,42.24,6.93,68.33,3.5,4.95,70.7,3.68,0.14,59.21,298.77,135.32,8.48,2.83,0.92,3.18,3.43,69.39,56.52,81.5,11.24,0.0,1.41,3.11,0.92,0.04,0.0,0.0,7.18,0.53,2.47,17.6,Alexis Alejandro SÃ¡nchez SÃ¡nchez
Ãlvaro Morata,Ãlvaro Borja Morata MartÃ­n,0.19849002054001,45000000,2020-2021,29.0,Striker,1.87,Centre-Forward,right,Serie A,0.49,0.4,0.45,0.04,0.04,0.13,0.04,0.49,0.46,0.21,0.67,2.41,1.03,42.6,0.19,0.43,11.4,0.0,0.19,0.0,-0.01,20.47,27.35,74.8,346.46,57.65,9.92,12.83,77.4,7.78,9.61,80.9,2.01,3.04,66.2,1.79,1.3,1.12,0.22,2.1,25.87,1.47,0.04,0.22,6.08,0.58,1.3,0.0,0.0,0.0,0.0,18.72,5.45,3.17,3.13,21.36,0.89,0.09,0.85,0.27,0.18,1.12,1.12,3.31,2.5,0.0,0.18,0.27,0.27,0.09,0.67,0.54,0.0,0.0,0.09,0.04,0.0,0.85,0.54,0.09,0.45,0.31,0.09,0.72,12.5,0.63,14.84,3.93,26.5,1.34,6.35,7.15,1.03,0.13,0.0,0.89,0.4,1.25,0.8,0.0,39.95,1.07,3.26,19.04,20.33,6.61,38.48,1.21,1.88,64.3,1.21,0.18,25.92,134.96,76.55,3.31,1.47,0.8,2.77,1.74,47.23,30.74,65.1,9.97,0.0,1.83,2.28,0.89,0.04,0.0,0.0,3.93,1.43,1.43,50.0,Ãlvaro Borja Morata MartÃ­n
Ãlvaro Morata,Ãlvaro Borja Morata MartÃ­n,0.2007341622236217,43666666,2019-2020,28.0,Striker,1.87,Centre-Forward,right,La Liga,0.51,0.09,0.43,0.09,0.13,0.26,0.04,0.56,0.46,0.15,0.62,2.75,1.16,42.2,0.16,0.37,12.0,0.0,0.17,-0.05,-0.03,14.37,21.49,66.9,193.13,39.47,8.32,12.01,69.3,4.2,6.01,70.0,0.56,1.16,48.1,0.99,0.77,0.69,0.04,1.24,21.06,0.43,0.04,0.17,7.34,0.3,0.64,0.0,0.0,0.0,0.0,10.42,5.79,5.28,2.19,12.4,2.66,0.0,0.56,0.13,0.21,0.17,0.86,2.36,1.76,0.0,0.17,0.26,0.17,0.0,0.21,0.17,0.0,0.0,0.0,0.04,0.0,0.82,0.64,0.26,0.39,0.17,0.09,0.47,18.2,0.39,14.07,3.65,25.9,1.67,6.48,5.92,0.73,0.13,0.0,0.6,0.17,0.99,1.16,0.0,36.46,1.29,3.05,17.89,17.76,5.71,35.99,0.82,1.42,57.6,0.82,0.04,19.6,102.35,57.35,2.92,1.29,0.43,3.56,2.1,48.56,27.33,56.3,10.9,0.04,2.49,2.7,1.59,0.04,0.0,0.0,4.68,4.98,4.29,53.7,Ãlvaro Borja Morata MartÃ­n
Ãlvaro Morata,Ãlvaro Borja Morata MartÃ­n,0.1951408417738069,53333333,2018-2019,27.0,Striker,1.87,Centre-Forward,right,La Liga,0.49,0.04,0.49,0.0,0.0,0.36,0.0,0.58,0.58,0.06,0.65,2.76,1.34,49.75,0.18,0.37,11.5,0.0,0.22,-0.09,-0.09,15.9,22.34,71.45,222.59,24.14,9.09,11.84,77.3,4.72,6.92,68.9,0.93,1.61,52.0,0.62,0.96,0.26,0.0,0.74,21.36,0.99,0.05,0.14,6.75,0.45,0.88,0.0,0.0,0.0,0.0,13.16,5.33,3.86,2.77,15.18,1.58,0.0,0.77,0.12,0.26,0.49,0.96,2.19,1.49,0.0,0.22,0.05,0.43,0.0,0.26,0.18,0.0,0.04,0.0,0.04,0.0,0.92,0.75,0.04,0.32,0.56,0.08,0.68,7.15,0.6,18.32,5.34,29.85,0.88,8.25,9.18,0.8,0.18,0.0,0.62,0.21,1.14,0.79,0.0,34.32,0.92,2.84,16.13,17.55,5.57,33.38,0.91,1.57,56.25,0.91,0.04,21.74,94.16,53.02,2.86,1.01,0.79,2.44,2.08,48.26,26.54,55.2,10.62,0.0,2.3,2.1,1.54,0.0,0.0,0.0,3.16,2.55,3.08,43.6,Ãlvaro Borja Morata MartÃ­n
Ãlvaro Morata,Ãlvaro Borja Morata MartÃ­n,0.2022978644527804,60000000,2017-2018,26.0,Striker,1.87,Centre-Forward,right,Premier League,0.48,0.26,0.48,0.0,0.0,0.31,0.0,0.55,0.55,0.14,0.69,3.49,1.44,41.3,0.14,0.33,13.2,0.0,0.16,-0.07,-0.07,17.82,24.67,72.2,277.69,37.86,9.13,11.7,78.0,5.15,7.25,71.1,1.88,2.66,70.5,1.35,1.48,0.31,0.0,1.09,23.23,1.44,0.0,0.17,6.64,0.87,0.57,0.0,0.0,0.0,0.0,15.41,5.81,3.45,3.06,18.56,1.0,0.0,0.57,0.13,0.52,1.27,1.27,3.45,2.36,0.04,0.44,0.22,0.39,0.0,0.39,0.31,0.0,0.04,0.0,0.04,0.0,0.52,0.35,0.0,0.31,0.22,0.0,0.44,0.0,0.44,13.62,3.06,22.4,0.52,5.76,7.34,0.61,0.22,0.0,0.39,0.31,0.83,0.96,0.0,41.31,1.0,1.88,19.61,22.71,6.99,39.87,1.79,3.41,52.6,2.05,0.26,28.95,122.88,64.93,3.62,1.53,0.96,3.84,3.01,61.18,33.28,54.4,12.79,0.0,1.92,2.31,1.31,0.0,0.0,0.0,3.41,2.49,4.06,38.0,Ãlvaro Borja Morata MartÃ­n
Ãlvaro Negredo,Ãlvaro Negredo SÃ¡nchez,0.1917936644691674,1133333,2020-2021,36.0,Striker,1.86,Centre-Forward,left,La Liga,0.33,0.16,0.33,0.0,0.0,0.2,0.04,0.26,0.26,0.15,0.41,1.92,0.82,42.6,0.17,0.4,14.4,0.04,0.13,0.07,0.07,13.59,23.42,58.0,224.51,48.6,7.66,11.34,67.5,3.52,6.59,53.4,1.76,3.56,49.4,0.74,1.47,0.57,0.0,1.43,21.09,2.33,0.04,0.29,8.23,0.9,0.49,0.0,0.0,0.0,0.0,8.84,7.53,7.04,12.24,2.7,2.78,0.16,1.06,0.12,0.66,0.66,0.86,1.43,1.06,0.04,0.16,0.12,0.0,0.04,0.33,0.25,0.0,0.0,0.04,0.0,0.04,0.49,0.29,0.08,0.2,0.2,0.12,0.33,37.5,0.2,6.96,1.47,21.2,0.25,3.97,2.74,0.57,0.16,0.04,0.41,0.08,0.57,0.61,0.0,32.96,0.98,2.05,19.24,12.69,3.15,30.59,1.11,1.72,64.3,1.19,0.2,15.52,47.01,18.79,0.9,0.33,0.29,2.87,0.98,46.92,24.85,53.0,4.05,0.04,1.02,1.64,0.29,0.0,0.04,0.0,3.23,5.45,6.39,46.0,Ãlvaro Negredo SÃ¡nchez
AndrÃ© Silva,AndrÃ© Miguel Valente Silva,0.2187259059126882,35200000,2020-2021,26.0,Striker,1.85,Centre-Forward,right,Bundesliga,0.91,0.23,0.68,0.23,0.23,0.03,0.0,0.79,0.62,0.18,0.8,3.49,1.73,49.5,0.2,0.4,12.6,0.1,0.18,0.12,0.07,19.04,25.7,74.1,280.11,48.49,10.96,13.73,79.8,6.59,8.58,76.8,0.72,1.11,64.7,0.95,1.08,0.55,0.1,1.5,23.35,2.35,0.1,0.03,8.8,0.26,0.59,0.0,0.0,0.0,0.0,16.96,5.18,3.55,2.9,18.23,1.66,0.33,0.78,0.13,0.23,0.91,1.04,2.48,1.73,0.03,0.23,0.26,0.2,0.03,0.46,0.2,0.0,0.03,0.1,0.13,0.0,0.36,0.13,0.0,0.16,0.2,0.1,0.26,37.5,0.16,11.18,3.33,29.7,0.52,3.46,7.21,0.39,0.03,0.0,0.36,0.13,0.49,0.46,0.0,37.27,0.65,1.99,16.37,20.97,6.59,34.73,0.98,1.89,51.7,1.04,0.03,22.7,98.84,51.62,3.16,1.04,1.21,2.32,1.89,57.33,28.08,49.0,10.5,0.0,0.78,1.3,0.95,0.1,0.0,0.0,4.47,2.58,4.08,38.7,AndrÃ© Miguel Valente Silva
AndrÃ© Silva,AndrÃ© Miguel Valente Silva,0.1936690452770388,18000000,2019-2020,25.0,Striker,1.85,Centre-Forward,right,Bundesliga,0.69,0.17,0.63,0.06,0.06,0.06,0.0,0.6,0.55,0.25,0.8,3.09,1.26,40.7,0.2,0.5,11.5,0.0,0.18,0.09,0.07,19.43,27.6,70.4,286.74,55.94,11.03,14.8,74.5,6.34,8.51,74.5,1.09,2.11,51.4,1.66,1.14,0.69,0.06,2.17,25.31,2.29,0.06,0.17,8.46,0.34,0.69,0.06,0.0,0.0,0.0,14.69,7.66,5.26,2.74,18.97,3.09,0.29,0.46,0.0,0.51,0.51,1.2,3.09,2.29,0.0,0.34,0.17,0.29,0.0,0.34,0.17,0.0,0.06,0.06,0.06,0.0,0.4,0.23,0.0,0.23,0.17,0.06,0.46,12.5,0.4,15.43,5.6,36.3,0.8,5.77,8.86,0.97,0.0,0.0,0.97,0.06,0.46,0.23,0.0,40.11,0.46,1.94,18.57,22.29,6.74,37.89,1.03,2.0,51.4,1.14,0.06,25.49,119.03,64.63,3.71,1.49,0.69,3.03,2.29,55.66,30.29,54.4,13.31,0.0,0.97,1.43,0.69,0.06,0.0,0.0,5.09,2.74,3.89,41.4,AndrÃ© Miguel Valente Silva
AndrÃ© Silva,AndrÃ© Miguel Valente Silva,0.1908569727674419,29000000,2018-2019,24.0,Striker,1.85,Centre-Forward,right,La Liga,0.38,0.0,0.38,0.0,0.0,0.17,0.0,0.4,0.4,0.17,0.57,2.54,1.04,41.0,0.15,0.36,12.2,0.0,0.16,-0.03,-0.03,16.63,22.93,72.5,231.4,64.91,11.01,13.84,79.5,4.5,6.04,74.5,0.67,1.38,48.5,1.17,1.25,1.08,0.13,2.5,21.38,1.54,0.04,0.17,5.96,0.17,0.46,0.0,0.0,0.0,0.0,14.55,5.71,2.67,2.13,16.67,2.67,0.13,0.38,0.21,0.08,0.83,1.13,2.5,1.88,0.0,0.25,0.08,0.21,0.08,0.25,0.13,0.0,0.0,0.04,0.08,0.0,0.38,0.33,0.0,0.17,0.21,0.08,0.63,13.3,0.54,15.47,3.84,24.8,1.5,8.0,5.96,0.88,0.08,0.0,0.79,0.21,0.58,1.17,0.0,34.93,1.42,3.21,16.01,18.05,5.59,33.39,0.71,1.96,36.2,0.79,0.0,23.76,114.89,64.03,3.21,1.17,1.0,2.29,2.29,51.57,25.6,49.6,10.55,0.0,2.17,1.5,0.71,0.08,0.0,0.0,4.59,1.58,2.71,36.9,AndrÃ© Miguel Valente Silva
AndrÃ© Silva,AndrÃ© Miguel Valente Silva,0.1778114863693267,24000000,2017-2018,23.0,Striker,1.85,Centre-Forward,right,Serie A,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.37,0.37,0.12,0.49,3.17,0.96,30.3,0.06,0.2,12.2,0.0,0.12,-0.18,-0.18,21.32,28.43,75.0,282.68,38.8,14.41,17.29,83.3,6.24,8.16,76.5,0.38,1.06,36.4,1.83,0.96,0.29,0.0,1.34,27.37,1.06,0.1,0.0,6.72,0.0,0.77,0.0,0.0,0.0,0.0,20.17,4.99,3.27,2.98,22.09,2.02,0.0,0.67,0.29,0.67,0.58,1.92,3.75,3.27,0.0,0.29,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.48,0.0,0.48,0.29,0.1,0.38,25.0,0.29,21.04,4.9,23.3,0.58,9.89,10.57,0.67,0.0,0.0,0.67,0.19,0.96,0.67,0.0,42.65,0.77,2.79,18.73,24.3,7.01,41.59,1.44,2.79,51.7,1.63,0.0,31.22,131.59,77.32,4.23,1.73,0.86,3.55,1.92,47.26,32.66,69.1,11.72,0.0,1.83,1.83,0.58,0.0,0.0,0.0,5.57,1.15,2.5,31.6,AndrÃ© Miguel Valente Silva
Andreas Cornelius,Andreas Evald Cornelius,0.178592969962455,8500000,2020-2021,28.0,Striker,1.93,Centre-Forward,left,Serie A,0.05,0.19,0.05,0.0,0.0,0.19,0.0,0.11,0.11,0.14,0.25,1.47,0.33,22.6,0.03,0.14,11.3,0.0,0.08,-0.06,-0.06,19.39,27.74,69.9,304.43,51.5,10.67,14.18,75.3,6.31,8.96,70.4,1.75,2.61,67.3,1.14,1.38,0.52,0.09,1.85,25.84,1.9,0.0,0.19,10.38,0.57,0.52,0.0,0.0,0.0,0.0,13.37,7.82,6.54,13.94,4.32,2.8,0.09,1.38,0.19,0.47,0.71,1.04,2.04,1.66,0.0,0.09,0.14,0.09,0.05,0.28,0.24,0.0,0.0,0.0,0.05,0.0,0.43,0.24,0.05,0.14,0.24,0.09,0.57,16.7,0.47,12.99,3.13,24.1,1.04,4.79,7.16,0.52,0.14,0.0,0.38,0.05,0.47,1.38,0.05,38.5,1.23,3.84,20.86,15.46,4.41,36.61,0.71,1.04,68.2,0.71,0.05,19.25,81.51,26.36,1.71,0.43,0.38,3.03,1.38,53.63,29.83,55.6,8.44,0.0,1.75,2.28,0.71,0.05,0.0,0.0,3.65,6.73,4.22,61.5,Andreas Evald Cornelius
Andreas Cornelius,Andreas Evald Cornelius,0.1966383456930933,7666666,2019-2020,27.0,Striker,1.93,Centre-Forward,left,Serie A,0.72,0.18,0.72,0.0,0.0,0.06,0.0,0.43,0.43,0.1,0.53,2.71,1.2,44.4,0.27,0.6,13.5,0.0,0.16,0.29,0.29,17.65,24.88,70.9,272.83,48.25,10.42,13.07,79.7,5.18,7.83,66.2,1.33,2.11,62.9,1.08,1.14,0.36,0.0,1.51,23.67,1.2,0.06,0.06,8.67,0.6,0.54,0.0,0.0,0.0,0.0,11.69,6.87,6.33,13.61,3.61,2.53,0.0,1.08,0.06,0.78,0.24,1.08,2.23,1.99,0.0,0.06,0.0,0.18,0.0,0.3,0.18,0.0,0.0,0.0,0.12,0.0,0.48,0.36,0.18,0.18,0.12,0.12,0.78,15.4,0.66,13.19,3.43,26.0,1.02,6.75,5.42,0.36,0.06,0.0,0.3,0.12,0.6,1.63,0.0,39.04,1.69,4.28,19.4,17.59,5.36,37.89,1.08,1.87,58.1,1.2,0.06,23.13,97.41,32.77,2.35,0.72,0.6,3.61,2.29,50.18,29.34,58.5,11.14,0.0,2.65,2.05,0.18,0.06,0.0,0.0,4.7,5.6,3.67,60.4,Andreas Evald Cornelius
Andreas Cornelius,Andreas Evald Cornelius,0.1799399737949466,3000000,2018-2019,26.0,Striker,1.93,Centre-Forward,left,Ligue 1,0.34,0.11,0.34,0.0,0.0,0.45,0.0,0.23,0.23,0.07,0.3,2.5,1.02,40.9,0.14,0.33,13.4,0.0,0.09,0.11,0.11,18.18,28.75,63.2,249.2,38.18,11.93,16.7,71.4,4.77,8.86,53.8,0.91,1.36,66.7,1.14,1.36,0.23,0.0,1.02,27.5,1.25,0.0,0.0,8.41,0.45,0.45,0.0,0.0,0.0,0.0,13.64,8.86,6.25,13.64,2.84,5.8,0.0,1.59,0.11,0.45,0.34,1.02,1.93,1.7,0.0,0.0,0.11,0.11,0.0,0.34,0.34,0.0,0.0,0.0,0.0,0.0,0.34,0.23,0.0,0.11,0.23,0.0,0.57,0.0,0.57,16.25,3.41,21.0,1.14,8.41,6.7,0.57,0.11,0.0,0.45,0.11,0.45,2.16,0.0,43.52,2.05,4.55,19.55,21.14,5.68,42.27,1.25,1.82,68.8,1.36,0.0,24.43,85.0,32.27,2.05,0.68,0.45,2.84,3.07,58.98,32.61,55.3,12.27,0.0,4.55,1.93,0.91,0.0,0.0,0.0,5.34,5.91,3.64,61.9,Andreas Evald Cornelius
Andreas Cornelius,Andreas Evald Cornelius,0.1801825175161501,3000000,2017-2018,25.0,Striker,1.93,Centre-Forward,left,Serie A,0.29,0.1,0.29,0.0,0.0,0.0,0.0,0.41,0.41,0.12,0.54,3.37,1.06,31.4,0.09,0.27,10.9,0.0,0.15,-0.13,-0.13,20.52,29.29,70.1,309.99,45.48,12.43,16.0,77.7,6.26,8.48,73.9,1.45,3.08,46.9,1.64,0.96,0.67,0.0,1.35,27.56,1.73,0.0,0.0,11.18,0.87,1.16,0.0,0.0,0.0,0.0,16.09,6.94,6.26,17.25,4.14,3.37,0.0,0.67,0.1,0.48,0.39,1.54,3.18,2.22,0.0,0.29,0.67,0.0,0.0,0.19,0.1,0.0,0.1,0.0,0.0,0.0,0.77,0.48,0.48,0.1,0.19,0.1,0.67,14.3,0.58,14.94,4.24,28.4,1.25,7.9,5.78,0.39,0.0,0.0,0.39,0.1,0.87,0.77,0.0,45.1,0.77,2.99,19.66,24.48,9.93,43.36,1.54,2.51,61.5,1.64,0.0,29.68,130.47,43.75,2.41,0.48,1.16,4.05,3.08,62.44,35.94,57.6,16.96,0.0,2.41,1.93,0.96,0.0,0.0,0.0,4.14,5.3,5.49,49.1,Andreas Evald Cornelius
Ãngel RodrÃ­guez,Ãngel Luis RodrÃ­guez DÃ­az,0.1769781092050656,3666666,2020-2021,35.0,Striker,1.71,Centre-Forward,right,La Liga,0.33,0.0,0.26,0.07,0.13,0.26,0.0,0.36,0.26,0.03,0.29,2.29,0.79,34.3,0.11,0.33,16.2,0.0,0.11,-0.03,0.0,13.89,20.83,66.7,217.73,22.21,7.99,10.41,76.7,3.67,5.9,62.2,1.57,2.75,57.1,0.39,0.66,0.46,0.07,0.66,19.91,0.92,0.0,0.0,5.9,0.66,0.92,0.0,0.0,0.0,0.0,12.12,4.52,4.19,2.29,15.52,0.98,0.2,0.33,0.2,0.79,0.72,1.05,1.64,1.05,0.0,0.0,0.26,0.33,0.0,0.2,0.07,0.0,0.0,0.07,0.07,0.0,0.33,0.2,0.07,0.07,0.2,0.07,0.85,7.7,0.79,16.38,3.47,21.2,0.85,8.45,7.07,0.72,0.13,0.0,0.59,0.13,0.46,0.46,0.0,34.0,0.52,1.57,15.66,18.54,4.39,33.08,0.59,1.9,31.0,0.66,0.07,22.6,97.21,40.35,2.69,0.66,0.46,3.21,2.03,50.04,25.41,50.8,8.91,0.0,1.83,1.77,0.85,0.07,0.0,0.0,4.39,1.7,5.04,25.2,Ãngel Luis RodrÃ­guez DÃ­az
Ãngel RodrÃ­guez,Ãngel Luis RodrÃ­guez DÃ­az,0.1887256310904388,5833333,2019-2020,34.0,Striker,1.71,Centre-Forward,right,La Liga,0.64,0.19,0.58,0.06,0.06,0.38,0.0,0.41,0.36,0.11,0.47,3.13,1.47,46.9,0.18,0.39,15.5,0.0,0.11,0.23,0.22,12.6,20.15,62.5,205.27,42.86,6.59,9.28,71.0,4.16,6.84,60.7,1.34,2.62,51.2,0.9,1.15,0.51,0.19,0.9,19.64,0.51,0.06,0.0,5.63,0.64,1.22,0.0,0.0,0.0,0.0,10.55,4.86,4.73,2.17,14.97,1.15,0.13,0.58,0.13,0.83,0.45,1.02,2.24,1.47,0.0,0.19,0.13,0.45,0.0,0.38,0.19,0.0,0.13,0.0,0.06,0.0,0.96,0.77,0.06,0.38,0.51,0.06,0.77,8.3,0.7,19.25,5.12,26.6,0.9,8.96,9.4,0.7,0.06,0.0,0.64,0.38,1.34,0.58,0.0,35.5,0.38,1.79,14.84,20.98,5.82,34.99,0.96,1.66,57.7,1.02,0.0,24.56,110.92,49.0,3.07,0.96,0.7,4.16,2.56,55.14,26.55,48.1,11.58,0.0,3.39,1.79,1.86,0.0,0.0,0.0,4.67,1.6,5.37,22.9,Ãngel Luis RodrÃ­guez DÃ­az
Ãngel RodrÃ­guez,Ãngel Luis RodrÃ­guez DÃ­az,0.1847106178975351,3000000,2018-2019,33.0,Striker,1.71,Centre-Forward,right,La Liga,0.4,0.15,0.4,0.0,0.0,0.2,0.0,0.4,0.4,0.16,0.56,3.27,1.24,37.9,0.12,0.32,14.3,0.0,0.12,0.0,0.0,11.97,18.65,64.2,204.0,55.42,5.79,8.06,71.8,3.81,6.04,63.1,1.63,2.82,57.9,0.79,1.24,0.94,0.2,2.03,18.01,0.64,0.05,0.05,4.4,0.59,1.09,0.0,0.0,0.0,0.0,10.14,4.11,4.4,2.47,13.51,1.63,0.1,0.2,0.15,0.79,0.54,1.09,2.08,1.14,0.0,0.2,0.35,0.3,0.1,0.35,0.2,0.0,0.1,0.0,0.05,0.0,0.64,0.4,0.2,0.25,0.2,0.1,0.99,10.0,0.89,19.3,4.16,21.5,1.29,9.0,9.0,0.69,0.1,0.0,0.59,0.25,0.89,0.49,0.0,32.36,0.49,1.78,13.51,19.2,5.1,31.76,0.94,1.88,50.0,0.94,0.0,23.95,108.11,55.46,3.81,1.04,0.79,3.12,2.08,50.32,24.64,49.0,9.99,0.0,1.98,1.73,1.73,0.0,0.05,0.0,3.81,1.04,2.42,30.0,Ãngel Luis RodrÃ­guez DÃ­az
Ãngel RodrÃ­guez,Ãngel Luis RodrÃ­guez DÃ­az,0.1932645742368627,3000000,2017-2018,32.0,Striker,1.71,Centre-Forward,right,La Liga,0.51,0.08,0.51,0.0,0.04,0.24,0.0,0.4,0.37,0.15,0.52,2.75,1.14,41.4,0.19,0.45,15.8,0.0,0.13,0.11,0.14,10.32,15.9,64.9,172.39,39.17,5.02,7.22,69.6,4.08,5.85,69.8,0.94,2.0,47.1,0.75,0.59,0.59,0.12,1.14,15.19,0.71,0.04,0.08,3.3,0.35,0.63,0.04,0.0,0.0,0.0,10.32,2.28,3.3,1.65,11.85,1.41,0.04,0.12,0.16,0.51,0.79,0.86,1.69,1.06,0.04,0.24,0.04,0.24,0.08,0.27,0.12,0.0,0.04,0.0,0.12,0.0,0.71,0.47,0.12,0.39,0.2,0.12,0.86,13.6,0.75,21.67,5.38,24.8,1.49,10.13,10.05,1.1,0.2,0.0,0.9,0.51,1.22,0.39,0.0,28.22,0.55,2.28,12.13,15.74,5.02,27.51,0.75,1.65,45.2,0.79,0.0,21.04,94.4,45.14,2.67,0.63,0.67,3.3,1.53,41.53,20.76,50.0,8.09,0.0,2.04,1.57,1.3,0.08,0.0,0.0,2.98,0.86,2.32,27.2,Ãngel Luis RodrÃ­guez DÃ­az
Anthony Modeste,Anthony Mbu Agogo Modeste,0.1799318349724503,3600000,2019-2020,33.0,Striker,1.87,Centre-Forward,right,Bundesliga,0.32,0.08,0.32,0.0,0.0,0.08,0.0,0.28,0.28,0.08,0.36,2.69,0.79,29.4,0.12,0.4,13.6,0.0,0.1,0.03,0.03,10.44,18.82,55.5,179.76,34.09,4.75,7.36,64.5,4.43,8.38,52.8,0.95,2.06,46.2,0.24,0.63,0.4,0.08,1.5,15.98,2.85,0.08,0.08,6.17,0.32,0.4,0.0,0.0,0.0,0.0,8.94,3.88,6.01,1.03,11.7,2.37,0.0,0.32,0.16,0.79,0.47,0.95,1.03,0.55,0.0,0.16,0.24,0.08,0.0,0.16,0.08,0.0,0.08,0.0,0.0,0.0,0.79,0.47,0.24,0.32,0.24,0.08,0.79,10.0,0.71,18.27,4.11,22.5,1.34,8.3,8.62,0.47,0.08,0.0,0.4,0.16,0.95,1.34,0.0,29.02,1.5,3.16,14.55,12.02,3.8,26.26,0.71,0.79,90.0,0.79,0.0,12.81,41.99,17.48,1.11,0.16,0.4,2.45,1.03,38.44,20.01,52.1,7.75,0.0,2.29,1.19,0.63,0.0,0.0,0.0,2.93,4.82,4.51,51.7,Anthony Mbu Agogo Modeste
