ï»¿Player_SN,Player_LN,avg_playerankIndex,Player Valuation,scouting_period,Age,Height,Position,Foot,Data_League,Goals.Against,Shots.on.Target.Against,Saves,Save.,Wins,Draws,Losses,Clean.Sheets,Clean.Sheet.Percentage,Penalty.Kicks.Attempted,Penalty.Kicks.Allowed,Penalty.Kicks.Saved,Penalty.Kicks.Missed,Save...Penalty.Kicks.,Free.Kick.Goals.Against,Corner.Kick.Goals.Against,Own.Goals.Scored.Against.Goalkeeper,PSxG,PSxG.SoT,PSxG.GA,Passes.Completed..Launched.,Passes.Attempted..Launched.,Pass.Completion.Percentage..Launched.,Passes.Attempted,Throws.Attempted,Launch.,Average.Pass.Length,Goal.Kicks,Launch...Goal.Kicks.,Avg..Length.of.Goal.Kicks,Crosses.Faced,Crosses.Stopped,Crosses.Stopped..,Def..Actions.Outside.Pen..Area,Avg..Distance.of.Def..Actions
Christian Puggioni,Christian Puggioni,0.1049208834216948,300000,2017-2018,37.0,1.87,Goalkeeper,right,Serie A,1.901910551681208,4.422289992852299,3.1561946983751588,65.2943430437497,0.3255673614369791,0.1266095294477141,0.4883510421554687,0.2080013698069588,19.624477064395684,0.3707850505254484,0.3255673614369791,0.0,0.0552880974325932,0.0,0.0,0.1990371507573356,0.0,1.6097497315495075,0.2803496723485097,0.0542612269061631,5.534645144428645,12.86895431457837,38.887212616083616,22.2561465693446,4.756900892106972,35.631539001713826,32.2854300091671,7.008741808712744,52.90469623350911,40.51504942326851,9.839369145650926,1.067137462487876,9.767020843109371,0.9043537817693864,13.836612861071613
Danijel SubaÅ¡iÄ,Danijel SubaÅ¡iÄ,0.181838387177311,3000000,2018-2019,35.0,1.91,Goalkeeper,right,Ligue 1,1.1096684495358573,2.439917978322688,1.7635898369630654,61.81125545084142,0.273955702829214,0.3424446285365176,0.3424446285365176,0.273955702829214,24.484790940361005,0.2054667771219105,0.136977851414607,0.0684889257073035,0.0,28.508515325665083,0.0,0.2803372925143218,0.0,0.8304282242010551,0.2311501242621493,0.0171222314268258,4.674369179523465,11.574628444534293,34.58690748218827,15.778136259820046,3.3217128968042204,43.31924550986948,36.89840872480977,5.556164098004998,55.30480750864758,43.66169013840599,5.684580833706192,0.273955702829214,4.1093355424382105,0.2054667771219105,12.841673570119408
Danijel SubaÅ¡iÄ,Danijel SubaÅ¡iÄ,0.1503875840134643,4750000,2017-2018,34.0,1.91,Goalkeeper,right,Ligue 1,1.4717707857001896,3.40732405393835,2.4656013254629263,61.21197735090252,0.5479114056584281,0.2054667771219105,0.128416735701194,0.2910779342560399,27.73801491145792,0.1027333885609552,0.1027333885609552,0.0,0.0,0.0,0.0350421615642902,0.1051264846928706,0.0350421615642902,1.0102116541827268,0.2311501242621493,-0.0428055785670647,3.0648794254018323,9.11758823478478,28.765348797067475,13.184118198655929,2.2515734326276027,43.4048566670036,36.641575253407375,3.672718641054151,56.84580833706192,45.97319138102748,9.331616127620103,0.7876226456339904,7.191337199266869,0.5479114056584281,13.526562827192445
Diego Benaglio,Diego Orlando Benaglio,0.0890403896013541,750000,2018-2019,36.0,1.94,Goalkeeper,right,Ligue 1,1.938999606557393,3.5186185582127183,2.2515734326276027,53.76380668023325,0.1541000828414329,0.2225890085487364,0.4537391328108858,0.1541000828414329,15.581230598411548,0.1883445456950846,0.1112945042743682,0.0770500414207164,0.0,34.244462853651754,0.0,0.151849366778591,0.0467228820857203,1.1985561998778114,0.2568334714023881,-0.1883445456950846,3.40732405393835,8.877876994809217,32.874684339505684,17.19072035253318,3.929552112456539,27.05312565438489,28.508515325665083,5.958536536535406,49.56885998066092,39.723576910236034,8.466943440565396,0.6763281413596222,6.848892570730351,0.2225890085487364,10.530172327497915
Eiji Kawashima,Eiji Kawashima,0.194992184533172,250000,2020-2021,38.0,1.85,Goalkeeper,right,Ligue 1,1.50681294726448,3.244662855383504,2.208767854060538,59.24292073681754,0.282516818542627,0.2482723556889752,0.3253223971096917,0.282516818542627,28.508515325665083,0.1797834299816717,0.1112945042743682,0.0342444628536517,0.0467228820857203,21.402789283532343,0.0467228820857203,0.151849366778591,0.0,1.0530172327497915,0.2653945871158011,-0.0513666942804776,7.0971649264193255,15.016196961326294,40.4940773244432,18.62042667667314,2.816607069712857,45.45952443822271,36.04229715346848,6.883137033584002,63.86592322206052,48.11347030938072,7.2769483564009985,0.4280557856706469,5.051058270913634,0.1797834299816717,9.84528307042488
Eiji Kawashima,Eiji Kawashima,0.0870525834594078,250000,2017-2018,35.0,1.85,Goalkeeper,right,Ligue 1,2.452951309500316,5.162352775188002,3.390201822511524,55.73286329431823,0.1541000828414329,0.2140278928353234,0.5136669428047763,0.0599278099938905,5.907169842254929,0.0599278099938905,0.0,0.0599278099938905,0.0,85.61115713412939,0.0467228820857203,0.4088252182500527,0.0467228820857203,1.635173101261871,0.273955702829214,-0.128416735701194,4.5288302123954445,13.4323905543449,28.85095995420161,15.658280639832263,2.97070715255429,49.055193037856135,38.69624302462649,4.742858105230768,80.731321177484,57.616308751269074,8.218671084876421,0.5735947527986669,5.907169842254929,0.7191337199266868,13.355340512924183
Emil Audero,Emil Audero Mulyadi,0.1571260399175393,11333333,2020-2021,24.0,1.92,Goalkeeper,right,Serie A,1.6144124450317223,4.033417866691464,2.857757950391261,64.66129539651112,0.3436544370723668,0.1718272185361834,0.3888721261608361,0.1446966050831018,14.65053126466406,0.2170449076246527,0.1718272185361834,0.0452176890884693,0.0,20.076653955280378,0.0331728584595559,0.1769219117842983,0.0331728584595559,1.257051756659447,0.2441755210777343,-0.0452176890884693,6.203866942937991,14.95801155046565,37.530681943429535,24.3180731917788,4.277593387769199,40.33417866691464,34.81762059812138,6.375694161474174,58.24038354594849,42.775933877691976,9.31484395222468,0.7325265632332031,7.144394875978153,0.3707850505254484,11.485293028471206
Emil Audero,Emil Audero Mulyadi,0.1176754426588815,13500000,2019-2020,23.0,1.92,Goalkeeper,right,Serie A,1.8466224542486145,4.015330791056076,2.7673225722143227,60.50126800037196,0.2984367479838975,0.1266095294477141,0.4793075043377748,0.2260884454423466,22.60884454423466,0.198957831989265,0.1718272185361834,0.0,0.0331728584595559,0.0,0.0,0.3427862040820781,0.1216338143517051,1.329400059200998,0.262262596713122,-0.0813918403592447,5.100555329179339,14.017483617425489,32.91847765640566,18.79247158516785,3.264717152187485,45.30812446664626,37.530681943429535,7.261960867608172,57.24559438600216,42.32375698680728,10.020239902004802,0.8048748657747539,7.234830254155091,0.4793075043377748,12.841823701125286
Emil Audero,Emil Audero Mulyadi,0.124101742909988,10750000,2018-2019,22.0,1.92,Goalkeeper,right,Serie A,1.570181967085648,3.5631539001713826,2.4598422864127314,62.40041094208766,0.3526979748900607,0.1718272185361834,0.3798285883431422,0.2803496723485097,27.673225722143226,0.198957831989265,0.1718272185361834,0.0271306134530815,0.0,11.30442227211733,0.0663457169191118,0.187979531270817,0.0331728584595559,1.3022694457479165,0.2893932101662037,0.0452176890884693,3.6174151270775456,10.752766465238006,30.386287067451384,21.67736014901219,4.675509051747728,29.029756394797307,28.75845026026649,7.406657472691275,46.30291362659258,37.89242345613729,9.776064380927068,0.8320054792278355,7.687007145039784,0.6240041094208766,13.565306726540795
Emiliano Viviano,Emiliano Viviano,0.1464512826677675,1000000,2018-2019,34.0,1.95,Goalkeeper,left,Serie A,1.63652768400476,4.37707230376383,3.201412387463628,67.28392136364235,0.3707850505254484,0.1627836807184895,0.3707850505254484,0.2170449076246527,21.25231387158058,0.2170449076246527,0.2170449076246527,0.0,0.0,0.0,0.0,0.1990371507573356,0.0,1.3203565213833042,0.2441755210777343,-0.0090435378176938,7.361439783602806,16.278368071848956,40.87679093597627,22.952498981307027,2.188536151881915,44.13246455034606,37.44024656525259,8.75414460752766,52.36208396444747,41.87158009592259,8.220575876283723,0.3707850505254484,4.069592017962239,0.2170449076246527,11.9374699193559
Emiliano Viviano,Emiliano Viviano,0.1468900526637279,2500000,2017-2018,33.0,1.95,Goalkeeper,left,Serie A,1.758161498356465,4.322811076857668,2.984367479838975,61.67692791667216,0.3707850505254484,0.1356530672654079,0.39791566397853,0.198957831989265,20.076653955280378,0.198957831989265,0.063304764723857,0.1356530672654079,0.0,60.32039724401808,0.0442304779460745,0.2100947702438543,0.0442304779460745,1.4107918995602429,0.2713061345308159,0.0090435378176938,6.095344489125664,14.903750323559487,36.9880696743679,20.293698862905032,2.7492354965789345,47.11683203018503,37.62111732160648,6.13151864039644,63.75694161474174,48.29249194648524,9.215365036230049,0.39791566397853,3.979156639785301,0.533568731243938,13.655742104717737
Erwin Zelazny,Erwin Zelazny,0.1233130008078293,350000,2017-2018,27.0,1.86,Goalkeeper,right,Ligue 1,1.927318886035963,4.734296989517356,3.424446285365176,61.89686660797555,0.1541000828414329,0.1541000828414329,0.556472521371841,0.1541000828414329,15.067563655606774,0.1027333885609552,0.1027333885609552,0.0,0.0,0.0,0.0,0.2803372925143218,0.0,1.267045125585115,0.2225890085487364,-0.1455389671280199,5.94141430510858,17.173598121106355,29.62146036840877,19.93883849653873,2.4656013254629263,47.59980336657594,38.35379839608997,6.343786743638988,82.18671084876422,55.98969676572062,11.283550510278252,1.2071173155912245,9.160393813351844,0.4537391328108858,13.012895884387667
Etrit Berisha,Etrit Berisha,0.1205758520606787,2700000,2019-2020,31.0,1.94,Goalkeeper,left,Serie A,1.8687376932216515,4.93777164846085,3.689763429619096,66.1986968255191,0.1718272185361834,0.1085224538123263,0.6240041094208766,0.1085224538123263,10.400068490347945,0.2080013698069588,0.2080013698069588,0.0,0.0,0.0,0.0442304779460745,0.0884609558921491,0.0884609558921491,1.537401429007957,0.2532190588954282,0.0723483025415509,6.818827514541174,15.30166598753802,40.2437432887377,22.60884454423466,4.729770278653891,41.60027396139178,33.82283143817505,8.139184035924478,54.532533040694,41.50983858321484,9.568063011120108,0.7325265632332031,6.8730887414473365,0.4883510421554687,12.299211432063656
Etrit Berisha,Etrit Berisha,0.149654713053762,4333333,2018-2019,30.0,1.94,Goalkeeper,left,Serie A,1.537009108626092,3.2194994630990155,2.1614055384288338,56.52211136058665,0.4521768908846932,0.1537401429007957,0.2984367479838975,0.2532190588954282,25.141035133188943,0.0994789159946325,0.0542612269061631,0.0,0.0663457169191118,0.0,0.0663457169191118,0.3096133456225222,0.187979531270817,1.121398689394039,0.3074802858015914,0.0180870756353877,4.521768908846932,10.752766465238006,38.07329421249117,17.43594091251377,4.720726740836197,28.939321016620365,30.295851689274446,6.484216615286501,72.16743178519704,50.01076413184707,7.234830254155091,1.003832697764019,12.570517566594472,0.8048748657747539,14.379225130133245
Etrit Berisha,Etrit Berisha,0.158912763448079,7000000,2017-2018,29.0,1.94,Goalkeeper,left,Serie A,1.2163381435170515,2.8848885638443424,1.926273555168793,60.32039724401808,0.3798285883431422,0.2893932101662037,0.2351319832600404,0.2351319832600404,23.33232756965017,0.0542612269061631,0.0271306134530815,0.0271306134530815,0.0,45.21768908846932,0.0663457169191118,0.0663457169191118,0.0,0.79583132795706,0.2351319832600404,-0.198957831989265,5.715515900782522,12.778518936401433,40.42461404509157,17.12846062671218,4.5488995223000135,38.796777237906674,34.1845729508828,6.240041094208767,78.58834363575968,53.26643774621686,7.261960867608172,0.4069592017962239,5.064381177908564,0.4340898152493054,12.932259079302227
Florian Kastenmeier,Florian Kastenmeier,0.1268583955957214,583333,2019-2020,23.0,1.92,Goalkeeper,right,Bundesliga,1.954304231315467,4.162811434186969,2.7379565137605564,57.552963452517815,0.1117533270922676,0.4935771946575153,0.3259472040191138,0.1117533270922676,10.989077164072985,0.1676299906384014,0.1117533270922676,0.0558766635461338,0.0,31.01154826810426,0.0,0.193282836064167,0.193282836064167,1.3410399251072114,0.279383317730669,-0.1955683224114683,7.67372846033571,18.076100657174287,39.48617557260122,28.43190896772442,3.06390371777967,47.58829178679063,39.57930334517811,6.081243549270896,54.57287473005735,44.98071415463771,5.755296345251782,0.2235066541845352,3.538855357921808,0.7636477351304953,14.4348047494179
Florian MÃ¼ller,Florian MÃ¼ller,0.2398640351464181,5875000,2020-2021,24.0,1.9,Goalkeeper,left,Bundesliga,1.5892144298609292,4.563260856267594,3.3060359264795838,66.21384630216856,0.3259472040191138,0.2421322086999131,0.3631983130498697,0.1769427678960904,18.0667878799166,0.0931277725768896,0.0558766635461338,0.0279383317730669,0.0,31.01154826810426,0.064427612021389,0.1073793533689817,0.064427612021389,1.4155421431687232,0.279383317730669,0.0931277725768896,5.68079412719027,17.638400126062905,29.98714276975848,32.02664098919236,4.479445860948394,33.80538144541095,34.36414808087229,8.167305654993225,68.44891284401392,53.36221368655778,7.357094033574285,0.3631983130498697,4.563260856267594,0.6891455170689836,14.062293659110342
Florian MÃ¼ller,Florian MÃ¼ller,0.0634414096185758,3966666,2019-2020,23.0,1.9,Goalkeeper,left,Bundesliga,2.147587067379634,4.768141955936752,3.0545909405219813,59.69490222178628,0.2235066541845352,0.1490044361230235,0.5215155264305823,0.1490044361230235,15.552338020340576,0.2235066541845352,0.1490044361230235,0.0745022180615117,0.0,31.01154826810426,0.1718069653903707,0.1718069653903707,0.0,1.722863792672459,0.3073216495037359,-0.1396916588653345,6.5561951894130335,16.017976883225025,38.08925898394788,27.04430515632876,5.7366707907364045,35.667936896948746,34.08476476314162,8.865763949319897,59.5086466766325,46.75014183359862,8.642257295135362,0.596017744492094,6.4258163078053885,1.0430310528611646,14.99357138487924
Florian MÃ¼ller,Florian MÃ¼ller,0.0974588192974985,6000000,2018-2019,22.0,1.9,Goalkeeper,left,Bundesliga,1.9220904253047724,4.581886410782972,3.0266526087489147,61.55745767332407,0.3073216495037359,0.1210661043499565,0.5028899719152043,0.1955683224114683,19.37057669599305,0.1583172133807124,0.1210661043499565,0.0,0.0429517413475926,0.0,0.0,0.2684483834224542,0.0,1.5179826930033016,0.3073216495037359,-0.1490044361230235,6.714512402793746,17.58252346251677,35.57480912437186,24.138718651929807,4.032432552579323,43.86318088371504,38.46177007425543,8.03692677338558,71.98776820193572,54.75913027521113,8.772636176743008,0.27007054047298,2.88696094988358,0.7357094033574285,14.4348047494179
Fraser Forster,Fraser Gerard Forster,0.14767625726396,15000000,2017-2018,30.0,2.01,Goalkeeper,right,Premier League,1.505551847605925,4.88193084262605,3.3376465964892383,69.14408173025467,0.1992624833724918,0.3487093459018607,0.4483405875881066,0.1992624833724918,19.926248337249184,0.0498156208431229,0.0,0.0498156208431229,0.0,99.63124168624591,0.1003701231737283,0.2007402463474566,0.0,1.34502176276432,0.2789674767214886,-0.1594099866979934,5.230640188527911,17.68454539930865,29.490847539128797,18.13288598689676,3.1881997339598698,61.87100108715872,49.018570909633,7.322896263939075,87.47623020052391,63.96325716256988,8.119946197429043,0.4483405875881066,5.4797182927435255,0.3487093459018607,12.354273969094494
Gautier Larsonneur,Gautier Larsonneur,0.1693336943068125,7100000,2020-2021,24.0,1.81,Goalkeeper,right,Ligue 1,2.067487532293124,3.8867465338894736,2.5426513668836432,56.5033637085254,0.2482723556889752,0.1712223142682588,0.4366169013840599,0.1455389671280199,14.639507869936129,0.2482723556889752,0.1969056614084976,0.0256833471402388,0.0350421615642902,9.50283844188836,0.0350421615642902,0.1985722488643113,0.0700843231285804,1.284167357011941,0.2482723556889752,-0.1883445456950846,5.402064015163564,11.12945042743682,41.607022367186886,24.022490691836705,4.032285501017494,31.676128139627878,31.33368351109136,6.900259265010829,27.909237225726184,29.53584921127464,8.338526704864202,0.6335225627925575,6.506447942193834,0.3681279756767563,11.043839270302692
Gautier Larsonneur,Gautier Larsonneur,0.1589855679438314,6250000,2019-2020,23.0,1.81,Goalkeeper,right,Ligue 1,1.4951322267430498,4.1093355424382105,3.056318309688419,64.89325710767008,0.2225890085487364,0.3253223971096917,0.3253223971096917,0.2225890085487364,22.17328969773951,0.1626611985548458,0.0941722728475423,0.0342444628536517,0.0467228820857203,21.402789283532343,0.0,0.2219336899071714,0.0,1.3098507041521796,0.2482723556889752,0.2225890085487364,5.753069759413495,14.39123551424715,34.244462853651754,25.477880363116903,4.5973191381027485,37.069631039078025,33.55957359657872,7.550904059230213,38.26818723895584,33.30274012517633,9.768233029004165,0.8646726870547068,7.619392984937516,0.6078392156523187,12.328006627314632
GerÃ³nimo Rulli,GerÃ³nimo Rulli,0.1896785305541664,9000000,2019-2020,28.0,1.89,Goalkeeper,right,Ligue 1,1.2615178163144485,3.835379839608997,3.047757193975006,67.2903695074257,0.3766890913901693,0.2397112399755623,0.2397112399755623,0.273955702829214,27.395570282921405,0.1712223142682588,0.1027333885609552,0.0342444628536517,0.0467228820857203,21.402789283532343,0.0467228820857203,0.0934457641714406,0.0467228820857203,0.9417227284754234,0.1797834299816717,0.0513666942804776,7.568026290657038,14.348429935680088,45.11707980968619,23.286234740483195,5.06818050234046,36.29913062487086,32.10418392529852,6.951625959291306,55.21919635151345,41.9494669957234,7.8077375306326,0.6848892570730352,7.533781827803387,0.8903560341949457,13.783396298594832
GerÃ³nimo Rulli,GerÃ³nimo Rulli,0.1783435028399204,7125000,2018-2019,27.0,1.89,Goalkeeper,right,La Liga,1.3,4.0,2.85,69.4,0.37,0.33,0.3,0.26,25.9,0.11,0.07,0.04,0.0,33.3,0.04,0.37,0.07,1.17,0.27,-0.05,6.96,16.41,42.4,31.41,4.07,35.3,35.1,7.7,69.2,52.0,11.41,1.04,9.1,0.93,16.0
GerÃ³nimo Rulli,GerÃ³nimo Rulli,0.1004466413877,10000000,2017-2018,26.0,1.89,Goalkeeper,right,La Liga,1.73,3.88,2.35,59.4,0.38,0.19,0.42,0.23,23.1,0.19,0.15,0.04,0.0,20.0,0.08,0.19,0.04,1.4,0.32,-0.29,6.73,14.46,46.5,34.35,3.15,35.4,34.9,3.96,58.3,45.9,8.12,0.85,10.4,0.81,15.2
Gianluigi Buffon,Gianluigi Buffon,0.1897606696369228,1000000,2018-2019,41.0,1.92,Goalkeeper,right,Ligue 1,1.2381563752715885,3.073440541115245,2.362867936901971,61.72564429370728,0.6506447942193834,0.0513666942804776,0.1541000828414329,0.2996390499694528,30.220738468347676,0.1027333885609552,0.0513666942804776,0.0513666942804776,0.0,42.80557856706469,0.0700843231285804,0.1401686462571609,0.2102529693857413,0.8646726870547068,0.2140278928353234,0.1027333885609552,2.1659622754934733,3.724085335334628,49.74008229492917,15.05900253989336,3.7754520296151055,11.12945042743682,20.3754553979228,5.18803612232824,29.107793425603997,30.049516154079416,5.18803612232824,0.2054667771219105,3.3388351282310462,0.6078392156523187,13.184118198655929
Gianluigi Buffon,Gianluigi Buffon,0.2470008658415301,2000000,2017-2018,40.0,1.92,Goalkeeper,right,Serie A,0.7519181250832682,2.5321905889542817,2.098100773704976,73.2526563233203,0.7415701010508968,0.0904353781769386,0.0904353781769386,0.4793075043377748,47.38813816471585,0.1718272185361834,0.1266095294477141,0.0452176890884693,0.0,22.60884454423466,0.0,0.1105761948651865,0.1105761948651865,0.6873088741447336,0.198957831989265,0.1627836807184895,3.798285883431423,8.16631464937756,42.05245085227647,18.828645736438624,3.101933471468996,29.39149790750506,30.92889933651302,4.4132464550346056,42.05245085227647,36.35502202712934,7.298135018878948,0.524525193426244,6.511347228739583,0.6149605716031828,13.113129835656103
Gianluigi Donnarumma,Gianluigi Donnarumma,0.188066118675355,60000000,2020-2021,22.0,1.96,Goalkeeper,right,Serie A,1.1389348071114207,3.0567157823805258,2.197579689699609,64.38998926198032,0.5878299581501012,0.1446966050831018,0.1718272185361834,0.3436544370723668,34.1845729508828,0.0994789159946325,0.0452176890884693,0.0271306134530815,0.0331728584595559,30.114980932920567,0.0552880974325932,0.2100947702438543,0.0331728584595559,0.9676585464932436,0.2713061345308159,0.063304764723857,4.476551219758463,10.535721557613352,38.43503572519892,25.077730368465087,3.418457295088281,30.024545554743632,29.21062715115118,5.353774388074768,37.16894043072178,32.46630076552097,8.184401725012947,0.7053959497801214,7.867877901393661,0.533568731243938,13.38443597018692
Gianluigi Donnarumma,Gianluigi Donnarumma,0.1686170493423863,52250000,2019-2020,21.0,1.96,Goalkeeper,right,Serie A,1.3047990994092005,3.409413757270587,2.468885824230425,64.75173077468806,0.461220428702387,0.2260884454423466,0.2260884454423466,0.3074802858015914,30.114980932920567,0.198957831989265,0.0994789159946325,0.0994789159946325,0.0,45.21768908846932,0.0,0.221152389730373,0.0331728584595559,1.1575728406648147,0.262262596713122,0.1175659916300202,5.643167598240972,11.928426381538204,42.775933877691976,22.427973787880784,4.37707230376383,34.72718521994444,31.10977009286689,6.610826144734214,45.21768908846932,35.26979748900607,7.732224834128255,0.7415701010508968,8.591360926809172,0.5064381177908565,13.20356521383304
Gianluigi Donnarumma,Gianluigi Donnarumma,0.2046367630184786,48333333,2018-2019,20.0,1.96,Goalkeeper,right,Serie A,0.9951857537866784,3.18332531182824,2.477929362048119,69.54480581806583,0.4702639665200809,0.2893932101662037,0.1808707563538772,0.2893932101662037,27.673225722143226,0.1085224538123263,0.0813918403592447,0.0271306134530815,0.0,22.60884454423466,0.0331728584595559,0.1658642922977797,0.0331728584595559,0.922440857404774,0.2441755210777343,0.1356530672654079,5.163860093903196,9.821282070015537,47.47857354289279,22.87110714094778,5.109598866997033,24.869728998658125,27.22104883125853,7.687007145039784,41.50983858321484,35.72197437989076,9.586150086755495,0.8139184035924478,7.687007145039784,0.3707850505254484,12.480082188417532
Gianluigi Donnarumma,Gianluigi Donnarumma,0.1687346426198724,40000000,2017-2018,19.0,1.96,Goalkeeper,right,Serie A,1.22739576300357,3.120020547104384,2.188536151881915,62.852587832972354,0.4250462774316116,0.2351319832600404,0.2351319832600404,0.2893932101662037,28.577579503912613,0.0723483025415509,0.0452176890884693,0.0,0.0331728584595559,0.0,0.0,0.1216338143517051,0.0331728584595559,0.9676585464932436,0.2713061345308159,-0.0090435378176938,4.566986597935402,9.568063011120108,43.22811076857667,21.225183258127498,3.237586538734404,29.843674798389756,28.48714412573567,4.621247824841565,50.37250564455483,38.16372959066811,7.261960867608172,0.5516558068793257,6.782653363270399,0.3346108992546729,13.022694457479163
Gregor Kobel,Gregor Kobel,0.1785951822651202,8833333,2020-2021,24.0,1.94,Goalkeeper,right,Bundesliga,1.7610213952513,4.377005311113815,2.961463167945092,63.699396442592544,0.3073216495037359,0.2514449859576022,0.3631983130498697,0.1396916588653345,14.15542143168723,0.1955683224114683,0.1396916588653345,0.0558766635461338,0.0,26.634542956990447,0.0322138060106945,0.0966414180320835,0.0322138060106945,1.359665479622589,0.2607577632152911,-0.1303788816076455,3.892740893713989,9.508345580100436,38.08925898394788,26.52278962989818,5.643543018159514,27.472692910182456,28.031459545643795,7.785481787427977,20.20872664918506,23.56132646195309,7.962424555324068,0.5680794127190271,6.612071852959167,0.4842644173998263,12.385993752726328
Hugo Lloris,Hugo Hadrien Dominique Lloris,0.199584850286312,10000000,2020-2021,34.0,1.88,Goalkeeper,left,Premier League,1.1843674534499942,3.77602405990872,2.9092322572383806,75.42084995648817,0.4682668359253558,0.2092256075411164,0.3188199733959869,0.3188199733959869,31.48347237285371,0.2590412283842394,0.2590412283842394,0.0,0.0,0.0,0.0,0.0802960985389826,0.0802960985389826,1.2354273969094494,0.2789674767214886,0.1295206141921197,5.300382057708283,12.822540805019848,41.14770281641956,20.95245012661752,4.14465965414783,46.129264900731854,37.162453148969725,7.024002538880337,44.23627130869318,36.56466569885225,9.594488574385483,0.4682668359253558,4.88193084262605,0.4184512150822328,13.350586385956952
Hugo Lloris,Hugo Hadrien Dominique Lloris,0.219531525689925,16250000,2019-2020,33.0,1.88,Goalkeeper,left,Premier League,1.0538862933241475,4.612926490073186,3.6763928182224745,79.30646838225175,0.5479718292743526,0.2988937250587377,0.1992624833724918,0.2988937250587377,28.49453512226633,0.1494468625293688,0.0996312416862459,0.0498156208431229,0.0,33.17720348151989,0.0,0.1003701231737283,0.0501850615868641,1.3549848869329446,0.269004352552864,0.3586724700704853,6.59558819962948,14.88490750792514,44.13664006700694,20.793040139919523,4.064954660798834,49.71598960143671,40.549915366302095,7.392638133119447,60.87468867029626,43.93737758363445,9.37529984267574,0.5479718292743526,5.778612017802264,0.1992624833724918,11.357961552232036
Hugo Lloris,Hugo Hadrien Dominique Lloris,0.2257338515828481,28333333,2018-2019,32.0,1.88,Goalkeeper,left,Premier League,1.003701231737283,3.656466569885225,2.749822270540387,74.92269374805693,0.6376399467919739,0.0597787450117475,0.2988937250587377,0.3586724700704853,36.26577197379351,0.1494468625293688,0.0896681175176213,0.0597787450117475,0.0,39.85249667449837,0.0301110369521185,0.1505551847605925,0.0903331108563555,1.195574900234951,0.2988937250587377,0.2889306008901131,6.884518800519593,14.556124410360528,47.12557731759432,28.016305162172355,4.62288961424181,36.96319066559724,35.96687824873478,7.55204811981744,54.99644541080775,46.029633659045615,8.608139281691647,0.4184512150822328,4.88193084262605,0.5479718292743526,14.44653004450566
Hugo Lloris,Hugo Hadrien Dominique Lloris,0.198765871296487,25000000,2017-2018,31.0,1.88,Goalkeeper,left,Premier League,0.9735901947851648,3.2081259822971187,2.271592310446407,71.33596904735207,0.6077505742861001,0.1892993592038672,0.1892993592038672,0.4184512150822328,41.54622778316456,0.0797049933489967,0.0597787450117475,0.0298893725058737,0.0,33.17720348151989,0.0301110369521185,0.2208142709822023,0.0,0.9863492926938346,0.2889306008901131,0.0199262483372491,5.698907024453266,12.394126465768991,45.83037117567312,25.98382783177293,5.260529561033785,34.37277838175484,35.56835328198979,6.336546971245241,53.900501752259046,45.1329524838694,7.661642485672312,0.7173449401409706,9.365336718507116,0.8568286785017148,16.339523636544328
Illan Meslier,Illan StÃ©phane Meslier,0.1735608346527323,14250000,2020-2021,21.0,1.97,Goalkeeper,left,Premier League,1.495514835288552,5.041340829324043,3.815876556583219,74.82306250637068,0.4583037117567312,0.1394837383607443,0.3985249667449837,0.3088568492273623,31.284209889481215,0.2590412283842394,0.2291518558783656,0.0298893725058737,0.0,11.059067827173296,0.0301110369521185,0.3111473818385578,0.060222073904237,1.5741736186426856,0.269004352552864,0.1494468625293688,5.1509351951789135,11.646892153122147,44.13664006700694,30.796016805218613,7.661642485672312,28.29527263889384,30.487159955991253,7.57197436815469,38.15876556583218,33.874622173323615,5.639128279441519,0.5977874501174755,10.560911618742066,0.5678980776116017,13.549848869329445
Ivan Provedel,Ivan Provedel,0.1045294274985914,1475000,2020-2021,27.0,1.92,Goalkeeper,right,Serie A,2.100947702438543,3.8706341859729743,2.3061021435119358,54.713403797047874,0.1899142941715711,0.3074802858015914,0.4069592017962239,0.1266095294477141,12.480082188417532,0.2170449076246527,0.1899142941715711,0.0271306134530815,0.0,12.932259079302227,0.0331728584595559,0.187979531270817,0.0,1.5283578911902629,0.3165238236192852,-0.1808707563538772,8.736057531892273,19.244648476052543,41.05766169233014,39.19469290188521,4.2142886230453405,38.615906481552805,34.6367498417675,4.802118581195441,46.935961273831154,40.42461404509157,6.203866942937991,0.596873495967795,8.591360926809172,0.9043537817693864,14.740966642840998
Jack Butland,Jack Butland,0.1584250542306628,20000000,2017-2018,25.0,1.96,Goalkeeper,right,Premier League,1.7464401432228729,5.639128279441519,4.094844033304708,71.43560028903833,0.1992624833724918,0.3088568492273623,0.488193084262605,0.169373110866618,17.036942328348054,0.1394837383607443,0.1394837383607443,0.0,0.0,0.0,0.0,0.3111473818385578,0.060222073904237,1.6937311086661806,0.2789674767214886,0.0099631241686245,11.49744529059278,28.63401886062708,40.05175915787086,26.531799661047287,2.6800804013600152,74.32490629793945,54.09976423563153,9.624377946891356,91.66074235134624,67.54998186327472,10.67050598459694,0.906644299344838,8.468655543330904,0.6575661951292231,13.848742594388185
