ï»¿Player_SN,Player_LN,avg_playerankIndex,Player Valuation,scouting_period,Age,Gen_Pos,Height,Position,Foot,Data_League,Goals,Assists,Non.Penalty.Goals,Penalty.Kicks.Made,Penalty.Kicks.Attempted,Yellow.Cards,Red.Cards,xG,npxG,xA,npxG.xA,Shots.Total,Shots.on.target,Shots.on.target..,Goals.Shot,Goals.Shot.on.target,Average.Shot.Distance,Shots.from.free.kicks,npxG.Sh,Goals...xG,Non.Penalty.Goals...npxG,Passes.Completed,Passes.Attempted,Pass.Completion..,Total.Passing.Distance,Progressive.Passing.Distance,Passes.Completed..Short.,Passes.Attempted..Short.,Pass.Completion....Short.,Passes.Completed..Medium.,Passes.Attempted..Medium.,Pass.Completion....Medium.,Passes.Completed..Long.,Passes.Attempted..Long.,Pass.Completion....Long.,Key.Passes,Passes.into.Final.Third,Passes.into.Penalty.Area,Crosses.into.Penalty.Area,Progressive.Passes,Live.ball.passes,Dead.ball.passes,Passes.from.Free.Kicks,Through.Balls,Passes.Under.Pressure,Switches,Crosses,Corner.Kicks,Inswinging.Corner.Kicks,Outswinging.Corner.Kicks,Straight.Corner.Kicks,Ground.passes,Low.Passes,High.Passes,Passes.Attempted..Left.,Passes.Attempted..Right.,Passes.Attempted..Head.,Throw.Ins.taken,Passes.Attempted..Other.,Passes.Offside,Passes.Out.of.Bounds,Passes.Intercepted,Passes.Blocked,Shot.Creating.Actions,SCA..PassLive.,SCA..PassDead.,SCA..Drib.,SCA..Sh.,SCA..Fld.,SCA..Def.,Goal.Creating.Actions,GCA..PassLive.,GCA..PassDead.,GCA..Drib.,GCA..Sh.,GCA..Fld.,GCA..Def.,Tackles,Tackles.Won,Tackles..Def.3rd.,Tackles..Mid.3rd.,Tackles..Att.3rd.,Dribblers.Tackled,Dribbles.Contested,X..of.dribblers.tackled,Dribbled.Past,Pressures,Successful.Pressures,Successful.Pressure..,Pressures..Def.3rd.,Pressures..Mid.3rd.,Pressures..Att.3rd.,Blocks,Shots.Blocked,Shots.Saved,Passes.Blocked.1,Interceptions,Tkl.Int,Clearances,Errors,Touches,Touches..Def.Pen.,Touches..Def.3rd.,Touches..Mid.3rd.,Touches..Att.3rd.,Touches..Att.Pen.,Touches..Live.Ball.,Dribbles.Completed,Dribbles.Attempted,Successful.Dribble..,Players.Dribbled.Past,Nutmegs,Carries,Total.Carrying.Distance,Progressive.Carrying.Distance,Progressive.Carries,Carries.into.Final.Third,Carries.into.Penalty.Area,Miscontrols,Dispossessed,Pass.Targets,Passes.Received,Passes.Received..,Progressive.Passes.Rec,Second.Yellow.Card,Fouls.Committed,Fouls.Drawn,Offsides,Penalty.Kicks.Won,Penalty.Kicks.Conceded,Own.Goals,Ball.Recoveries,Aerials.won,Aerials.lost,X..of.Aerials.Won,longName
Riccardo Orsolini,Riccardo Orsolini,0.1800023499276255,19250000,2020-2021,25.0,Winger,1.83,Right Winger,left,Serie A,0.36,0.15,0.21,0.15,0.15,0.0,0.0,0.44,0.33,0.12,0.45,2.72,0.92,34.0,0.08,0.22,18.2,0.51,0.12,-0.08,-0.13,24.72,37.18,66.5,454.1,162.92,11.9,14.97,79.5,8.51,12.15,70.0,3.74,7.64,49.0,1.54,2.0,1.08,0.31,3.64,33.13,4.05,0.97,0.05,6.1,2.67,1.85,2.77,1.64,0.72,0.15,22.46,5.64,9.08,30.51,3.85,1.59,0.31,0.1,0.1,0.77,1.49,2.1,3.44,1.54,0.77,0.36,0.36,0.31,0.1,0.46,0.21,0.05,0.0,0.1,0.05,0.05,1.59,0.51,0.82,0.46,0.31,0.82,2.15,38.1,1.33,15.13,3.74,24.7,4.92,4.92,5.28,1.23,0.15,0.0,1.08,0.56,2.15,1.03,0.0,50.97,1.44,9.18,21.54,23.59,3.95,46.67,2.0,3.38,59.1,2.21,0.21,34.36,171.54,104.1,5.64,1.28,0.72,2.05,1.69,45.95,35.38,77.0,6.15,0.0,1.23,2.36,0.36,0.0,0.05,0.0,5.74,1.18,1.38,46.0,Riccardo Orsolini
Riccardo Orsolini,Riccardo Orsolini,0.1793909223740106,21250000,2019-2020,24.0,Winger,1.83,Right Winger,left,Serie A,0.27,0.2,0.27,0.0,0.0,0.1,0.0,0.28,0.28,0.22,0.5,3.02,0.84,27.8,0.09,0.32,17.4,0.3,0.09,-0.01,-0.01,23.06,37.2,62.0,433.69,149.59,10.81,13.96,77.4,8.22,12.15,67.7,3.56,8.76,40.6,1.71,1.17,1.31,0.37,3.19,32.56,4.63,1.14,0.07,7.52,2.25,3.36,3.22,2.15,0.2,0.24,20.68,5.77,10.74,30.88,3.39,1.68,0.27,0.13,0.17,1.28,1.04,2.38,3.73,1.98,0.54,0.57,0.17,0.4,0.07,0.4,0.13,0.07,0.07,0.03,0.1,0.0,1.17,0.77,0.6,0.37,0.2,0.5,1.85,27.3,1.34,17.05,4.7,27.6,4.23,6.68,6.14,1.34,0.07,0.0,1.28,0.27,1.44,0.77,0.0,52.7,0.87,7.82,19.64,28.3,4.9,48.31,2.42,4.53,53.3,2.79,0.13,38.03,184.43,109.5,6.68,1.41,1.28,2.52,2.15,47.6,36.59,76.9,7.28,0.0,1.48,2.75,0.47,0.1,0.03,0.0,7.02,1.07,1.34,44.4,Riccardo Orsolini
Riccardo Orsolini,Riccardo Orsolini,0.1810683354172605,9500000,2018-2019,23.0,Winger,1.83,Right Winger,left,Serie A,0.37,0.23,0.37,0.0,0.0,0.09,0.0,0.25,0.25,0.14,0.39,3.02,1.42,47.0,0.12,0.26,19.1,0.41,0.08,0.11,0.11,21.4,35.01,61.1,392.08,136.19,9.39,12.01,78.2,8.75,13.24,66.1,2.89,7.47,38.7,0.92,1.83,1.15,0.6,3.99,30.84,4.17,1.24,0.05,7.93,2.02,3.3,2.38,1.01,0.14,0.09,19.2,5.82,9.99,27.27,4.17,1.65,0.37,0.14,0.23,1.19,0.78,1.88,2.93,1.33,0.41,0.23,0.5,0.37,0.09,0.46,0.27,0.18,0.0,0.0,0.0,0.0,1.56,1.01,0.69,0.73,0.14,0.46,2.06,22.2,1.6,20.39,4.54,22.2,6.23,9.12,5.04,1.47,0.18,0.0,1.28,0.64,2.2,1.33,0.0,50.77,1.33,8.16,22.04,24.29,3.44,46.74,1.6,3.48,46.1,1.83,0.0,34.23,172.44,105.49,5.32,1.42,0.5,2.34,1.56,44.73,33.68,75.3,6.09,0.0,1.37,2.52,0.69,0.0,0.0,0.0,7.01,1.79,1.97,47.6,Riccardo Orsolini
Riccardo Orsolini,Riccardo Orsolini,0.169160462758403,3500000,2017-2018,22.0,Winger,1.83,Right Winger,left,Serie A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.31,0.37,1.55,0.0,0.0,0.0,,20.0,0.19,0.04,-0.06,-0.06,22.6,32.45,69.6,402.1,110.86,10.43,14.1,74.0,8.88,11.39,78.0,3.09,6.18,50.0,1.74,1.16,0.77,0.39,1.93,30.13,2.32,0.39,0.0,6.95,1.55,2.32,0.39,0.19,0.19,0.0,18.73,5.21,8.5,22.6,4.44,1.93,1.55,0.77,0.19,1.93,0.77,0.97,2.32,1.93,0.19,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.19,0.0,1.74,1.35,1.35,0.19,0.19,0.77,1.55,50.0,0.77,14.1,4.06,28.8,5.6,5.02,3.48,0.77,0.0,0.0,0.77,0.39,2.12,1.35,0.0,47.32,1.16,8.69,22.21,21.63,3.28,45.0,0.97,3.28,29.4,1.16,0.19,33.8,175.17,108.54,5.02,2.9,0.39,3.48,2.32,43.07,33.03,76.7,7.92,0.0,2.51,2.51,0.77,0.19,0.0,0.0,6.95,1.74,1.55,52.9,Riccardo Orsolini
Riccardo Sottil,Riccardo Sottil,0.1859786769903231,5650000,2020-2021,23.0,Winger,1.8,Left Winger,right,Serie A,0.15,0.08,0.15,0.0,0.0,0.23,0.0,0.15,0.15,0.14,0.3,1.9,0.68,36.0,0.08,0.22,17.0,0.0,0.08,0.0,0.0,22.2,29.65,74.9,423.55,92.43,10.03,12.01,83.5,8.59,11.63,73.9,3.19,4.48,71.2,1.29,1.44,1.9,0.3,2.89,28.51,1.14,0.23,0.08,4.79,0.99,2.28,0.84,0.23,0.38,0.08,22.2,3.5,3.95,5.32,23.56,0.23,0.08,0.23,0.08,0.61,0.76,1.44,2.81,1.9,0.08,0.23,0.3,0.23,0.08,0.3,0.15,0.0,0.0,0.08,0.0,0.08,0.76,0.61,0.23,0.38,0.15,0.23,0.76,30.0,0.53,9.73,1.98,20.3,2.66,4.41,2.66,0.53,0.08,0.0,0.46,0.3,1.06,0.38,0.0,41.35,0.38,5.17,19.76,23.56,4.41,40.29,2.89,3.88,74.5,3.04,0.08,36.49,328.15,221.88,8.36,4.03,1.44,1.52,2.96,40.9,30.41,74.3,5.7,0.0,1.52,3.04,0.08,0.0,0.0,0.0,7.53,0.38,1.14,25.0,Riccardo Sottil
Riccardo Sottil,Riccardo Sottil,0.1816987827833709,3366666,2019-2020,22.0,Winger,1.8,Left Winger,right,Serie A,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.12,0.12,0.11,0.23,2.8,1.4,50.0,0.0,0.0,21.8,0.0,0.05,-0.12,-0.12,28.02,36.07,77.7,440.89,65.84,14.71,16.98,86.6,10.86,13.48,80.5,1.75,3.33,52.6,0.88,0.7,0.88,0.18,1.75,34.32,1.75,0.35,0.0,9.28,1.23,3.15,0.18,0.18,0.0,0.0,25.04,7.35,3.68,8.4,25.39,0.18,1.23,0.18,0.0,0.88,0.35,1.75,4.03,2.1,0.0,0.7,0.53,0.7,0.0,0.7,0.35,0.0,0.0,0.35,0.0,0.0,0.88,0.53,0.7,0.18,0.0,0.53,1.93,27.3,1.4,12.61,2.1,16.7,3.85,5.08,3.68,1.58,0.18,0.0,1.4,0.0,0.88,0.0,0.0,51.83,0.18,5.43,19.61,32.92,5.78,50.25,3.15,3.68,85.7,3.33,0.0,44.12,314.47,175.97,9.11,3.15,2.1,2.45,1.93,52.53,41.15,78.3,8.93,0.0,2.1,5.08,0.35,0.0,0.0,0.0,5.43,0.7,0.88,44.4,Riccardo Sottil
Ritsu Doan,Ritsu Doan,0.1684789668557667,7000000,2020-2021,23.0,Winger,1.72,Right Winger,left,Bundesliga,0.16,0.07,0.16,0.0,0.0,0.03,0.0,0.17,0.16,0.11,0.27,2.28,0.65,28.6,0.07,0.25,18.9,0.23,0.07,-0.01,0.0,17.75,27.99,63.4,313.47,123.26,8.78,10.73,81.8,5.89,8.45,69.6,2.37,6.8,34.9,1.5,1.4,1.07,0.33,2.6,23.44,4.55,2.44,0.03,6.02,1.53,2.08,1.76,1.01,0.52,0.03,16.03,3.35,8.62,21.78,3.58,1.33,0.29,0.1,0.13,0.75,0.81,1.43,2.89,1.3,0.68,0.59,0.13,0.16,0.03,0.16,0.1,0.0,0.07,0.0,0.0,0.0,2.08,1.46,0.81,0.98,0.29,0.55,1.79,30.9,1.24,21.1,6.57,31.1,5.63,9.49,5.98,1.82,0.13,0.0,1.69,0.85,2.93,0.39,0.0,43.31,0.46,5.33,20.97,21.3,3.15,39.21,2.21,4.23,52.3,2.67,0.26,30.08,159.58,97.64,5.23,2.05,0.94,2.47,2.76,42.17,26.63,63.1,4.39,0.0,1.27,2.24,0.16,0.03,0.0,0.0,6.47,1.04,1.95,34.8,Ritsu Doan
Riyad Mahrez,Riyad Mahrez,0.2030672414967952,44000000,2020-2021,31.0,Winger,1.79,Right Winger,left,Premier League,0.42,0.28,0.42,0.0,0.0,0.0,0.0,0.26,0.26,0.27,0.53,2.68,1.02,37.9,0.16,0.41,16.5,0.14,0.1,0.16,0.16,42.21,50.15,84.2,690.4,144.77,22.67,24.71,91.8,15.65,18.01,86.9,3.14,5.22,60.2,1.89,1.62,2.4,0.28,4.06,47.1,3.05,0.51,0.37,7.34,1.29,2.77,1.89,0.97,0.0,0.09,38.65,4.71,6.79,44.93,3.37,0.6,0.46,0.09,0.05,0.6,0.65,1.29,3.88,2.68,0.32,0.23,0.37,0.14,0.14,0.65,0.42,0.05,0.09,0.05,0.0,0.05,0.92,0.69,0.14,0.42,0.37,0.37,1.62,22.9,1.25,11.64,2.72,23.4,1.2,5.17,5.26,1.11,0.05,0.0,1.06,0.28,1.2,0.14,0.0,61.51,0.28,3.19,22.44,40.45,7.2,58.55,1.66,3.42,48.6,1.8,0.0,48.26,252.78,140.38,9.33,2.08,2.22,1.52,1.62,59.62,49.69,83.3,8.03,0.0,0.83,1.71,0.32,0.0,0.0,0.0,5.68,0.69,0.83,45.5,Riyad Mahrez
Riyad Mahrez,Riyad Mahrez,0.2084187107715334,54000000,2019-2020,30.0,Winger,1.79,Right Winger,left,Premier League,0.51,0.42,0.46,0.05,0.05,0.0,0.0,0.33,0.3,0.41,0.7,3.38,1.39,41.1,0.14,0.33,16.7,0.28,0.09,0.18,0.17,46.71,55.0,84.9,861.3,204.44,21.25,23.15,91.8,18.52,21.39,86.6,6.16,8.52,72.3,2.69,2.45,3.33,0.37,5.56,51.53,3.47,0.51,1.06,9.35,2.31,2.41,2.55,1.16,0.14,0.28,41.2,6.39,7.41,48.1,5.28,0.69,0.42,0.14,0.23,0.74,0.88,1.25,6.48,4.17,0.6,0.93,0.19,0.46,0.14,1.44,0.79,0.09,0.23,0.05,0.23,0.05,1.48,0.97,0.42,0.6,0.46,0.6,2.22,27.1,1.62,18.24,5.14,28.2,3.33,7.18,7.73,1.76,0.05,0.0,1.71,0.69,2.18,0.32,0.0,68.33,1.11,5.65,28.01,40.42,6.94,64.86,2.78,4.31,64.5,2.82,0.05,53.43,310.74,171.02,10.14,2.73,1.94,1.53,1.81,63.29,53.43,84.4,9.03,0.0,0.74,1.71,0.6,0.23,0.0,0.0,6.48,0.46,1.06,30.3,Riyad Mahrez
Riyad Mahrez,Riyad Mahrez,0.2005528962347663,60000000,2018-2019,29.0,Winger,1.79,Right Winger,left,Premier League,0.47,0.27,0.47,0.0,0.07,0.0,0.0,0.39,0.34,0.29,0.64,3.55,1.61,45.3,0.13,0.29,17.4,0.07,0.1,0.08,0.13,48.12,59.84,80.4,891.15,187.04,21.11,23.92,88.2,19.57,23.19,84.4,6.5,10.19,63.8,1.74,1.61,3.35,0.74,4.62,55.49,4.36,0.6,0.34,10.12,2.21,3.22,3.02,1.07,0.54,0.13,43.56,6.17,10.12,51.94,4.96,1.34,0.74,0.2,0.13,1.21,0.87,2.08,3.69,2.28,0.4,0.34,0.4,0.13,0.13,0.67,0.4,0.07,0.07,0.07,0.0,0.07,0.94,0.6,0.4,0.34,0.2,0.47,1.41,33.3,0.94,15.01,4.15,27.7,2.55,7.44,5.03,1.41,0.07,0.0,1.34,1.27,2.21,0.2,0.07,72.64,0.34,4.62,30.16,43.69,6.7,68.29,2.01,3.55,56.6,2.28,0.07,57.83,364.89,196.42,11.26,2.75,2.75,1.68,1.74,65.07,56.29,86.5,7.37,0.0,0.87,1.27,0.6,0.0,0.0,0.0,7.04,1.01,1.68,37.5,Riyad Mahrez
Riyad Mahrez,Riyad Mahrez,0.1895604153906308,43333333,2017-2018,28.0,Winger,1.79,Right Winger,left,Premier League,0.37,0.31,0.37,0.0,0.0,0.06,0.0,0.18,0.18,0.25,0.43,2.29,1.1,48.0,0.16,0.33,18.6,0.27,0.08,0.19,0.19,32.92,44.51,74.0,656.12,213.19,14.49,17.21,84.2,11.81,14.71,80.3,5.77,10.4,55.4,1.71,3.51,1.43,0.24,5.0,37.59,6.93,2.81,0.49,6.89,2.87,2.23,2.9,1.77,0.43,0.12,25.54,7.54,11.44,36.31,4.06,2.32,1.1,0.18,0.34,0.58,1.4,1.28,3.6,2.01,0.79,0.49,0.18,0.09,0.03,0.64,0.34,0.15,0.09,0.06,0.0,0.0,1.25,0.79,0.49,0.55,0.21,0.4,1.95,20.3,1.56,15.62,3.81,24.4,4.45,7.69,3.48,0.95,0.03,0.0,0.92,0.98,2.23,0.46,0.0,59.31,0.76,6.16,31.79,26.36,3.72,53.02,2.53,4.79,52.9,2.84,0.15,40.91,243.52,139.58,6.96,1.86,1.28,2.59,2.81,52.32,40.18,76.8,5.06,0.0,0.85,2.17,0.34,0.0,0.0,0.0,7.81,0.7,1.74,28.8,Riyad Mahrez
Robbie Brady,Robert Brady,0.1684248041966124,3600000,2020-2021,30.0,Winger,1.76,Left Midfield,left,Premier League,0.09,0.09,0.09,0.0,0.0,0.26,0.0,0.07,0.07,0.08,0.15,1.37,0.43,31.3,0.06,0.2,19.8,0.34,0.05,0.02,0.02,22.76,33.62,67.7,402.35,139.19,11.38,13.77,82.6,7.53,11.04,68.2,2.91,6.67,43.6,0.6,1.97,0.51,0.34,2.74,32.17,1.45,0.6,0.26,7.61,1.03,2.14,0.26,0.17,0.0,0.0,16.85,6.33,10.44,23.18,5.22,3.51,0.6,0.0,0.09,0.94,0.77,1.03,1.45,1.03,0.17,0.0,0.17,0.0,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.0,1.88,1.03,1.03,0.26,0.6,0.77,2.65,29.0,1.88,15.48,3.51,22.7,5.3,6.42,3.76,2.14,0.17,0.0,1.97,0.77,2.65,2.05,0.09,45.0,3.68,10.1,20.28,17.62,1.97,43.29,1.28,1.8,71.4,1.45,0.17,26.44,160.58,74.77,4.11,1.03,0.43,1.37,0.94,32.94,25.58,77.7,2.57,0.0,2.05,0.86,0.17,0.0,0.0,0.0,9.41,1.8,1.71,51.2,Robbie Brady
Robbie Brady,Robert Brady,0.1645722642775637,5400000,2019-2020,29.0,Winger,1.76,Left Midfield,left,Premier League,0.2,0.4,0.2,0.0,0.0,0.2,0.0,0.24,0.24,0.06,0.3,2.38,0.2,8.3,0.08,1.0,15.2,0.4,0.1,-0.04,-0.04,21.41,33.11,64.7,337.4,133.41,11.89,14.47,82.2,6.94,11.7,59.3,1.98,5.35,37.0,1.59,1.19,1.39,0.2,3.77,31.32,1.78,0.59,0.0,9.71,0.79,1.59,0.79,0.79,0.0,0.0,17.25,5.75,10.11,23.59,4.16,2.78,0.4,0.0,0.2,0.99,1.19,0.79,2.58,1.78,0.4,0.0,0.2,0.2,0.0,0.59,0.59,0.0,0.0,0.0,0.0,0.0,1.98,0.99,1.39,0.59,0.0,0.4,1.78,22.2,1.39,24.98,5.55,22.2,9.12,10.51,5.35,2.78,0.4,0.0,2.38,1.19,3.17,1.59,0.0,49.36,2.58,9.32,20.22,23.39,2.97,47.18,0.79,1.98,40.0,0.99,0.0,29.34,143.33,66.61,3.37,1.59,0.0,2.38,1.78,36.87,29.54,80.1,5.15,0.0,2.38,1.19,0.2,0.0,0.0,0.0,8.72,2.97,0.99,75.0,Robbie Brady
Robbie Brady,Robert Brady,0.1541672089264052,8000000,2018-2019,28.0,Winger,1.76,Left Midfield,left,Premier League,0.0,0.13,0.0,0.0,0.0,0.38,0.13,0.08,0.08,0.15,0.23,1.5,0.25,16.7,0.0,0.0,21.5,0.25,0.05,-0.08,-0.08,19.88,35.25,56.4,378.88,143.5,9.5,12.5,76.0,6.75,10.5,64.3,3.0,10.38,28.9,1.63,2.13,1.25,0.63,2.5,29.88,5.38,1.88,0.13,7.88,3.0,3.13,2.63,0.63,1.25,0.38,16.5,6.25,12.5,26.38,5.5,0.88,0.88,0.25,0.63,1.88,1.88,1.38,3.0,1.63,0.75,0.13,0.0,0.25,0.25,0.13,0.0,0.13,0.0,0.0,0.0,0.0,1.88,1.13,0.75,0.38,0.75,0.5,1.63,30.8,1.13,22.63,5.38,23.8,8.38,8.5,5.75,2.0,0.13,0.0,1.88,2.5,4.38,1.75,0.0,47.38,2.75,10.0,20.25,21.38,1.63,42.25,1.13,1.88,60.0,1.13,0.0,28.13,145.75,84.0,5.0,1.75,0.38,1.38,1.13,31.38,25.5,81.3,3.0,0.0,2.0,0.63,0.0,0.0,0.0,0.0,7.63,1.5,1.5,50.0,Robbie Brady
Robbie Brady,Robert Brady,0.159571057774441,10000000,2017-2018,27.0,Winger,1.76,Left Midfield,left,Premier League,0.07,0.14,0.07,0.0,0.0,0.21,0.0,0.08,0.08,0.17,0.25,1.62,0.42,26.1,0.04,0.17,21.6,0.35,0.05,-0.01,-0.01,24.88,40.38,61.6,519.77,207.13,10.78,13.11,82.3,9.23,13.53,68.2,4.79,12.47,38.4,2.04,2.75,1.27,0.35,3.59,32.07,8.32,3.24,0.21,8.6,4.23,2.96,4.65,2.18,1.55,0.7,18.04,6.34,16.0,32.28,4.72,2.04,0.42,0.21,0.7,1.83,1.62,1.83,4.02,1.48,1.9,0.14,0.21,0.21,0.07,0.42,0.28,0.07,0.0,0.07,0.0,0.0,2.47,1.69,0.85,1.34,0.28,0.56,2.68,21.1,2.11,18.68,4.79,25.7,7.19,8.53,2.96,1.34,0.21,0.0,1.13,1.48,3.95,2.18,0.0,52.72,2.11,7.89,23.4,24.6,1.76,44.33,1.27,2.47,51.4,1.41,0.14,30.02,164.28,90.63,5.43,1.62,0.42,1.34,1.34,35.66,29.18,81.8,4.65,0.0,1.69,0.92,0.21,0.0,0.0,0.0,6.55,0.99,1.2,45.2,Robbie Brady
Robert Snodgrass,Robert Snodgrass,0.168086386259873,2500000,2020-2021,34.0,Winger,1.82,Right Winger,left,Premier League,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.03,0.03,0.05,0.08,0.68,0.17,25.0,0.0,0.0,17.6,0.17,0.05,-0.03,-0.03,18.31,23.05,79.4,293.9,94.41,10.51,12.54,83.8,6.1,8.14,75.0,1.19,1.86,63.6,0.51,1.53,0.85,0.0,2.54,22.88,0.17,0.0,0.0,4.75,0.17,0.85,0.0,0.0,0.0,0.0,14.92,3.22,4.92,17.46,2.88,1.36,0.0,0.34,0.17,0.17,0.51,0.0,1.19,1.19,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,3.56,2.2,2.2,0.85,0.51,1.36,3.05,44.4,1.69,14.58,4.24,29.1,5.76,5.76,3.05,2.2,0.51,0.0,1.69,0.68,4.24,2.03,0.0,35.76,2.54,10.51,14.07,12.71,1.86,35.42,0.51,1.02,50.0,0.51,0.17,19.66,98.98,37.63,2.2,0.68,0.68,0.34,0.68,24.58,15.93,64.8,3.05,0.0,2.03,2.37,0.17,0.0,0.0,0.0,9.32,1.69,2.2,43.5,Robert Snodgrass
Robert Snodgrass,Robert Snodgrass,0.1734175886897579,5400000,2019-2020,33.0,Winger,1.82,Right Winger,left,Premier League,0.3,0.3,0.3,0.0,0.0,0.24,0.0,0.17,0.17,0.17,0.33,1.25,0.6,47.6,0.24,0.5,16.3,0.0,0.13,0.13,0.13,25.94,37.87,68.5,476.48,159.36,12.29,15.27,80.5,8.71,10.85,80.2,4.29,9.66,44.4,1.97,1.79,0.84,0.12,2.8,31.55,6.32,1.91,0.12,6.74,2.21,3.1,4.29,1.61,1.43,1.13,19.44,6.14,12.29,32.27,3.16,1.73,0.06,0.12,0.18,0.36,0.89,1.43,3.04,1.13,1.43,0.18,0.06,0.24,0.0,0.42,0.18,0.24,0.0,0.0,0.0,0.0,1.61,0.6,1.01,0.54,0.06,0.6,2.39,25.0,1.79,21.89,5.37,24.5,7.04,11.03,3.82,1.25,0.12,0.0,1.13,0.06,1.67,0.95,0.0,48.01,0.95,8.35,18.49,23.68,3.52,42.17,0.89,1.61,55.6,0.95,0.06,30.48,172.96,83.02,4.59,1.07,1.19,0.72,2.09,39.6,29.88,75.5,5.19,0.0,1.67,2.21,0.24,0.0,0.0,0.0,7.69,0.95,1.43,40.0,Robert Snodgrass
Robert Snodgrass,Robert Snodgrass,0.1711060996959514,7000000,2018-2019,32.0,Winger,1.82,Right Winger,left,Premier League,0.08,0.2,0.08,0.0,0.0,0.41,0.0,0.1,0.1,0.2,0.3,1.22,0.28,23.3,0.07,0.29,19.1,0.16,0.08,-0.02,-0.02,35.15,46.62,75.4,594.41,177.77,16.66,19.05,87.4,11.96,15.28,78.2,4.26,8.68,49.1,2.43,3.28,1.22,0.24,3.28,40.22,6.41,1.38,0.16,9.16,2.19,2.39,4.66,1.86,1.7,0.08,30.24,5.43,10.95,39.57,4.5,1.34,0.28,0.2,0.2,0.69,1.42,1.3,3.73,1.66,1.66,0.08,0.2,0.12,0.0,0.36,0.24,0.12,0.0,0.0,0.0,0.0,1.99,1.18,0.77,1.14,0.08,0.57,1.99,28.6,1.42,24.45,6.0,24.5,6.77,12.32,5.35,1.05,0.16,0.0,0.89,0.93,2.92,0.65,0.0,59.03,1.14,7.18,27.04,28.34,2.92,52.74,1.5,2.55,58.7,1.66,0.08,40.34,203.31,99.04,6.16,1.62,0.49,1.99,2.11,49.22,39.45,80.1,5.27,0.0,1.7,2.19,0.12,0.0,0.04,0.0,7.54,0.93,1.58,37.1,Robert Snodgrass
Roberto Insigne,Roberto Insigne,0.1877593718025005,2100000,2020-2021,28.0,Winger,1.72,Right Winger,left,Serie A,0.11,0.23,0.11,0.0,0.0,0.11,0.0,0.2,0.2,0.2,0.41,2.14,0.68,31.6,0.05,0.17,16.0,0.0,0.1,-0.08,-0.08,27.86,35.18,79.2,490.75,126.08,13.06,15.03,86.9,9.74,11.88,82.0,3.83,5.97,64.2,2.2,1.63,1.74,0.39,3.15,32.14,3.04,0.62,0.23,6.08,1.18,1.46,1.91,0.34,1.07,0.0,25.44,3.43,6.3,30.28,2.7,1.41,0.28,0.17,0.06,0.28,0.84,1.01,3.6,2.53,0.68,0.17,0.17,0.06,0.0,0.39,0.28,0.0,0.06,0.06,0.0,0.0,1.01,0.39,0.39,0.28,0.34,0.51,1.63,31.0,1.13,11.03,2.76,25.0,2.59,4.05,4.39,0.84,0.0,0.0,0.84,0.39,1.41,0.79,0.0,44.75,1.01,6.14,20.66,21.22,3.83,41.82,0.84,1.46,57.7,0.9,0.0,32.36,215.91,105.82,5.29,1.52,0.79,1.58,1.18,42.44,32.25,76.0,6.47,0.0,0.9,1.07,0.17,0.0,0.0,0.0,6.02,0.39,1.24,24.1,Roberto Insigne
Roberto Massimo,Roberto Massimo,0.174962737010053,2033333,2020-2021,21.0,Winger,1.82,Right Midfield,both,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.2,0.2,0.17,0.37,1.78,0.48,26.7,0.0,0.0,14.8,0.0,0.11,-0.2,-0.2,26.87,35.55,75.6,461.41,116.99,12.84,15.81,81.2,11.18,13.55,82.5,2.26,3.69,61.3,0.95,0.83,1.07,0.24,2.14,29.6,5.94,0.36,0.0,7.25,0.48,0.83,0.0,0.0,0.0,0.0,23.06,7.73,4.76,5.59,22.35,1.31,5.47,0.12,0.24,0.36,0.83,2.97,2.62,1.43,0.0,0.48,0.48,0.24,0.0,0.36,0.12,0.0,0.0,0.12,0.12,0.0,2.5,1.66,1.55,0.83,0.12,1.19,2.85,41.7,1.66,19.02,5.83,30.6,7.61,6.9,4.52,1.78,0.24,0.0,1.55,1.43,3.92,1.31,0.0,52.43,2.38,13.79,22.35,21.28,4.04,46.49,2.38,4.76,50.0,2.73,0.0,35.31,196.88,104.74,4.16,2.38,0.48,3.21,2.26,41.14,30.91,75.1,7.13,0.0,0.59,1.31,0.83,0.0,0.0,0.0,7.85,1.31,1.43,47.8,Roberto Massimo
