ï»¿Player_SN,Player_LN,avg_playerankIndex,Player Valuation,scouting_period,Age,Gen_Pos,Height,Position,Foot,Data_League,Goals,Assists,Non.Penalty.Goals,Penalty.Kicks.Made,Penalty.Kicks.Attempted,Yellow.Cards,Red.Cards,xG,npxG,xA,npxG.xA,Shots.Total,Shots.on.target,Shots.on.target..,Goals.Shot,Goals.Shot.on.target,Average.Shot.Distance,Shots.from.free.kicks,npxG.Sh,Goals...xG,Non.Penalty.Goals...npxG,Passes.Completed,Passes.Attempted,Pass.Completion..,Total.Passing.Distance,Progressive.Passing.Distance,Passes.Completed..Short.,Passes.Attempted..Short.,Pass.Completion....Short.,Passes.Completed..Medium.,Passes.Attempted..Medium.,Pass.Completion....Medium.,Passes.Completed..Long.,Passes.Attempted..Long.,Pass.Completion....Long.,Key.Passes,Passes.into.Final.Third,Passes.into.Penalty.Area,Crosses.into.Penalty.Area,Progressive.Passes,Live.ball.passes,Dead.ball.passes,Passes.from.Free.Kicks,Through.Balls,Passes.Under.Pressure,Switches,Crosses,Corner.Kicks,Inswinging.Corner.Kicks,Outswinging.Corner.Kicks,Straight.Corner.Kicks,Ground.passes,Low.Passes,High.Passes,Passes.Attempted..Left.,Passes.Attempted..Right.,Passes.Attempted..Head.,Throw.Ins.taken,Passes.Attempted..Other.,Passes.Offside,Passes.Out.of.Bounds,Passes.Intercepted,Passes.Blocked,Shot.Creating.Actions,SCA..PassLive.,SCA..PassDead.,SCA..Drib.,SCA..Sh.,SCA..Fld.,SCA..Def.,Goal.Creating.Actions,GCA..PassLive.,GCA..PassDead.,GCA..Drib.,GCA..Sh.,GCA..Fld.,GCA..Def.,Tackles,Tackles.Won,Tackles..Def.3rd.,Tackles..Mid.3rd.,Tackles..Att.3rd.,Dribblers.Tackled,Dribbles.Contested,X..of.dribblers.tackled,Dribbled.Past,Pressures,Successful.Pressures,Successful.Pressure..,Pressures..Def.3rd.,Pressures..Mid.3rd.,Pressures..Att.3rd.,Blocks,Shots.Blocked,Shots.Saved,Passes.Blocked.1,Interceptions,Tkl.Int,Clearances,Errors,Touches,Touches..Def.Pen.,Touches..Def.3rd.,Touches..Mid.3rd.,Touches..Att.3rd.,Touches..Att.Pen.,Touches..Live.Ball.,Dribbles.Completed,Dribbles.Attempted,Successful.Dribble..,Players.Dribbled.Past,Nutmegs,Carries,Total.Carrying.Distance,Progressive.Carrying.Distance,Progressive.Carries,Carries.into.Final.Third,Carries.into.Penalty.Area,Miscontrols,Dispossessed,Pass.Targets,Passes.Received,Passes.Received..,Progressive.Passes.Rec,Second.Yellow.Card,Fouls.Committed,Fouls.Drawn,Offsides,Penalty.Kicks.Won,Penalty.Kicks.Conceded,Own.Goals,Ball.Recoveries,Aerials.won,Aerials.lost,X..of.Aerials.Won,longName
Jan Thielmann,Jan Uwe Thielmann,0.1726119171142407,4000000,2020-2021,20.0,Winger,1.78,Right Winger,right,Bundesliga,0.17,0.26,0.17,0.0,0.0,0.0,0.0,0.1,0.1,0.06,0.15,0.96,0.35,36.4,0.18,0.5,17.8,0.0,0.1,0.08,0.08,20.03,31.4,63.8,308.4,105.04,10.58,13.03,81.2,6.91,9.88,69.9,1.49,4.46,33.3,0.79,1.84,0.26,0.17,2.1,30.09,1.31,0.0,0.0,6.47,0.79,1.75,0.0,0.0,0.0,0.0,17.06,6.73,7.61,1.66,25.89,2.1,0.61,0.26,0.17,1.57,0.52,3.06,1.66,1.49,0.0,0.0,0.09,0.09,0.0,0.26,0.17,0.0,0.0,0.09,0.0,0.0,1.57,1.05,0.35,0.79,0.44,0.17,0.61,28.6,0.44,18.02,5.16,28.6,2.54,8.83,6.65,1.05,0.09,0.0,0.96,0.7,2.27,0.35,0.0,41.46,0.44,5.95,18.37,19.68,1.84,40.15,0.44,0.7,62.5,0.52,0.0,27.11,140.2,68.05,3.76,0.96,0.17,2.71,1.66,45.39,27.2,59.9,4.37,0.0,1.14,0.7,0.17,0.0,0.0,0.0,8.31,1.22,2.36,34.1,Jan Thielmann
Jan Thielmann,Jan Uwe Thielmann,0.1696714949612643,1683333,2019-2020,19.0,Winger,1.78,Right Winger,right,Bundesliga,0.0,0.16,0.0,0.0,0.0,0.32,0.0,0.08,0.08,0.02,0.1,1.3,0.32,25.0,0.0,0.0,21.8,0.0,0.06,-0.08,-0.08,16.73,26.64,62.8,300.05,118.59,7.96,10.72,74.2,6.01,8.94,67.3,2.11,4.55,46.4,0.49,0.65,0.65,0.16,2.44,25.34,1.3,0.0,0.0,5.36,0.65,1.62,0.0,0.0,0.0,0.0,13.0,6.01,7.64,1.79,21.12,1.79,1.3,0.32,0.81,1.14,0.81,1.79,0.65,0.65,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,1.62,1.14,0.49,1.14,0.0,0.65,1.46,44.4,0.81,22.58,5.85,25.9,4.06,13.0,5.52,1.79,0.0,0.0,1.79,0.81,2.44,1.79,0.0,40.45,0.81,7.96,16.25,19.01,0.97,39.15,0.32,0.97,33.3,0.32,0.0,25.51,113.39,58.97,3.25,1.3,0.0,2.44,2.27,35.9,24.04,67.0,6.82,0.0,1.14,1.62,0.32,0.0,0.0,0.0,7.8,0.97,1.14,46.2,Jan Thielmann
JaromÃ­r Zmrhal,JaromÃ­r Zmrhal,0.1776956211412484,2700000,2019-2020,27.0,Winger,1.89,Left Midfield,left,Serie A,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.08,0.08,0.04,0.12,1.04,0.64,61.5,0.15,0.25,15.2,0.0,0.08,0.08,0.08,21.76,30.48,71.4,344.72,109.04,11.6,13.92,83.3,7.84,10.4,75.4,1.52,4.0,38.0,0.8,1.92,1.2,0.16,3.36,29.04,1.44,0.32,0.0,5.28,1.2,1.6,0.8,0.16,0.32,0.24,16.48,8.0,6.0,22.0,5.28,2.0,0.24,0.24,0.16,0.64,0.56,1.6,1.84,1.52,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.4,0.4,0.32,0.16,0.56,1.36,41.2,0.8,17.44,4.0,22.9,5.12,6.88,5.44,0.88,0.24,0.0,0.64,0.32,1.2,0.8,0.0,36.96,0.96,5.28,15.12,18.72,2.72,35.52,0.64,0.88,72.7,0.72,0.0,22.88,114.72,65.76,3.44,1.44,0.4,1.04,0.72,37.44,26.64,71.2,7.6,0.0,1.12,0.48,0.0,0.0,0.0,0.0,5.44,0.96,1.04,48.0,JaromÃ­r Zmrhal
Jarrod Bowen,Jarrod Bowen,0.1835372534049981,28250000,2020-2021,25.0,Winger,1.82,Right Winger,left,Premier League,0.28,0.18,0.28,0.0,0.0,0.0,0.0,0.22,0.22,0.16,0.38,1.93,0.56,29.1,0.15,0.5,16.2,0.0,0.11,0.06,0.06,17.53,25.78,68.0,340.29,75.46,7.52,9.84,76.4,6.71,8.54,78.6,2.92,5.83,50.0,0.98,0.77,0.77,0.32,1.3,23.22,2.56,0.18,0.04,5.45,1.62,1.83,1.97,1.62,0.18,0.07,15.53,4.18,6.08,19.43,5.02,0.53,0.04,0.14,0.14,0.35,0.56,1.65,2.74,1.55,0.39,0.14,0.35,0.28,0.04,0.39,0.21,0.11,0.0,0.07,0.0,0.0,0.81,0.49,0.39,0.28,0.14,0.18,1.09,16.1,0.91,12.82,3.41,26.6,3.16,4.95,4.71,1.37,0.04,0.0,1.33,0.77,1.58,0.18,0.0,37.41,0.53,5.62,15.14,20.34,4.22,34.88,1.41,2.25,62.5,1.41,0.11,26.98,192.4,83.01,3.97,0.98,1.3,1.79,2.32,39.8,24.8,62.3,6.18,0.0,0.63,2.35,0.49,0.0,0.0,0.0,6.15,0.7,2.11,25.0,Jarrod Bowen
Jarrod Bowen,Jarrod Bowen,0.1877383137729105,18000000,2019-2020,24.0,Winger,1.82,Right Winger,left,Premier League,0.1,0.39,0.1,0.0,0.0,0.0,0.0,0.17,0.17,0.22,0.38,2.36,0.69,29.2,0.04,0.14,17.9,0.0,0.07,-0.07,-0.07,18.45,27.09,68.1,363.53,119.25,7.75,9.23,84.0,6.97,8.64,80.7,3.04,6.67,45.6,1.37,1.18,0.88,0.39,1.77,24.24,2.85,0.39,0.1,4.61,2.16,3.04,2.45,1.96,0.1,0.0,15.41,3.73,7.95,20.02,5.79,0.88,0.0,0.1,0.0,0.79,0.2,1.57,2.75,1.08,0.59,0.29,0.39,0.29,0.1,0.49,0.29,0.2,0.0,0.0,0.0,0.0,1.86,1.28,0.59,0.79,0.49,0.49,1.86,26.3,1.37,17.08,3.93,23.0,6.58,6.28,4.22,1.47,0.0,0.0,1.47,1.57,3.44,0.49,0.0,41.32,0.79,7.56,15.8,22.97,5.1,38.57,1.57,3.24,48.5,1.67,0.29,30.72,236.73,115.81,4.61,2.06,1.47,1.67,2.16,34.55,25.42,73.6,6.38,0.0,0.39,2.26,0.1,0.0,0.0,0.0,6.67,0.39,2.26,14.8,Jarrod Bowen
Jean Zimmer,Jean Zimmer,0.1638280331279862,2116666,2019-2020,27.0,Winger,1.71,Right Midfield,right,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.04,0.04,0.1,0.14,1.13,0.13,11.1,0.0,0.0,21.9,0.0,0.03,-0.04,-0.04,22.53,33.8,66.7,443.99,188.51,9.64,12.27,78.6,9.01,13.14,68.6,3.5,6.88,50.9,1.75,2.0,0.63,0.0,3.76,25.54,8.26,1.63,0.0,4.63,1.88,1.88,2.0,0.25,1.38,0.38,14.52,9.39,9.89,2.88,25.16,0.88,4.63,0.25,0.0,0.25,0.75,1.5,3.0,1.13,1.25,0.5,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.5,0.75,0.38,0.13,0.75,1.75,42.9,1.0,13.14,2.5,19.0,4.51,5.38,3.25,0.63,0.13,0.13,0.5,0.25,1.5,0.5,0.0,42.68,1.0,7.76,17.27,20.03,1.5,35.05,0.75,1.75,42.9,0.88,0.0,26.41,112.91,75.1,3.5,1.63,0.25,1.63,1.5,34.42,25.66,74.5,4.63,0.0,1.5,1.38,0.13,0.0,0.0,0.0,6.26,0.0,0.63,0.0,Jean Zimmer
Jean Zimmer,Jean Zimmer,0.1729685587994078,2416666,2018-2019,26.0,Winger,1.71,Right Midfield,right,Bundesliga,0.06,0.13,0.06,0.0,0.0,0.13,0.0,0.03,0.03,0.24,0.28,0.56,0.19,33.3,0.11,0.33,20.4,0.0,0.05,0.03,0.03,27.03,38.95,69.4,516.92,242.15,12.54,15.49,81.0,10.47,14.24,73.6,3.76,7.65,49.2,2.26,2.95,1.38,0.63,3.39,31.36,7.59,0.75,0.06,3.76,1.88,2.01,1.51,0.0,0.0,0.0,20.82,8.22,9.91,3.76,27.97,1.63,5.33,0.25,0.19,0.69,0.69,2.07,3.01,1.69,1.0,0.0,0.13,0.13,0.06,0.31,0.25,0.0,0.0,0.06,0.0,0.0,1.32,0.63,0.88,0.38,0.06,0.5,0.94,53.3,0.44,10.6,2.63,24.9,6.27,2.7,1.63,1.82,0.19,0.0,1.63,0.63,1.94,1.38,0.0,47.85,2.32,10.66,21.51,18.13,1.25,40.64,0.82,1.69,48.1,1.07,0.06,29.6,145.13,88.56,4.45,1.07,0.38,1.32,0.75,32.99,28.35,85.9,4.33,0.0,0.88,1.69,0.0,0.0,0.0,0.0,6.59,0.0,0.0,,Jean Zimmer
Jean-Ricner Bellegarde,Jean-Ricner Bellegarde,0.1766976227026711,5125000,2020-2021,23.0,Winger,1.7,Left Midfield,right,Ligue 1,0.04,0.04,0.04,0.0,0.0,0.13,0.0,0.12,0.12,0.07,0.19,1.12,0.22,19.2,0.04,0.2,17.2,0.0,0.11,-0.08,-0.08,26.53,34.08,77.8,522.01,89.83,10.31,11.82,87.2,11.69,13.94,83.9,4.19,6.56,63.8,0.69,1.94,0.82,0.39,1.77,32.49,1.6,0.3,0.09,6.34,1.47,1.42,1.16,0.52,0.22,0.13,22.39,5.31,6.39,7.38,24.2,1.42,0.13,0.17,0.17,0.86,0.52,1.51,1.9,0.99,0.13,0.26,0.17,0.22,0.13,0.35,0.17,0.0,0.0,0.04,0.13,0.0,2.5,1.86,1.21,0.73,0.56,0.56,1.29,43.3,0.73,17.0,5.44,32.0,5.78,7.38,3.84,1.25,0.09,0.04,1.16,0.78,3.28,0.73,0.04,48.71,0.91,8.07,27.01,17.82,2.63,47.24,2.16,3.54,61.0,2.24,0.04,36.85,216.89,110.02,4.75,1.38,0.86,2.37,2.76,41.2,32.62,79.2,3.58,0.0,1.34,2.37,0.0,0.13,0.0,0.0,7.94,1.04,1.86,35.8,Jean-Ricner Bellegarde
Jean-Ricner Bellegarde,Jean-Ricner Bellegarde,0.174675922568404,3366666,2019-2020,22.0,Winger,1.7,Left Midfield,right,Ligue 1,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.05,0.05,0.08,0.14,1.08,0.3,27.8,0.0,0.0,21.6,0.0,0.05,-0.05,-0.05,36.31,42.08,86.3,742.18,130.16,13.41,15.03,89.2,15.39,17.25,89.2,6.97,8.54,81.7,1.2,3.07,0.66,0.12,2.77,40.22,1.86,1.08,0.06,7.82,1.92,0.84,0.66,0.12,0.3,0.12,30.0,5.95,6.13,8.18,31.44,1.86,0.12,0.3,0.06,0.72,0.54,0.84,2.83,2.28,0.18,0.06,0.0,0.3,0.0,0.3,0.24,0.0,0.0,0.0,0.06,0.0,2.28,1.62,1.14,1.02,0.12,0.42,1.08,38.9,0.66,18.04,6.19,34.3,5.95,9.14,2.95,1.2,0.12,0.0,1.08,1.2,3.49,1.08,0.0,55.31,1.26,11.06,34.51,15.09,1.5,53.87,1.92,3.01,64.0,2.1,0.0,40.82,219.98,108.1,4.81,1.38,0.24,2.04,2.16,43.11,37.21,86.3,4.27,0.0,1.98,2.04,0.0,0.06,0.0,0.0,9.56,0.3,1.68,15.2,Jean-Ricner Bellegarde
Jeffrey Schlupp,Jeffrey Schlupp,0.1820121232842894,9333333,2020-2021,29.0,Winger,1.78,Left Midfield,left,Premier League,0.13,0.19,0.13,0.0,0.0,0.19,0.0,0.1,0.1,0.11,0.21,1.13,0.63,55.6,0.11,0.2,13.4,0.0,0.09,0.03,0.03,19.16,27.04,70.9,308.0,88.61,9.83,12.79,76.8,7.44,10.02,74.2,1.32,2.46,53.8,1.07,1.95,0.63,0.13,2.27,26.16,0.88,0.19,0.06,7.82,0.38,1.7,0.06,0.0,0.0,0.0,18.66,3.59,4.79,18.47,4.79,1.51,0.44,0.13,0.19,0.19,0.76,1.32,2.14,1.64,0.0,0.13,0.06,0.32,0.0,0.38,0.25,0.0,0.0,0.06,0.06,0.0,2.33,1.26,1.07,0.82,0.44,0.5,1.51,33.3,1.01,15.57,4.29,27.5,5.48,7.18,2.9,2.21,0.5,0.0,1.7,1.32,3.66,0.95,0.06,42.54,1.83,8.38,20.36,16.58,3.4,41.66,2.02,3.59,56.1,2.21,0.0,26.85,125.36,64.79,3.72,1.01,0.82,1.58,3.28,34.92,26.66,76.4,5.29,0.0,2.14,1.64,0.0,0.0,0.0,0.0,7.31,2.02,2.71,42.7,Jeffrey Schlupp
Jeffrey Schlupp,Jeffrey Schlupp,0.1832583574219479,10750000,2019-2020,28.0,Winger,1.78,Left Midfield,left,Premier League,0.26,0.09,0.26,0.0,0.0,0.17,0.0,0.15,0.15,0.1,0.24,1.56,0.78,50.0,0.17,0.33,18.9,0.0,0.09,0.11,0.11,22.24,29.71,74.9,370.69,111.72,10.95,12.77,85.7,9.03,11.99,75.4,1.74,3.82,45.5,0.61,2.61,0.35,0.09,2.43,27.8,1.91,0.26,0.09,6.95,0.7,0.7,0.0,0.0,0.0,0.0,18.94,5.04,5.73,19.89,5.04,1.3,1.65,0.26,0.26,0.43,0.96,0.87,1.13,0.78,0.0,0.09,0.09,0.17,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,1.74,0.52,1.04,0.7,0.0,0.26,1.13,23.1,0.87,12.94,3.13,24.2,4.78,6.17,2.0,2.17,0.26,0.0,1.91,0.61,2.35,1.3,0.0,43.09,1.39,10.08,20.5,15.2,2.87,41.35,1.13,2.0,56.5,1.22,0.09,27.63,119.62,71.58,3.39,1.3,0.61,1.82,2.69,34.92,27.89,79.9,4.69,0.0,1.56,1.22,0.09,0.0,0.0,0.0,6.95,1.65,1.39,54.3,Jeffrey Schlupp
Jeffrey Schlupp,Jeffrey Schlupp,0.1826265265555449,9500000,2018-2019,27.0,Winger,1.78,Left Midfield,left,Premier League,0.22,0.05,0.22,0.0,0.0,0.05,0.0,0.17,0.17,0.09,0.25,1.56,0.49,31.0,0.14,0.44,13.8,0.0,0.11,0.05,0.05,26.62,35.3,75.4,413.14,130.37,14.55,17.19,84.6,9.81,12.45,78.8,1.67,3.61,46.3,0.97,2.69,0.75,0.16,3.13,34.76,0.54,0.05,0.05,8.68,0.32,0.97,0.0,0.0,0.0,0.0,25.22,4.74,5.34,23.34,6.9,2.43,0.43,0.16,0.16,1.13,1.19,1.78,1.4,1.24,0.0,0.05,0.05,0.05,0.0,0.16,0.05,0.0,0.05,0.0,0.05,0.0,2.16,1.02,1.08,0.7,0.38,0.16,1.46,11.1,1.29,18.54,5.12,27.6,7.11,7.76,3.66,2.59,0.59,0.0,1.99,1.02,3.18,1.19,0.0,48.34,1.72,11.21,25.87,14.93,3.61,47.86,1.4,2.43,57.8,1.51,0.05,32.71,168.74,89.95,4.37,1.46,0.75,1.35,1.51,40.42,31.69,78.4,4.58,0.0,1.35,0.92,0.0,0.05,0.0,0.0,8.3,2.86,2.96,49.1,Jeffrey Schlupp
Jeffrey Schlupp,Jeffrey Schlupp,0.1692447731650647,9000000,2017-2018,26.0,Winger,1.78,Left Midfield,left,Premier League,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.06,0.06,0.06,0.12,0.72,0.1,14.3,0.0,0.0,17.6,0.0,0.09,-0.06,-0.06,31.62,42.14,75.0,519.32,196.25,16.56,19.03,87.0,12.17,15.78,77.1,2.32,5.16,45.0,0.67,3.04,0.52,0.21,2.84,34.14,7.99,0.57,0.05,6.91,0.62,1.08,0.0,0.0,0.0,0.0,23.57,8.72,9.85,25.22,6.03,2.17,7.43,0.15,0.1,1.44,1.6,1.75,1.65,1.39,0.15,0.0,0.05,0.05,0.0,0.21,0.1,0.05,0.0,0.05,0.0,0.0,3.4,1.65,1.91,1.29,0.21,0.93,2.11,43.9,1.19,14.85,4.49,30.2,6.86,5.11,2.89,2.84,0.46,0.0,2.37,1.7,5.11,3.87,0.0,57.82,3.77,17.33,28.06,14.91,1.29,49.93,0.46,1.08,42.9,0.57,0.1,29.81,134.36,67.0,2.89,0.98,0.26,0.83,2.06,32.29,27.7,85.8,2.17,0.0,1.03,0.46,0.0,0.0,0.0,0.0,9.44,2.17,2.68,44.7,Jeffrey Schlupp
Jens Petter Hauge,Jens Petter Hauge,0.1827386101870872,6125000,2020-2021,22.0,Winger,1.84,Left Winger,right,Serie A,0.34,0.0,0.34,0.0,0.0,0.0,0.0,0.12,0.12,0.3,0.42,1.18,0.51,42.9,0.29,0.67,14.4,0.0,0.1,0.22,0.22,27.41,33.67,81.4,418.53,106.41,16.07,17.93,89.6,9.64,11.5,83.8,1.35,2.2,61.5,1.86,1.18,1.35,0.0,3.89,32.82,0.85,0.0,0.34,4.91,0.34,0.34,0.0,0.0,0.0,0.0,26.9,3.89,2.88,3.72,26.39,2.37,0.68,0.0,0.0,0.17,1.02,2.2,3.55,2.88,0.0,0.68,0.0,0.0,0.0,0.68,0.34,0.0,0.34,0.0,0.0,0.0,1.02,0.68,0.34,0.51,0.17,0.68,1.35,50.0,0.68,18.95,5.08,26.8,4.91,8.46,5.58,1.69,0.17,0.0,1.52,0.34,1.35,0.51,0.0,44.15,0.85,4.74,17.26,24.87,4.4,43.31,2.37,3.38,70.0,2.54,0.0,33.33,143.97,73.25,3.38,1.02,0.34,1.69,2.03,46.35,33.16,71.5,7.27,0.0,1.86,0.51,0.17,0.0,0.0,0.0,5.24,0.51,2.37,17.6,Jens Petter Hauge
Jeong Woo-Yeong,Jeong Woo-Yeong,0.1782433229797062,2833333,2020-2021,22.0,Winger,1.79,Right Winger,right,Bundesliga,0.44,0.0,0.44,0.0,0.0,0.0,0.0,0.19,0.19,0.16,0.35,1.42,0.66,46.2,0.31,0.67,17.1,0.0,0.13,0.25,0.25,30.95,40.9,75.7,481.49,157.58,17.5,21.54,81.2,9.84,12.58,78.3,2.41,4.26,56.4,1.75,2.73,2.08,0.33,4.81,40.57,0.33,0.11,0.11,7.11,0.55,1.42,0.11,0.0,0.0,0.0,27.01,8.2,5.69,6.01,30.95,2.41,0.11,0.44,0.11,0.87,1.09,1.64,2.95,2.62,0.0,0.0,0.22,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.98,0.44,0.11,0.66,0.22,0.33,1.97,16.7,1.64,28.32,6.23,22.0,4.26,15.75,8.31,1.31,0.11,0.0,1.2,1.09,2.08,1.2,0.0,53.48,1.42,7.33,25.59,24.28,4.16,53.15,1.2,2.08,57.9,1.31,0.0,38.49,206.46,105.97,5.58,1.64,0.77,2.52,1.86,51.83,40.13,77.4,8.31,0.0,1.53,1.31,0.11,0.0,0.0,0.0,6.89,1.2,1.97,37.9,Jeong Woo-Yeong
Jeremie Boga,Jeremie Boga,0.1910676871812216,23000000,2020-2021,25.0,Winger,1.74,Left Winger,right,Serie A,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.18,0.18,0.06,0.24,1.66,0.76,45.5,0.12,0.27,15.4,0.0,0.11,0.02,0.02,34.59,39.08,88.5,482.62,76.54,23.14,25.46,90.9,9.13,9.98,91.4,1.51,1.82,83.3,0.61,1.16,0.86,0.0,2.17,37.87,1.21,0.2,0.05,7.51,0.35,1.01,0.5,0.0,0.0,0.0,32.62,4.69,1.76,3.13,34.39,0.4,0.5,0.45,0.05,0.25,0.71,0.96,2.17,1.36,0.1,0.5,0.05,0.15,0.0,0.35,0.2,0.0,0.1,0.0,0.05,0.0,0.76,0.66,0.25,0.15,0.35,0.05,0.66,7.7,0.61,11.04,3.38,30.6,2.12,3.83,5.09,0.86,0.0,0.0,0.86,0.61,1.36,0.55,0.0,52.74,1.16,7.46,22.69,28.44,4.08,51.63,4.18,7.31,57.2,4.59,0.25,46.64,277.66,153.13,8.37,2.67,1.21,2.27,2.52,54.5,43.46,79.7,6.1,0.0,0.45,2.02,0.45,0.0,0.0,0.0,4.84,0.3,0.5,37.5,Jeremie Boga
Jeremie Boga,Jeremie Boga,0.1951251746953507,16000000,2019-2020,24.0,Winger,1.74,Left Winger,right,Serie A,0.39,0.07,0.39,0.0,0.0,0.0,0.0,0.17,0.17,0.11,0.29,2.04,0.72,35.1,0.19,0.55,16.8,0.04,0.08,0.22,0.22,30.05,35.28,85.2,401.22,69.12,21.09,23.35,90.3,7.88,9.24,85.3,0.61,0.86,70.8,1.22,0.79,0.97,0.04,1.75,34.92,0.36,0.11,0.0,7.59,0.18,1.25,0.04,0.04,0.0,0.0,29.01,4.62,1.65,3.19,30.66,0.9,0.18,0.18,0.0,0.29,0.75,1.04,3.37,1.83,0.0,1.0,0.11,0.36,0.07,0.47,0.14,0.0,0.25,0.04,0.04,0.0,0.82,0.61,0.18,0.39,0.25,0.32,0.79,40.9,0.47,14.65,4.91,33.5,3.12,6.37,5.16,1.04,0.0,0.0,1.04,0.18,1.0,0.14,0.0,49.46,0.36,6.02,21.31,28.51,6.3,49.14,5.05,7.95,63.5,5.44,0.36,46.09,280.71,182.61,9.67,2.79,2.15,2.01,2.33,51.46,41.08,79.8,5.84,0.0,0.54,2.33,0.36,0.04,0.07,0.0,4.87,0.18,0.43,29.4,Jeremie Boga
Jeremie Boga,Jeremie Boga,0.1814717629042416,4333333,2018-2019,23.0,Winger,1.74,Left Winger,right,Serie A,0.19,0.06,0.19,0.0,0.0,0.0,0.0,0.21,0.21,0.09,0.3,1.75,0.5,28.6,0.11,0.38,16.4,0.06,0.12,-0.02,-0.02,26.13,30.81,84.8,359.25,55.7,16.65,18.59,89.6,7.42,8.61,86.2,1.12,1.68,66.7,0.94,1.06,0.69,0.0,1.37,30.31,0.5,0.0,0.0,5.43,0.31,0.81,0.19,0.0,0.0,0.0,24.95,4.12,1.75,3.62,26.07,0.56,0.12,0.37,0.0,0.37,0.5,1.25,2.56,1.56,0.0,0.62,0.12,0.25,0.0,0.37,0.25,0.0,0.06,0.06,0.0,0.0,0.75,0.62,0.37,0.31,0.06,0.25,0.75,33.3,0.5,18.9,5.49,29.0,4.62,8.42,5.86,1.0,0.06,0.0,0.94,0.44,1.19,0.12,0.0,43.04,0.37,6.61,21.46,21.02,3.87,42.47,5.11,7.73,66.1,5.3,0.06,41.98,245.8,144.14,7.86,1.75,1.37,2.06,1.62,47.21,34.37,72.8,4.8,0.0,0.56,1.75,0.5,0.0,0.0,0.0,5.05,0.12,0.5,20.0,Jeremie Boga
Jeremy Doku,Jeremy Doku,0.1810570188123119,21000000,2020-2021,20.0,Winger,1.73,Right Winger,right,Ligue 1,0.08,0.12,0.08,0.0,0.0,0.04,0.04,0.14,0.14,0.14,0.29,1.4,0.27,19.4,0.06,0.29,17.3,0.0,0.1,-0.07,-0.07,30.74,37.78,81.4,476.85,121.36,17.35,20.16,86.1,10.86,12.92,84.0,1.79,2.57,69.7,1.6,1.32,2.26,0.62,3.81,37.43,0.35,0.12,0.19,7.43,0.66,2.68,0.0,0.0,0.0,0.0,33.89,2.3,1.6,5.76,31.32,0.19,0.23,0.12,0.04,0.47,1.52,2.1,3.5,2.57,0.0,0.39,0.08,0.35,0.12,0.35,0.31,0.0,0.0,0.0,0.0,0.04,1.98,1.48,0.58,0.86,0.54,0.62,1.44,43.2,0.82,17.08,5.29,31.0,3.35,7.24,6.5,0.74,0.08,0.0,0.66,0.47,2.45,0.23,0.0,53.0,0.23,5.02,21.91,31.87,5.1,52.72,3.42,5.91,57.9,4.05,0.08,47.78,285.8,184.75,10.82,2.61,1.56,2.65,3.07,53.39,41.28,77.3,6.69,0.0,1.44,3.0,0.23,0.0,0.0,0.0,6.81,0.31,0.58,34.8,Jeremy Doku
Jimmy Cabot,Jimmy Cabot,0.1762197166540281,1666666,2020-2021,28.0,Winger,1.64,Right Winger,right,Ligue 1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.11,0.11,0.12,0.23,0.96,0.38,40.0,0.1,0.25,21.0,0.0,0.12,-0.02,-0.02,30.48,40.89,74.5,529.2,139.3,15.48,18.54,83.5,11.37,15.19,74.8,3.25,5.54,58.6,1.05,1.91,0.96,0.29,2.68,39.55,1.34,0.19,0.19,5.54,1.15,2.01,0.86,0.48,0.1,0.0,30.1,5.73,5.06,6.59,33.34,0.57,0.29,0.0,0.0,0.57,1.62,1.53,2.01,1.24,0.1,0.38,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.48,1.53,1.05,0.96,0.48,0.76,3.34,22.9,2.58,19.01,5.06,26.6,5.35,9.08,4.59,1.43,0.0,0.0,1.43,1.24,3.73,0.38,0.0,55.7,0.38,9.94,26.18,24.36,2.68,54.46,3.63,6.31,57.6,4.01,0.38,42.9,211.72,107.2,6.02,2.1,0.57,2.1,2.39,48.82,38.98,79.8,6.31,0.0,1.72,1.15,0.1,0.0,0.0,0.0,8.41,0.1,1.05,8.3,Jimmy Cabot
