ï»¿Player_SN,Player_LN,Player Valuation,scouting_period,Age,Height,Gen_Pos,Position,Foot,Data_League,Goals,Assists,Non.Penalty.Goals,Penalty.Kicks.Made,Penalty.Kicks.Attempted,Yellow.Cards,Red.Cards,xG,npxG,xA,npxG.xA,Goals.1,Shots.Total,Shots.on.target,Shots.on.target..,Goals.Shot,Goals.Shot.on.target,Average.Shot.Distance,Shots.from.free.kicks,Penalty.Kicks.Made.1,Penalty.Kicks.Attempted.1,xG.1,npxG.1,npxG.Sh,Goals...xG,Non.Penalty.Goals...npxG,Passes.Completed,Passes.Attempted,Pass.Completion..,Total.Passing.Distance,Progressive.Passing.Distance,Passes.Completed..Short.,Passes.Attempted..Short.,Pass.Completion....Short.,Passes.Completed..Medium.,Passes.Attempted..Medium.,Pass.Completion....Medium.,Passes.Completed..Long.,Passes.Attempted..Long.,Pass.Completion....Long.,Assists.1,xA.1,Key.Passes,Passes.into.Final.Third,Passes.into.Penalty.Area,Crosses.into.Penalty.Area,Progressive.Passes,Passes.Attempted.1,Live.ball.passes,Dead.ball.passes,Passes.from.Free.Kicks,Through.Balls,Passes.Under.Pressure,Switches,Crosses,Corner.Kicks,Inswinging.Corner.Kicks,Outswinging.Corner.Kicks,Straight.Corner.Kicks,Ground.passes,Low.Passes,High.Passes,Passes.Attempted..Left.,Passes.Attempted..Right.,Passes.Attempted..Head.,Throw.Ins.taken,Passes.Attempted..Other.,Passes.Completed.1,Passes.Offside,Passes.Out.of.Bounds,Passes.Intercepted,Passes.Blocked,Shot.Creating.Actions,SCA..PassLive.,SCA..PassDead.,SCA..Drib.,SCA..Sh.,SCA..Fld.,SCA..Def.,Goal.Creating.Actions,GCA..PassLive.,GCA..PassDead.,GCA..Drib.,GCA..Sh.,GCA..Fld.,GCA..Def.,Tackles,Tackles.Won,Tackles..Def.3rd.,Tackles..Mid.3rd.,Tackles..Att.3rd.,Dribblers.Tackled,Dribbles.Contested,X..of.dribblers.tackled,Dribbled.Past,Pressures,Successful.Pressures,Successful.Pressure..,Pressures..Def.3rd.,Pressures..Mid.3rd.,Pressures..Att.3rd.,Blocks,Shots.Blocked,Shots.Saved,Passes.Blocked.1,Interceptions,Tkl.Int,Clearances,Errors,Touches,Touches..Def.Pen.,Touches..Def.3rd.,Touches..Mid.3rd.,Touches..Att.3rd.,Touches..Att.Pen.,Touches..Live.Ball.,Dribbles.Completed,Dribbles.Attempted,Successful.Dribble..,Players.Dribbled.Past,Nutmegs,Carries,Total.Carrying.Distance,Progressive.Carrying.Distance,Progressive.Carries,Carries.into.Final.Third,Carries.into.Penalty.Area,Miscontrols,Dispossessed,Pass.Targets,Passes.Received,Passes.Received..,Progressive.Passes.Rec,Yellow.Cards.1,Red.Cards.1,Second.Yellow.Card,Fouls.Committed,Fouls.Drawn,Offsides,Crosses.1,Interceptions.1,Tackles.Won.1,Penalty.Kicks.Won,Penalty.Kicks.Conceded,Own.Goals,Ball.Recoveries,Aerials.won,Aerials.lost,X..of.Aerials.Won
Marcel Halstenberg,Marcel Halstenberg,17000000,2020-2021,30.0,1.88,Full-Back,Left-Back,left,Bundesliga,0.11,0.11,0.05,0.05,0.05,0.11,0.0,0.1,0.06,0.14,0.2,0.11,0.71,0.22,30.8,0.08,0.25,19.7,0.05,0.05,0.05,0.1,0.06,0.09,0.01,-0.01,78.39,89.29,87.8,1416.29,495.08,33.03,35.43,93.2,37.23,41.21,90.3,7.2,10.52,68.4,0.11,0.14,1.47,7.74,1.09,0.55,8.23,89.29,81.39,7.9,1.74,0.33,10.47,1.04,1.58,0.33,0.11,0.11,0.11,65.14,12.43,11.72,66.61,11.77,2.78,5.83,0.65,78.39,0.22,0.6,1.42,1.14,2.89,2.4,0.22,0.05,0.11,0.0,0.11,0.22,0.22,0.0,0.0,0.0,0.0,0.0,2.13,1.31,1.42,0.6,0.11,0.55,2.24,24.4,1.69,10.3,4.63,45.0,4.91,4.2,1.2,0.98,0.16,0.0,0.82,0.93,3.05,2.89,0.05,98.45,3.43,27.64,59.85,18.15,1.69,90.49,0.93,1.25,73.9,1.04,0.11,66.83,324.19,193.52,8.99,2.78,0.16,0.55,0.71,73.65,70.7,96.0,2.51,0.11,0.0,0.0,0.93,0.65,0.22,1.58,0.93,1.31,0.0,0.0,0.0,11.45,2.83,1.36,67.5
Marcel Halstenberg,Marcel Halstenberg,19750000,2019-2020,29.0,1.88,Full-Back,Left-Back,left,Bundesliga,0.11,0.11,0.11,0.0,0.0,0.21,0.04,0.08,0.08,0.1,0.19,0.11,1.11,0.32,29.0,0.1,0.33,20.6,0.25,0.0,0.0,0.08,0.08,0.07,0.03,0.03,57.32,68.18,84.1,1075.32,349.68,22.54,24.86,90.7,27.68,31.29,88.5,6.54,10.25,63.8,0.11,0.1,1.25,4.46,0.64,0.21,5.57,68.18,60.0,8.18,1.79,0.04,8.93,1.29,0.96,0.96,0.25,0.43,0.14,45.75,10.89,11.54,49.71,9.0,2.5,5.43,0.25,57.32,0.29,0.79,1.0,1.29,2.21,1.82,0.25,0.11,0.04,0.0,0.0,0.39,0.32,0.04,0.04,0.0,0.0,0.0,1.79,0.71,1.04,0.68,0.07,0.93,2.18,42.6,1.25,11.46,4.0,34.9,5.25,5.07,1.14,2.0,0.36,0.0,1.64,1.0,2.79,3.29,0.0,78.39,4.71,23.86,44.32,14.36,1.93,70.21,0.86,1.21,70.6,0.86,0.04,48.61,251.75,149.86,6.89,1.68,0.21,0.29,0.54,52.5,49.57,94.4,2.93,0.21,0.04,0.04,0.93,0.61,0.04,0.96,1.0,0.71,0.0,0.0,0.0,11.82,2.21,0.96,69.7
Marcel Halstenberg,Marcel Halstenberg,16333333,2018-2019,28.0,1.88,Full-Back,Left-Back,left,Bundesliga,0.11,0.22,0.04,0.07,0.07,0.07,0.0,0.15,0.09,0.25,0.34,0.11,0.82,0.3,36.4,0.05,0.13,19.7,0.26,0.07,0.07,0.15,0.09,0.11,-0.03,-0.05,43.66,58.98,74.0,735.73,370.92,22.11,25.2,87.7,16.4,21.7,75.6,4.36,10.03,43.5,0.22,0.25,2.05,2.98,1.38,0.48,5.7,58.98,43.43,15.55,1.79,0.07,9.62,1.6,2.57,2.8,0.22,0.71,0.04,29.23,14.09,15.66,37.21,5.37,3.84,10.96,0.15,43.66,0.19,0.86,1.01,1.68,3.17,1.64,1.16,0.19,0.04,0.04,0.11,0.48,0.3,0.04,0.04,0.0,0.04,0.07,2.42,1.3,1.34,0.89,0.19,1.19,2.35,50.8,1.16,11.11,4.1,36.9,4.96,4.36,1.79,2.16,0.22,0.0,1.94,0.97,3.39,2.95,0.0,70.61,2.24,16.63,33.78,24.05,1.64,54.99,1.08,1.68,64.4,1.16,0.0,35.38,169.97,106.03,4.85,1.86,0.26,0.78,0.82,38.36,34.41,89.7,2.8,0.07,0.0,0.0,0.78,0.89,0.07,2.57,0.97,1.3,0.04,0.0,0.0,11.37,2.05,1.12,64.7
Marcel Halstenberg,Marcel Halstenberg,8000000,2017-2018,27.0,1.88,Full-Back,Left-Back,left,Bundesliga,0.15,0.15,0.15,0.0,0.0,0.23,0.0,0.11,0.11,0.08,0.19,0.15,1.99,0.61,30.8,0.08,0.25,18.6,0.23,0.0,0.0,0.11,0.11,0.06,0.04,0.04,46.3,59.21,78.2,771.34,288.95,22.61,26.05,86.8,19.79,24.45,80.9,3.21,7.03,45.7,0.15,0.08,0.99,2.06,1.22,0.23,5.2,59.21,48.21,11.0,0.92,0.15,9.17,0.92,1.6,0.99,0.38,0.23,0.15,33.85,13.14,12.22,37.67,5.35,4.13,9.09,0.38,46.3,0.31,1.53,0.61,1.6,1.91,1.22,0.46,0.0,0.08,0.08,0.08,0.15,0.15,0.0,0.0,0.0,0.0,0.0,1.6,0.84,0.84,0.61,0.15,0.92,1.99,46.2,1.07,9.63,2.9,30.2,4.43,3.67,1.53,2.6,0.08,0.0,2.52,1.07,2.67,2.29,0.0,71.59,2.6,17.8,36.83,21.39,2.98,60.59,0.99,1.68,59.1,1.22,0.0,38.89,180.46,98.02,5.5,2.6,0.31,0.99,0.46,41.03,37.36,91.1,4.35,0.23,0.0,0.0,0.76,0.84,0.0,1.6,1.07,0.84,0.0,0.0,0.0,14.13,3.21,1.45,68.9
Marcel Schmelzer,Marcel Schmelzer,3750000,2018-2019,32.0,1.8,Full-Back,Left-Back,left,Bundesliga,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.06,0.0,0.64,0.0,0.0,0.0,,18.7,0.0,0.0,0.0,0.02,0.02,0.03,-0.02,-0.02,61.38,74.42,82.5,962.81,318.82,34.82,39.28,88.7,22.26,26.4,84.3,3.98,6.52,61.0,0.16,0.05,0.48,4.13,0.64,0.32,3.82,74.42,62.17,12.24,1.91,0.0,6.68,0.16,1.59,0.0,0.0,0.0,0.0,52.31,13.36,8.75,47.54,11.29,4.29,10.34,0.64,61.38,0.32,1.75,1.11,3.18,1.11,0.8,0.16,0.0,0.16,0.0,0.0,0.32,0.32,0.0,0.0,0.0,0.0,0.0,1.91,1.11,0.95,0.64,0.32,0.8,2.39,33.3,1.59,12.08,4.13,34.2,4.29,5.09,2.7,1.91,0.32,0.0,1.59,1.27,3.18,1.27,0.0,85.23,3.34,19.08,46.59,24.01,1.43,73.46,0.64,1.27,50.0,0.64,0.0,55.34,270.16,148.83,8.11,2.54,0.32,1.43,1.27,57.88,53.75,92.9,1.75,0.0,0.0,0.0,0.64,1.91,0.16,1.59,1.27,1.11,0.0,0.0,0.0,11.61,0.48,0.64,42.9
Marcel Schmelzer,Marcel Schmelzer,6000000,2017-2018,31.0,1.8,Full-Back,Left-Back,left,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.02,0.02,0.03,0.05,0.0,0.3,0.06,20.0,0.0,0.0,20.5,0.06,0.0,0.0,0.02,0.02,0.06,-0.02,-0.02,64.53,77.93,82.8,1040.34,405.15,30.48,33.56,90.8,30.06,35.13,85.6,3.26,7.12,45.8,0.0,0.03,0.54,5.31,0.72,0.18,6.82,77.93,65.49,12.43,1.99,0.0,11.83,0.85,1.27,0.0,0.0,0.0,0.0,49.68,13.22,15.03,54.51,7.73,3.68,10.44,0.3,64.53,0.42,0.97,0.72,1.93,1.27,1.09,0.06,0.0,0.06,0.06,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,1.75,1.51,0.91,0.78,0.06,0.66,1.93,34.4,1.27,14.79,5.49,37.1,6.58,6.4,1.81,2.47,0.24,0.0,2.23,1.57,3.32,4.47,0.06,89.76,3.62,23.96,53.66,16.96,0.91,77.57,0.42,0.72,58.3,0.42,0.0,54.99,266.14,161.59,6.34,2.05,0.06,0.85,0.36,59.52,55.77,93.7,1.45,0.18,0.0,0.0,1.21,1.57,0.0,1.27,1.57,1.51,0.0,0.0,0.0,10.87,2.54,1.99,56.0
Marcello Gazzola,Marcello Gazzola,300000,2018-2019,35.0,1.83,Full-Back,Right-Back,right,Serie A,0.1,0.0,0.1,0.0,0.0,0.29,0.0,0.09,0.09,0.04,0.13,0.1,0.2,0.1,50.0,0.5,1.0,13.0,0.0,0.0,0.0,0.09,0.09,0.46,0.01,0.01,24.23,37.92,63.9,418.63,193.88,11.73,14.85,78.9,9.77,14.17,69.0,2.44,6.84,35.7,0.0,0.04,0.49,1.76,0.78,0.49,3.32,37.92,31.27,6.65,0.2,0.0,8.01,0.59,2.25,0.0,0.0,0.0,0.0,15.15,9.09,13.68,1.37,24.63,3.71,6.45,0.0,24.23,0.29,0.59,0.88,2.64,0.68,0.59,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.68,0.49,0.59,0.29,0.49,0.88,55.6,0.39,12.12,2.83,23.4,6.45,3.71,1.95,1.95,0.39,0.0,1.56,0.39,1.76,2.93,0.0,46.42,2.44,13.39,20.52,14.46,0.59,39.87,0.68,1.47,46.7,0.68,0.1,23.55,105.54,46.81,2.35,0.68,0.0,0.2,0.39,30.49,26.68,87.5,1.66,0.29,0.0,0.0,1.17,0.78,0.0,2.25,0.39,0.68,0.0,0.0,0.0,5.86,1.95,1.76,52.6
Marcello Gazzola,Marcello Gazzola,400000,2017-2018,34.0,1.83,Full-Back,Right-Back,right,Serie A,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.04,0.05,0.0,0.24,0.0,0.0,0.0,,26.6,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,41.47,56.07,74.0,681.93,311.35,20.43,22.5,90.8,16.78,22.01,76.2,3.53,8.88,39.7,0.0,0.04,0.85,1.82,0.85,0.73,3.04,56.07,41.96,14.11,0.61,0.0,8.15,0.85,2.43,0.12,0.0,0.0,0.0,25.78,12.16,18.12,1.95,35.15,4.5,13.38,0.0,41.47,0.0,0.85,1.82,2.19,1.34,1.09,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.24,0.61,0.36,0.0,0.61,1.46,41.7,0.85,6.81,1.34,19.6,3.77,1.58,1.46,1.46,0.24,0.0,1.22,0.36,1.34,3.53,0.0,64.34,3.28,18.85,28.82,19.82,0.24,50.47,0.36,0.97,37.5,0.36,0.0,31.86,154.09,69.32,2.19,1.22,0.0,0.0,0.73,36.24,32.72,90.3,2.07,0.12,0.0,0.0,0.85,0.36,0.0,2.43,0.36,0.24,0.0,0.0,0.0,10.22,1.46,0.85,63.2
Marcelo,Marcelo Vieira da Silva JÃºnior,9833333,2020-2021,34.0,1.74,Full-Back,Left-Back,left,La Liga,0.0,0.17,0.0,0.0,0.0,0.26,0.0,0.03,0.03,0.1,0.14,0.0,1.03,0.0,0.0,0.0,,20.7,0.0,0.0,0.0,0.03,0.03,0.04,-0.03,-0.03,60.43,74.57,81.0,1018.97,347.31,32.74,36.43,89.9,20.74,23.83,87.1,5.66,11.31,50.0,0.17,0.1,1.37,6.51,2.14,0.77,6.94,74.57,66.09,8.49,1.11,0.17,6.17,2.57,3.51,0.0,0.0,0.0,0.0,47.4,14.49,12.69,58.37,7.37,1.03,7.37,0.26,60.43,0.34,1.03,1.46,2.06,3.26,2.49,0.17,0.43,0.17,0.0,0.0,0.26,0.26,0.0,0.0,0.0,0.0,0.0,2.14,1.46,0.86,0.43,0.86,0.86,2.14,40.0,1.29,12.43,4.11,33.1,4.2,4.11,4.11,1.89,0.17,0.0,1.71,0.77,2.91,2.06,0.0,84.69,2.14,16.63,39.86,32.31,2.74,76.37,1.37,2.06,66.7,1.71,0.0,57.34,226.03,135.77,7.2,2.31,0.43,0.77,0.77,66.77,62.49,93.6,5.31,0.26,0.0,0.0,0.94,1.2,0.26,3.51,0.77,1.46,0.0,0.09,0.0,6.34,0.43,1.11,27.8
Marcelo,Marcelo Vieira da Silva JÃºnior,18000000,2019-2020,33.0,1.74,Full-Back,Left-Back,left,La Liga,0.07,0.14,0.07,0.0,0.0,0.14,0.0,0.03,0.03,0.15,0.17,0.07,1.18,0.42,35.3,0.06,0.17,22.5,0.0,0.0,0.0,0.03,0.03,0.03,0.04,0.04,61.25,74.38,82.4,1048.33,393.75,33.47,36.18,92.5,19.79,23.68,83.6,6.81,10.9,62.4,0.14,0.15,1.81,5.63,2.85,0.9,7.43,74.38,65.56,8.82,0.83,0.07,7.78,2.92,3.61,0.0,0.0,0.0,0.0,47.57,12.43,14.38,55.9,8.26,1.11,7.99,0.56,61.25,0.14,1.25,1.11,2.71,3.47,3.13,0.0,0.14,0.07,0.14,0.0,0.49,0.35,0.0,0.0,0.0,0.14,0.0,1.39,0.83,0.49,0.76,0.14,0.69,2.29,30.3,1.6,9.51,3.13,32.8,3.06,4.38,2.08,1.46,0.07,0.0,1.39,1.04,2.43,1.46,0.0,84.17,3.19,16.6,40.69,32.01,3.13,75.49,0.69,0.9,76.9,0.69,0.0,57.22,277.5,173.96,9.51,2.5,0.97,1.32,0.97,65.69,60.49,92.1,4.44,0.14,0.0,0.0,0.63,1.46,0.0,3.61,1.04,0.83,0.14,0.0,0.0,9.03,0.69,0.49,58.8
Marcelo,Marcelo Vieira da Silva JÃºnior,50000000,2018-2019,32.0,1.74,Full-Back,Left-Back,left,La Liga,0.1,0.1,0.1,0.0,0.0,0.29,0.0,0.07,0.07,0.15,0.22,0.1,1.7,0.58,34.3,0.06,0.17,21.3,0.0,0.0,0.0,0.07,0.07,0.04,0.02,0.02,60.71,74.6,81.4,1037.94,394.87,32.15,34.68,92.7,21.91,26.08,84.0,5.88,11.41,51.5,0.1,0.15,1.7,5.29,2.72,0.68,7.82,74.6,65.96,8.65,1.36,0.29,10.54,2.91,2.87,0.24,0.0,0.0,0.0,49.44,11.51,13.65,55.66,10.35,1.07,7.04,0.39,60.71,0.53,0.78,1.65,2.09,3.16,2.72,0.05,0.24,0.15,0.0,0.0,0.34,0.24,0.0,0.05,0.05,0.0,0.0,1.8,0.83,0.83,0.68,0.29,0.68,1.8,37.8,1.12,10.73,3.4,31.7,3.69,4.52,2.53,1.6,0.1,0.0,1.51,0.58,2.38,1.12,0.0,84.75,1.99,18.51,42.98,28.17,2.77,76.45,1.85,2.57,71.7,1.89,0.1,65.13,270.78,172.52,9.23,2.28,0.73,1.26,0.73,67.8,62.95,92.8,3.5,0.29,0.0,0.0,1.07,1.12,0.24,2.87,0.58,0.83,0.0,0.0,0.0,7.29,0.29,0.87,25.0
Marcelo,Marcelo Vieira da Silva JÃºnior,53333333,2017-2018,31.0,1.74,Full-Back,Left-Back,left,La Liga,0.08,0.24,0.08,0.0,0.0,0.12,0.04,0.06,0.06,0.25,0.31,0.08,1.35,0.36,26.5,0.06,0.22,19.0,0.0,0.0,0.0,0.06,0.06,0.04,0.02,0.02,60.17,75.54,79.7,1046.51,444.62,31.82,34.65,91.8,21.19,25.69,82.5,6.29,12.86,48.9,0.24,0.25,2.31,6.33,2.95,1.0,8.08,75.54,68.54,7.01,0.68,0.08,9.64,3.15,5.77,0.48,0.0,0.0,0.04,49.02,9.44,17.08,58.38,9.6,1.27,5.85,0.2,60.17,0.32,1.04,1.63,2.59,4.66,3.74,0.36,0.24,0.12,0.12,0.08,0.48,0.44,0.0,0.0,0.04,0.0,0.0,1.83,1.23,0.68,0.84,0.32,0.64,2.15,29.6,1.51,14.62,4.46,30.5,6.21,5.02,3.39,1.79,0.04,0.0,1.75,1.08,2.91,0.4,0.0,85.54,2.35,17.12,36.52,36.76,4.3,78.77,1.43,2.39,60.0,1.47,0.08,67.38,309.86,191.43,11.19,2.23,1.15,1.27,0.88,67.5,62.72,92.9,5.22,0.12,0.04,0.0,1.27,1.75,0.12,5.77,1.08,1.23,0.04,0.0,0.0,8.16,0.24,0.96,20.0
Marco Calderoni,Marco Calderoni,900000,2019-2020,32.0,1.83,Full-Back,Left-Back,left,Serie A,0.13,0.09,0.13,0.0,0.0,0.31,0.0,0.03,0.03,0.1,0.13,0.13,1.0,0.22,21.7,0.13,0.6,24.6,0.0,0.0,0.0,0.03,0.03,0.03,0.1,0.1,36.15,48.92,73.9,692.4,271.4,14.22,15.7,90.6,17.09,20.63,82.9,4.4,9.68,45.5,0.09,0.1,0.92,1.79,1.44,0.83,3.49,48.92,38.85,10.07,1.4,0.04,6.1,1.48,3.27,1.0,0.04,0.48,0.04,25.29,9.72,13.91,36.19,4.19,0.52,7.67,0.13,36.15,0.22,0.74,0.83,2.66,1.7,1.13,0.35,0.04,0.09,0.04,0.04,0.22,0.13,0.04,0.0,0.04,0.0,0.0,1.96,1.31,1.22,0.65,0.09,0.96,2.01,47.8,1.05,15.13,3.79,25.1,7.59,5.71,1.83,2.62,0.48,0.0,2.14,1.22,3.18,2.09,0.0,59.65,3.71,21.06,24.99,17.4,1.09,49.88,0.52,0.78,66.7,0.52,0.04,34.45,160.9,87.21,2.83,1.18,0.13,0.92,0.57,39.07,35.1,89.8,2.31,0.31,0.0,0.0,1.26,1.79,0.09,3.27,1.22,1.31,0.0,0.04,0.0,6.28,0.52,0.7,42.9
Marco MeyerhÃ¶fer,Marco MeyerhÃ¶fer,2350000,2021-2022,27.0,1.79,Full-Back,Right-Back,right,Bundesliga,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.04,0.03,0.07,0.04,0.41,0.08,20.0,0.1,0.5,17.1,0.0,0.0,0.0,0.04,0.04,0.09,0.0,0.0,36.08,48.33,74.7,621.9,288.33,17.51,19.52,89.7,13.97,18.41,75.9,3.74,7.52,49.7,0.0,0.03,0.74,3.29,0.33,0.12,4.19,48.33,36.58,11.75,0.7,0.0,5.67,0.45,1.07,0.0,0.0,0.0,0.0,22.93,13.11,12.29,2.79,31.4,2.47,11.05,0.08,36.08,0.21,0.74,1.73,2.01,1.4,1.11,0.04,0.08,0.04,0.04,0.08,0.04,0.04,0.0,0.0,0.0,0.0,0.0,2.01,0.9,0.99,0.74,0.29,0.86,1.73,50.0,0.86,11.1,3.66,33.0,4.73,4.36,2.01,2.47,0.9,0.0,1.56,2.71,4.73,3.12,0.04,61.07,4.52,21.12,27.16,15.9,0.9,49.48,0.82,1.44,57.1,0.82,0.04,29.59,159.33,83.55,3.37,0.78,0.21,1.03,0.53,30.45,27.86,91.5,1.11,0.0,0.0,0.0,0.95,1.11,0.04,1.07,2.71,0.9,0.0,0.04,0.04,9.62,1.07,1.11,49.1
Marcos AcuÃ±a,Marcos Javier AcuÃ±a,16500000,2021-2022,31.0,1.72,Full-Back,Left-Back,left,La Liga,0.05,0.16,0.05,0.0,0.0,0.32,0.0,0.07,0.07,0.15,0.22,0.05,0.65,0.22,33.3,0.08,0.25,21.0,0.05,0.0,0.0,0.07,0.07,0.11,-0.02,-0.02,61.46,77.51,79.3,1270.92,464.54,23.19,24.7,93.9,26.59,31.3,85.0,11.19,19.3,58.0,0.16,0.15,1.95,3.84,1.89,1.08,4.81,77.51,63.78,13.73,2.22,0.11,6.54,4.05,5.24,1.73,0.05,1.41,0.0,44.32,12.76,20.43,57.51,7.24,1.89,9.78,0.11,61.46,0.22,1.19,2.32,1.89,3.14,2.05,0.76,0.05,0.11,0.16,0.0,0.16,0.05,0.11,0.0,0.0,0.0,0.0,2.32,1.46,1.24,0.54,0.54,0.97,1.35,72.0,0.38,10.86,3.68,33.8,4.38,4.54,1.95,1.35,0.11,0.0,1.24,1.19,3.51,1.41,0.0,87.19,2.27,25.62,41.68,25.41,0.86,74.16,2.05,2.7,76.0,2.11,0.16,58.32,266.38,160.65,5.95,1.51,0.16,1.19,1.19,61.46,58.22,94.7,3.08,0.32,0.0,0.0,1.46,2.22,0.0,5.24,1.19,1.46,0.0,0.0,0.0,8.43,1.24,1.73,41.8
Marcos AcuÃ±a,Marcos Javier AcuÃ±a,13250000,2020-2021,30.0,1.72,Full-Back,Left-Back,left,La Liga,0.04,0.08,0.04,0.0,0.0,0.19,0.0,0.04,0.04,0.11,0.15,0.04,0.7,0.12,16.7,0.06,0.33,20.7,0.0,0.0,0.0,0.04,0.04,0.06,0.0,0.0,55.08,68.41,80.5,1084.71,440.85,21.55,23.64,91.2,25.34,28.97,87.5,7.57,13.87,54.6,0.08,0.11,1.27,4.25,1.39,0.7,4.71,68.41,57.59,10.82,1.7,0.08,6.84,2.59,3.13,0.93,0.12,0.66,0.04,40.44,11.47,16.49,49.94,8.19,1.51,8.19,0.08,55.08,0.12,1.16,1.39,1.85,2.24,1.51,0.42,0.19,0.08,0.0,0.04,0.15,0.08,0.04,0.0,0.04,0.0,0.0,2.78,1.82,1.51,0.89,0.39,0.89,1.51,59.0,0.62,13.33,4.52,33.9,5.91,5.1,2.32,1.51,0.12,0.0,1.39,0.97,3.75,1.31,0.0,78.3,2.82,27.19,35.34,20.28,1.2,67.98,1.58,2.32,68.3,1.66,0.19,50.56,228.24,146.51,5.14,1.31,0.31,1.27,1.27,55.51,52.38,94.4,2.16,0.19,0.0,0.0,1.89,1.31,0.08,3.13,0.97,1.82,0.0,0.08,0.0,8.3,0.73,1.2,38.0
Marcos Alonso,Marcos Alonso Mendoza,15000000,2021-2022,32.0,1.89,Full-Back,Left-Back,left,Premier League,0.06,0.19,0.06,0.0,0.0,0.37,0.0,0.11,0.11,0.17,0.29,0.06,1.55,0.31,20.0,0.04,0.2,21.7,0.5,0.0,0.0,0.11,0.11,0.07,-0.05,-0.05,42.39,55.81,75.9,748.78,275.78,20.32,23.12,87.9,16.97,20.76,81.7,4.1,9.07,45.2,0.19,0.17,1.62,2.73,1.12,0.56,4.16,55.81,43.94,11.87,1.12,0.06,8.52,1.86,2.67,2.49,1.68,0.68,0.0,32.13,12.0,11.69,40.4,3.85,1.62,8.27,0.06,42.39,0.12,0.87,2.11,2.24,3.11,2.3,0.44,0.12,0.19,0.06,0.0,0.44,0.31,0.06,0.0,0.06,0.0,0.0,2.11,1.31,1.06,0.62,0.44,0.81,1.62,50.0,0.81,13.3,3.61,27.1,5.97,4.29,3.05,1.86,0.19,0.0,1.68,3.11,5.22,2.61,0.0,70.55,3.79,20.32,24.43,28.34,2.61,58.49,0.68,1.62,42.3,0.75,0.06,39.1,182.11,102.43,5.03,0.93,0.5,1.18,1.31,45.68,39.28,86.0,3.79,0.37,0.0,0.0,1.49,1.43,0.12,2.67,3.11,1.31,0.0,0.06,0.0,8.39,2.18,0.99,68.6
Marcos Alonso,Marcos Alonso Mendoza,14800000,2020-2021,31.0,1.89,Full-Back,Left-Back,left,Premier League,0.19,0.0,0.19,0.0,0.0,0.19,0.0,0.16,0.16,0.1,0.26,0.19,2.06,0.84,40.9,0.09,0.22,17.2,0.47,0.0,0.0,0.16,0.16,0.08,0.03,0.03,45.28,55.5,81.6,761.72,268.78,22.41,25.03,89.5,19.41,22.5,86.3,3.19,5.81,54.8,0.0,0.1,1.13,1.78,0.75,0.19,4.59,55.5,47.44,8.06,1.03,0.0,7.97,0.38,1.22,0.38,0.0,0.38,0.0,37.13,10.22,8.16,40.78,4.88,1.88,6.66,0.28,45.28,0.38,0.56,1.22,2.34,3.09,2.25,0.19,0.0,0.47,0.09,0.09,0.19,0.09,0.0,0.0,0.09,0.0,0.0,1.22,0.75,0.47,0.47,0.28,0.28,1.59,17.6,1.31,13.13,3.84,29.3,5.72,4.59,2.81,2.06,0.09,0.0,1.97,1.03,2.25,3.47,0.0,68.34,3.38,18.75,29.06,25.31,4.31,59.91,0.66,1.31,50.0,0.66,0.0,40.69,199.69,119.53,5.91,1.78,0.84,0.38,1.31,49.41,42.47,86.0,4.13,0.19,0.0,0.0,1.31,1.22,0.19,1.22,1.03,0.75,0.0,0.0,0.0,8.06,2.53,1.78,58.7
