ï»¿Player_SN,Player_LN,Player Valuation,scouting_period,Age,Height,Gen_Pos,Position,Foot,Data_League,Goals,Assists,Non.Penalty.Goals,Penalty.Kicks.Made,Penalty.Kicks.Attempted,Yellow.Cards,Red.Cards,xG,npxG,xA,npxG.xA,Goals.1,Shots.Total,Shots.on.target,Shots.on.target..,Goals.Shot,Goals.Shot.on.target,Average.Shot.Distance,Shots.from.free.kicks,Penalty.Kicks.Made.1,Penalty.Kicks.Attempted.1,xG.1,npxG.1,npxG.Sh,Goals...xG,Non.Penalty.Goals...npxG,Passes.Completed,Passes.Attempted,Pass.Completion..,Total.Passing.Distance,Progressive.Passing.Distance,Passes.Completed..Short.,Passes.Attempted..Short.,Pass.Completion....Short.,Passes.Completed..Medium.,Passes.Attempted..Medium.,Pass.Completion....Medium.,Passes.Completed..Long.,Passes.Attempted..Long.,Pass.Completion....Long.,Assists.1,xA.1,Key.Passes,Passes.into.Final.Third,Passes.into.Penalty.Area,Crosses.into.Penalty.Area,Progressive.Passes,Passes.Attempted.1,Live.ball.passes,Dead.ball.passes,Passes.from.Free.Kicks,Through.Balls,Passes.Under.Pressure,Switches,Crosses,Corner.Kicks,Inswinging.Corner.Kicks,Outswinging.Corner.Kicks,Straight.Corner.Kicks,Ground.passes,Low.Passes,High.Passes,Passes.Attempted..Left.,Passes.Attempted..Right.,Passes.Attempted..Head.,Throw.Ins.taken,Passes.Attempted..Other.,Passes.Completed.1,Passes.Offside,Passes.Out.of.Bounds,Passes.Intercepted,Passes.Blocked,Shot.Creating.Actions,SCA..PassLive.,SCA..PassDead.,SCA..Drib.,SCA..Sh.,SCA..Fld.,SCA..Def.,Goal.Creating.Actions,GCA..PassLive.,GCA..PassDead.,GCA..Drib.,GCA..Sh.,GCA..Fld.,GCA..Def.,Tackles,Tackles.Won,Tackles..Def.3rd.,Tackles..Mid.3rd.,Tackles..Att.3rd.,Dribblers.Tackled,Dribbles.Contested,X..of.dribblers.tackled,Dribbled.Past,Pressures,Successful.Pressures,Successful.Pressure..,Pressures..Def.3rd.,Pressures..Mid.3rd.,Pressures..Att.3rd.,Blocks,Shots.Blocked,Shots.Saved,Passes.Blocked.1,Interceptions,Tkl.Int,Clearances,Errors,Touches,Touches..Def.Pen.,Touches..Def.3rd.,Touches..Mid.3rd.,Touches..Att.3rd.,Touches..Att.Pen.,Touches..Live.Ball.,Dribbles.Completed,Dribbles.Attempted,Successful.Dribble..,Players.Dribbled.Past,Nutmegs,Carries,Total.Carrying.Distance,Progressive.Carrying.Distance,Progressive.Carries,Carries.into.Final.Third,Carries.into.Penalty.Area,Miscontrols,Dispossessed,Pass.Targets,Passes.Received,Passes.Received..,Progressive.Passes.Rec,Yellow.Cards.1,Red.Cards.1,Second.Yellow.Card,Fouls.Committed,Fouls.Drawn,Offsides,Crosses.1,Interceptions.1,Tackles.Won.1,Penalty.Kicks.Won,Penalty.Kicks.Conceded,Own.Goals,Ball.Recoveries,Aerials.won,Aerials.lost,X..of.Aerials.Won
John Brooks,John Brooks,12000000,2020-2021,29.0,1.93,Centre-Back,Centre-Back,left,Bundesliga,0.06,0.0,0.06,0.0,0.0,0.16,0.0,0.05,0.05,0.02,0.07,0.06,0.58,0.13,22.2,0.11,0.5,9.6,0.0,0.0,0.0,0.05,0.05,0.09,0.01,0.01,51.39,60.64,84.8,1281.19,373.17,8.27,9.57,86.4,28.97,31.8,91.1,13.66,18.46,74.0,0.0,0.02,0.16,3.7,0.19,0.0,3.99,60.64,57.62,3.02,2.86,0.0,5.39,2.27,0.06,0.0,0.0,0.0,0.0,44.77,4.57,11.29,45.19,10.28,3.31,0.16,0.32,51.39,0.23,1.27,0.84,0.42,0.71,0.62,0.0,0.03,0.03,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,1.91,1.2,1.4,0.52,0.0,0.97,2.14,45.5,1.17,9.05,3.67,40.5,5.19,3.6,0.26,2.04,0.45,0.0,1.59,1.65,3.57,6.13,0.06,72.97,7.59,38.09,39.58,1.65,0.84,70.21,0.23,0.36,63.6,0.23,0.03,45.23,293.98,156.93,3.41,0.45,0.03,0.1,0.29,47.21,45.88,97.2,0.23,0.16,0.0,0.0,1.14,0.62,0.0,0.06,1.65,1.2,0.0,0.06,0.03,11.42,3.5,1.52,69.7
John Brooks,John Brooks,13500000,2019-2020,28.0,1.93,Centre-Back,Centre-Back,left,Bundesliga,0.0,0.04,0.0,0.0,0.0,0.16,0.0,0.06,0.06,0.02,0.08,0.0,0.49,0.16,33.3,0.0,0.0,9.0,0.0,0.0,0.0,0.06,0.06,0.12,-0.06,-0.06,40.06,48.12,83.3,1003.39,318.8,7.45,8.86,84.0,21.53,24.32,88.5,10.8,14.04,76.9,0.04,0.02,0.16,2.51,0.16,0.0,3.24,48.12,46.3,1.82,1.66,0.0,4.98,1.94,0.08,0.0,0.0,0.0,0.0,30.8,7.65,9.67,34.32,7.89,3.72,0.16,0.53,40.06,0.04,0.81,0.61,0.57,0.57,0.4,0.0,0.0,0.12,0.04,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,1.66,0.77,1.21,0.4,0.04,0.85,2.27,37.5,1.42,8.78,2.91,33.2,5.22,3.24,0.32,1.74,0.57,0.0,1.17,0.85,2.51,6.68,0.12,59.89,6.64,33.59,28.69,1.9,1.3,58.15,0.2,0.24,83.3,0.2,0.0,32.46,205.66,110.36,1.74,0.04,0.0,0.16,0.12,34.48,33.51,97.2,0.97,0.16,0.0,0.0,0.93,0.4,0.08,0.08,0.85,0.77,0.0,0.0,0.0,12.99,2.79,1.21,69.7
John Brooks,John Brooks,15000000,2018-2019,27.0,1.93,Centre-Back,Centre-Back,left,Bundesliga,0.1,0.07,0.1,0.0,0.0,0.24,0.0,0.11,0.11,0.03,0.14,0.1,0.69,0.14,20.0,0.15,0.75,9.4,0.0,0.0,0.0,0.11,0.11,0.15,0.0,0.0,51.41,59.59,86.3,1388.97,390.45,5.86,7.07,82.9,27.66,30.38,91.0,17.69,21.52,82.2,0.07,0.03,0.1,4.03,0.14,0.0,4.55,59.59,57.03,2.55,2.45,0.07,6.76,4.59,0.03,0.0,0.0,0.0,0.0,45.0,4.31,10.28,43.48,10.93,3.69,0.1,0.48,51.41,0.03,0.72,0.52,0.52,0.45,0.38,0.0,0.0,0.07,0.0,0.0,0.14,0.1,0.0,0.0,0.03,0.0,0.0,1.28,0.86,0.86,0.34,0.07,0.45,1.03,43.3,0.59,6.24,2.14,34.3,4.24,1.79,0.21,1.55,0.41,0.0,1.14,0.66,1.93,5.52,0.03,69.59,7.14,40.03,33.31,2.14,1.14,67.21,0.24,0.31,77.8,0.28,0.03,46.28,295.14,175.52,3.41,0.21,0.0,0.14,0.28,47.86,46.86,97.9,0.72,0.24,0.0,0.0,0.59,0.45,0.0,0.03,0.66,0.86,0.0,0.03,0.0,10.66,1.69,0.55,75.4
John Brooks,John Brooks,12000000,2017-2018,26.0,1.93,Centre-Back,Centre-Back,left,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,,13.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,38.87,43.95,88.5,912.13,253.29,6.69,7.55,88.5,24.26,25.01,97.0,7.8,10.89,71.6,0.0,0.0,0.0,1.49,0.0,0.0,1.36,43.95,40.36,3.59,3.59,0.0,7.06,0.99,0.0,0.0,0.0,0.0,0.0,32.81,4.58,6.56,32.56,8.05,2.35,0.0,0.12,38.87,0.0,0.25,0.12,0.5,0.37,0.25,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,1.36,1.49,0.62,0.12,0.62,1.49,41.7,0.87,8.05,3.22,40.0,5.82,2.1,0.12,1.49,0.37,0.0,1.11,0.5,2.72,7.8,0.0,56.95,8.79,33.92,25.5,0.5,0.37,53.36,0.62,0.99,62.5,0.74,0.0,32.31,155.12,72.05,1.24,0.0,0.0,0.12,0.0,33.92,33.05,97.4,0.25,0.12,0.0,0.0,1.11,1.11,0.0,0.0,0.5,1.36,0.0,0.0,0.0,7.92,1.86,1.49,55.6
John Egan,John Egan,11250000,2020-2021,29.0,1.85,Centre-Back,Centre-Back,right,Premier League,0.0,0.03,0.0,0.0,0.0,0.24,0.03,0.02,0.02,0.01,0.03,0.0,0.48,0.1,21.4,0.0,0.0,9.8,0.0,0.0,0.0,0.02,0.02,0.05,-0.02,-0.02,31.67,37.45,84.6,748.04,229.36,7.91,8.66,91.3,16.43,18.01,91.3,7.15,10.3,69.4,0.03,0.01,0.1,2.77,0.24,0.03,1.99,37.45,36.63,0.82,0.72,0.03,3.83,0.99,0.07,0.0,0.0,0.0,0.0,25.13,3.35,8.97,4.79,28.31,2.57,0.1,0.27,31.67,0.1,0.92,0.27,0.27,0.45,0.41,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,1.61,1.03,1.16,0.41,0.03,0.58,1.16,50.0,0.58,8.46,2.77,32.8,5.31,2.98,0.17,1.92,1.13,0.03,0.79,1.4,3.01,5.48,0.03,48.13,7.91,27.15,22.63,1.81,0.89,47.31,0.07,0.07,100.0,0.07,0.0,24.34,174.45,105.1,2.4,0.24,0.0,0.14,0.03,28.31,27.15,95.9,0.07,0.24,0.03,0.0,1.13,0.34,0.0,0.07,1.4,1.03,0.0,0.0,0.0,8.87,2.94,1.95,60.1
John Egan,John Egan,9625000,2019-2020,28.0,1.85,Centre-Back,Centre-Back,right,Premier League,0.06,0.0,0.06,0.0,0.0,0.14,0.03,0.07,0.07,0.0,0.07,0.06,0.79,0.14,17.9,0.07,0.4,8.8,0.0,0.0,0.0,0.07,0.07,0.08,-0.01,-0.01,28.72,34.25,83.8,681.99,183.7,7.17,7.99,89.8,14.09,15.67,89.9,7.17,10.03,71.5,0.0,0.0,0.03,1.89,0.06,0.0,1.84,34.25,33.35,0.9,0.79,0.0,5.31,1.38,0.08,0.0,0.0,0.0,0.0,21.69,4.38,8.19,4.01,25.25,3.28,0.11,0.11,28.72,0.06,0.85,0.06,0.17,0.17,0.08,0.0,0.0,0.08,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.0,1.27,0.76,0.93,0.34,0.0,0.59,1.27,46.7,0.68,8.36,2.85,34.1,5.93,2.23,0.2,2.06,0.93,0.0,1.13,0.73,2.01,7.6,0.11,47.16,7.0,25.36,22.31,1.84,1.33,46.26,0.08,0.08,100.0,0.08,0.03,22.68,131.06,72.52,1.64,0.08,0.0,0.23,0.03,24.31,23.47,96.5,0.85,0.14,0.03,0.03,0.93,0.65,0.03,0.08,0.73,0.76,0.0,0.03,0.0,10.48,3.93,1.61,70.9
John Stones,John Stones,28000000,2021-2022,29.0,1.88,Centre-Back,Centre-Back,right,Premier League,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.09,0.09,0.01,0.09,0.1,0.63,0.42,66.7,0.17,0.25,14.4,0.0,0.0,0.0,0.09,0.09,0.16,0.01,0.01,75.09,80.41,93.4,1515.61,361.77,26.28,27.95,94.0,37.75,38.79,97.3,10.64,12.83,82.9,0.0,0.01,0.21,6.05,0.21,0.0,3.34,80.41,77.49,2.92,1.04,0.0,8.86,1.88,0.0,0.0,0.0,0.0,0.0,67.89,4.8,7.72,11.16,62.99,2.09,1.88,0.31,75.09,0.21,0.31,0.73,0.42,0.83,0.73,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.42,0.31,0.31,0.1,0.0,0.21,0.42,50.0,0.21,4.17,1.77,42.5,1.88,1.98,0.31,0.63,0.31,0.0,0.31,1.04,1.46,3.55,0.1,87.39,8.34,29.41,57.05,7.82,0.73,84.47,0.63,0.73,85.7,0.63,0.1,63.3,409.12,235.69,9.39,2.09,0.0,0.42,0.21,70.6,69.46,98.4,0.21,0.0,0.0,0.0,0.21,0.83,0.0,0.0,1.04,0.31,0.0,0.0,0.0,7.4,4.38,0.73,85.7
John Stones,John Stones,28750000,2020-2021,28.0,1.88,Centre-Back,Centre-Back,right,Premier League,0.19,0.0,0.19,0.0,0.0,0.0,0.05,0.1,0.1,0.0,0.11,0.19,0.7,0.23,33.3,0.27,0.8,12.8,0.0,0.0,0.0,0.1,0.1,0.15,0.08,0.08,75.19,79.76,94.3,1469.05,372.11,27.66,28.87,95.8,37.06,38.27,96.8,9.78,11.41,85.7,0.0,0.0,0.09,5.26,0.19,0.0,3.49,79.76,78.64,1.12,0.7,0.05,7.17,1.58,0.05,0.0,0.0,0.0,0.0,69.79,4.28,5.68,10.06,66.07,2.0,0.37,0.14,75.19,0.0,0.65,0.42,0.47,0.65,0.56,0.0,0.0,0.0,0.09,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.93,0.56,0.61,0.23,0.09,0.33,0.65,50.0,0.33,6.05,2.37,39.2,3.12,2.51,0.42,1.44,0.65,0.0,0.79,0.93,1.86,3.59,0.0,87.44,8.33,33.43,54.47,5.77,0.79,86.41,0.42,0.51,81.8,0.47,0.05,65.74,459.31,264.83,9.45,1.54,0.0,0.19,0.05,72.35,70.96,98.1,0.28,0.0,0.05,0.0,0.28,0.65,0.05,0.05,0.93,0.56,0.0,0.0,0.0,8.24,2.14,0.7,75.4
John Stones,John Stones,47000000,2019-2020,27.0,1.88,Centre-Back,Centre-Back,right,Premier League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.01,0.06,0.0,0.48,0.08,16.7,0.0,0.0,7.9,0.0,0.0,0.0,0.05,0.05,0.1,-0.05,-0.05,77.49,81.5,95.1,1690.19,475.51,21.1,21.98,96.0,42.75,44.84,95.3,13.56,14.2,95.5,0.0,0.01,0.16,6.5,0.08,0.0,4.33,81.5,80.29,1.2,0.88,0.0,10.83,2.89,0.0,0.0,0.0,0.0,0.0,67.94,5.78,7.78,8.26,67.3,3.45,0.32,0.24,77.49,0.08,0.32,0.16,0.32,0.88,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.96,0.8,0.56,0.16,0.32,0.64,50.0,0.32,7.22,3.13,43.3,3.77,3.05,0.4,1.2,0.24,0.0,0.96,0.16,1.68,3.05,0.08,88.24,8.82,35.21,56.63,4.41,0.88,87.11,0.24,0.32,75.0,0.32,0.0,61.44,441.58,266.15,8.5,1.76,0.0,0.16,0.0,69.47,68.34,98.4,0.8,0.0,0.0,0.0,0.4,0.32,0.08,0.0,0.16,0.96,0.0,0.0,0.0,12.27,3.05,1.6,65.5
John Stones,John Stones,58333333,2018-2019,26.0,1.88,Centre-Back,Centre-Back,right,Premier League,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.02,0.02,0.01,0.03,0.0,0.26,0.05,20.0,0.0,0.0,8.2,0.0,0.0,0.0,0.02,0.02,0.09,-0.02,-0.02,84.13,88.67,94.9,1751.22,474.54,26.28,27.19,96.6,44.03,45.61,96.5,13.32,15.2,87.6,0.0,0.01,0.26,5.71,0.31,0.0,4.85,88.67,87.24,1.43,0.66,0.05,8.47,2.96,0.1,0.05,0.0,0.0,0.0,76.53,4.85,7.3,8.57,74.39,2.81,0.71,0.15,84.13,0.0,0.51,0.46,0.41,0.71,0.66,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.56,0.51,0.2,0.05,0.26,0.51,50.0,0.26,5.66,2.19,38.7,2.81,2.45,0.41,1.43,0.61,0.05,0.82,1.17,1.94,3.11,0.0,95.2,9.44,37.76,59.34,5.36,0.61,93.83,0.26,0.26,100.0,0.26,0.0,72.35,477.3,267.35,8.78,1.43,0.0,0.1,0.15,77.91,77.14,99.0,0.61,0.05,0.0,0.0,0.36,0.41,0.05,0.1,1.17,0.56,0.0,0.0,0.0,9.34,3.27,1.07,75.3
John Stones,John Stones,46666666,2017-2018,25.0,1.88,Centre-Back,Centre-Back,right,Premier League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,0.0,0.83,0.28,33.3,0.0,0.0,9.8,0.0,0.0,0.0,0.08,0.08,0.09,-0.08,-0.08,82.53,85.51,96.5,1748.92,557.97,26.06,26.82,97.2,40.23,40.99,98.1,15.55,16.94,91.8,0.0,0.0,0.0,3.32,0.07,0.0,3.25,85.51,84.06,1.45,1.11,0.0,5.6,2.63,0.0,0.0,0.0,0.0,0.0,76.8,4.01,4.7,8.85,73.82,1.31,0.28,0.0,82.53,0.0,0.62,0.48,0.14,0.48,0.35,0.0,0.0,0.07,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.07,0.0,1.31,0.83,0.62,0.55,0.14,0.48,1.38,35.0,0.9,6.29,2.21,35.2,3.87,2.07,0.35,0.83,0.35,0.0,0.48,1.66,2.97,4.22,0.0,94.42,7.33,43.34,53.99,2.77,1.18,92.97,0.07,0.14,50.0,0.14,0.0,67.88,307.88,163.76,3.87,0.35,0.0,0.07,0.21,77.56,76.59,98.8,0.41,0.0,0.0,0.0,0.35,0.14,0.0,0.0,1.66,0.83,0.0,0.0,0.0,7.05,2.97,0.69,81.1
JonÃ¡s Ramalho,JonÃ¡s Ramalho Chimeno,3500000,2018-2019,27.0,1.85,Centre-Back,Centre-Back,right,La Liga,0.06,0.0,0.06,0.0,0.0,0.22,0.0,0.03,0.03,0.01,0.03,0.06,0.39,0.11,28.6,0.14,0.5,11.6,0.0,0.0,0.0,0.03,0.03,0.07,0.03,0.03,36.02,43.97,81.9,720.67,266.72,11.62,12.45,93.3,19.62,22.01,89.1,4.61,8.12,56.8,0.0,0.01,0.11,1.5,0.33,0.11,2.33,43.97,40.19,3.78,0.56,0.0,6.67,0.78,1.0,0.0,0.0,0.0,0.0,30.8,5.84,7.34,1.56,37.02,1.61,3.22,0.11,36.02,0.06,1.11,0.39,1.33,0.61,0.33,0.06,0.0,0.0,0.17,0.06,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.56,0.17,0.5,0.06,0.0,0.28,0.78,35.7,0.5,9.78,2.06,21.0,6.28,2.78,0.72,2.17,0.61,0.0,1.56,0.5,1.06,4.84,0.11,54.2,5.67,26.68,23.35,7.84,0.5,50.42,0.17,0.56,30.0,0.17,0.0,35.41,174.83,96.17,2.61,0.95,0.0,0.33,0.5,35.86,34.02,94.9,1.17,0.22,0.0,0.0,0.72,0.72,0.0,1.0,0.5,0.17,0.0,0.11,0.06,7.62,1.17,1.17,50.0
JonÃ¡s Ramalho,JonÃ¡s Ramalho Chimeno,3000000,2017-2018,26.0,1.85,Centre-Back,Centre-Back,right,La Liga,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.06,0.06,0.0,0.06,0.0,0.43,0.04,9.1,0.0,0.0,8.4,0.0,0.0,0.0,0.06,0.06,0.14,-0.06,-0.06,26.36,35.8,73.6,590.4,227.58,7.28,9.13,79.8,13.24,16.21,81.6,5.56,9.79,56.8,0.0,0.0,0.08,2.47,0.2,0.0,2.27,35.8,34.82,0.98,0.43,0.0,6.19,1.33,0.27,0.0,0.0,0.0,0.0,22.95,2.74,10.1,1.84,28.67,3.84,0.55,0.08,26.36,0.12,1.84,0.47,0.71,0.43,0.27,0.04,0.0,0.12,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.86,0.47,0.71,0.16,0.0,0.27,0.59,46.7,0.31,8.38,2.58,30.8,5.01,2.98,0.39,1.61,0.59,0.0,1.02,0.94,1.8,2.94,0.04,42.57,5.37,21.62,20.91,2.39,0.55,41.59,0.2,0.27,71.4,0.2,0.0,25.3,133.51,49.03,1.1,0.16,0.0,0.24,0.16,23.03,22.4,97.3,0.47,0.12,0.0,0.0,0.78,0.59,0.04,0.27,0.94,0.47,0.0,0.04,0.04,11.12,1.02,0.59,63.4
Jonathan Panzo,Jonathan William Panzo,4166666,2020-2021,21.0,1.88,Centre-Back,Centre-Back,left,Ligue 1,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.03,0.03,0.0,0.03,0.0,0.3,0.1,33.3,0.0,0.0,10.2,0.0,0.0,0.0,0.03,0.03,0.1,-0.03,-0.03,48.32,54.72,88.3,1059.71,319.77,12.29,13.64,90.1,25.94,27.33,94.9,9.64,12.64,76.3,0.0,0.0,0.0,1.8,0.05,0.0,1.6,54.72,53.17,1.55,1.2,0.05,4.65,0.95,0.1,0.0,0.0,0.0,0.0,45.67,3.8,5.25,44.43,7.3,1.7,0.3,0.05,48.32,0.15,0.6,0.85,0.5,0.3,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.85,1.0,0.55,0.05,0.6,0.95,63.2,0.35,10.64,3.6,33.8,6.25,3.9,0.5,1.75,0.6,0.0,1.15,2.7,4.3,5.3,0.05,66.16,10.59,43.03,26.39,1.55,0.45,64.81,0.65,0.75,86.7,0.65,0.0,42.98,258.36,129.78,2.55,0.4,0.0,0.3,0.1,45.52,44.68,98.1,0.05,0.25,0.0,0.0,1.35,0.5,0.05,0.1,2.7,0.85,0.0,0.15,0.0,7.9,2.15,1.4,60.6
Jonathan Rivierez,Jonathan Rivierez,800000,2017-2018,30.0,1.82,Centre-Back,Centre-Back,right,Ligue 1,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.01,0.01,0.03,0.03,0.0,0.39,0.13,33.3,0.0,0.0,24.8,0.0,0.0,0.0,0.01,0.01,0.02,-0.01,-0.01,30.87,41.29,74.8,617.05,304.58,10.73,12.47,86.0,15.57,19.01,81.9,4.19,8.11,51.6,0.0,0.03,0.52,2.27,0.65,0.39,3.1,41.29,33.18,8.11,0.48,0.0,5.58,0.74,0.92,0.0,0.0,0.0,0.0,23.02,4.75,13.52,2.22,28.91,2.14,7.63,0.26,30.87,0.09,0.96,1.13,1.31,1.44,1.05,0.26,0.09,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79,1.44,1.88,0.74,0.17,1.44,3.14,45.8,1.7,11.69,3.44,29.5,7.24,3.88,0.57,1.88,0.31,0.0,1.57,1.53,4.32,1.96,0.0,50.89,3.58,20.8,21.93,11.08,0.26,42.86,1.0,1.35,74.2,1.0,0.04,26.51,132.12,73.69,3.1,1.13,0.04,0.7,0.44,25.68,24.11,93.9,0.48,0.26,0.0,0.0,1.53,0.52,0.0,0.92,1.53,1.44,0.0,0.04,0.0,8.81,0.17,0.35,33.3
Jonathan Tah,Jonathan Glao Tah,25000000,2021-2022,27.0,1.95,Centre-Back,Centre-Back,right,Bundesliga,0.08,0.08,0.08,0.0,0.0,0.15,0.0,0.04,0.04,0.03,0.07,0.08,0.46,0.08,16.7,0.17,1.0,11.1,0.0,0.0,0.0,0.04,0.04,0.09,0.04,0.04,50.96,57.19,89.1,1104.45,328.31,12.58,13.77,91.3,29.06,31.23,93.1,8.9,11.34,78.5,0.08,0.03,0.27,2.67,0.08,0.04,3.25,57.19,55.18,2.01,1.28,0.12,6.58,1.2,0.12,0.0,0.0,0.0,0.0,46.35,4.06,6.77,9.21,43.61,2.32,0.12,0.0,50.96,0.0,0.62,1.12,0.43,0.7,0.58,0.0,0.0,0.08,0.0,0.04,0.08,0.04,0.0,0.0,0.04,0.0,0.0,1.08,0.58,0.85,0.23,0.0,0.54,0.85,63.6,0.31,7.47,2.94,39.4,4.84,2.36,0.27,1.47,0.74,0.0,0.74,2.17,3.25,5.46,0.08,68.91,9.79,40.01,32.08,1.97,0.93,66.94,0.5,0.62,81.3,0.5,0.0,43.18,243.53,125.17,2.28,0.31,0.0,0.43,0.58,45.77,45.12,98.6,0.12,0.15,0.0,0.0,0.62,0.27,0.04,0.12,2.17,0.58,0.0,0.0,0.0,10.02,3.71,1.39,72.7
Jonathan Tah,Jonathan Glao Tah,21500000,2020-2021,26.0,1.95,Centre-Back,Centre-Back,right,Bundesliga,0.04,0.0,0.04,0.0,0.0,0.12,0.0,0.03,0.03,0.0,0.04,0.04,0.41,0.08,20.0,0.1,0.5,9.7,0.0,0.0,0.0,0.03,0.03,0.08,0.01,0.01,71.91,79.13,90.9,1583.42,404.82,17.48,18.82,92.9,40.68,42.91,94.8,13.34,16.51,80.8,0.0,0.0,0.08,4.1,0.2,0.04,4.26,79.13,76.62,2.51,1.26,0.04,8.19,1.78,0.12,0.0,0.0,0.0,0.0,64.16,6.16,8.8,14.89,58.08,3.24,1.26,0.12,71.91,0.12,0.45,0.85,0.61,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,0.73,0.93,0.45,0.04,0.53,0.93,56.5,0.41,8.6,3.04,35.4,4.34,3.77,0.49,1.83,0.65,0.04,1.18,1.91,3.33,5.11,0.0,90.32,7.83,40.19,52.77,4.5,0.93,87.93,0.28,0.32,87.5,0.28,0.0,62.46,346.29,166.21,3.49,0.41,0.04,0.32,0.61,65.42,63.92,97.7,0.32,0.12,0.0,0.0,1.18,0.49,0.04,0.12,1.91,0.73,0.0,0.0,0.0,12.78,3.53,1.7,67.4
Jonathan Tah,Jonathan Glao Tah,33250000,2019-2020,25.0,1.95,Centre-Back,Centre-Back,right,Bundesliga,0.0,0.04,0.0,0.0,0.0,0.17,0.04,0.01,0.01,0.02,0.03,0.0,0.22,0.04,20.0,0.0,0.0,15.4,0.0,0.0,0.0,0.01,0.01,0.04,-0.01,-0.01,78.77,87.03,90.5,1727.12,474.09,18.76,20.09,93.4,44.35,46.72,94.9,14.97,18.84,79.5,0.04,0.02,0.17,4.43,0.22,0.04,4.69,87.03,84.97,2.07,1.98,0.04,11.31,1.51,0.09,0.0,0.0,0.0,0.0,70.08,7.06,9.89,14.89,67.41,2.88,0.09,0.09,78.77,0.17,1.03,0.6,0.9,0.52,0.47,0.04,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,1.68,0.77,1.12,0.43,0.13,0.47,1.16,40.7,0.69,10.33,3.53,34.2,5.98,3.61,0.73,1.94,0.73,0.04,1.2,1.2,2.88,6.28,0.13,98.86,9.34,52.27,51.63,2.84,0.43,96.88,0.56,0.69,81.3,0.6,0.0,70.86,388.82,195.7,3.83,0.39,0.0,0.04,0.3,73.26,72.06,98.4,0.47,0.17,0.04,0.0,1.29,0.56,0.0,0.09,1.2,0.77,0.0,0.0,0.0,12.86,3.4,1.08,76.0
Jonathan Tah,Jonathan Glao Tah,36750000,2018-2019,24.0,1.95,Centre-Back,Centre-Back,right,Bundesliga,0.09,0.03,0.09,0.0,0.0,0.09,0.0,0.06,0.06,0.02,0.08,0.09,0.37,0.12,33.3,0.25,0.75,9.2,0.0,0.0,0.0,0.06,0.06,0.15,0.04,0.04,67.94,75.72,89.7,1445.45,361.69,17.41,19.06,91.3,39.56,42.44,93.2,10.57,13.33,79.3,0.03,0.02,0.25,5.98,0.28,0.03,4.23,75.72,74.13,1.59,1.5,0.06,9.38,1.56,0.12,0.0,0.0,0.0,0.0,62.7,4.66,8.37,10.79,60.7,3.19,0.09,0.12,67.94,0.15,0.95,0.58,0.49,0.64,0.58,0.0,0.0,0.03,0.0,0.03,0.06,0.06,0.0,0.0,0.0,0.0,0.0,1.38,0.55,1.13,0.18,0.06,0.4,0.86,46.4,0.46,6.5,2.05,31.6,4.23,1.84,0.43,1.53,0.7,0.0,0.83,1.07,2.45,5.15,0.0,85.56,6.96,35.82,53.01,3.13,0.77,84.06,0.43,0.43,100.0,0.43,0.0,61.93,347.93,179.08,6.07,0.8,0.03,0.28,0.31,61.04,60.37,98.9,0.43,0.09,0.0,0.0,0.55,0.43,0.06,0.12,1.07,0.55,0.0,0.06,0.0,13.67,1.81,0.52,77.6
