ï»¿Player_SN,Player_LN,Player Valuation,scouting_period,Age,Height,Gen_Pos,Position,Foot,Data_League,Goals,Assists,Non.Penalty.Goals,Penalty.Kicks.Made,Penalty.Kicks.Attempted,Yellow.Cards,Red.Cards,xG,npxG,xA,npxG.xA,Goals.1,Shots.Total,Shots.on.target,Shots.on.target..,Goals.Shot,Goals.Shot.on.target,Average.Shot.Distance,Shots.from.free.kicks,Penalty.Kicks.Made.1,Penalty.Kicks.Attempted.1,xG.1,npxG.1,npxG.Sh,Goals...xG,Non.Penalty.Goals...npxG,Passes.Completed,Passes.Attempted,Pass.Completion..,Total.Passing.Distance,Progressive.Passing.Distance,Passes.Completed..Short.,Passes.Attempted..Short.,Pass.Completion....Short.,Passes.Completed..Medium.,Passes.Attempted..Medium.,Pass.Completion....Medium.,Passes.Completed..Long.,Passes.Attempted..Long.,Pass.Completion....Long.,Assists.1,xA.1,Key.Passes,Passes.into.Final.Third,Passes.into.Penalty.Area,Crosses.into.Penalty.Area,Progressive.Passes,Passes.Attempted.1,Live.ball.passes,Dead.ball.passes,Passes.from.Free.Kicks,Through.Balls,Passes.Under.Pressure,Switches,Crosses,Corner.Kicks,Inswinging.Corner.Kicks,Outswinging.Corner.Kicks,Straight.Corner.Kicks,Ground.passes,Low.Passes,High.Passes,Passes.Attempted..Left.,Passes.Attempted..Right.,Passes.Attempted..Head.,Throw.Ins.taken,Passes.Attempted..Other.,Passes.Completed.1,Passes.Offside,Passes.Out.of.Bounds,Passes.Intercepted,Passes.Blocked,Shot.Creating.Actions,SCA..PassLive.,SCA..PassDead.,SCA..Drib.,SCA..Sh.,SCA..Fld.,SCA..Def.,Goal.Creating.Actions,GCA..PassLive.,GCA..PassDead.,GCA..Drib.,GCA..Sh.,GCA..Fld.,GCA..Def.,Tackles,Tackles.Won,Tackles..Def.3rd.,Tackles..Mid.3rd.,Tackles..Att.3rd.,Dribblers.Tackled,Dribbles.Contested,X..of.dribblers.tackled,Dribbled.Past,Pressures,Successful.Pressures,Successful.Pressure..,Pressures..Def.3rd.,Pressures..Mid.3rd.,Pressures..Att.3rd.,Blocks,Shots.Blocked,Shots.Saved,Passes.Blocked.1,Interceptions,Tkl.Int,Clearances,Errors,Touches,Touches..Def.Pen.,Touches..Def.3rd.,Touches..Mid.3rd.,Touches..Att.3rd.,Touches..Att.Pen.,Touches..Live.Ball.,Dribbles.Completed,Dribbles.Attempted,Successful.Dribble..,Players.Dribbled.Past,Nutmegs,Carries,Total.Carrying.Distance,Progressive.Carrying.Distance,Progressive.Carries,Carries.into.Final.Third,Carries.into.Penalty.Area,Miscontrols,Dispossessed,Pass.Targets,Passes.Received,Passes.Received..,Progressive.Passes.Rec,Yellow.Cards.1,Red.Cards.1,Second.Yellow.Card,Fouls.Committed,Fouls.Drawn,Offsides,Crosses.1,Interceptions.1,Tackles.Won.1,Penalty.Kicks.Won,Penalty.Kicks.Conceded,Own.Goals,Ball.Recoveries,Aerials.won,Aerials.lost,X..of.Aerials.Won
Antonio Di Gaudio,Antonio Di Gaudio,1500000,2018-2019,30.0,1.69,Winger,Left Winger,right,Serie A,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.04,0.21,0.0,1.8,0.26,14.3,0.0,0.0,21.3,0.0,0.0,0.0,0.17,0.17,0.1,-0.17,-0.17,8.76,15.32,57.1,115.24,35.28,5.92,9.01,65.7,2.7,4.51,60.0,0.13,0.52,25.0,0.13,0.04,0.52,0.26,0.26,0.0,0.9,15.32,15.32,0.0,0.0,0.13,3.61,0.13,0.64,0.0,0.0,0.0,0.0,12.23,2.06,1.03,2.32,12.23,0.77,0.0,0.0,8.76,0.13,0.52,1.03,2.06,1.42,0.77,0.0,0.39,0.0,0.26,0.0,0.26,0.13,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,0.0,0.0,0.0,0.39,0.0,0.39,15.19,3.09,20.3,4.51,5.67,5.02,1.55,0.26,0.0,1.29,0.64,0.77,0.13,0.0,28.84,0.52,5.41,11.85,14.29,4.12,28.84,1.03,2.96,34.8,1.29,0.0,24.46,140.99,87.3,3.61,1.42,0.9,3.86,1.42,32.58,20.21,62.1,5.92,0.0,0.0,0.0,0.39,1.93,0.64,0.64,0.64,0.13,0.0,0.0,0.0,5.02,0.0,0.39,0.0
Antonio Puertas,JosÃ© Antonio RodrÃ­guez DÃ­az,4500000,2021-2022,31.0,1.83,Winger,Right Winger,right,La Liga,0.28,0.06,0.28,0.0,0.0,0.17,0.0,0.17,0.17,0.04,0.21,0.28,1.51,0.5,33.3,0.19,0.56,13.6,0.0,0.0,0.0,0.17,0.17,0.12,0.11,0.11,18.64,26.92,69.2,295.47,83.28,10.41,12.99,80.2,6.21,8.79,70.7,1.62,2.85,56.9,0.06,0.04,0.73,1.18,0.78,0.34,1.96,26.92,25.58,1.34,0.06,0.0,7.39,0.84,1.29,0.11,0.0,0.0,0.0,16.4,4.93,5.6,5.26,16.85,1.68,1.18,0.34,18.64,0.17,0.78,1.4,1.62,2.01,1.34,0.11,0.17,0.06,0.28,0.06,0.28,0.17,0.0,0.06,0.0,0.0,0.06,1.29,0.73,0.67,0.56,0.06,0.78,1.68,46.7,0.9,14.66,4.37,29.8,4.31,5.88,4.48,1.68,0.17,0.0,1.51,0.34,1.62,0.95,0.0,38.73,1.23,7.61,18.13,15.17,2.57,37.39,1.23,2.57,47.8,1.23,0.11,25.02,133.1,66.6,3.3,0.95,0.45,2.01,1.51,36.1,25.69,71.2,4.03,0.17,0.0,0.0,1.74,1.4,0.11,1.29,0.34,0.73,0.0,0.06,0.0,6.21,2.13,2.8,43.2
Antonio Puertas,JosÃ© Antonio RodrÃ­guez DÃ­az,5875000,2020-2021,30.0,1.83,Winger,Right Winger,right,La Liga,0.12,0.21,0.12,0.0,0.0,0.25,0.0,0.17,0.17,0.08,0.25,0.12,1.16,0.46,39.3,0.11,0.27,15.1,0.0,0.0,0.0,0.17,0.17,0.15,-0.05,-0.05,18.29,27.71,66.0,282.15,73.0,10.49,13.23,79.3,5.89,8.75,67.3,1.33,3.48,38.1,0.21,0.08,0.66,1.2,0.75,0.12,2.07,27.71,25.63,2.07,0.12,0.17,8.38,0.46,1.66,0.08,0.08,0.0,0.0,15.59,5.93,6.18,5.31,16.96,1.41,1.74,0.33,18.29,0.17,0.75,1.24,1.82,1.66,1.2,0.04,0.21,0.0,0.17,0.04,0.29,0.25,0.0,0.04,0.0,0.0,0.0,1.12,0.71,0.5,0.41,0.21,0.46,1.16,39.3,0.71,13.52,3.11,23.0,3.82,5.39,4.31,1.58,0.29,0.04,1.29,0.71,1.82,0.71,0.0,39.73,1.33,6.47,16.76,19.2,2.9,37.66,1.87,2.82,66.2,1.99,0.08,26.42,148.35,80.17,4.44,1.0,0.58,2.28,2.07,41.47,26.25,63.3,5.18,0.25,0.0,0.0,1.49,1.24,0.54,1.66,0.71,0.71,0.0,0.0,0.0,6.06,2.36,3.65,39.3
Antonio Puertas,JosÃ© Antonio RodrÃ­guez DÃ­az,2700000,2019-2020,29.0,1.83,Winger,Right Winger,right,La Liga,0.25,0.11,0.25,0.0,0.0,0.25,0.0,0.25,0.25,0.12,0.37,0.25,1.62,0.63,39.1,0.15,0.39,15.2,0.0,0.0,0.0,0.25,0.25,0.16,-0.01,-0.01,18.89,26.97,70.1,294.26,66.19,10.89,13.77,79.1,5.79,7.94,73.0,1.55,2.98,51.8,0.11,0.12,0.6,0.95,0.42,0.21,1.4,26.97,26.02,0.95,0.21,0.04,8.01,0.56,1.47,0.07,0.04,0.04,0.0,15.24,6.15,5.58,5.16,17.63,1.86,0.67,0.28,18.89,0.18,0.6,0.49,1.47,2.07,1.33,0.07,0.35,0.11,0.18,0.04,0.28,0.21,0.0,0.04,0.04,0.0,0.0,1.37,0.84,0.32,0.74,0.32,0.49,1.76,28.0,1.26,16.71,4.42,26.5,2.98,8.6,5.13,1.09,0.11,0.0,0.98,0.32,1.69,0.7,0.0,38.73,1.16,4.95,19.38,17.52,3.41,37.89,1.9,3.23,58.7,2.21,0.07,27.74,144.85,76.31,4.11,1.3,0.63,2.46,1.83,39.93,27.35,68.5,7.51,0.25,0.0,0.0,1.72,1.37,0.18,1.47,0.32,0.84,0.0,0.0,0.0,6.29,1.72,3.09,35.8
Anwar El Ghazi,Anwar El-Ghazi,10333333,2020-2021,27.0,1.89,Winger,Right Winger,right,Premier League,0.56,0.0,0.33,0.22,0.22,0.11,0.0,0.45,0.28,0.13,0.41,0.56,3.35,1.45,43.3,0.1,0.23,20.5,0.33,0.22,0.22,0.45,0.28,0.08,0.11,0.05,24.1,34.2,70.5,390.35,108.19,13.45,16.35,82.3,7.53,10.27,73.4,2.18,4.52,48.1,0.0,0.13,1.34,1.51,1.0,0.56,2.18,34.2,31.8,2.4,0.45,0.11,8.09,1.23,3.4,1.17,0.56,0.39,0.22,21.15,6.08,6.97,6.25,23.6,1.67,0.78,0.33,24.1,0.11,0.45,1.28,2.01,3.07,1.67,0.5,0.22,0.33,0.33,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.89,0.56,0.45,0.28,0.17,0.22,1.0,22.2,0.78,12.16,2.9,23.9,3.35,4.58,4.24,0.61,0.0,0.0,0.61,0.56,1.45,0.67,0.0,47.87,1.28,4.3,17.52,29.07,4.69,45.14,1.56,2.73,57.1,1.56,0.11,31.41,163.21,101.16,5.97,1.79,0.89,2.18,2.29,51.11,36.77,71.9,7.31,0.11,0.0,0.0,1.28,1.79,0.28,3.4,0.56,0.56,0.0,0.0,0.0,4.52,1.67,2.79,37.5
Anwar El Ghazi,Anwar El-Ghazi,9000000,2019-2020,26.0,1.89,Winger,Right Winger,right,Premier League,0.18,0.18,0.13,0.04,0.04,0.13,0.0,0.26,0.23,0.12,0.35,0.18,2.19,0.83,38.0,0.06,0.16,18.2,0.22,0.04,0.04,0.26,0.23,0.1,-0.09,-0.1,17.64,26.99,65.4,299.14,85.7,9.65,11.89,81.2,5.05,7.94,63.5,2.28,4.7,48.6,0.18,0.12,1.4,0.66,0.97,0.66,1.89,26.99,25.19,1.8,0.13,0.0,6.76,1.32,2.98,0.75,0.31,0.22,0.0,14.52,5.88,6.58,4.17,19.75,1.27,0.7,0.18,17.64,0.18,1.23,0.39,2.06,2.5,1.67,0.26,0.26,0.13,0.18,0.0,0.26,0.18,0.0,0.09,0.0,0.0,0.0,0.75,0.44,0.44,0.22,0.09,0.22,1.05,20.8,0.83,15.36,3.25,21.1,3.07,7.15,5.13,0.79,0.04,0.0,0.75,0.48,1.23,0.53,0.0,36.99,1.27,5.31,13.65,21.37,3.2,35.02,1.54,2.46,62.5,1.62,0.13,25.93,151.08,87.5,4.96,1.97,0.48,1.62,1.8,40.02,26.59,66.4,6.1,0.13,0.0,0.0,0.92,0.83,0.53,2.98,0.48,0.44,0.0,0.0,0.0,5.35,1.36,2.28,37.3
Anwar El Ghazi,Anwar El-Ghazi,5500000,2017-2018,24.0,1.89,Winger,Right Winger,right,Ligue 1,0.22,0.22,0.22,0.0,0.0,0.11,0.0,0.22,0.22,0.14,0.36,0.22,3.39,1.64,48.4,0.06,0.13,22.5,0.55,0.0,0.0,0.22,0.22,0.06,0.0,0.0,23.7,34.62,68.5,380.32,123.97,13.11,16.22,80.8,6.72,9.72,69.1,2.68,5.63,47.6,0.22,0.14,1.58,1.47,0.93,0.55,2.35,34.62,30.86,3.77,0.6,0.0,7.48,1.86,3.39,2.02,0.0,0.0,0.0,24.25,2.73,7.65,5.46,26.6,0.98,1.09,0.16,23.7,0.27,0.98,1.31,2.13,2.73,1.47,0.66,0.22,0.27,0.11,0.0,0.33,0.22,0.05,0.0,0.05,0.0,0.0,1.15,0.76,0.44,0.55,0.16,0.44,1.37,32.0,0.93,10.38,2.73,26.3,2.08,5.41,2.89,0.87,0.05,0.0,0.82,0.44,1.58,0.22,0.0,46.58,0.6,6.83,18.57,25.56,3.39,42.32,1.47,2.89,50.9,1.69,0.0,34.35,195.62,127.41,6.94,2.24,0.87,2.24,1.58,44.95,33.75,75.1,7.26,0.11,0.0,0.0,0.93,0.82,0.27,3.39,0.44,0.76,0.0,0.0,0.0,4.1,0.38,0.55,41.2
Arber Zeneli,ArbÃ«r Zeneli,5000000,2020-2021,27.0,1.76,Winger,Left Winger,right,Ligue 1,0.21,0.21,0.21,0.0,0.0,0.07,0.0,0.12,0.12,0.14,0.26,0.21,1.47,0.63,42.9,0.14,0.33,19.7,0.07,0.0,0.0,0.12,0.12,0.08,0.09,0.09,20.74,28.56,72.6,333.4,83.65,10.96,13.27,82.6,7.68,9.91,77.5,1.54,3.77,40.7,0.21,0.14,1.19,0.91,0.7,0.14,1.96,28.56,24.37,4.19,0.91,0.0,4.54,0.98,1.33,2.37,1.4,0.7,0.07,19.83,3.56,5.17,2.37,24.44,0.28,0.91,0.28,20.74,0.0,0.49,0.7,1.54,2.37,1.4,0.28,0.49,0.07,0.14,0.0,0.35,0.14,0.14,0.0,0.07,0.0,0.0,1.12,0.7,0.63,0.07,0.42,0.28,1.33,21.1,1.05,15.01,3.49,23.3,4.68,5.87,4.47,1.89,0.14,0.0,1.75,0.63,1.75,0.28,0.0,43.01,0.63,8.8,16.62,21.92,3.7,38.89,2.93,5.52,53.2,3.21,0.21,32.26,169.25,101.8,5.24,1.4,1.12,2.93,2.44,40.36,27.93,69.2,6.14,0.07,0.0,0.0,1.05,1.68,0.35,1.33,0.63,0.7,0.0,0.0,0.0,6.42,0.49,1.82,21.2
Arber Zeneli,ArbÃ«r Zeneli,6000000,2018-2019,25.0,1.76,Winger,Left Winger,right,Ligue 1,0.33,0.33,0.11,0.22,0.22,0.0,0.0,0.39,0.22,0.28,0.49,0.33,2.56,0.67,26.1,0.04,0.17,21.1,0.0,0.22,0.22,0.39,0.22,0.09,-0.06,-0.11,24.0,32.44,74.0,397.67,147.56,12.22,15.22,80.3,10.0,11.67,85.7,1.56,4.33,35.9,0.33,0.28,1.89,1.44,1.89,0.33,3.67,32.44,29.11,3.33,0.78,0.11,6.56,0.78,2.44,1.78,0.33,0.11,0.67,23.22,4.78,4.44,3.0,27.11,1.11,0.78,0.33,24.0,0.33,0.67,0.89,1.78,4.56,3.22,0.11,1.0,0.11,0.11,0.0,0.89,0.56,0.0,0.33,0.0,0.0,0.0,1.0,0.67,0.44,0.33,0.22,0.11,1.22,9.1,1.11,19.33,5.78,29.9,5.56,8.67,5.11,0.89,0.0,0.0,0.89,0.11,1.11,0.33,0.0,49.22,1.22,7.56,17.78,28.67,5.22,45.89,3.67,6.0,61.1,4.22,0.0,41.56,258.56,167.22,8.33,2.0,1.67,3.11,4.22,46.11,33.67,73.0,8.67,0.0,0.0,0.0,0.89,1.56,0.22,2.44,0.11,0.67,0.0,0.0,0.0,8.44,0.22,0.11,66.7
Arjen Robben,Arjen Robben,4500000,2018-2019,36.0,1.8,Winger,Right Winger,left,Bundesliga,0.63,0.0,0.63,0.0,0.0,0.16,0.16,0.51,0.51,0.33,0.84,0.63,3.49,1.59,45.5,0.18,0.4,15.0,0.32,0.0,0.0,0.51,0.51,0.15,0.13,0.13,40.63,52.22,77.8,658.73,180.32,21.27,25.71,82.7,15.4,18.73,82.2,3.49,6.19,56.4,0.0,0.33,2.38,1.59,2.54,0.32,5.4,52.22,47.3,4.92,0.32,0.32,10.95,1.43,1.9,1.43,0.0,0.0,0.0,38.73,4.6,8.89,44.13,2.86,1.75,3.02,0.16,40.63,0.16,0.95,1.11,1.9,4.13,3.33,0.32,0.16,0.32,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.48,0.0,0.0,0.32,0.0,0.32,14.29,3.33,23.3,1.43,5.87,6.98,1.27,0.16,0.0,1.11,0.63,1.11,0.16,0.0,65.24,0.32,2.7,23.81,42.86,6.03,60.0,0.79,2.54,31.3,1.11,0.0,49.52,273.49,177.46,12.06,2.54,1.27,2.06,1.43,56.83,50.0,88.0,9.21,0.16,0.16,0.16,0.63,0.79,0.79,1.9,0.63,0.0,0.0,0.0,0.0,6.19,0.48,0.16,75.0
Arjen Robben,Arjen Robben,8000000,2017-2018,35.0,1.8,Winger,Right Winger,left,Bundesliga,0.3,0.3,0.3,0.0,0.06,0.0,0.0,0.3,0.26,0.29,0.55,0.3,2.98,1.13,38.0,0.1,0.26,18.2,0.24,0.0,0.06,0.3,0.26,0.09,-0.01,0.04,42.61,52.04,81.9,716.72,224.88,22.68,25.66,88.4,15.28,18.38,83.1,3.82,6.15,62.1,0.3,0.29,1.91,2.81,3.7,0.6,6.27,52.04,45.84,6.21,1.07,0.18,13.01,2.33,1.97,2.21,0.84,0.48,0.0,34.73,9.73,7.58,43.87,2.27,1.85,2.92,0.24,42.61,0.0,0.48,1.25,1.25,4.95,3.22,0.72,0.18,0.36,0.48,0.0,0.78,0.54,0.12,0.0,0.06,0.06,0.0,0.6,0.36,0.06,0.24,0.3,0.12,0.66,18.2,0.54,10.5,3.34,31.8,1.43,5.13,3.94,0.72,0.06,0.0,0.66,0.24,0.84,0.06,0.0,63.56,0.12,2.63,25.72,41.66,5.13,57.65,1.73,3.04,56.9,1.91,0.12,49.6,356.9,227.39,13.37,4.0,2.09,2.51,1.67,60.1,48.88,81.3,8.83,0.0,0.0,0.0,0.54,1.85,0.48,1.97,0.24,0.36,0.06,0.0,0.0,6.21,0.95,0.48,66.7
Arkadiusz Reca,Arkadiusz Reca,3250000,2021-2022,27.0,1.87,Winger,Left Midfield,left,Serie A,0.0,0.13,0.0,0.0,0.0,0.19,0.0,0.04,0.04,0.11,0.15,0.0,0.44,0.25,57.1,0.0,0.0,18.6,0.0,0.0,0.0,0.04,0.04,0.09,-0.04,-0.04,31.27,44.49,70.3,579.85,282.97,14.05,17.1,82.2,12.84,17.1,75.1,4.13,8.2,50.4,0.13,0.11,0.64,2.1,0.89,0.57,2.86,44.49,34.96,9.53,0.25,0.0,6.48,0.7,1.78,0.0,0.0,0.0,0.0,23.45,10.17,10.87,24.15,7.82,2.16,9.28,0.32,31.27,0.44,1.27,2.16,1.97,1.33,1.14,0.06,0.06,0.0,0.06,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,1.72,1.02,1.14,0.32,0.25,1.02,1.84,55.2,0.83,13.6,3.69,27.1,6.29,5.47,1.84,2.03,0.32,0.0,1.72,2.1,3.81,2.16,0.13,55.23,4.07,22.18,23.58,13.47,0.76,45.83,0.57,1.14,50.0,0.64,0.0,29.56,186.61,108.69,4.45,1.84,0.38,1.78,0.51,33.43,29.56,88.4,1.14,0.19,0.0,0.0,1.4,0.64,0.0,1.78,2.1,1.02,0.0,0.06,0.0,6.67,1.33,1.72,43.8
Arkadiusz Reca,Arkadiusz Reca,2966666,2020-2021,26.0,1.87,Winger,Left Midfield,left,Serie A,0.08,0.12,0.08,0.0,0.0,0.27,0.0,0.06,0.06,0.12,0.18,0.08,1.17,0.27,23.3,0.07,0.29,18.3,0.0,0.0,0.0,0.06,0.06,0.05,0.02,0.02,28.6,40.74,70.2,522.45,176.93,12.1,15.18,79.7,12.88,17.39,74.0,3.23,5.91,54.6,0.12,0.12,0.97,1.05,1.09,0.51,3.19,40.74,33.97,6.77,0.19,0.0,6.34,0.93,3.27,0.04,0.0,0.0,0.0,23.58,8.79,8.37,19.84,11.4,2.14,6.54,0.16,28.6,0.27,0.78,1.67,2.18,1.91,1.25,0.12,0.23,0.0,0.23,0.08,0.51,0.16,0.08,0.12,0.0,0.16,0.0,1.36,0.86,0.7,0.39,0.27,0.35,1.6,22.0,1.25,13.89,4.05,29.1,6.11,5.1,2.68,1.71,0.08,0.0,1.63,1.98,3.35,2.84,0.04,52.96,4.12,16.46,22.88,17.74,3.04,46.23,1.36,2.33,58.3,1.4,0.08,31.05,217.9,135.8,6.46,1.95,0.89,1.4,0.82,35.76,29.22,81.7,3.54,0.27,0.0,0.0,1.63,1.17,0.19,3.27,1.98,0.86,0.16,0.0,0.0,7.78,1.28,1.4,47.8
Arkadiusz Reca,Arkadiusz Reca,2700000,2019-2020,25.0,1.87,Winger,Left Midfield,left,Serie A,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.08,0.17,0.0,0.89,0.23,26.3,0.0,0.0,15.8,0.0,0.0,0.0,0.09,0.09,0.1,-0.09,-0.09,33.33,45.33,73.5,568.38,247.03,16.81,19.19,87.6,13.16,17.23,76.4,2.89,6.49,44.6,0.09,0.08,1.12,2.33,0.7,0.47,3.36,45.33,36.74,8.59,0.28,0.0,7.38,0.75,3.17,0.0,0.0,0.0,0.0,25.11,9.62,10.6,23.01,11.25,2.19,8.31,0.19,33.33,0.05,1.26,0.93,2.33,2.01,1.35,0.28,0.23,0.09,0.05,0.0,0.19,0.14,0.0,0.05,0.0,0.0,0.0,2.15,1.21,1.31,0.47,0.37,0.7,2.61,26.8,1.91,15.17,4.48,29.5,6.21,5.93,3.03,1.07,0.09,0.0,0.98,0.79,2.94,1.87,0.09,55.69,3.41,16.48,25.63,18.07,2.33,47.1,1.4,2.66,52.6,1.59,0.0,34.59,236.02,149.24,6.77,2.15,0.65,1.12,1.07,36.6,32.35,88.4,2.99,0.09,0.0,0.0,1.59,0.84,0.14,3.17,0.79,1.21,0.0,0.05,0.0,8.08,0.75,0.79,48.5
Armand Lauriente,Armand Lauriente,8000000,2021-2022,24.0,1.77,Winger,Right Winger,right,Ligue 1,0.19,0.05,0.14,0.05,0.05,0.14,0.0,0.24,0.2,0.18,0.38,0.19,2.67,1.1,41.1,0.05,0.13,21.4,0.76,0.05,0.05,0.24,0.2,0.08,-0.05,-0.06,20.58,26.45,77.8,332.88,88.62,10.84,12.89,84.1,7.54,9.45,79.8,1.58,2.48,63.5,0.05,0.18,1.62,1.48,1.24,0.57,2.39,26.45,24.97,1.48,0.19,0.24,5.35,0.62,1.24,0.62,0.24,0.05,0.0,20.15,3.53,2.77,2.48,22.44,0.76,0.14,0.1,20.58,0.0,0.76,1.29,0.81,2.91,2.01,0.1,0.29,0.29,0.1,0.14,0.19,0.05,0.0,0.05,0.1,0.0,0.0,1.29,1.0,0.38,0.67,0.24,0.48,1.24,38.5,0.76,18.48,4.73,25.6,3.06,9.5,5.92,0.86,0.1,0.0,0.76,1.05,2.34,0.05,0.0,39.77,0.24,3.82,20.01,20.1,3.29,37.53,1.38,3.06,45.3,1.58,0.1,30.08,172.7,113.49,6.02,2.24,1.1,2.58,2.82,41.44,27.74,66.9,6.4,0.14,0.0,0.0,1.38,1.53,0.38,1.24,1.05,1.0,0.0,0.0,0.0,5.87,0.53,1.34,28.2
Armand Lauriente,Armand Lauriente,3700000,2020-2021,23.0,1.77,Winger,Right Winger,right,Ligue 1,0.17,0.28,0.17,0.0,0.0,0.22,0.0,0.18,0.18,0.29,0.47,0.17,3.27,1.17,35.6,0.05,0.14,22.9,0.78,0.0,0.0,0.18,0.18,0.05,-0.01,-0.01,24.08,31.74,75.9,399.84,111.92,14.2,15.98,88.9,6.66,9.04,73.6,2.77,5.33,52.1,0.28,0.29,2.16,1.72,1.0,0.28,1.89,31.74,28.52,3.22,0.33,0.06,5.99,1.28,2.33,2.55,0.94,1.05,0.22,22.64,3.55,5.55,3.38,26.97,0.72,0.17,0.17,24.08,0.0,0.89,0.83,1.11,4.61,2.44,0.72,0.78,0.28,0.33,0.06,0.61,0.39,0.06,0.11,0.06,0.0,0.0,1.39,0.94,0.5,0.89,0.0,0.33,1.17,28.6,0.83,14.76,4.27,28.9,2.83,7.38,4.55,0.94,0.0,0.0,0.94,0.78,2.16,0.28,0.0,47.72,0.5,5.49,22.47,25.36,3.88,44.06,3.0,4.55,65.9,3.16,0.11,37.68,234.99,151.81,7.32,2.89,1.5,2.66,3.38,47.89,33.68,70.3,6.88,0.22,0.0,0.0,1.44,2.16,0.44,2.33,0.78,0.94,0.06,0.0,0.0,5.72,0.39,1.17,25.0
Arnaud Nordin,Arnaud Nordin,4000000,2021-2022,24.0,1.7,Winger,Left Winger,left,Ligue 1,0.13,0.26,0.13,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.41,0.13,2.43,1.05,43.2,0.05,0.13,17.7,0.0,0.0,0.0,0.2,0.2,0.08,-0.07,-0.07,23.98,31.53,76.0,395.61,95.32,12.28,14.32,85.8,8.87,11.56,76.7,1.91,3.68,51.8,0.26,0.2,1.31,1.18,0.92,0.33,2.23,31.53,27.85,3.68,0.46,0.0,5.91,1.12,1.77,2.23,0.99,0.85,0.13,22.4,3.94,5.19,15.9,12.88,1.38,0.59,0.13,23.98,0.13,0.53,0.85,1.25,2.69,1.31,0.72,0.2,0.26,0.13,0.07,0.46,0.13,0.2,0.07,0.0,0.07,0.0,1.12,0.79,0.59,0.33,0.2,0.33,0.99,33.3,0.66,13.73,3.55,25.8,2.5,6.31,4.93,1.18,0.0,0.0,1.18,0.92,2.04,0.46,0.0,46.45,0.33,5.98,22.07,23.52,4.27,42.9,1.58,3.42,46.2,1.77,0.0,32.85,207.79,128.3,6.5,2.63,1.31,2.63,1.91,44.01,31.34,71.2,5.58,0.2,0.0,0.0,0.99,2.5,0.2,1.77,0.92,0.79,0.07,0.0,0.0,6.96,1.05,1.38,43.2
Arnaud Nordin,Arnaud Nordin,4833333,2020-2021,23.0,1.7,Winger,Left Winger,left,Ligue 1,0.2,0.2,0.2,0.0,0.0,0.05,0.0,0.24,0.24,0.15,0.4,0.2,2.24,0.66,29.5,0.09,0.31,16.7,0.0,0.0,0.0,0.24,0.24,0.11,-0.04,-0.04,19.01,25.56,74.4,342.32,77.3,9.4,11.28,83.3,6.86,8.49,80.8,2.24,4.27,52.4,0.2,0.15,1.07,1.22,0.91,0.3,1.58,25.56,23.48,2.08,0.2,0.05,4.17,1.17,1.88,1.12,0.61,0.25,0.1,18.19,3.46,3.91,13.57,10.27,0.81,0.66,0.0,19.01,0.0,0.76,1.02,1.17,3.15,1.27,0.56,0.41,0.25,0.56,0.1,0.51,0.15,0.1,0.15,0.05,0.0,0.05,0.97,0.46,0.3,0.41,0.25,0.25,1.12,22.7,0.86,13.77,3.56,25.8,2.95,5.59,5.23,0.61,0.1,0.0,0.51,0.41,1.37,0.56,0.0,38.57,0.51,6.0,19.06,17.99,3.15,36.69,1.63,2.9,56.1,1.73,0.1,28.41,193.77,112.21,4.57,1.78,0.71,1.78,2.24,41.06,27.95,68.1,4.98,0.05,0.0,0.0,0.66,3.3,0.15,1.88,0.41,0.46,0.0,0.0,0.0,5.23,0.56,1.52,26.8
Arnaud Nordin,Arnaud Nordin,4750000,2019-2020,22.0,1.7,Winger,Left Winger,left,Ligue 1,0.1,0.0,0.1,0.0,0.0,0.2,0.0,0.1,0.1,0.08,0.18,0.1,1.29,0.5,38.5,0.08,0.2,16.0,0.0,0.0,0.0,0.1,0.1,0.08,0.0,0.0,21.21,27.36,77.5,361.59,69.48,9.71,11.2,86.7,8.43,9.81,85.9,2.28,3.67,62.2,0.0,0.08,0.89,1.09,0.79,0.3,1.49,27.36,25.47,1.88,0.5,0.1,7.73,0.79,2.18,0.69,0.3,0.0,0.1,18.93,5.25,3.17,11.89,13.28,0.99,0.59,0.1,21.21,0.3,0.59,0.1,1.78,2.58,1.49,0.3,0.2,0.2,0.4,0.0,0.5,0.3,0.0,0.0,0.0,0.2,0.0,0.5,0.3,0.3,0.0,0.2,0.2,1.39,14.3,1.19,16.95,4.66,27.5,2.78,7.93,6.24,1.59,0.0,0.0,1.59,0.4,0.89,0.69,0.0,40.64,0.69,5.15,21.01,18.83,2.87,39.05,2.58,3.47,74.3,2.78,0.0,34.1,226.49,133.32,7.04,2.38,1.29,2.48,2.78,41.73,29.14,69.8,6.94,0.2,0.0,0.0,1.39,3.27,0.0,2.18,0.4,0.3,0.2,0.0,0.0,6.24,0.69,2.08,25.0
