Player_SN,Player_LN,avg_playerankIndex,Player Valuation,scouting_period,Age,Height,Position,Foot,Data_League,Goals.Against,Shots.on.Target.Against,Saves,Save.,Wins,Draws,Losses,Clean.Sheets,Clean.Sheet.Percentage,Penalty.Kicks.Attempted,Penalty.Kicks.Allowed,Penalty.Kicks.Saved,Penalty.Kicks.Missed,Save...Penalty.Kicks.,Free.Kick.Goals.Against,Corner.Kick.Goals.Against,Own.Goals.Scored.Against.Goalkeeper,PSxG,PSxG.SoT,PSxG.GA,Passes.Completed..Launched.,Passes.Attempted..Launched.,Pass.Completion.Percentage..Launched.,Passes.Attempted,Throws.Attempted,Launch.,Average.Pass.Length,Goal.Kicks,Launch...Goal.Kicks.,Avg..Length.of.Goal.Kicks,Crosses.Faced,Crosses.Stopped,Crosses.Stopped..,Def..Actions.Outside.Pen..Area,Avg..Distance.of.Def..Actions
Łukasz Skorupski,Łukasz Skorupski,0.09590733223297976,6250000,2019-2020,29.0,1.87,Goalkeeper,right,Serie A,1.9129681711677262,4.395159379399218,2.984367479838975,61.3151864039644,0.2893932101662037,0.24417552107773435,0.3707850505254484,0.04521768908846932,4.8835104215546865,0.198957831989265,0.14469660508310184,0.02713061345308159,0.03317285845955594,12.932259079302227,0.05528809743259325,0.17692191178429836,0.03317285845955594,1.4107918995602429,0.2713061345308159,-0.12660952944771411,4.811162119013136,10.879375994685718,40.062872532383814,20.89961589669052,5.281426085533217,34.09413757270587,31.923688496459338,7.135351338160459,38.07329421249117,31.471511605574644,7.822660212305193,1.121398689394039,13.022694457479165,0.3707850505254484,11.666163784825086
Łukasz Skorupski,Łukasz Skorupski,0.12607555752966856,7000000,2018-2019,28.0,1.87,Goalkeeper,right,Serie A,1.6254700645182414,4.114809707050708,2.875845026026649,63.21432934568011,0.262262596713122,0.262262596713122,0.37982858834314226,0.23513198326004048,23.784504460534862,0.0994789159946325,0.0994789159946325,0.0,0.0,0.0,0.03317285845955594,0.14374905332474244,0.03317285845955594,1.202790529753284,0.25321905889542823,-0.10852245381232636,6.303345858932623,14.4425298948571,39.520260263322186,18.638731442267055,5.263339009897829,43.86115841581524,36.897634296190965,8.16631464937756,59.86822035313338,46.39334900476952,9.658498389297046,0.9767020843109374,9.133973195870803,0.21704490762465273,11.123551515763454
Mamadou Samassa,Mamadou Samassa,0.14775189375338788,2500000,2017-2018,28.0,1.98,Goalkeeper,right,Ligue 1,1.7287466371716513,4.400413476694251,3.304590665377394,62.58175586504858,0.2482723556889752,0.11985561998778116,0.4879835956645375,0.20546677712191053,20.375455397922796,0.11985561998778116,0.0856111571341294,0.0428055785670647,0.0,28.508515325665083,0.0,0.22193368990717147,0.058403602607150384,1.1899950841643985,0.21402789283532347,0.0,3.7497686824748673,12.961529190107191,24.741624411763393,15.495619441277421,3.056318309688419,45.54513559535684,37.5832979818828,4.854152609505136,83.47087820577616,56.07530792285475,10.966789228881975,0.9417227284754234,7.362559513535127,0.44517801709747284,13.355340512924185
Manolo Reina,Manuel Reina Rodríguez,0.1230951949041871,300000,2019-2020,35.0,1.86,Goalkeeper,right,La Liga,1.67,4.56,3.25,71.3,0.25,0.14,0.61,0.14,13.9,0.39,0.36,0.03,0.0,7.1,0.06,0.19,0.03,1.61,0.28,-0.03,7.08,19.14,37.0,24.61,5.0,56.4,43.4,8.56,61.4,50.4,10.06,1.0,9.9,0.67,13.8
Manuel Neuer,Manuel Peter Neuer,0.21906640634813013,18000000,2020-2021,34.0,1.93,Goalkeeper,right,Bundesliga,1.3637177877860676,3.5574809124371853,2.34681986893762,62.861246489400536,0.6798327398112947,0.13969165886533452,0.11175332709226761,0.2514449859576022,25.423881913490884,0.08381499531920071,0.027938331773066902,0.027938331773066902,0.03221380601069451,46.56388628844484,0.0,0.16106903005347253,0.0,1.2479121525303218,0.31663442676142495,0.06518944080382279,6.7424507345668125,11.035641050361427,56.90106904447959,31.914887662100096,5.336221368655779,28.776481726258908,29.89401499718159,5.252406373336577,21.04687660237707,27.100181819874898,6.4351290850630765,0.16762999063840142,2.421322086999132,1.182722711726499,15.366082475186797
Manuel Neuer,Manuel Peter Neuer,0.19223292371137252,16250000,2019-2020,33.0,1.93,Goalkeeper,right,Bundesliga,1.0093659216684279,3.129093158583493,2.3747582007106867,69.65957388751347,0.7077710715843616,0.11175332709226761,0.11175332709226761,0.41907497659600357,42.373136522484806,0.11175332709226761,0.08381499531920071,0.027938331773066902,0.0,23.28194314422242,0.0,0.19328283606416705,0.03221380601069451,0.9126521712535188,0.2514449859576022,0.07450221806151175,6.155745767332408,10.439623305869334,54.85225804778802,35.75175189226795,5.699419681705648,24.213220869991318,28.031459545643795,5.0475252736674205,20.7674932846464,27.007054047298006,5.50385135929418,0.36319831304986977,6.2395607626516085,1.5272954702609907,17.973660107339708
Manuel Neuer,Manuel Peter Neuer,0.18025683667969655,23333333,2018-2019,32.0,1.93,Goalkeeper,right,Bundesliga,0.9664141803208354,1.8532426742801045,1.164097157211121,56.62168572674892,0.7263966260997395,0.11175332709226761,0.11175332709226761,0.36319831304986977,35.85419244210252,0.11175332709226761,0.11175332709226761,0.0,0.0,0.0,0.0,0.08590348269518536,0.04295174134759268,0.596017744492094,0.26075776321529115,-0.19556832241146832,4.805393064967507,9.862231115892616,45.35322524494528,28.97205004867038,3.9672431117755003,28.776481726258908,30.266526087489144,4.367692533856126,19.370576695993055,30.825292722950486,4.619137519813728,0.32594720401911387,6.612071852959167,1.0895949391496091,16.856126836417033
Marc-André ter Stegen,Marc-André ter Stegen,0.218436853122501,70000000,2020-2021,29.0,1.87,Goalkeeper,right,La Liga,1.03,3.29,2.42,71.6,0.68,0.16,0.16,0.35,35.5,0.1,0.1,0.0,0.0,0.0,0.03,0.13,0.06,0.94,0.27,-0.03,4.45,7.77,57.3,28.35,4.81,22.2,29.4,5.03,29.5,31.8,5.61,0.61,10.9,0.71,17.1
Marc-André ter Stegen,Marc-André ter Stegen,0.1926852509122125,81000000,2019-2020,28.0,1.87,Goalkeeper,right,La Liga,1.0,3.06,2.17,72.7,0.67,0.17,0.17,0.39,38.9,0.19,0.17,0.03,0.0,14.3,0.06,0.03,0.0,0.97,0.27,-0.03,5.69,9.39,60.7,33.33,4.92,22.8,28.8,6.08,29.7,31.0,7.39,0.36,4.9,0.75,15.1
Marc-André ter Stegen,Marc-André ter Stegen,0.2015816969343909,83333333,2018-2019,27.0,1.87,Goalkeeper,right,La Liga,0.91,3.31,2.46,73.3,0.71,0.23,0.06,0.46,45.7,0.03,0.03,0.0,0.0,0.0,0.0,0.09,0.03,0.98,0.29,0.09,4.06,7.89,51.4,24.66,5.46,21.8,29.0,5.63,44.7,40.3,8.2,1.0,12.2,0.77,16.4
Marc-André ter Stegen,Marc-André ter Stegen,0.2408530320258085,53333333,2017-2018,26.0,1.87,Goalkeeper,right,La Liga,0.76,3.46,2.76,79.7,0.73,0.24,0.03,0.51,51.4,0.05,0.05,0.0,0.0,0.0,0.0,0.03,0.0,1.0,0.28,0.24,4.35,8.89,48.9,25.68,3.81,27.2,30.0,3.62,53.0,44.2,7.62,0.68,8.9,0.57,15.2
Marc-Aurèle Caillard,Marc-Aurèle Caillard,0.10206986132190546,900000,2018-2019,25.0,1.91,Goalkeeper,right,Ligue 1,1.8922767244716725,3.672718641054151,2.2858178954812547,54.1918624659039,0.16266119855484584,0.282516818542627,0.41093355424382105,0.2482723556889752,24.484790940361005,0.0856111571341294,0.0428055785670647,0.0428055785670647,0.0,42.80557856706469,0.058403602607150384,0.16353008730002108,0.0,1.1985561998778114,0.27395570282921405,-0.1797834299816717,6.112636619376838,16.10345865692974,32.532239710969165,15.290152664155508,2.688190334011663,55.47602982291584,41.863855838589274,7.0543593478522615,75.25220712089974,53.84941783736738,6.848892570730351,0.6078392156523187,7.619392984937516,0.282516818542627,10.701394641766173
Marco Silvestri,Marco Silvestri,0.1730064932978602,8333333,2020-2021,30.0,1.91,Goalkeeper,right,Serie A,1.3711448163283124,3.328021916911342,2.3694069082357925,63.48563548021093,0.2893932101662037,0.23513198326004048,0.3707850505254484,0.18991429417157113,18.629687904449362,0.18991429417157113,0.16278368071848956,0.0,0.03317285845955594,0.0,0.03317285845955594,0.2322100092168916,0.06634571691911188,0.9947891599463251,0.23513198326004048,-0.06330476472385706,5.6431675982409715,19.841521972020338,25.68364740225057,19.33508385422948,2.098100773704976,62.0386694293799,42.50462774316116,7.316222094514336,81.2109696028909,53.26643774621686,7.659876531586703,0.262262596713122,3.1652382361928524,0.3436544370723668,11.847034541178962
Marco Silvestri,Marco Silvestri,0.16688919200342225,4600000,2019-2020,29.0,1.91,Goalkeeper,right,Serie A,1.3600871968417938,3.825416496884505,2.794453185667404,68.45958127994255,0.28034967234850977,0.33461089925467297,0.28034967234850977,0.23513198326004048,23.24189219147323,0.18087075635387728,0.18087075635387728,0.0,0.0,0.0,0.03317285845955594,0.221152389730373,0.03317285845955594,1.0942680759409575,0.2260884454423466,0.009043537817693865,4.982989337549319,18.548296064090117,24.327116729596494,17.08324293762371,2.0167089333457318,59.958655731310316,43.49941690310749,8.528056162085313,76.68920069404396,53.537743880747676,9.459540557307783,0.44313335306699936,4.160027396139177,0.23513198326004048,10.852245381232636
Marco Sportiello,Marco Sportiello,0.13382045639063858,2000000,2020-2021,29.0,1.92,Goalkeeper,right,Serie A,1.6586429229777973,3.1019334714689957,1.8087075635387728,52.72382547715522,0.5787864203324073,0.06330476472385706,0.18991429417157113,0.12660952944771411,13.92704823924855,0.12660952944771411,0.06330476472385706,0.06330476472385706,0.0,45.21768908846932,0.0,0.1548066728112611,0.0,1.0400068490347942,0.2713061345308159,-0.3165238236192852,3.1652382361928524,7.035872422165826,40.69592017962239,20.592135610888928,4.449420606305381,21.523620006111397,27.130613453081594,3.6174151270775456,53.26643774621686,42.68549849951504,5.679341749511747,0.4521768908846932,7.234830254155091,0.9676585464932436,15.283578911902628
Marco Sportiello,Marco Sportiello,0.09795946350912219,4666666,2018-2019,27.0,1.92,Goalkeeper,right,Serie A,2.0235443660329127,5.118642404814727,3.6174151270775456,63.48563548021093,0.12660952944771411,0.23513198326004048,0.5426122690616318,0.20800136980695888,20.709701602518948,0.12660952944771411,0.12660952944771411,0.0,0.0,0.0,0.06634571691911188,0.3206709651090408,0.03317285845955594,1.4469660508310183,0.24417552107773435,-0.18087075635387728,4.910641035007768,14.985142163918733,29.662804042035873,23.02484728384858,5.914473732771787,36.53589278348321,34.54631446359056,8.736057531892273,58.87343119318705,46.03160749206177,10.436242641618719,0.8500925548632232,7.415701010508968,0.28034967234850977,11.123551515763454
Marco Sportiello,Marco Sportiello,0.18227369646932648,6500000,2017-2018,26.0,1.92,Goalkeeper,right,Serie A,1.1831652850574954,3.409413757270587,2.4146245973242615,66.10826144734214,0.4069592017962239,0.2260884454423466,0.3074802858015914,0.3526979748900607,34.1845729508828,0.07234830254155092,0.05426122690616318,0.02713061345308159,0.0,30.114980932920567,0.06634571691911188,0.1548066728112611,0.0,1.0400068490347942,0.262262596713122,0.07234830254155092,3.8887212616083615,10.020239902004802,35.08892673265219,19.07282125751636,4.70263966520081,33.280219169113415,31.471511605574644,5.9777784974956445,45.398559844823204,38.16372959066811,8.084922809018314,1.012876235581713,11.394857650294268,0.28034967234850977,12.389646810240594
Mark Flekken,Mark Flekken,0.18201542038824717,1075000,2019-2020,27.0,1.94,Goalkeeper,both,Bundesliga,1.5033109471657438,6.518944080382277,5.028899719152043,74.50221806151174,0.37251109030755875,0.27938331773066905,0.27938331773066905,0.27938331773066905,27.938331773066903,0.09312777257688969,0.0,0.0,0.1073793533689817,,0.0,0.1073793533689817,0.0,1.5272954702609907,0.21419387692684627,0.22350665418453522,7.636477351304953,19.184321150839274,37.064853485602086,30.173398314912255,3.8182386756524767,40.789964388677674,37.34423680333276,10.337182756034753,53.73472477686535,47.96080287709818,8.66088284965074,0.27938331773066905,2.98008872246047,0.18625554515377937,11.64097157211121
Martin Dúbravka,Martin Dúbravka,0.12901621068137328,6500000,2020-2021,32.0,1.91,Goalkeeper,right,Premier League,1.4654037983364336,4.523258372555564,3.2180891064657433,69.24371297194091,0.3785987184077345,0.3785987184077345,0.22915185587836562,0.22915185587836562,23.014816829522807,0.07970499334899674,0.07970499334899674,0.0,0.0,0.0,0.0,0.08029609853898266,0.08029609853898266,1.4845055011250643,0.30885684922736234,0.1095943658548705,6.057579494523752,14.257230685301792,42.34327771665451,23.45319429294229,4.901857090963299,38.059134324145944,36.763928182224745,9.275668600989496,56.789807761160176,47.12557731759432,12.334347720757245,0.9963124168624592,8.07013057658592,0.45830371175673124,12.155011485722001
Martin Dúbravka,Martin Dúbravka,0.15100307258595416,6250000,2019-2020,31.0,1.91,Goalkeeper,right,Premier League,1.5356628845580436,4.981562084312296,3.516982831524481,70.24002538880337,0.28893060089011313,0.28893060089011313,0.4184512150822328,0.28893060089011313,28.79342884732507,0.049815620843122965,0.049815620843122965,0.0,0.0,0.0,0.05018506158686417,0.29107335720381217,0.05018506158686417,1.733583605340679,0.33874622173323615,0.2590412283842394,7.7313843548526835,20.39451517317454,37.760240599087204,19.816653971394313,3.1682734856226205,63.36546971245241,48.221520976143026,8.837291137570013,87.77512392558265,64.16251964594238,10.072718534479462,0.5280455809371034,5.180824567684788,0.3686355942391099,12.25464272740825
Martin Dúbravka,Martin Dúbravka,0.1654894201425203,6000000,2018-2019,30.0,1.91,Goalkeeper,right,Premier League,1.264663551988977,3.4870934590186073,2.411076048807151,68.14776931339222,0.31881997339598694,0.2391149800469902,0.44834058758810663,0.28893060089011313,28.79342884732507,0.15940998669799347,0.15940998669799347,0.0,0.0,0.0,0.05018506158686417,0.2609623202516937,0.0301110369521185,1.2155011485722003,0.30885684922736234,-0.009963124168624592,7.183412525578331,19.557612743010072,36.56466569885225,22.41702937940533,3.566798452367604,54.79718292743526,44.0370088253207,8.43876617082503,85.38397412511276,62.4687885372762,10.879731592138054,1.026201789368333,9.365336718507116,0.6575661951292231,13.4502176276432
Martin Dúbravka,Martin Dúbravka,0.21447788416261165,2175000,2017-2018,29.0,1.91,Goalkeeper,right,Premier League,0.9234051331983006,3.0686422439363743,2.1619979445915365,70.04076290543088,0.4981562084312296,0.07970499334899674,0.4184512150822328,0.32878309756461155,33.17720348151989,0.07970499334899674,0.0,0.07970499334899674,0.0,99.63124168624591,0.0,0.0,0.0,1.0859805343800806,0.32878309756461155,0.17933623503524265,5.310345181876907,17.266094184226414,30.686422439363742,20.753187643245024,2.8195641397207596,52.20677064359286,43.33959013351698,7.641716237335062,83.39134929138784,60.974319911982505,9.046516745111129,0.9166074235134625,10.062755410310837,1.076017410211456,16.339523636544328
Marwin Hitz,Marwin Hitz,0.16378531731915685,1700000,2020-2021,34.0,1.94,Goalkeeper,right,Bundesliga,1.1060073397005115,2.5237626368337103,1.6204232428378804,62.11622430878542,0.6612071852959167,0.12106610434995659,0.1769427678960904,0.41907497659600357,40.789964388677674,0.12106610434995659,0.12106610434995659,0.0,0.0,0.0,0.0,0.06442761202138902,0.06442761202138902,0.9499032802842747,0.30732164950373597,0.04656388628844484,5.643543018159514,10.877323836980715,48.33331396740574,25.656701344933108,4.144185879671591,26.355159639259778,29.707759452027805,7.394345142605041,45.44635301752216,38.834281164562995,5.531789691067247,0.41907497659600357,7.077710715843615,0.41907497659600357,13.317271478495224
Marwin Hitz,Marwin Hitz,0.16960241482058688,4000000,2017-2018,31.0,1.94,Goalkeeper,right,Bundesliga,1.4066695291336604,4.628450297071417,3.436414808087229,69.10080725205215,0.288696094988358,0.288696094988358,0.3538855357921808,0.26075776321529115,26.168904094106,0.055876663546133805,0.027938331773066902,0.027938331773066902,0.0,46.56388628844484,0.06442761202138902,0.3328759954438433,0.03221380601069451,1.2479121525303218,0.24213220869991317,0.055876663546133805,7.915860669035623,16.76299906384014,43.95630865629193,25.032745268667945,3.9579303345178114,46.09824742556039,38.36864230167855,7.161525711162817,56.807941271902706,45.166969699791494,7.161525711162817,0.5215155264305823,6.798327398112947,0.6705199625536057,13.410399251072114
Mathew Ryan,Mathew David Ryan,0.14631806577118625,6666666,2020-2021,29.0,1.84,Goalkeeper,right,Premier League,1.505551847605925,2.7797116430462614,1.7036942328348053,58.782432594885094,0.2092256075411164,0.3586724700704853,0.4284143392508574,0.2092256075411164,21.321085720856626,0.3586724700704853,0.3586724700704853,0.0,0.0,0.0,0.0,0.2107772586648295,0.07025908622160984,1.3549848869329446,0.3686355942391099,-0.06974186918037215,4.483405875881067,10.819952847126306,41.24733405810581,28.394903880580088,5.340234554382781,30.487159955991253,31.48347237285371,4.77233647677118,44.63479627543817,39.0554467410084,8.757586144221015,0.7870868093213428,8.867180510075887,0.4981562084312296,14.147636319446919
Mathew Ryan,Mathew David Ryan,0.14459237104158784,9000000,2019-2020,28.0,1.84,Goalkeeper,right,Premier League,1.4252557490669422,4.304069640845824,2.9889372505873775,68.04813807170596,0.2391149800469902,0.3686355942391099,0.3885618425763591,0.2391149800469902,23.612604279640284,0.049815620843122965,0.049815620843122965,0.0,0.0,0.0,0.0,0.2107772586648295,0.08029609853898266,1.4247267561133166,0.31881997339598694,0.08966811751762133,7.133596904735208,13.818853221882309,51.409720710102896,31.144726151120476,6.087468867029626,33.675359689951115,33.675359689951115,7.183412525578331,45.43184620892814,38.55729053257718,8.229540563283912,0.6276768226233493,7.57197436815469,0.4981562084312296,13.848742594388183
Mathew Ryan,Mathew David Ryan,0.11435400666014238,9000000,2018-2019,27.0,1.84,Goalkeeper,right,Premier League,1.625995995414399,4.104807157473332,2.7298960222031385,66.1551444796673,0.2391149800469902,0.2391149800469902,0.5280455809371034,0.17933623503524265,17.535098536779284,0.2391149800469902,0.2391149800469902,0.0,0.0,0.0,0.0301110369521185,0.180666221712711,0.0,1.4845055011250643,0.31881997339598694,-0.1295206141921197,9.813677306095222,23.23400556123255,42.04438399159578,20.713335146570525,2.749822270540387,68.74555676350968,49.71598960143671,9.52474670520511,93.45410470169867,63.265838470766155,9.435078587687489,0.5878243259488509,6.177136984547247,0.31881997339598694,12.952061419211969
Mathew Ryan,Mathew David Ryan,0.1858969008497448,6333333,2017-2018,26.0,1.84,Goalkeeper,right,Premier League,1.4252557490669422,4.483405875881067,3.1682734856226205,68.74555676350968,0.2391149800469902,0.33874622173323615,0.4184512150822328,0.2590412283842394,26.203016563482677,0.07970499334899674,0.029889372505873774,0.049815620843122965,0.0,66.45403820472603,0.0301110369521185,0.3914434803775405,0.13048116012584685,1.4745423769564396,0.31881997339598694,0.18929935920386726,9.853529802769723,23.941387377204897,41.04807157473332,21.530311328397744,3.098531616442248,70.63855035554836,50.214145809867944,9.225852980146373,93.65336718507116,63.265838470766155,10.04282916197359,0.4981562084312296,4.981562084312296,0.3885618425763591,12.553536452466986
Matthieu Dreyer,Matthieu Dreyer,0.09803362991274699,550000,2020-2021,32.0,1.88,Goalkeeper,right,Ligue 1,1.9506803270788227,2.9107793425603994,1.8834454569508468,53.67819552309913,0.282516818542627,0.282516818542627,0.282516818542627,0.11129450427436821,11.38628389883921,0.3424446285365176,0.3424446285365176,0.0,0.0,0.0,0.08176504365001054,0.23361441042860154,0.08176504365001054,1.1728728527375727,0.27395570282921405,-0.1969056614084976,4.34048566670036,11.471895055973338,32.36101739670091,14.44260220852763,2.4570402097495134,41.607022367186886,34.58690748218827,6.164003313657316,61.81125545084142,41.607022367186886,6.335225627925575,0.4023724385304081,5.3935028994501515,0.3424446285365176,10.958228113168563
Mattia Perin,Mattia Perin,0.17432463015008534,7166666,2020-2021,29.0,1.88,Goalkeeper,right,Serie A,1.5259514891395733,4.268549849951504,3.1923688496459337,68.27871052358867,0.25321905889542823,0.3074802858015914,0.3436544370723668,0.2260884454423466,23.33232756965017,0.198957831989265,0.198957831989265,0.0,0.0,0.0,0.0,0.2100947702438543,0.06634571691911188,1.3384435970186919,0.25321905889542823,0.14469660508310184,6.583695531281133,17.64394228232073,33.73239605999811,25.186252822277414,3.843503572519892,49.558587240962375,37.34981118707566,7.777442523216723,44.76551219758463,35.90284513624464,9.66754192711474,0.4793075043377748,4.521768908846932,0.25321905889542823,11.213986893940392
Mattia Perin,Mattia Perin,0.09267622211644186,9333333,2019-2020,28.0,1.88,Goalkeeper,right,Serie A,2.0014291270598754,4.25950631213381,2.713061345308159,56.61254673876359,0.3436544370723668,0.1718272185361834,0.38887212616083616,0.21704490762465273,21.523620006111397,0.09043537817693864,0.04521768908846932,0.0,0.05528809743259325,0.0,0.05528809743259325,0.2100947702438543,0.05528809743259325,1.59166265591412,0.3255673614369791,0.0,6.285258783297236,17.571593979779177,32.37586538734403,23.513198326004048,4.006287253238382,51.36729480450114,40.33417866691464,8.139184035924478,46.935961273831154,39.882001776029945,9.17014734714158,0.47026396652008096,4.70263966520081,0.3436544370723668,11.123551515763454
Mattia Perin,Mattia Perin,0.20423310580118473,15500000,2017-2018,26.0,1.88,Goalkeeper,right,Serie A,1.2605686214631258,4.0786355557799325,3.2014123874636278,69.81611195259663,0.2713061345308159,0.198957831989265,0.44313335306699936,0.2893932101662037,29.301062529328117,0.0994789159946325,0.0994789159946325,0.0,0.0,0.0,0.03317285845955594,0.05528809743259325,0.05528809743259325,1.067137462487876,0.21704490762465273,0.08139184035924478,7.895008514846744,19.33508385422948,36.897634296190965,21.360836325392906,2.7854096478497103,52.45251934262441,39.70113101967606,7.79552959885211,80.4874865774754,54.442097662517064,8.91692828824615,0.5154816556085502,5.245251934262441,0.4883510421554687,12.570517566594472
Maxime Dupé,Maxime Dupé,0.08784259775913417,900000,2018-2019,26.0,1.88,Goalkeeper,right,Ligue 1,1.9039574449931025,2.5426513668836432,1.3098507041521796,44.17535708121077,0.41093355424382105,0.2482723556889752,0.16266119855484584,0.0856111571341294,8.561115713412939,0.2482723556889752,0.16266119855484584,0.0856111571341294,0.0,28.508515325665083,0.22193368990717147,0.22193368990717147,0.0,1.0530172327497915,0.29963904996945284,-0.3424446285365176,5.830119800834211,16.08633642550291,30.991238882554843,17.233525931100246,3.1162461196823097,47.25735873803943,38.096964924687576,7.465292902096083,75.25220712089974,55.13358519437933,7.550904059230213,0.3253223971096917,3.6812797567675637,0.4965447113779504,13.697785141460702
Michael Esser,Michael Esser,0.09057314111766773,1333333,2018-2019,32.0,1.98,Goalkeeper,right,Bundesliga,2.212014679401023,6.081243549270896,4.339754202083059,65.93446298443789,0.1490044361230235,0.1769427678960904,0.6146432990074719,0.1490044361230235,14.527932521994789,0.1769427678960904,0.1490044361230235,0.027938331773066902,0.0,15.552338020340576,0.03221380601069451,0.40804154280213045,0.03221380601069451,1.704238238157081,0.24213220869991317,-0.18625554515377937,9.10789615801981,19.007378382943184,44.608203064330155,27.556507905501654,4.106934770640835,47.68141955936752,37.9030034387941,8.269746204827804,55.13164136551869,43.118158703099915,10.271993315230931,0.4935771946575153,4.470133083690705,0.8195243986766292,13.969165886533451
Michael Rensing,Michael Rensing,0.06288719629265978,450000,2018-2019,35.0,1.9,Goalkeeper,right,Bundesliga,2.083159455358245,4.777454733194441,3.110467604068115,61.929968763631635,0.3538855357921808,0.1490044361230235,0.43770053111138146,0.1490044361230235,14.527932521994789,0.2048810996691573,0.2048810996691573,0.0,0.0,0.0,0.03221380601069451,0.26844838342245425,0.0,1.5738593565494354,0.288696094988358,-0.22350665418453522,7.105649047616683,17.461457358166815,37.9030034387941,20.02247110403128,4.218688097733103,44.51507529175326,37.9030034387941,9.312777257688968,78.87922337262556,56.06291909128759,9.778416120573416,0.7822732896458733,7.450221806151174,0.12106610434995659,11.827227117264988
Mike Maignan,Mike Peterson Maignan,0.24064294740671052,23333333,2020-2021,26.0,1.91,Goalkeeper,right,Ligue 1,0.7125239518072347,2.4142346311824485,1.934812151231324,67.97525876449875,0.5393502899450151,0.2482723556889752,0.06848892570730351,0.4708613642377117,47.34296989517355,0.0428055785670647,0.025683347140238816,0.025683347140238816,0.0,42.80557856706469,0.0,0.21025296938574137,0.058403602607150384,0.5821558685120799,0.1969056614084976,0.11129450427436821,3.4501296325054147,9.84528307042488,29.963904996945285,18.740282296660922,4.306241203846708,29.878293839811157,30.220738468347673,5.3592584365965,52.90769510889196,44.689024024015545,6.446520132199943,0.5222280585181893,6.848892570730351,0.5821558685120799,13.269729355790055
Mike Maignan,Mike Peterson Maignan,0.18603872282038647,20500000,2019-2020,25.0,1.91,Goalkeeper,right,Ligue 1,1.1213491700572873,2.38855128404221,1.7721509526764783,60.35586577956122,0.46230024852429874,0.11985561998778116,0.27395570282921405,0.36812797567675637,36.727186410541506,0.1797834299816717,0.11985561998778116,0.03424446285365176,0.046722882085720306,17.122231426825877,0.046722882085720306,0.046722882085720306,0.12848792573573084,0.7362559513535127,0.22258900854873642,0.00856111571341294,4.828469262364897,12.99577365296084,31.847350453896137,17.182159236819768,4.34048566670036,42.03507815285753,35.699852524931956,6.112636619376838,63.7803120649264,50.33936039486808,6.112636619376838,0.702011488499861,9.84528307042488,0.27395570282921405,11.814339684509857
Mike Maignan,Mike Peterson Maignan,0.19263699085824668,11375000,2018-2019,24.0,1.91,Goalkeeper,right,Ligue 1,1.0162226853644167,2.6625069868714237,2.0461066555056924,66.00620215041376,0.4965447113779504,0.20546677712191053,0.1541000828414329,0.33388351282310463,34.672518639322405,0.22258900854873642,0.13697785141460703,0.0428055785670647,0.058403602607150384,21.402789283532346,0.03504216156429023,0.12848792573573084,0.0,0.7961837613474033,0.21402789283532347,0.05136669428047763,4.4860246338283805,13.363901628637597,28.765348797067475,18.58618221381949,4.4860246338283805,39.6379657531019,34.50129632505414,6.0869532722366,66.86231372175504,50.853027337672856,7.182776083553456,0.8304282242010551,9.930894227559008,0.5393502899450151,12.67045125585115
Mike Maignan,Mike Peterson Maignan,0.12073678117712607,3250000,2017-2018,23.0,1.91,Goalkeeper,right,Ligue 1,1.8338731218645221,4.066529963871146,2.842290416853096,58.90047610828102,0.25683347140238816,0.1797834299816717,0.4023724385304081,0.12841673570119408,12.58484009871702,0.1541000828414329,0.07705004142071645,0.05136669428047763,0.03504216156429023,34.244462853651754,0.03504216156429023,0.07008432312858046,0.07008432312858046,1.3012895884387667,0.25683347140238816,0.00856111571341294,2.816607069712857,7.268387240687585,33.2171289680422,18.37215432098417,3.381640706798111,22.25890085487364,26.368236397311854,3.587107483920022,59.499754208219926,48.62713725218549,7.645076332077754,0.838989339914468,9.417227284754233,0.8133059927742292,14.040229769997218
Nick Pope,Nicholas David Pope,0.2369158891425734,13500000,2020-2021,29.0,1.98,Goalkeeper,right,Premier League,1.1642934288152487,4.612926490073186,3.546872204030355,76.71605609840935,0.30885684922736234,0.2789674767214886,0.40848809091360827,0.33874622173323615,34.273147140068595,0.08966811751762133,0.08966811751762133,0.0,0.0,0.0,0.0,0.22081427098220233,0.0301110369521185,1.2752798935839478,0.2590412283842394,0.14944686252936887,9.096332365954254,23.572751782965785,38.45765929089092,22.666107483620948,3.9852496674498368,74.02601257288072,52.804558093710334,7.81108934820168,85.78249909185773,62.0702635705312,10.122534155322585,1.3051692660898215,12.852430177525724,1.2752798935839478,16.43915487823058
Nick Pope,Nicholas David Pope,0.18870910005704977,10750000,2019-2020,28.0,1.98,Goalkeeper,right,Premier League,1.324885625893214,4.164585902485079,2.9391216297442546,70.83781283892084,0.3885618425763591,0.2391149800469902,0.3686355942391099,0.3885618425763591,39.354340466067136,0.1295206141921197,0.1095943658548705,0.029889372505873774,0.0,19.926248337249184,0.0,0.2107772586648295,0.0301110369521185,1.2354273969094494,0.269004352552864,-0.049815620843122965,7.472343126468444,24.02109237055389,30.985316164422482,22.945074960342435,4.403700882532069,72.73080643095952,54.19939547731778,8.000388707405547,90.4651674511113,69.64223793868591,9.78378793358935,1.3848742594388181,14.147636319446919,0.9166074235134625,16.43915487823058
