Player_SN,Player_LN,ratings_mean,Player Valuation,scouting_period,Age,Height,Position,Foot,Data_League,Goals,Assists,Non.Penalty.Goals,Penalty.Kicks.Made,Penalty.Kicks.Attempted,Yellow.Cards,Red.Cards,xG,npxG,xA,npxG.xA,Goals.1,Shots.Total,Shots.on.target,Shots.on.target..,Goals.Shot,Goals.Shot.on.target,Average.Shot.Distance,Shots.from.free.kicks,Penalty.Kicks.Made.1,Penalty.Kicks.Attempted.1,xG.1,npxG.1,npxG.Sh,Goals...xG,Non.Penalty.Goals...npxG,Passes.Completed,Passes.Attempted,Pass.Completion..,Total.Passing.Distance,Progressive.Passing.Distance,Passes.Completed..Short.,Passes.Attempted..Short.,Pass.Completion....Short.,Passes.Completed..Medium.,Passes.Attempted..Medium.,Pass.Completion....Medium.,Passes.Completed..Long.,Passes.Attempted..Long.,Pass.Completion....Long.,Assists.1,xA.1,Key.Passes,Passes.into.Final.Third,Passes.into.Penalty.Area,Crosses.into.Penalty.Area,Progressive.Passes,Passes.Attempted.1,Live.ball.passes,Dead.ball.passes,Passes.from.Free.Kicks,Through.Balls,Passes.Under.Pressure,Switches,Crosses,Corner.Kicks,Inswinging.Corner.Kicks,Outswinging.Corner.Kicks,Straight.Corner.Kicks,Ground.passes,Low.Passes,High.Passes,Passes.Attempted..Left.,Passes.Attempted..Right.,Passes.Attempted..Head.,Throw.Ins.taken,Passes.Attempted..Other.,Passes.Completed.1,Passes.Offside,Passes.Out.of.Bounds,Passes.Intercepted,Passes.Blocked,Shot.Creating.Actions,SCA..PassLive.,SCA..PassDead.,SCA..Drib.,SCA..Sh.,SCA..Fld.,SCA..Def.,Goal.Creating.Actions,GCA..PassLive.,GCA..PassDead.,GCA..Drib.,GCA..Sh.,GCA..Fld.,GCA..Def.,Tackles,Tackles.Won,Tackles..Def.3rd.,Tackles..Mid.3rd.,Tackles..Att.3rd.,Dribblers.Tackled,Dribbles.Contested,X..of.dribblers.tackled,Dribbled.Past,Pressures,Successful.Pressures,Successful.Pressure..,Pressures..Def.3rd.,Pressures..Mid.3rd.,Pressures..Att.3rd.,Blocks,Shots.Blocked,Shots.Saved,Passes.Blocked.1,Interceptions,Tkl.Int,Clearances,Errors,Touches,Touches..Def.Pen.,Touches..Def.3rd.,Touches..Mid.3rd.,Touches..Att.3rd.,Touches..Att.Pen.,Touches..Live.Ball.,Dribbles.Completed,Dribbles.Attempted,Successful.Dribble..,Players.Dribbled.Past,Nutmegs,Carries,Total.Carrying.Distance,Progressive.Carrying.Distance,Progressive.Carries,Carries.into.Final.Third,Carries.into.Penalty.Area,Miscontrols,Dispossessed,Pass.Targets,Passes.Received,Passes.Received..,Progressive.Passes.Rec,Yellow.Cards.1,Red.Cards.1,Second.Yellow.Card,Fouls.Committed,Fouls.Drawn,Offsides,Crosses.1,Interceptions.1,Tackles.Won.1,Penalty.Kicks.Won,Penalty.Kicks.Conceded,Own.Goals,Ball.Recoveries,Aerials.won,Aerials.lost,X..of.Aerials.Won
Lucas Tousart,Lucas Tousart,0.0049230992807778,20000000,2017-2018,22,1.85,Defensive Midfield,right,Ligue 1,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.05,0.05,0.02,0.07,0.0,0.49,0.03,5.9,0.0,0.0,13.6,0.0,0.0,0.0,0.05,0.05,0.09,-0.05,-0.05,37.79,44.2,85.5,712.41,153.07,14.57,16.58,87.9,17.67,19.54,90.4,4.86,6.44,75.4,0.0,0.02,0.37,2.53,0.14,0.0,2.27,44.2,43.76,0.43,0.37,0.06,5.6,1.01,0.09,0.0,0.0,0.0,0.0,34.89,2.79,6.52,4.54,34.74,3.68,0.06,0.11,37.79,0.11,0.49,0.63,0.8,1.12,1.01,0.0,0.0,0.03,0.03,0.06,0.2,0.17,0.0,0.0,0.0,0.0,0.03,2.39,1.58,1.09,1.18,0.11,0.63,2.21,28.6,1.58,22.64,7.1,31.3,9.17,11.44,2.04,1.61,0.57,0.0,1.03,1.38,3.76,1.47,0.0,53.42,3.25,17.82,31.98,6.64,0.69,53.05,0.37,0.49,76.5,0.4,0.0,31.9,169.94,75.49,2.24,0.78,0.03,0.55,0.52,34.25,32.16,93.9,0.86,0.23,0.0,0.0,1.29,0.6,0.0,0.09,1.38,1.58,0.0,0.03,0.0,11.15,1.12,0.72,60.9
Lucas Vázquez,Lucas Vázquez Iglesias,0.0140223113734703,21666666,2017-2018,27,1.73,Right Winger,right,La Liga,0.21,0.38,0.21,0.0,0.0,0.16,0.0,0.22,0.22,0.32,0.54,0.21,1.82,0.86,47.1,0.12,0.25,16.4,0.0,0.0,0.0,0.22,0.22,0.12,-0.01,-0.01,43.9,54.57,80.5,708.31,172.66,24.82,28.03,88.5,15.33,18.87,81.3,3.27,5.63,58.1,0.38,0.32,2.79,1.93,2.47,0.86,3.91,54.57,52.21,2.36,0.38,0.21,8.2,1.82,4.72,1.02,0.0,0.0,0.0,42.4,4.02,8.15,7.29,45.03,0.96,0.91,0.21,43.9,0.27,0.64,1.07,2.2,5.36,4.45,0.16,0.16,0.11,0.38,0.11,0.64,0.48,0.05,0.0,0.05,0.05,0.0,2.68,2.04,0.86,1.45,0.38,0.7,2.04,34.2,1.34,25.25,5.68,22.5,6.11,12.81,6.33,1.55,0.11,0.0,1.45,0.38,3.06,0.43,0.0,67.75,1.34,7.72,26.8,36.56,6.7,65.66,1.66,2.95,56.4,1.88,0.0,56.12,257.78,138.62,8.63,1.45,1.5,1.34,2.3,61.97,52.69,85.0,9.11,0.16,0.0,0.0,1.93,2.57,0.64,4.72,0.38,2.04,0.11,0.0,0.0,5.9,0.27,0.43,38.5
Luciano Narsingh,Luciano Narsingh,0.0048532224872722,5000000,2017-2018,28,1.75,Right Winger,right,Premier League,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.2,0.2,0.14,0.35,0.14,1.3,0.72,55.6,0.11,0.2,15.3,0.0,0.0,0.0,0.2,0.2,0.15,-0.06,-0.06,22.9,30.96,74.0,334.51,92.45,15.26,17.86,85.5,6.05,8.78,68.9,1.44,2.45,58.8,0.0,0.14,1.44,1.73,1.15,0.58,1.73,30.96,30.53,0.43,0.14,0.0,7.63,0.43,2.59,0.0,0.0,0.0,0.0,21.89,4.18,4.9,4.9,24.34,0.72,0.29,0.14,22.9,0.0,0.58,0.72,1.87,2.3,1.87,0.0,0.43,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,1.3,1.15,0.14,0.86,0.29,0.29,1.58,18.2,1.3,15.12,5.18,34.3,3.17,6.48,5.47,1.01,0.0,0.0,1.01,1.73,3.02,0.14,0.0,44.78,0.58,5.18,19.73,24.34,4.75,44.35,2.16,4.18,51.7,2.3,0.43,36.43,173.38,110.74,6.19,1.15,2.88,2.59,2.16,47.66,32.54,68.3,5.76,0.0,0.0,0.0,0.58,2.16,0.58,2.59,1.73,1.15,0.0,0.0,0.0,6.19,0.86,2.74,24.0
Luciano Vietto,Luciano Darío Vietto,0.0238511087571088,8000000,2017-2018,25,1.73,Second Striker,right,La Liga,0.23,0.11,0.23,0.0,0.0,0.23,0.0,0.27,0.27,0.15,0.42,0.23,1.58,0.45,28.6,0.14,0.5,13.9,0.0,0.0,0.0,0.27,0.27,0.17,-0.05,-0.05,25.07,31.73,79.0,393.31,69.45,13.89,17.39,79.9,9.03,10.95,82.5,1.47,2.48,59.1,0.11,0.15,1.58,1.47,0.68,0.23,1.92,31.73,31.05,0.68,0.0,0.11,8.02,0.45,0.9,0.0,0.0,0.0,0.0,24.84,4.63,2.26,3.84,25.75,1.47,0.11,0.56,25.07,0.34,0.68,1.24,0.79,2.48,2.03,0.0,0.0,0.23,0.11,0.11,0.34,0.23,0.0,0.0,0.0,0.0,0.11,1.13,0.79,0.45,0.34,0.34,0.23,1.13,20.0,0.9,21.23,5.53,26.1,2.48,10.16,8.58,0.79,0.0,0.0,0.79,0.79,1.92,0.34,0.0,46.3,0.68,4.18,21.23,24.39,3.95,45.62,1.24,2.48,50.0,1.36,0.0,36.81,204.73,97.45,4.86,2.03,0.79,2.71,3.16,49.01,35.12,71.7,11.74,0.23,0.0,0.0,1.13,1.92,0.9,0.9,0.79,0.79,0.0,0.0,0.0,4.52,0.11,1.02,10.0
Ludovic Blas,Ludovic Régis Arsène Blas,0.0245596657427517,5000000,2017-2018,21,1.8,Attacking Midfield,left,Ligue 1,0.15,0.1,0.15,0.0,0.0,0.15,0.05,0.17,0.17,0.07,0.24,0.15,2.11,0.8,38.1,0.07,0.19,20.9,0.0,0.0,0.0,0.17,0.17,0.08,-0.02,-0.02,39.91,47.28,84.4,758.6,182.46,16.26,18.17,89.5,16.66,18.77,88.8,6.02,8.48,71.0,0.1,0.07,0.8,3.87,0.55,0.25,4.07,47.28,46.78,0.5,0.3,0.05,10.39,1.56,0.6,0.05,0.0,0.0,0.0,38.1,2.26,6.93,39.55,5.42,1.76,0.05,0.15,39.91,0.15,0.85,1.05,0.95,2.11,1.71,0.0,0.15,0.05,0.2,0.0,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.95,0.8,0.6,0.2,0.15,0.35,1.51,23.3,1.15,18.52,4.82,26.0,4.92,10.44,3.16,1.2,0.15,0.0,1.05,1.05,2.01,0.45,0.0,59.18,0.85,11.49,36.04,17.32,2.21,58.73,1.96,2.71,72.2,2.06,0.0,46.63,300.92,155.61,6.68,2.06,0.5,1.31,2.06,48.49,43.07,88.8,3.56,0.15,0.05,0.05,1.71,1.71,0.2,0.6,1.05,0.8,0.0,0.0,0.0,9.74,0.45,0.8,36.0
Ludwig Augustinsson,Hans Carl Ludwig Augustinsson,0.0129716120391297,6166666,2017-2018,25,1.81,Left-Back,left,Bundesliga,0.04,0.0,0.04,0.0,0.0,0.11,0.0,0.05,0.05,0.09,0.14,0.04,0.85,0.21,25.0,0.04,0.17,17.6,0.04,0.0,0.0,0.05,0.05,0.06,-0.01,-0.01,39.56,51.01,77.6,719.32,289.62,17.03,19.59,86.9,17.81,21.58,82.5,4.37,7.68,56.9,0.0,0.09,1.0,3.09,1.0,0.68,3.45,51.01,40.98,10.02,1.1,0.0,8.14,1.17,2.63,0.53,0.0,0.36,0.04,27.55,11.45,12.01,36.22,3.2,2.38,8.39,0.11,39.56,0.14,1.0,0.64,2.24,1.99,1.35,0.43,0.0,0.18,0.04,0.0,0.07,0.0,0.04,0.0,0.04,0.0,0.0,1.71,0.89,0.96,0.68,0.07,0.71,1.14,62.5,0.43,13.15,3.87,29.5,4.91,5.62,2.63,1.49,0.14,0.0,1.35,0.89,2.59,2.27,0.0,60.07,2.67,15.96,28.26,18.95,2.03,50.26,0.32,0.53,60.0,0.36,0.0,35.19,166.39,94.16,4.23,1.42,0.32,0.78,0.92,38.99,34.91,89.5,3.02,0.11,0.0,0.0,1.1,0.5,0.14,2.63,0.89,0.89,0.0,0.0,0.0,8.42,1.28,1.17,52.2
Luis Alberto,Luis Alberto,0.0708304379977647,19500000,2017-2018,26,1.83,Central Midfield,right,Serie A,0.37,0.47,0.34,0.03,0.07,0.17,0.0,0.27,0.22,0.34,0.56,0.37,2.73,0.94,34.6,0.12,0.36,21.0,0.27,0.03,0.07,0.27,0.22,0.08,0.1,0.12,45.19,61.55,73.4,847.09,309.55,19.98,23.52,84.9,17.45,21.46,81.3,6.85,14.21,48.2,0.47,0.34,3.07,6.21,2.67,0.14,8.17,61.55,52.91,8.64,2.09,0.51,11.2,3.14,1.79,5.47,1.15,0.84,0.2,40.76,7.22,13.57,3.68,55.44,0.84,0.78,0.54,45.19,0.71,1.01,1.35,2.09,5.5,3.34,1.65,0.3,0.1,0.07,0.03,0.88,0.47,0.27,0.1,0.0,0.03,0.0,1.05,0.94,0.17,0.64,0.24,0.17,1.28,13.2,1.11,17.72,5.26,29.7,2.63,9.25,5.84,1.28,0.14,0.0,1.15,0.34,1.38,0.1,0.0,72.76,0.24,5.26,36.78,37.22,3.14,64.22,1.72,2.83,60.7,1.89,0.34,54.36,307.49,193.13,9.99,4.18,0.67,1.82,1.79,61.05,52.88,86.6,7.8,0.17,0.0,0.0,0.67,1.35,0.1,1.79,0.34,0.94,0.03,0.0,0.0,6.92,0.34,0.98,25.6
Luis Hernández,Luis Hernández Rodríguez,0.0049583049966327,2500000,2017-2018,30,1.82,Centre-Back,right,La Liga,0.0,0.03,0.0,0.0,0.0,0.22,0.0,0.01,0.01,0.01,0.03,0.0,0.19,0.03,14.3,0.0,0.0,8.7,0.0,0.0,0.0,0.01,0.01,0.06,-0.01,-0.01,31.39,40.72,77.1,714.94,308.97,7.97,9.36,85.2,16.25,19.19,84.7,7.06,11.58,60.9,0.03,0.01,0.19,2.78,0.25,0.08,2.56,40.72,38.69,2.03,1.17,0.0,6.25,0.81,0.56,0.0,0.0,0.0,0.0,23.64,4.58,12.5,2.08,31.47,5.19,0.83,0.11,31.39,0.06,0.92,0.42,0.75,0.5,0.36,0.08,0.0,0.0,0.0,0.06,0.08,0.08,0.0,0.0,0.0,0.0,0.0,1.14,0.86,0.75,0.31,0.08,0.47,1.06,44.7,0.58,5.64,1.86,33.0,3.67,1.67,0.31,1.25,0.5,0.0,0.75,1.56,2.69,3.56,0.03,48.14,5.94,25.75,21.75,2.53,0.36,46.25,0.08,0.08,100.0,0.08,0.0,26.14,110.58,50.67,0.81,0.19,0.0,0.0,0.06,24.83,24.31,97.9,0.28,0.22,0.0,0.0,1.25,0.33,0.08,0.56,1.56,0.86,0.0,0.06,0.0,12.19,1.22,0.89,57.9
Luis Muriel,Luis Fernando Muriel Fruto,0.0463452383151146,15666666,2017-2018,28,1.79,Centre-Forward,right,La Liga,0.39,0.06,0.39,0.0,0.0,0.22,0.0,0.43,0.43,0.13,0.55,0.39,3.25,1.23,37.9,0.12,0.32,15.4,0.17,0.0,0.0,0.43,0.43,0.13,-0.04,-0.04,17.85,24.57,72.7,275.26,63.19,9.96,12.65,78.8,6.6,8.51,77.6,1.06,1.9,55.9,0.06,0.13,1.01,1.51,0.9,0.28,1.51,24.57,22.39,2.18,0.0,0.11,5.76,0.28,1.34,0.11,0.0,0.0,0.0,17.24,4.09,3.25,3.58,17.91,1.46,0.22,0.22,17.85,0.11,0.28,1.06,1.18,2.41,1.68,0.06,0.34,0.17,0.06,0.11,0.28,0.11,0.0,0.11,0.0,0.0,0.06,0.73,0.34,0.17,0.45,0.11,0.11,0.9,12.5,0.78,17.41,3.81,21.9,1.57,7.84,8.0,1.01,0.17,0.0,0.84,0.39,1.12,0.11,0.06,36.38,0.28,2.74,15.62,20.93,5.93,34.03,2.01,3.41,59.0,2.29,0.17,26.7,146.25,93.02,4.7,1.29,1.62,1.79,2.01,43.71,26.42,60.4,10.19,0.22,0.0,0.0,1.9,1.12,1.68,1.34,0.39,0.34,0.0,0.0,0.0,3.97,1.4,2.13,39.7
Luis Suárez,Luis Alberto Suárez Díaz,0.1850206176921843,77500000,2017-2018,32,1.82,Centre-Forward,right,La Liga,0.78,0.37,0.75,0.03,0.03,0.28,0.0,0.71,0.69,0.3,0.99,0.78,3.79,1.71,45.1,0.2,0.44,12.9,0.37,0.03,0.03,0.71,0.69,0.18,0.07,0.06,25.3,33.16,76.3,416.91,72.89,14.13,17.94,78.7,8.41,10.56,79.7,2.39,3.42,70.0,0.37,0.3,1.77,0.9,1.58,0.12,2.67,33.16,31.39,1.77,0.0,0.16,6.15,0.99,1.27,0.03,0.0,0.0,0.0,24.9,4.84,3.42,6.43,25.27,0.78,0.22,0.4,25.3,0.16,0.5,1.27,1.21,4.04,2.73,0.03,0.43,0.37,0.47,0.0,0.71,0.53,0.0,0.06,0.06,0.06,0.0,0.68,0.4,0.16,0.22,0.31,0.06,0.56,11.1,0.5,10.96,2.67,24.4,0.56,4.1,6.3,0.37,0.16,0.0,0.22,0.25,0.93,0.93,0.0,46.32,1.18,2.92,15.21,30.58,9.72,44.27,1.37,3.35,40.7,1.58,0.22,33.19,110.58,60.88,3.69,1.15,0.99,2.48,1.27,55.14,37.41,67.8,13.19,0.28,0.0,0.0,1.46,1.92,1.74,1.27,0.25,0.4,0.03,0.0,0.0,3.17,0.09,0.28,25.0
Lukas Klostermann,Lukas Manuel Klostermann,0.0190315315885585,9125000,2017-2018,23,1.89,Right-Back,right,Bundesliga,0.04,0.0,0.04,0.0,0.0,0.08,0.0,0.05,0.05,0.05,0.09,0.04,0.45,0.12,27.3,0.09,0.33,15.9,0.0,0.0,0.0,0.05,0.05,0.11,-0.01,-0.01,38.67,49.97,77.4,639.86,230.26,18.82,22.36,84.2,15.99,20.18,79.2,3.12,5.26,59.4,0.0,0.05,0.62,2.01,0.66,0.33,3.58,49.97,40.68,9.29,0.58,0.08,7.6,0.45,1.48,0.0,0.0,0.0,0.0,28.73,10.81,10.44,7.11,30.29,2.59,8.71,0.16,38.67,0.21,0.86,1.11,1.81,1.19,1.03,0.04,0.04,0.0,0.08,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,2.01,1.11,1.19,0.7,0.12,0.58,1.4,41.2,0.82,13.64,4.36,31.9,6.9,4.81,1.93,1.81,0.33,0.04,1.48,0.86,2.88,2.67,0.0,59.55,3.0,15.37,31.56,15.33,1.48,50.34,0.37,0.62,60.0,0.45,0.04,31.19,144.9,75.58,4.03,1.27,0.16,0.49,0.45,35.1,31.36,89.3,3.08,0.08,0.0,0.0,0.62,0.66,0.04,1.48,0.86,1.11,0.0,0.0,0.0,10.27,1.73,1.4,55.3
Lukas Klünter,Lukas Klünter,0.003954511001553,2833333,2017-2018,23,1.84,Right-Back,right,Bundesliga,0.07,0.0,0.07,0.0,0.0,0.4,0.0,0.1,0.1,0.11,0.22,0.07,1.21,0.54,44.4,0.06,0.13,17.5,0.0,0.0,0.0,0.1,0.1,0.09,-0.03,-0.03,24.3,36.89,65.9,465.35,184.98,10.77,13.73,78.4,10.43,14.54,71.8,3.03,6.8,44.6,0.0,0.11,1.01,1.75,0.74,0.47,2.42,36.89,30.09,6.8,0.4,0.0,5.45,1.21,2.69,0.13,0.0,0.0,0.0,17.5,7.94,11.44,4.51,22.75,2.42,6.19,0.13,24.3,0.07,1.62,0.74,2.42,2.09,1.55,0.07,0.13,0.2,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.81,0.88,0.61,0.07,0.47,1.21,38.9,0.74,13.73,2.49,18.1,5.92,5.45,2.36,1.48,0.2,0.0,1.28,0.61,2.15,1.35,0.0,48.4,2.09,12.18,21.41,18.04,2.29,41.74,1.95,3.23,60.4,2.09,0.13,30.49,150.45,80.78,4.04,0.74,0.88,1.55,1.48,33.93,26.93,79.4,4.51,0.4,0.0,0.0,1.68,1.28,0.34,2.69,0.61,0.81,0.0,0.07,0.0,8.28,1.01,0.81,55.6
Lukas Kübler,Lukas Kübler,0.0047792947708447,1250000,2017-2018,26,1.81,Right-Back,right,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.01,0.01,0.02,0.03,0.0,0.31,0.08,25.0,0.0,0.0,22.1,0.0,0.0,0.0,0.01,0.01,0.03,-0.01,-0.01,29.56,40.27,73.4,595.75,234.5,9.46,11.42,82.9,15.95,19.86,80.3,4.14,8.37,49.5,0.0,0.02,0.31,1.95,0.63,0.16,2.97,40.27,31.28,8.99,0.47,0.0,5.16,0.78,0.94,0.08,0.08,0.0,0.0,17.59,9.7,12.98,2.81,23.77,3.99,8.44,0.0,29.56,0.0,1.17,0.7,0.78,0.55,0.39,0.16,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,2.19,0.94,1.25,0.78,0.16,0.47,1.33,35.3,0.86,11.03,3.05,27.7,5.79,4.54,0.7,1.49,0.39,0.08,1.09,0.86,3.05,5.32,0.0,52.0,3.6,19.0,27.13,8.76,0.39,43.55,0.63,0.78,80.0,0.7,0.0,22.99,122.14,58.1,2.11,0.86,0.0,0.55,0.55,24.32,21.97,90.4,1.33,0.23,0.0,0.0,0.7,1.09,0.0,0.94,0.86,0.94,0.0,0.0,0.0,10.56,2.11,0.86,71.1
Lukas Lerager,Lukas Reiff Lerager,0.0256389612034361,5250000,2017-2018,25,1.88,Central Midfield,right,Ligue 1,0.08,0.03,0.08,0.0,0.0,0.22,0.0,0.12,0.12,0.06,0.18,0.08,1.21,0.38,31.8,0.07,0.21,16.6,0.0,0.0,0.0,0.12,0.12,0.1,-0.04,-0.04,34.19,44.58,76.7,617.86,181.56,14.36,17.46,82.3,15.46,19.16,80.7,3.59,6.0,59.8,0.03,0.06,0.6,3.48,0.71,0.11,4.28,44.58,43.86,0.71,0.58,0.11,6.17,0.99,0.44,0.0,0.0,0.0,0.0,32.02,3.81,8.75,3.56,35.31,4.44,0.05,0.25,34.19,0.25,0.69,1.21,1.29,1.81,1.37,0.0,0.0,0.03,0.33,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,2.6,1.84,1.04,1.26,0.3,0.8,2.96,26.9,2.17,22.18,6.06,27.3,5.89,12.12,4.17,1.78,0.36,0.0,1.43,1.48,4.08,1.18,0.0,54.86,1.7,13.71,30.37,13.98,2.22,54.25,0.25,0.38,64.3,0.25,0.0,33.36,162.65,72.84,2.58,1.01,0.05,0.88,0.63,39.56,34.57,87.4,4.25,0.22,0.0,0.0,2.0,1.62,0.14,0.44,1.48,1.84,0.0,0.0,0.0,10.01,1.1,1.12,49.4
Lys Mousset,Lys Émilien Mousset,0.0047104896365577,4000000,2017-2018,23,1.84,Centre-Forward,right,Premier League,0.3,0.0,0.3,0.0,0.0,0.15,0.0,0.2,0.2,0.05,0.26,0.3,3.32,0.76,22.7,0.09,0.4,17.9,0.0,0.0,0.0,0.2,0.2,0.06,0.11,0.11,15.55,26.43,58.9,241.46,73.84,8.46,14.04,60.2,4.83,7.25,66.7,1.36,2.42,56.3,0.0,0.05,0.45,1.81,0.91,0.3,2.11,26.43,26.12,0.3,0.0,0.0,5.74,0.15,1.36,0.0,0.0,0.0,0.0,19.33,3.78,3.32,2.42,21.9,1.66,0.0,0.3,15.55,0.3,0.76,1.66,1.81,1.66,1.21,0.0,0.15,0.15,0.15,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,1.36,0.6,0.6,0.45,0.3,0.3,2.11,14.3,1.81,22.35,5.59,25.0,4.23,11.02,7.1,1.21,0.3,0.0,0.91,0.45,1.81,0.91,0.0,46.36,1.06,4.53,21.59,25.22,5.13,46.06,3.32,6.34,52.4,3.62,0.15,33.37,170.18,94.08,5.59,1.96,1.36,3.32,4.08,49.53,32.92,66.5,8.76,0.15,0.0,0.0,1.66,1.81,0.0,1.36,0.45,0.6,0.0,0.0,0.0,7.4,0.91,4.83,15.8
Léo Baptistão,Leonardo Carrilho Baptistão,0.0225917427676531,5000000,2017-2018,26,1.85,Centre-Forward,right,La Liga,0.27,0.1,0.27,0.0,0.0,0.13,0.0,0.34,0.34,0.12,0.46,0.27,2.62,0.84,32.1,0.1,0.32,15.4,0.0,0.0,0.0,0.34,0.34,0.13,-0.07,-0.07,16.47,25.08,65.7,253.96,60.01,8.91,12.34,72.2,6.35,8.74,72.7,0.87,2.22,39.4,0.1,0.12,0.81,1.11,0.77,0.2,1.75,25.08,23.5,1.58,0.07,0.0,5.55,0.34,1.24,0.07,0.0,0.0,0.0,16.44,3.87,4.77,3.8,17.35,2.62,0.24,0.24,16.47,0.03,0.47,1.04,2.02,2.05,1.31,0.03,0.24,0.2,0.13,0.13,0.3,0.2,0.03,0.03,0.0,0.0,0.03,1.55,1.14,0.44,0.74,0.37,0.3,1.48,20.5,1.18,22.02,6.22,28.2,3.83,10.29,7.9,1.04,0.03,0.0,1.01,0.57,2.12,0.54,0.0,37.42,0.94,4.67,17.52,18.29,4.47,35.87,0.98,1.98,49.2,1.18,0.03,24.37,126.31,81.7,4.0,1.28,0.98,2.05,1.65,42.06,24.95,59.3,8.34,0.13,0.0,0.0,1.65,1.88,0.54,1.24,0.57,1.14,0.0,0.0,0.0,5.38,1.21,1.48,45.0
Makoto Hasebe,Makoto Hasebe,0.0046958092631808,1000000,2017-2018,35,1.8,Defensive Midfield,right,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.13,0.04,0.0,0.0,0.0,0.01,0.0,0.09,0.04,50.0,0.0,0.0,26.5,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,43.47,49.76,87.4,1006.46,234.67,10.38,11.33,91.6,21.02,22.92,91.7,11.5,14.61,78.8,0.0,0.0,0.22,2.8,0.34,0.0,2.89,49.76,47.35,2.41,2.28,0.0,5.3,1.59,0.04,0.04,0.0,0.0,0.0,33.73,6.89,9.13,8.49,37.31,3.02,0.09,0.17,43.47,0.3,0.9,0.3,0.39,0.47,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,0.82,0.69,0.69,0.04,0.65,1.51,42.9,0.86,12.02,4.39,36.6,6.07,5.47,0.47,2.07,0.82,0.13,1.25,0.69,2.11,3.1,0.0,57.99,4.91,25.98,34.9,3.06,0.09,55.84,0.3,0.34,87.5,0.3,0.0,37.4,243.33,135.97,2.59,0.65,0.0,0.34,0.04,36.79,35.41,96.3,0.43,0.13,0.04,0.0,0.65,1.12,0.0,0.04,0.69,0.82,0.0,0.09,0.0,12.45,0.73,1.03,41.5
Malang Sarr,Malang Mamadou William Sarr,0.0047648463548773,12666666,2017-2018,20,1.82,Centre-Back,left,Ligue 1,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.03,0.03,0.02,0.05,0.0,0.61,0.07,11.1,0.0,0.0,15.4,0.07,0.0,0.0,0.03,0.03,0.06,-0.03,-0.03,63.52,71.89,88.4,1352.25,498.47,19.61,20.97,93.5,31.59,33.97,93.0,11.23,14.64,76.7,0.0,0.02,0.34,4.49,0.14,0.07,3.54,71.89,69.3,2.59,0.89,0.0,8.31,3.0,0.41,0.0,0.0,0.0,0.0,59.16,3.0,9.74,57.05,10.28,1.91,1.7,0.14,63.52,0.0,0.89,1.5,1.16,0.89,0.75,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.75,0.95,0.41,0.0,0.41,1.16,35.3,0.75,7.22,2.25,31.1,4.9,1.84,0.48,1.57,0.68,0.0,0.89,1.7,3.06,2.04,0.0,80.26,7.22,40.78,39.21,6.94,0.41,77.95,0.34,0.41,83.3,0.34,0.0,56.44,391.04,243.04,6.4,1.36,0.07,0.54,0.41,56.98,56.37,98.9,0.61,0.07,0.0,0.0,1.09,1.02,0.0,0.41,1.7,0.75,0.0,0.07,0.0,8.44,1.23,0.61,66.7
