longName,ratings_mean,season
Luiz Gustavo Dias,0.0382987295763135,2017-2018
Luiz de Araújo Guimarães Neto,0.0660647616164644,2017-2018
Luka Jović,0.0670272162769213,2017-2018
Luka Milivojević,0.0766133097491961,2017-2018
Luka Modrić,0.0297807684648783,2017-2018
Lukas Klostermann,0.0190315315885585,2017-2018
Lukas Klünter,0.003954511001553,2017-2018
Lukas Kübler,0.0047792947708447,2017-2018
Lukas Lerager,0.0256389612034361,2017-2018
Luís Carlos Almeida da Cunha,0.0565737844312562,2017-2018
Lys Mousset,0.0047104896365577,2017-2018
Léo Dubois,0.0217820094081642,2017-2018
M'Baye Babacar Niang,0.0620341254609371,2017-2018
Makoto Hasebe,0.0046958092631808,2017-2018
Malang Sarr,0.0047648463548773,2017-2018
Malcom Filipe Silva de Oliveira,0.0933905242469364,2017-2018
Mamadou Sakho,0.0188391005963799,2017-2018
Mame Biram Diouf,0.0973828840809399,2017-2018
Manolo Gabbiadini,0.0385593802273646,2017-2018
Manuel Agudo Durán,0.0359460003731131,2017-2018
Manuel Alejandro García Sánchez,0.0223240053982498,2017-2018
Manuel De Luca,0.0047902073714768,2017-2018
Manuel Gulde,0.0206856843024103,2017-2018
Manuel Lanzini,0.0498226806233004,2017-2018
Manuel Lazzari,0.0191389701145434,2017-2018
Manuel Locatelli,0.0047812910789372,2017-2018
Manuel Pucciarelli,0.0223667418296318,2017-2018
Manuel Rolando Iturra Urrutia,0.0045525773487978,2017-2018
Manuel Schmiedebach,0.0047009959507909,2017-2018
Manuel Trigueros Muñoz,0.0278988601634847,2017-2018
Marc Albrighton,0.0238019695033991,2017-2018
Marc Bartra Aregall,0.020297631858537,2017-2018
Marc Muniesa Martínez,0.0048029598166403,2017-2018
Marc Navarro Ceciliano,0.012759858516975,2017-2018
Marc Pugh,0.0046262195678396,2017-2018
Marc Roca Junqué,0.0048271307323321,2017-2018
Marc-Oliver Kempf,0.0050105101567489,2017-2018
Marcel Büchel,0.0049005623578841,2017-2018
Marcel Halstenberg,0.0435123088335958,2017-2018
Marcel Heller,0.0044001720671044,2017-2018
Marcel Risse,0.02493417707769,2017-2018
Marcel Sabitzer,0.0452373736355378,2017-2018
Marcel Schmelzer,0.0048554998483238,2017-2018
Marcello Gazzola,0.0047902073714768,2017-2018
Marcello Trotta,0.0571674577116872,2017-2018
Marcelo Antônio Guedes Filho,0.0269573642799468,2017-2018
Marcelo Brozović,0.0325141057694981,2017-2018
Marcelo Vieira da Silva Júnior,0.0130351663835569,2017-2018
Marcin Kamiński,0.0050183223724997,2017-2018
Marco Andreolli,0.0048536901056847,2017-2018
Marco Asensio Willemsen,0.0647629640612189,2017-2018
Marco Benassi,0.0411609028392415,2017-2018
Marco Capuano,0.0047261823198899,2017-2018
Marco D'Alessandro,0.0041925775898753,2017-2018
Marco Davide Faraoni,0.016220405459097,2017-2018
Marco Ezio Fossati,0.0047426716078492,2017-2018
Marco Friedl,0.0047814806414114,2017-2018
Marco Höger,0.0047915909869119,2017-2018
Marco Parolo,0.0321933533819561,2017-2018
Marco Russ,0.0156925408479978,2017-2018
Marco Sau,0.0146615090414514,2017-2018
Marco Tumminello,0.0255716025213202,2017-2018
Marco Verratti,0.0042376203056659,2017-2018
Marcos  Alonso Mendoza,0.0444188387989355,2017-2018
Marcos  Aoás Corrêa ,0.0049692075641113,2017-2018
Marcos Llorente Moreno,0.0049002046882597,2017-2018
Marcos Paulo Mesquita Lopes,0.1084396966506592,2017-2018
Marcus Christer Rohdén,0.0046517348579126,2017-2018
Marcus Rashford,0.0404302502285974,2017-2018
Marcus Thuram,0.0317789330472517,2017-2018
Marek Hamšík,0.0541483265063066,2017-2018
Mariano Díaz Mejía,0.1370228301166555,2017-2018
Mariano Julio Izco,0.0047392088609928,2017-2018
Mario  Barwuah Balotelli,0.1388204305552352,2017-2018
Mario Gaspar Pérez Martínez,0.0210970774614928,2017-2018
Mario Gómez García,0.0970213711595753,2017-2018
Mario Götze,0.0047778958222338,2017-2018
Mario Hermoso Canseco,0.0162675272984357,2017-2018
Mario Lemina,0.0175595650903202,2017-2018
Mario Mandžukić,0.05126308367038,2017-2018
Mario Sampirisi,0.0042116498643094,2017-2018
Marius Wolf,0.0443107966954267,2017-2018
Mariusz Stępiński,0.0288915797219991,2017-2018
Mark Noble,0.0297963111273356,2017-2018
Mark Uth,0.0875987728671088,2017-2018
Markel Bergara Larrañaga,0.0712275489283291,2017-2018
Markel Susaeta Laskurain,0.0413966135954515,2017-2018
Marko Arnautović,0.135443588349242,2017-2018
Marko Pjaca,0.0048416874495329,2017-2018
Marko Rog ,0.0048048107633861,2017-2018
Markus Suttner,0.0047721701237381,2017-2018
Marlon,0.0052207812541461,2017-2018
Marouane Fellaini-Bakkioui,0.0258949533047077,2017-2018
Marten de Roon,0.0048859614477195,2017-2018
Martin Braithwaite,0.0957407547283792,2017-2018
Martin Cranie,0.0047902073714768,2017-2018
Martin Harnik,0.0715220530049822,2017-2018
Martin Hinteregger,0.004876372334437,2017-2018
Martin Kelly,0.0051014054749465,2017-2018
Martin Olsson,0.0043881970951825,2017-2018
Martin Terrier,0.0468261897963936,2017-2018
Martín Aguirregabiria Padilla,0.0038923381687799,2017-2018
Martín Montoya Torralbo,0.0045490165230743,2017-2018
Marvin  Zeegelaar,0.0043555853850991,2017-2018
Marvin Bakalorz,0.0044277906607538,2017-2018
Marvin Plattenhardt,0.0055685696245327,2017-2018
Mason Holgate,0.004810576533571,2017-2018
Massimo Coda,0.0382026367584049,2017-2018
Massimo Gobbi,0.004509102806317,2017-2018
Mateo Kovačić,0.0046196226616332,2017-2018
Mateo Pablo Musacchio,0.0047836138677049,2017-2018
Mateo Pavlović,0.0271315440905658,2017-2018
Mathew Leckie,0.0579444445209653,2017-2018
Mathias Jattah-Njie Jørgensen,0.0050791694156616,2017-2018
Mathieu Debuchy,0.0590770388488746,2017-2018
Mathieu Deplagne,0.0047708876750282,2017-2018
Mathieu Dossevi,0.0054995000154657,2017-2018
Matias Ezequiel Schelotto,0.0047554613441253,2017-2018
Matija Nastasić,0.0049586789667493,2017-2018
Mats  Hummels,0.0122640771012071,2017-2018
Matt Phillips,0.0053111475596825,2017-2018
Matt Ritchie,0.0322705248155679,2017-2018
Matteo Darmian,0.0047522814995657,2017-2018
Matteo Politano,0.0912165477220152,2017-2018
Matthew Lowton,0.00418733715052,2017-2018
Matthias Ginter,0.0219118165865009,2017-2018
Matthias Lehmann,0.0045241358005456,2017-2018
Matthias Ostrzolek,0.0042340455201402,2017-2018
Mattia Bani,0.0047902073714768,2017-2018
Mattia Caldara,0.0244917392720769,2017-2018
Mattia De Sciglio,0.0047902073714768,2017-2018
Mattia Destro,0.04625623490764,2017-2018
Mattia Valoti,0.0429247568359608,2017-2018
Mattia Vitale,0.0047896782195794,2017-2018
Matías Agustín Silvestre,0.0130193383035205,2017-2018
Matías Vecino Falero,0.0253289416094016,2017-2018
Mauricio Lemos Merladet,0.0134274657125185,2017-2018
Mauro Emanuel Icardi Rivero ,0.2188455804400511,2017-2018
Mauro Javier Dos Santos,0.0048093125032942,2017-2018
Mauro Wilney Arambarri Rosa,0.0043921609110601,2017-2018
Max  Meyer,0.0044053239328177,2017-2018
Max Kruse,0.0649484037810976,2017-2018
Max-Alain Gradel,0.0689025883098058,2017-2018
Maxime Gonalons,0.0051908754869756,2017-2018
Maxime Le Marchand,0.0047746711765728,2017-2018
Maxime Lopez,0.0048441016078912,2017-2018
Maxime Poundjé,0.0042072188917282,2017-2018
Maximilian Arnold,0.0049322695341224,2017-2018
Maximilian Eggestein,0.0198497784135538,2017-2018
Maximiliano Gastón López,0.0162765077323555,2017-2018
Maximiliano Gómez González,0.1033944373738258,2017-2018
Maximiliano Martín Olivera De Andrea,0.0047902073714768,2017-2018
Maya Yoshida,0.0180243666646962,2017-2018
Medhi Amine El Mouttaqi Benatia,0.0119804274174723,2017-2018
Mehdi Abeid,0.004392589825515,2017-2018
Mehdi Jean Tahrat,0.0047569230395503,2017-2018
Mehdi Lacen,0.0043531555235076,2017-2018
Mehdi Pascal Marcel Léris,0.0047885285162312,2017-2018
Memphis Depay,0.0725565251936188,2017-2018
Mesut Özil,0.0446060780378837,2017-2018
Michael Gregoritsch,0.1002546262089238,2017-2018
Michael Keane,0.0060809978543654,2017-2018
Michael Krohn-Dehli,0.0046505485293483,2017-2018
Michael Olunga,0.0049120362067598,2017-2018
Michail Antonio,0.0402866823774108,2017-2018
Michele Cremonesi,0.0047902073714768,2017-2018
Michy Batshuayi Tunga,0.068515665972231,2017-2018
Mickaël Cuisance,0.0046635428637087,2017-2018
Miguel Arturo Layún Prado,0.025148310993961,2017-2018
Miguel Luís Pinto Veloso,0.0046816573273474,2017-2018
Miguel Ángel Guerrero Martín,0.0409731083703306,2017-2018
Miguel Ângelo da Silva Rocha,0.0497683859636952,2017-2018
Mijat Gaćinović,0.0047517541684397,2017-2018
Mike van der Hoorn,0.0107937138088411,2017-2018
Mikel Balenziaga Oruesagasti,0.0042659340580789,2017-2018
Mikel Merino Zazón,0.0165520748885994,2017-2018
Mikel Oyarzabal Ugarte,0.0545724157385898,2017-2018
Mikel Rico Moreno,0.0044809071722829,2017-2018
Mikel San José Domínguez,0.0129948257657357,2017-2018
Mikel Vesga Arruti,0.0050198242356692,2017-2018
Milan Badelj,0.0259462283580228,2017-2018
Milan Škriniar,0.0299743244999954,2017-2018
Milos Veljkovic,0.0146792835832953,2017-2018
Miralem Pjanić,0.0443574106738732,2017-2018
Mirco Antenucci,0.0982421352407667,2017-2018
Mirko Antonucci,0.004838636113107,2017-2018
Mirko Valdifiori,0.0048831625448999,2017-2018
Mitchell Weiser,0.0186867565728868,2017-2018
Mohamed  Salah Ghaly,0.2327126623563628,2017-2018
Mohamed Diamé,0.0226074152179758,2017-2018
Mohamed Naser Elsayed Elneny,0.0047017377016497,2017-2018
Mohamed Salim Fares,0.0042196777123768,2017-2018
Morgan Sanson,0.0707872609980444,2017-2018
Morgan Schneiderlin,0.0046135967225364,2017-2018
Moritz Bauer,0.0048221085867043,2017-2018
Mouctar Diakhaby,0.0047833861408586,2017-2018
Moussa Diaby,0.0047970601158009,2017-2018
Moussa Konaté,0.1050381190065941,2017-2018
Moussa Niakhaté,0.0048020550400528,2017-2018
Moussa Sidi Yaya Dembélé,0.0046107582103567,2017-2018
Moussa Sissoko,0.0047868862125652,2017-2018
Moustapha Elhadji Diallo,0.0346539012577797,2017-2018
Mubarak Wakaso,0.0048184806923789,2017-2018
Munir El Haddadi Mohamed,0.0910746172828129,2017-2018
Myziane Maolida,0.0047385443808849,2017-2018
Márcio Rafael Ferreira de Souza,0.0052389889694538,2017-2018
Mário Rui Silva Duarte,0.0148995802850436,2017-2018
Mërgim Mavraj,0.0056105349450462,2017-2018
Míchel Macedo Rocha Machado,0.0048522697899951,2017-2018
N'Golo Kanté,0.0116554382712329,2017-2018
Nabil Bentaleb,0.0217665703427175,2017-2018
Nabil El Zhar,0.0253024410514021,2017-2018
Nabil Fekir,0.134243924571287,2017-2018
Naby Deco Keïta,0.0269730492870491,2017-2018
Nadiem Amiri,0.0269825632442159,2017-2018
Nahki Wells,0.0048565823438772,2017-2018
Nampalys Mendy,0.0045979366664759,2017-2018
Nathan Aké,0.013174469232842,2017-2018
Nathan Dyer,0.0043835627929728,2017-2018
Nathan Redmond,0.0046589185082908,2017-2018
Naïm Sliti,0.0553061161196796,2017-2018
Nemanja Maksimović,0.0048989967829138,2017-2018
Nemanja Matić,0.0159651268055343,2017-2018
Nemanja Radoja,0.0048001386804273,2017-2018
Nenad Tomović,0.0048492730695662,2017-2018
Neymar da Silva Santos Junior,0.2726455916327911,2017-2018
Niccolò Giannetti,0.0048231016154795,2017-2018
Niccolò Zanellato,0.0047902073714768,2017-2018
Nicholas Pierini,0.0047899725646845,2017-2018
Niclas Füllkrug,0.1254559397836025,2017-2018
Nico Elvedi,0.0117497454742063,2017-2018
Nico Schulz,0.0143673209446584,2017-2018
Nicola Murru,0.0044879522998819,2017-2018
Nicola Rigoni,0.004758962812092,2017-2018
Nicolas Benezet,0.0742298148276738,2017-2018
Nicolas Haas,0.0047849084475942,2017-2018
Nicolas Höfler,0.0217540678769919,2017-2018
Nicolas Louis Marcel Cozza,0.0047902073714768,2017-2018
Nicolas N'Koulou,0.0191981473703422,2017-2018
Nicolas Pallois,0.0040902159103748,2017-2018
Nicolas Pépé,0.1186089123045964,2017-2018
Nicolas de Roussel de Préville,0.0668762723262406,2017-2018
Nicolás Andrés Burdisso,0.0050551490886139,2017-2018
Nicolás Federico Spolli,0.0051775434948835,2017-2018
Nicolás Hernán Otamendi,0.0401062766854391,2017-2018
Nicolò Barella,0.0487585066962511,2017-2018
Nigel de Jong,0.0048178661677281,2017-2018
Niklas Moisander,0.025588545733381,2017-2018
Niklas Stark,0.0051397699251161,2017-2018
Niklas Süle,0.0231493559407566,2017-2018
Nikola Kalinić,0.0696996545894159,2017-2018
Nikola Maksimović,0.0047902073714768,2017-2018
Nikola Milenković,0.0047902073714768,2017-2018
Nils Petersen,0.1399656195636718,2017-2018
Nolan Roux,0.1233292956690116,2017-2018
Nordi Mukiele Mulere,0.0046162853636163,2017-2018
Nordin Amrabat,0.0375460946092712,2017-2018
Nuno Miguel da Costa Jóia,0.0048030460839903,2017-2018
Nuri Şahin,0.0049358367937438,2017-2018
Nélson Cabral Semedo,0.0043221874191915,2017-2018
Oghenekaro Etebo,0.0044420790731321,2017-2018
Ohis Felix Uduokhai,0.0222579025392737,2017-2018
Ola Toivonen,0.0055535735221889,2017-2018
Ole Kristian Selnæs,0.0046958940785036,2017-2018
Oleksandr Zinchenko,0.0048522335702441,2017-2018
Oliver Burke,0.0046759539674476,2017-2018
Oliver Sorg,0.0043128747341536,2017-2018
Olivier Giroud,0.0371586526528848,2017-2018
Ondrej Duda,0.0048916700822308,2017-2018
Onyinye Wilfred Ndidi,0.0048957156280226,2017-2018
Orel Mangala,0.0046238222062593,2017-2018
Oriol Romeu Vidal,0.0124154464115393,2017-2018
Orji Okwonkwo,0.0429366941235017,2017-2018
Oscar Wendt,0.0157073660955931,2017-2018
Oswaldo Augusto Vizcarrondo Araújo,0.0049915244144763,2017-2018
Otávio Henrique Passos Santos,0.0045941141152611,2017-2018
Oualid El Hajjam,0.0094106929641743,2017-2018
Ousmane Dembélé,0.0519870209450747,2017-2018
Oussama Haddadi,0.0043741523412146,2017-2018
Oussama Tannane,0.0049615485121289,2017-2018
Pablo Daniel Piatti,0.0201123321488922,2017-2018
Pablo Ezequiel De Blasis,0.0273142964633292,2017-2018
Pablo Fornals Malla,0.0294029057099527,2017-2018
Pablo Javier Zabaleta Girod,0.0046569136730914,2017-2018
Pablo Maffeo Becerra,0.0047556256517604,2017-2018
Pablo Martinez,0.0050264008117747,2017-2018
Pablo,0.0051714893096252,2017-2018
Pablo Sarabia García,0.0639327416999293,2017-2018
Paolo Cannavaro,0.0044731623722352,2017-2018
Paolo Pancrazio Faragò,0.0209417136652608,2017-2018
Papakouli Diop,0.005026265777516,2017-2018
Pape  N'Diaye Souaré,0.0047902073714768,2017-2018
Papiss Mison Djilobodji,0.0046357337667532,2017-2018
Pascal Groß,0.0583256898599523,2017-2018
Pascal Stenzel,0.0151182854141419,2017-2018
Pasquale Schiattarella,0.0124396146613702,2017-2018
Patrice Evra,0.0049694965977832,2017-2018
Patric,0.0047808111505101,2017-2018
Patrick  van Aanholt,0.0632657667751293,2017-2018
Patrick Burner,0.0047842038728278,2017-2018
Patrick Cutrone,0.0519535547009042,2017-2018
Patrik Schick,0.0048788430773039,2017-2018
Pau Francisco Torres,0.004765598018275,2017-2018
Paul Baysse,0.0129207940622553,2017-2018
Paul Lasne,0.0143707485589321,2017-2018
Paul Pogba,0.0425417094959313,2017-2018
Paul Verhaegh,0.0204082456624563,2017-2018
Paul-Georges Ntep de Madiba,0.0042462051913826,2017-2018
Paulo André Rodrigues de Oliveira,0.0054740049070695,2017-2018
Paulo Bruno Exequiel Dybala,0.1819939911522728,2017-2018
Paulo Henrique Chagas de Lima,0.049856564181795,2017-2018
Pavel Kadeřábek,0.0218986209027098,2017-2018
Paweł Bochniewicz,0.0047902073714768,2017-2018
Paweł Jaroszyński,0.0047670624417227,2017-2018
Pedro  Mba Obiang Avomo,0.0152688161571588,2017-2018
Pedro Bigas Rigo,0.0046605490066272,2017-2018
Pedro,0.0221966417809831,2017-2018
Pedro Filipe Teodósio Mendes,0.0124355891763334,2017-2018
Pedro León Sánchez Gil,0.0062055226631919,2017-2018
Pedro Lomba Neto,0.0047902073714768,2017-2018
Pedro López Muñoz,0.004568341934258,2017-2018
Pedro Miguel Braga Rebocho,0.0047395091105092,2017-2018
Pedro Mosquera Parada,0.0046353401228779,2017-2018
Pedro Pablo Hernández,0.0407784846270981,2017-2018
Pedro Tanausú Domínguez Placeres,0.0048689813176975,2017-2018
Per Ciljan Skjelbred,0.0046127487510101,2017-2018
Per Mertesacker,0.0182333866435928,2017-2018
Pere Pons Riera,0.0042329812285015,2017-2018
Perparim Hetemaj,0.028665967559633,2017-2018
Petar Brlek,0.0048082478874394,2017-2018
Peter Crouch,0.0556812025794197,2017-2018
Peter Pekarík,0.0047156915349624,2017-2018
Phil Bardsley,0.0048309260996489,2017-2018
Phil Jagielka,0.0053959858806328,2017-2018
Phil Jones,0.0051286934791488,2017-2018
Philipp Bargfrede,0.0046909219310143,2017-2018
Philipp Max,0.021035766158683,2017-2018
Philippe Coutinho Correia,0.140221853582266,2017-2018
Pierre-Emerick Aubameyang,0.2201819554788942,2017-2018
Pierre-Emile Højbjerg,0.0045065616434502,2017-2018
Pietro Iemmello,0.0253922461632039,2017-2018
Pietro Pellegri,0.0048550203757668,2017-2018
Pione Sisto Ifolo Emirmija,0.0310156063664715,2017-2018
Piotr Zieliński,0.0191029421288691,2017-2018
Pirmin Schwegler,0.005980314932129,2017-2018
Pol Mikel Lirola Kosok,0.0039703092513186,2017-2018
Presnel Kimpembe,0.0049812755290663,2017-2018
Prince Oniangué,0.0252840657607795,2017-2018
Prince-Désir Gouano,0.0052783241149224,2017-2018
Préjuce Niguimbé Nakoulma,0.0487583935499076,2017-2018
Rachid Ghezzal,0.0286023110790487,2017-2018
Radamel Falcao García Zárate,0.1403039195768351,2017-2018
Radja Nainggolan,0.0329829451452955,2017-2018
Rafael Jesús Navarro Mazuelos,0.0047902073714768,2017-2018
Rafael,0.015123708101397,2017-2018
Rafael Tolói,0.0126975440081725,2017-2018
Raffael,0.0593425915706066,2017-2018
Rafik Zekhnini,0.0048115885033157,2017-2018
Ragnar Klavan,0.0136370725791892,2017-2018
Raheem Shaquille Sterling,0.1112791636770138,2017-2018
Rajiv van La Parra,0.0315749515068036,2017-2018
Ramadan Sobhi,0.0045180636516591,2017-2018
Ramiro Guerra Pereyra,0.0046797208192831,2017-2018
Ramy Bensebaini,0.0047137794133624,2017-2018
Rani Khedira,0.0051788766564641,2017-2018
Raphaël Adelino José Guerreiro,0.0222979848975735,2017-2018
Raphaël Varane,0.0127793435755517,2017-2018
Raúl Albentosa Redal,0.0187446389076397,2017-2018
Raúl Albiol Tortajada,0.0232408614720928,2017-2018
Raúl García Carnero,0.0045812349407352,2017-2018
Raúl García Escudero,0.1119882166719067,2017-2018
Raúl Rodríguez Navas,0.0049536938055436,2017-2018
Reece Oxford,0.0048255428332725,2017-2018
Remo Freuler,0.0486397347264142,2017-2018
Renaud Cohade,0.0148292253082531,2017-2018
Rene Krhin,0.0049678820572127,2017-2018
Rhu-endly Martina,0.0048011942480656,2017-2018
Ricardo Gabriel Álvarez,0.0151486697231245,2017-2018
Ricardo Iván Rodríguez Araya,0.0111047278587413,2017-2018
Riccardo Meggiorini,0.0050387297397506,2017-2018
Riccardo Montolivo,0.0046000169904837,2017-2018
Riccardo Orsolini,0.004787236599942,2017-2018
Riccardo Saponara,0.0049158635599092,2017-2018
Richarlison de Andrade,0.0468970172712611,2017-2018
Rick van Drongelen,0.0047103341560635,2017-2018
Riechedly Bazoer,0.0046878917548063,2017-2018
Rijad Bajić,0.0048360796850863,2017-2018
Riyad Mahrez,0.088192521717395,2017-2018
Riza Durmisi,0.015838431908429,2017-2018
Robert Bauer,0.0047931342222952,2017-2018
Robert Berič,0.1401127157795569,2017-2018
Robert Lewandowski,0.2034191794410271,2017-2018
Roberto Firmino Barbosa de Oliveira,0.103002043126164,2017-2018
Roberto Gagliardini,0.0050146062459176,2017-2018
Roberto Inglese,0.0995326354666075,2017-2018
Roberto José Rosales Altuve,0.0118914103312672,2017-2018
Roberto Román Triguero,0.0047771515313512,2017-2018
Roberto Suárez Pier,0.0046806080398315,2017-2018
Robin Gosens,0.0107147357239924,2017-2018
Robin Knoche,0.0053798302528423,2017-2018
Robin Koch,0.0230129216743139,2017-2018
Robin Quaison,0.0712629046001376,2017-2018
Rodrigo Bentancur Colmán,0.0047494477923595,2017-2018
Rodrigo Ely,0.0127375279269379,2017-2018
Rodri,0.0124278906198505,2017-2018
Rodrigo Javier de Paul,0.0202454081180469,2017-2018
Rodrigo,0.0845178415186524,2017-2018
Rodrigo Sebastián Palacio,0.0506070575467253,2017-2018
Rodrigue Casimir Ninga,0.0167184641196289,2017-2018
Roger Martí Salvador,0.066642933494939,2017-2018
Rogério Oliveira da Silva,0.0047533721889955,2017-2018
Rolando Aarons,0.0047699898296477,2017-2018
Rolando,0.013719239493107,2017-2018
Rolando Mandragora,0.0175102209099617,2017-2018
Romain Amalfitano,0.0041988750194149,2017-2018
Romain Danzé,0.0048092894207654,2017-2018
Romain Genevois,0.0049607016671178,2017-2018
Romain Hamouma,0.0522998300286317,2017-2018
Romain Thomas,0.0252536943485657,2017-2018
Romelu Lukaku Menama,0.1186631425716733,2017-2018
Ronaldo  Aparecido Rodrigues,0.0623857952573779,2017-2018
Ronaël Pierre-Gabriel,0.0047642813520462,2017-2018
Ronny Rodelin,0.0471546632353283,2017-2018
Roque Mesa Quevedo,0.0044598959754857,2017-2018
Ruben Aguilar,0.0043216419961356,2017-2018
Ruben Loftus-Cheek,0.0271832724211612,2017-2018
Rubén Castro Martín,0.0222808769303087,2017-2018
Rubén Duarte Sánchez,0.0041348562095465,2017-2018
Rubén Pardo Gutiérrez,0.0046294259049181,2017-2018
Rubén Peña Jiménez,0.0120308233020587,2017-2018
Rubén Salvador Pérez Del Mármol,0.004200337033077,2017-2018
Rubén Sobrino Pozuelo,0.0052494624739008,2017-2018
Ryad Boudebouz,0.0195357622497859,2017-2018
Ryan Bertrand,0.0049506651272284,2017-2018
Ryan Shawcross,0.0064558099152825,2017-2018
Ryder Matos Santos,0.0046965520371416,2017-2018
Rémi Walter,0.0048172330005734,2017-2018
Rémy Cabella,0.0541544511062752,2017-2018
Róbert Mazáň,0.0047902073714768,2017-2018
Rômulo  Souza Orestes Caldeira,0.0218812997745565,2017-2018
Sabin Merino Zuloaga,0.0048315310937643,2017-2018
Sadio Mané,0.0901824089360969,2017-2018
Sadiq Umar,0.0047902073714768,2017-2018
Saido Berahino,0.0046981662029046,2017-2018
Saidy Janko,0.004103334613697,2017-2018
Salif Sané,0.033564654027521,2017-2018
Salih Özcan,0.0054481611779555,2017-2018
Salomon Armand Magloire Kalou,0.1401827919930297,2017-2018
Salomon Junior Sambia,0.0045839050862499,2017-2018
Sam Baldock,0.0047902073714768,2017-2018
Sam Clucas,0.0049189972020342,2017-2018
Sam McQueen,0.0047632079108429,2017-2018
Sam Vokes,0.0328045559581081,2017-2018
Sami Khedira,0.0502274195119798,2017-2018
Samir Caetano de Souza Santos,0.0252386201966757,2017-2018
Samuel  Castillejo Azuaga,0.0332030586479455,2017-2018
Samuel Bastien,0.0047550628626248,2017-2018
Samuel García Sánchez,0.0047610811480656,2017-2018
Samuel Grandsir,0.0291826200304983,2017-2018
Samuel Gustafson,0.0047902073714768,2017-2018
Samuel Souprayen,0.0045064103318629,2017-2018
Samuel Yves Umtiti,0.0133053418191747,2017-2018
Sandro,0.0253815565102417,2017-2018
Sandro Wagner,0.1298439877380531,2017-2018
Sanjin Prcić,0.018207021844841,2017-2018
Santiago Juan Gentiletti Selak,0.004775117900389,2017-2018
Santiago Lionel Ascacíbar,0.0043329589473067,2017-2018
Santiago Mina Lorenzo,0.1239164173218217,2017-2018
Santy Ngom,0.0046854047422531,2017-2018
Sauli Väisänen,0.0047902073714768,2017-2018
Saîf-Eddine Khaoui,0.0467269707175909,2017-2018
Saúl Ñíguez Esclapez,0.0226959184707884,2017-2018
Saša Lukić,0.0047015321630955,2017-2018
Scott Malone,0.0043522739517772,2017-2018
Scott McTominay,0.0047476349151431,2017-2018
Sead Kolašinac,0.0247152928037311,2017-2018
Sebastian Langkamp,0.0049450310762299,2017-2018
Sebastian Maier,0.0047716819315225,2017-2018
Sebastian Prödl,0.0050523388997379,2017-2018
Sebastian Rudy,0.0048151933278787,2017-2018
Sebastien De Maio,0.0129542832591822,2017-2018
Sebastián Carlos Cristóforo Pepe,0.0047425013007498,2017-2018
Sehrou Guirassy,0.0891159364667786,2017-2018
Sejad Salihović,0.0048268026822772,2017-2018
Seko Fofana,0.0187126664861225,2017-2018
Senad Lulić,0.0210041176376526,2017-2018
Senna Miangue,0.0047902073714768,2017-2018
Serge  Gnabry,0.1498334059706322,2017-2018
Serge Aurier,0.0203570913578965,2017-2018
Serge Gakpé,0.0211537546953364,2017-2018
Sergej Milinković-Savić,0.0903388536021821,2017-2018
Sergi Darder Moll,0.0144595659364091,2017-2018
Sergi Gómez Solà,0.0052804568516015,2017-2018
Sergi Roberto Carnicer,0.0045180108695993,2017-2018
Sergio Busquets i Burgos,0.0124407157784041,2017-2018
Sergio Canales Madrazo,0.0505308714526091,2017-2018
Sergio Duvan Córdova Lezama,0.0048879729355699,2017-2018
Sergio Enrich Ametller,0.0561701221737643,2017-2018
Sergio Escudero Palomo,0.0045762656767596,2017-2018
Sergio Floccari,0.0363202644584784,2017-2018
Sergio García De La Fuente,0.0400224493734612,2017-2018
Sergio Gontán Gallardo,0.0039733018615029,2017-2018
Sergio Leonel Agüero del Castillo,0.2156575302030361,2017-2018
Sergio León Limones,0.0712898882286938,2017-2018
Sergio Mora Sánchez,0.0046535077793046,2017-2018
Sergio Pellissier,0.004844457724193,2017-2018
Sergio Postigo Redondo,0.0049639976558003,2017-2018
Sergio Ramos García,0.027556095642992,2017-2018
Seung-Woo Lee,0.0047976719271017,2017-2018
Shane  Long,0.0289903306695577,2017-2018
Shane Duffy,0.0061637911692494,2017-2018
Shawn Parker,0.0047647042098375,2017-2018
Shinji Okazaki,0.0589636841140274,2017-2018
Shkodran Mustafi,0.0311868656588875,2017-2018
Sidnei Rechel da Silva Júnior,0.0180101662696605,2017-2018
Silvan Widmer,0.0397978524639063,2017-2018
Simeon Tochukwu Nwankwo,0.0631314140521232,2017-2018
Simon Falette,0.0139919171650705,2017-2018
Simon Francis,0.0057571821375985,2017-2018
Simon Laner,0.0047902073714768,2017-2018
Simon Terodde,0.0704594410610162,2017-2018
Simon Thorup Kjær,0.0331263106492435,2017-2018
Simone Calvano,0.0048044100322938,2017-2018
Simone Edera,0.0047568525625742,2017-2018
Simone Lo Faso,0.0047902073714768,2017-2018
Simone Missiroli,0.005921071774333,2017-2018
Simone Padoin,0.0043970200872262,2017-2018
Simone Palombi,0.0047902073714768,2017-2018
Simone Pontisso,0.0047902073714768,2017-2018
Simone Verdi,0.0819210713699033,2017-2018
Simone Zaza,0.0601073090711136,2017-2018
Sofiane Boufal,0.0045142310895168,2017-2018
Sokratis Papastathopoulos,0.0253061132506165,2017-2018
Solly March,0.0043572072331401,2017-2018
Soualiho Meïté,0.0047453355973424,2017-2018
Souleymane Camara,0.0276900542928232,2017-2018
Stanislav Lobotka,0.0046275168257934,2017-2018
