longName,ratings_mean,season
Federico Bonazzoli,0.0047641149449428,2017-2018
Federico Ceccherini,0.0112254469491139,2017-2018
Federico Chiesa,0.0302540100091389,2017-2018
Federico Fernández,0.014570722896385,2017-2018
Federico Julián Fazio,0.0058255495715085,2017-2018
Federico Mattiello,0.0039095820449127,2017-2018
Federico Nicolás Cartabia,0.0225377571772043,2017-2018
Federico Peluso,0.0133195068287931,2017-2018
Federico Ricca Rostagnol,0.0047115078332985,2017-2018
Federico Ricci,0.0046763191504953,2017-2018
Federico Santiago Valverde Dipetta,0.0046290910233338,2017-2018
Federico Viviani,0.0277924505465136,2017-2018
Felipe  Anderson Pereira Gomes,0.0625129323018576,2017-2018
Felipe Dias da Silva dal Belo,0.0045634646474826,2017-2018
Felipe Salvador Caicedo Corozo,0.0152527866613653,2017-2018
Felix Eboa Eboa,0.0166402134875098,2017-2018
Felix Klaus,0.0427794767289407,2017-2018
Ferland Mendy,0.004811100715552,2017-2018
Fernando José Torres Sanz,0.040165737597835,2017-2018
Fernando Llorente Torres,0.0048746766266217,2017-2018
Fernando Luiz Rosa,0.0377465856807531,2017-2018
Fernando Marçal de Oliveira,0.00481365436884,2017-2018
Fernando Navarro i Corbacho,0.004766133359884,2017-2018
Ferrán Torres García,0.0047788084087933,2017-2018
Filip Helander,0.0048497958273825,2017-2018
Filip Kostić,0.0043042843941579,2017-2018
Filip Đuričić,0.0047686084234074,2017-2018
Filipe Luis Kasmirski,0.0172523703902452,2017-2018
Filippo Costa,0.0044909856643331,2017-2018
Filippo Melegoni,0.0047902073714768,2017-2018
Filippo Romagna,0.0045670774757154,2017-2018
Firmin Ndombe Mubele,0.0375330690683545,2017-2018
Florent Balmont,0.0045929808374023,2017-2018
Florent Hadergjonaj,0.00461062564143,2017-2018
Florent Mollet,0.0670779910301883,2017-2018
Florian Grillitsch,0.0049701740444877,2017-2018
Florian Hübner,0.004826544560419,2017-2018
Florian Kainz,0.0459804067359362,2017-2018
Florian Lejeune,0.005412846560603,2017-2018
Florian Thauvin,0.1651635557309541,2017-2018
Florin Andone,0.0412235543541655,2017-2018
Fodé  Ballo Touré,0.0043365391544391,2017-2018
Fouad Chafik,0.0048583331847064,2017-2018
Francesc Aday Benítez Caraballo,0.0200143274115353,2017-2018
Francesc Fàbregas i Soler,0.0169021471688488,2017-2018
Francesco Acerbi,0.0050219745290689,2017-2018
Francesco Cassata,0.0046830940031525,2017-2018
Francesco Magnanelli,0.0044614912822059,2017-2018
Francesco Migliore,0.0047724238320395,2017-2018
Francesco Vicari,0.0044893300388212,2017-2018
Francesco Zampano,0.0048080878061106,2017-2018
Francis Coquelin,0.0172136271708713,2017-2018
Francisco Alcácer García,0.0047803787957429,2017-2018
Francisco Femenía Far,0.0045624332837455,2017-2018
Francisco Javier  García Fernández,0.0150914335332535,2017-2018
Francisco Javier Guerrero Martín,0.0233974970137084,2017-2018
Francisco José Molinero Calderón,0.0047852614583548,2017-2018
Francisco Portillo Soler,0.0171361098084969,2017-2018
Francisco Román Alarcón Suárez,0.0710375312497738,2017-2018
Franck Bilal Ribéry,0.0738120076146108,2017-2018
Franck Yannick Kessié,0.0382219398006412,2017-2018
Franco Damián Vázquez,0.0294230697498808,2017-2018
Franco Matías Di Santo,0.0227891152864423,2017-2018
Franco Zuculini,0.0047396784846092,2017-2018
François Bellugou,0.0050248369247666,2017-2018
François Kamano,0.0721690415967009,2017-2018
Frederik Hillesborg Sørensen,0.0252568988274134,2017-2018
Frédéric Guilbert,0.0129479179178199,2017-2018
Frédéric Sammaritano,0.004634831776048,2017-2018
Fábio Henrique Tavares,0.0510704569094592,2017-2018
Gabriel Alejandro Paletta,0.0047902073714768,2017-2018
Gabriel,0.0601736104480957,2017-2018
Gabriel Armando de Abreu,0.004759351214941,2017-2018
Gabriel Boschilia,0.0047500520787407,2017-2018
Gabriel Fernando de Jesus,0.1290867930260409,2017-2018
Gabriel Fernández Arenas,0.0046267011754066,2017-2018
Gabriel Iván Mercado,0.0125450969227132,2017-2018
Gabriel Moisés Antunes da Silva,0.0174289198423363,2017-2018
Gaetano Letizia,0.0223704470611349,2017-2018
Gaku Shibasaki,0.004861600368861,2017-2018
Gareth Barry,0.0216047949424902,2017-2018
Gareth Frank Bale,0.1724773873593365,2017-2018
Gareth McAuley,0.0161641857595006,2017-2018
Gary  Cahill,0.0051223799269201,2017-2018
Gastón Exequiel Ramírez Pereyra,0.0427091444196454,2017-2018
Gaël Kakuta,0.0406520273338932,2017-2018
Gaëtan  Laborde,0.0435929173921892,2017-2018
Gaëtan Bong Songo,0.004330781040771,2017-2018
Geoff Cameron,0.0048881228361981,2017-2018
Geoffrey Kondogbia,0.0287767145814197,2017-2018
George Alexandru Puşcaş,0.0047944317971523,2017-2018
Georges-Kevin N'Koudou Mbida,0.0047095783793887,2017-2018
Georginio Wijnaldum,0.0044270706705683,2017-2018
Gerard Deulofeu Lázaro,0.0458836906567373,2017-2018
Gerard Gumbau Garriga,0.0129144217052798,2017-2018
Gerard Moreno Balaguero,0.0987957662656089,2017-2018
Gerard Piqué Bernabéu,0.0261798019199977,2017-2018
Germán Alejandro Pezzella,0.0127611808972208,2017-2018
Gerrit Holtmann,0.0397985593603974,2017-2018
Gerson Santos da Silva,0.0048652020736756,2017-2018
Gerónimo Gastón Poblete,0.0043938524911243,2017-2018
Giacomo Bonaventura,0.0488589433115028,2017-2018
Giampaolo Pazzini,0.0419427098214872,2017-2018
Gian-Luca Itter,0.0047902073714768,2017-2018
Gian-Luca Waldschmidt,0.0252398737673106,2017-2018
Giancarlo González Castro,0.0048779361556268,2017-2018
Gianfilippo Felicioli,0.0048201008103733,2017-2018
Gianluca Caprari,0.0505859661176516,2017-2018
Gianluca Gaudino,0.0047808749430379,2017-2018
Gianluca Lapadula,0.0624091045570534,2017-2018
Gianluca Mancini,0.0122570435186986,2017-2018
Gianluca Scamacca,0.0047918147357179,2017-2018
Gianmarco Ferrari,0.0247395016774852,2017-2018
Gideon Jung,0.0045274197871746,2017-2018
Gil Bastião Dias,0.0236323522217539,2017-2018
Gilbert Gianelli Imbula Wanga,0.0186095330397639,2017-2018
Gilles Sunu,0.0048592319365026,2017-2018
Giorgio Chiellini,0.0092925851697232,2017-2018
Giovani Lo Celso,0.0359232438801656,2017-2018
Giovanni Crociata,0.0047804681960588,2017-2018
Giovanni Pablo Simeone,0.0725709101997158,2017-2018
Giovanni Volpicelli,0.004778095869195,2017-2018
Giovanni-Guy Yann Sio,0.0786167604041608,2017-2018
Giulio Donati,0.0043085230471791,2017-2018
Giuseppe Pezzella,0.0043186154192155,2017-2018
Glen Johnson,0.0047608524080879,2017-2018
Glenn Murray,0.0956838802020322,2017-2018
Gnégnéri Yaya Touré,0.0047752366471309,2017-2018
Godfred Donsah,0.0270792352535328,2017-2018
Gojko Kačar,0.004794241908315,2017-2018
Gonzalo Castro Irizábal,0.0437593857457245,2017-2018
Gonzalo Castro Randon,0.0048849605486762,2017-2018
Gonzalo Escalante,0.0167067833922753,2017-2018
Gonzalo Gerardo Higuaín,0.1202079651128683,2017-2018
Gonçalo Manuel Ganchinho Guedes,0.0416526328371584,2017-2018
Goran Pandev,0.0460944902277789,2017-2018
Gotoku Sakai,0.0046434828269685,2017-2018
Granit Xhaka,0.0149038340661203,2017-2018
Grzegorz Krychowiak,0.0142259972160119,2017-2018
Grégory Sertic,0.0048336320359566,2017-2018
Guessouma Fofana,0.004458765208055,2017-2018
Guido Burgstaller,0.0770877932560404,2017-2018
Guido Hernán Pizarro,0.0152755420782962,2017-2018
Guido Marcelo Carrillo,0.0288165183544975,2017-2018
Guilherme dos Santos Torres,0.0047618225835258,2017-2018
Guillermo Alfonso Maripán Loaysa,0.0049198598552375,2017-2018
Gustavo Daniel Cabral Cáceres,0.0114782736528699,2017-2018
Gustavo Raúl Gómez Portillo,0.0047902073714768,2017-2018
Guy Adolphe N'Gosso Massouma,0.0164680870200772,2017-2018
Gylfi Þór Sigurðsson,0.0539962506429337,2017-2018
Gélson da Conceição Tavares Fernandes,0.0045558514853207,2017-2018
Hakan Çalhanoğlu,0.0576397503284314,2017-2018
Hal Robson-Kanu,0.0499301512223514,2017-2018
Hamari Traoré,0.0048621940412788,2017-2018
Hamza Mendyl,0.0043462628309694,2017-2018
Hans Carl Ludwig Augustinsson,0.0129716120391297,2017-2018
Hans Hateboer,0.0046310198991769,2017-2018
Harisson Manzala,0.0268781461790336,2017-2018
Harry  Maguire,0.0303278741575816,2017-2018
Harry Arter,0.0164500205079694,2017-2018
Harry Kane,0.1937029746206827,2017-2018
Harry Winks,0.0045708044182718,2017-2018
Henrikh Mkhitaryan,0.0274652941442187,2017-2018
Hermes Aristóteles Romero,0.0048345059905267,2017-2018
Hernani Azevedo Júnior,0.0213163261773246,2017-2018
Hernán Arsenio Pérez González,0.0048038858035132,2017-2018
Heung-Min Son,0.1056207967740613,2017-2018
Hiroki Sakai,0.0049599762345417,2017-2018
Holger Badstuber,0.0239451598748921,2017-2018
Houssem Aouar,0.0181354963666742,2017-2018
Hrvoje Milić,0.0047902073714768,2017-2018
Hugo Mallo Novegil,0.0046604059460748,2017-2018
Hyun-Jun Suk,0.0559069306861547,2017-2018
Héctor Alfredo Moreno Herrera,0.0142844440820777,2017-2018
Héctor Bellerín Moruno,0.0201869268221632,2017-2018
Iago Aspas Juncal,0.091130149695689,2017-2018
Iago Falqué Silva,0.095335489690436,2017-2018
Ibai Gómez Pérez,0.0704244929720488,2017-2018
Ibrahim Afellay,0.0046707623211893,2017-2018
Ibrahim Amadou,0.0042922655956602,2017-2018
Ibrahim Sangaré,0.0141720201478057,2017-2018
Ibrahima Konaté,0.0049417320953974,2017-2018
Ibrahima M'baye,0.0046119710357132,2017-2018
Ibrahima Niane,0.0213862208961857,2017-2018
Idriss Saadi,0.040276796635286,2017-2018
Idrissa Gana Gueye,0.0225027245248603,2017-2018
Ignacio Gil de Pareja Vicent,0.0047818659486648,2017-2018
Ignacio Monreal Eraso,0.05615288094101,2017-2018
Ignacio Vidal Miralles,0.0047643295103396,2017-2018
Ignasi Miquel i Pons,0.0048981787872946,2017-2018
Ignazio Abate,0.012246558739764,2017-2018
Igor Lewczuk,0.0047912182826784,2017-2018
Igor Zubeldía Elorza,0.0050166686359448,2017-2018
Ihsan Sacko,0.0049209595482191,2017-2018
Imad Faraj,0.0048327936305094,2017-2018
Imanol Agirretxe Arruti,0.0049867438243901,2017-2018
Isaac Cofie,0.0048498522613164,2017-2018
Isaac Hayden,0.0143214500058091,2017-2018
Isaac Mbenza,0.0454762843991916,2017-2018
Ishak Belfodil,0.0585043068685394,2017-2018
Islam Slimani,0.004946075122182,2017-2018
Ismaël Tiémoko Diomandé,0.0045844793208291,2017-2018
Ismaël Traoré,0.0211619145596262,2017-2018
Ismaïla Sarr,0.0424891845272473,2017-2018
Issa Cissokho,0.0045262536119038,2017-2018
Issa Diop,0.0266247934509921,2017-2018
Issiaga Sylla,0.0111361288914123,2017-2018
Ivan Perišić,0.0849124085572189,2017-2018
Ivan Radovanović,0.0131038692650932,2017-2018
Ivan Rakitić,0.0054704307966751,2017-2018
Ivan Santini,0.0911962894565639,2017-2018
Ivan Strinić,0.0044497310920146,2017-2018
Iván Alejo Peralta,0.0042199681370498,2017-2018
Iván Balliu Campeny,0.0042096255953288,2017-2018
Iván López Álvarez,0.0317098377851877,2017-2018
Iñaki Williams Arthuer,0.0487670825444674,2017-2018
Iñigo Córdoba Kerejeta,0.0109962883867282,2017-2018
Ja-Cheol Koo,0.0158390337016005,2017-2018
Jack Cork,0.0209834956387837,2017-2018
Jack Simpson,0.0047902073714768,2017-2018
Jack Stephens,0.034095771521438,2017-2018
Jack Wilshere,0.0172206543808182,2017-2018
Jacob Murphy,0.0047712621654976,2017-2018
Jacopo Sala,0.0044800812931671,2017-2018
Jacques François Moubandje,0.0046629890743414,2017-2018
Jagoš Vuković,0.0228034419043014,2017-2018
Jairo Samperio Bustara,0.0047257864237936,2017-2018
Jake Livermore,0.0190055819980136,2017-2018
Jakub Jankto,0.034285997790301,2017-2018
Jamal Lascelles,0.0289871179682676,2017-2018
James  Tarkowski,0.0057066554689904,2017-2018
James  Ward-Prowse,0.0120356407454936,2017-2018
James David Rodríguez Rubio,0.0467502197230351,2017-2018
James McArthur,0.0425411400562649,2017-2018
James McClean,0.010893720329826,2017-2018
James Michael Collins,0.0285424214105645,2017-2018
James Milner,0.0047146776490466,2017-2018
James Tomkins,0.03234165541575,2017-2018
Jamie Vardy,0.1329848884986989,2017-2018
Jan Morávek,0.0046488779684413,2017-2018
Jan Repas,0.0047783947135636,2017-2018
Jan Vertonghen,0.0130186082174494,2017-2018
Jann-Fiete Arp,0.0403662115049752,2017-2018
Jannik Vestergaard,0.0237432908577126,2017-2018
Jaroslav Plašil,0.004742915287355,2017-2018
Jason Puncheon,0.0047593868818917,2017-2018
Jaume Vicent Costa Jordá,0.0046995608357689,2017-2018
Javi Castellano Betancor,0.004925992559674,2017-2018
Javier  López Rodríguez,0.004579181609452,2017-2018
Javier Alejandro Mascherano,0.0050235444997249,2017-2018
Javier Eraso Goñi,0.0208568878872484,2017-2018
Javier Fuego Martínez,0.0046512106281773,2017-2018
Javier Hernández Balcázar,0.0830767158694374,2017-2018
Javier Manquillo Gaitán,0.0047902073714768,2017-2018
Javier Martínez Aginaga,0.016040153167168,2017-2018
Jay Rodriguez,0.0488919886939956,2017-2018
Jaïro Riedewald,0.0047891666802421,2017-2018
Jean Eudès Aholou,0.0475809347349305,2017-2018
Jean Michaël Seri,0.0214873647001657,2017-2018
Jean-Claude Billong,0.0047559219271772,2017-2018
Jean-Eric Maxim Choupo-Moting,0.0664878288719538,2017-2018
Jean-Kévin Augustin,0.0592493723619275,2017-2018
Jean-Philippe Gbamin,0.0221308205568515,2017-2018
Jean-Victor Makengo,0.0047720955117814,2017-2018
Jeff Hendrick,0.0265123680210775,2017-2018
Jefferson Andrés Lerma Solís,0.005818663140874,2017-2018
Jeffrey  Schlupp,0.0041634118466329,2017-2018
Jeffrey Gouweleeuw,0.0048231780292315,2017-2018
Jeison Fabián Murillo Cerón,0.0053311277423626,2017-2018
Jemerson de Jesus Nascimento,0.0205987349172827,2017-2018
Jens Stryger Larsen,0.0191353332744573,2017-2018
Jeremy Blayac,0.0049092508167719,2017-2018
Jermain  Defoe,0.0459591442566918,2017-2018
Jerome Sinclair,0.0047937738753235,2017-2018
Jesse Lingard,0.0602868119633225,2017-2018
Jessy Deminguet,0.0047804021356504,2017-2018
Jesús Joaquín Fernández Sáez de la Torre,0.0534805385695089,2017-2018
Jesús Navas González,0.0158531899416641,2017-2018
Jetro Willems,0.005761422243742,2017-2018
Jhon Andrés Córdoba Copete,0.0053371230720486,2017-2018
Jimmy Briand,0.0936087999081265,2017-2018
Jimmy Durmaz,0.0047779506636564,2017-2018
Jimmy Giraudon,0.0048108143567576,2017-2018
Joachim Andersen,0.0047902073714768,2017-2018
Joan Jordán Moreno,0.0535591579826446,2017-2018
Joaquín,0.0045833302341043,2017-2018
Joe Allen,0.0129348076798232,2017-2018
Joe Gomez,0.0046969166676042,2017-2018
Joel Chukwuma Obi,0.050020659384876,2017-2018
Joel Nathaniel Campbell Samuels,0.0047385988015674,2017-2018
Joel Pohjanpalo,0.0173026511831789,2017-2018
Joel Ward,0.0044744012108364,2017-2018
Johan Andrés Mojica Palacio,0.0044064521079387,2017-2018
Jóhann Berg Guðmundsson,0.0272544181037234,2017-2018
Johann Obiang,0.0047948166701711,2017-2018
Johannes Eggestein,0.0048435263733655,2017-2018
Johannes Geis,0.0046911405003569,2017-2018
John Guidetti,0.0188036202248948,2017-2018
John Stones,0.0190274128111233,2017-2018
Jon Bautista Orgilles,0.0048560184124275,2017-2018
Jonas Hector,0.0287266660103424,2017-2018
Jonas Martin,0.0448759083267937,2017-2018
Jonathan  Walters,0.0047638818343821,2017-2018
Jonathan Bamba,0.0550997233362342,2017-2018
Jonathan Calleri,0.0616564945710678,2017-2018
Jonathan Castro Otto,0.0225398227795081,2017-2018
Jonathan Cristian Silva,0.0047902073714768,2017-2018
Jonathan Delaplace,0.0047703519025783,2017-2018
Jonathan Hogg,0.0042396278705861,2017-2018
Jonathan Martins-Pereira,0.0043795235741264,2017-2018
Jonathan Rivierez,0.0041258204812186,2017-2018
Jonathan Schmid,0.0055864836992317,2017-2018
Jonathan Tah,0.005415191653986,2017-2018
Jonathan Viera Ramos,0.0383901529973529,2017-2018
Jonjo Shelvey,0.0142043890759654,2017-2018
Jonjoe Kenny,0.0045911303770574,2017-2018
Jonny Evans,0.0175093923254821,2017-2018
Jonás  Ramalho Chimeno,0.0047388111840361,2017-2018
Jordan Amavi,0.0044239468312812,2017-2018
Jordan Ayew,0.0694422502043886,2017-2018
Jordan Brian Henderson,0.0109400983778996,2017-2018
Jordan Ferri,0.0046733768575204,2017-2018
Jordan Ikoko,0.0044260930699464,2017-2018
Jordan Marié,0.0129095541096005,2017-2018
Jordan Torunarigha,0.0047529572378284,2017-2018
Jordan Veretout,0.0837744881584255,2017-2018
Jordan Zacharie Lukaku Menama Mokelenge,0.0129063438293575,2017-2018
Jordi Alba Ramos,0.0109257056909244,2017-2018
Jordi Amat Maas,0.0050186475074592,2017-2018
Jordon  Ibe,0.0247905393760007,2017-2018
Jorge Andújar Moreno,0.0252005625567254,2017-2018
Jorge Luiz Frello Filho,0.0198944111706554,2017-2018
Jorge,0.0158485310949586,2017-2018
Jorge Meré Pérez,0.0173497020314245,2017-2018
Jorge Molina Vidal,0.06580883472939,2017-2018
Jorge Resurrección Merodio,0.0176850415343827,2017-2018
Joris Gnagnon,0.0301036423623511,2017-2018
Joseba Zaldúa Bengoetxea,0.01302040094213,2017-2018
Joseph Alfred Duncan,0.0039875127885929,2017-2018
Josh Cullen,0.004806548781904,2017-2018
Joshua Kimmich,0.0138482924206982,2017-2018
Joshua King,0.0759294742342404,2017-2018
Josip Drmic,0.0325005665672499,2017-2018
Josip Iličić,0.1041366119458948,2017-2018
Josuha Guilavogui,0.0347801249754533,2017-2018
José Andrés Guardado Hernández,0.0154612464527174,2017-2018
José Heriberto Izquierdo Mena,0.0429262816948805,2017-2018
José Holebas,0.0057035753505377,2017-2018
José Leonardo Ulloa,0.0049503436535528,2017-2018
José Luis Gayá Peña,0.004402918265226,2017-2018
José Luis Morales Nogales,0.0659491922939353,2017-2018
José Luis Palomino,0.0047478930986645,2017-2018
José Luis Sanmartín Mato,0.0480043224549024,2017-2018
José Manuel García Naranjo,0.0047328285595501,2017-2018
José Manuel Rodríguez Benito,0.0165764524693931,2017-2018
José Martín Cáceres Silva,0.0237388686437719,2017-2018
José María Callejón Bueno,0.0699325106807332,2017-2018
José María Giménez de Vargas,0.0196836819042385,2017-2018
José Mauri,0.0047902073714768,2017-2018
José Paulo Bezzera Maciel Júnior,0.0531279537521637,2017-2018
José Salomón Rondón Giménez,0.0541082477899237,2017-2018
José Vicente Gómez Umpiérrez,0.0047303031690903,2017-2018
José Ángel Gómez Campaña,0.014874710821707,2017-2018
José Ángel Valdés Díaz,0.0042666425957633,2017-2018
Jozabed Sánchez Ruiz,0.0045493548832656,2017-2018
João Filipe Iria Santos Moutinho,0.012573229744174,2017-2018
João Miranda de Souza Filho,0.0050840395948568,2017-2018
João Mário,0.0176856939937237,2017-2018
João Pedro Cavaco Cancelo,0.0167033651877508,2017-2018
João Pedro,0.0948931692088273,2017-2018
Joël Andre Job Matip,0.0185086715275592,2017-2018
Juan Bernat Velasco,0.0050530621332477,2017-2018
Juan Francisco Moreno Fuertes,0.0041577337843716,2017-2018
Juan Francisco Torres Belén,0.0044727164429352,2017-2018
Juan Guilherme Nunes Jesus,0.0047301234030092,2017-2018
Juan Guillermo Cuadrado Bello,0.0704689953781773,2017-2018
Juan Manuel Mata García,0.0282297816133055,2017-2018
Juan Marcos Foyth,0.0047902073714768,2017-2018
Juan Miguel Jiménez López,0.025326586354158,2017-2018
Juan Pedro Ramírez López,0.0479745817057981,2017-2018
Juan Torres Ruiz,0.029914290263351,2017-2018
Jules Iloki,0.0047742145553569,2017-2018
Jules Koundé,0.0328597657137621,2017-2018
Julian Baumgartlinger,0.0133736625201273,2017-2018
Julian Brandt,0.1177852734906261,2017-2018
Julian Draxler,0.0467508281027584,2017-2018
Julian Korb,0.013325785915574,2017-2018
Julian Palmieri,0.0044573231279719,2017-2018
Julian Schuster,0.0055523998716674,2017-2018
Julian Weigl,0.0117236186327088,2017-2018
Julien Féret,0.0056261687159779,2017-2018
Julien Ielsch,0.0046908703517062,2017-2018
Jérémy Cordoval,0.0047461655487692,2017-2018
Jérémy Gelin,0.0047458092211528,2017-2018
Jérémy Grimm,0.0134301003607096,2017-2018
Jérémy Morel,0.0050622068847112,2017-2018
Jérémy Pied,0.0047902073714768,2017-2018
Jérémy Sorbon,0.0046594435203381,2017-2018
Jérémy Toulalan,0.0046953470596955,2017-2018
Jérôme Boateng,0.0276150987813459,2017-2018
Jérôme Gondorf,0.0046815600100003,2017-2018
Jérôme Roussillon,0.0382061628298202,2017-2018
Júlio Tavares,0.1208382245006275,2017-2018
Júnior Osmar Ignacio  Alonso Mujica,0.0211248767885728,2017-2018
Kai Havertz,0.0417870444550167,2017-2018
Kalidou Koulibaly,0.0451549051589941,2017-2018
Kamil Glik,0.0227438842634017,2017-2018
Karim Azamoum,0.0049982596499028,2017-2018
Karim Bellarabi,0.0047506302236978,2017-2018
Karim Benzema,0.040931624943942,2017-2018
Karim Rekik,0.0267578409316119,2017-2018
Karl Toko Ekambi,0.132486018516345,2017-2018
Karol Linetty,0.0230951712027795,2017-2018
Keagan Dolly,0.0048408552858256,2017-2018
Kelechi Promise Iheanacho,0.0047403735374899,2017-2018
Kelvin Amian Adou,0.0183420198531818,2017-2018
Kenan Karaman,0.00489651102655,2017-2018
Kenny Lala,0.0469549967623813,2017-2018
Kenny Tete,0.010779240019219,2017-2018
Kevin Akpoguma,0.0050614712765883,2017-2018
Kevin Bonifazi,0.0047902073714768,2017-2018
Kevin Danso,0.0469421000965185,2017-2018
Kevin De Bruyne,0.0587035690596991,2017-2018
Kevin Gameiro,0.0510933788062556,2017-2018
Kevin Kampl,0.0054207098616076,2017-2018
Kevin Lasagna,0.1242550589174109,2017-2018
Kevin Long,0.0130031147362148,2017-2018
Kevin N'Doram,0.0047815774571428,2017-2018
Kevin Strootman,0.0151323917162924,2017-2018
Kevin Vogt,0.004688153513404,2017-2018
Kevin Volland,0.1406251640786569,2017-2018
Kevin Wimmer,0.0046735028008663,2017-2018
Kevin-Prince Boateng,0.0542152975007544,2017-2018
Khouma El Hadji Babacar,0.0461447009551666,2017-2018
Kieran  Gibbs,0.0047343505536844,2017-2018
Kieran Trippier,0.0096524815047382,2017-2018
Kingsley Coman,0.0579784233310734,2017-2018
Konrad Laimer,0.0044573089462457,2017-2018
Konstantinos Manolas,0.0244841329286066,2017-2018
Konstantinos Mitroglou,0.1006179276484472,2017-2018
Kouadio Yves Dabila,0.0047859206149521,2017-2018
Kristiano Samuel Armenteros Nunez Mendoza Jansson,0.0048105296349286,2017-2018
Kurt Happy Zouma,0.0048813772990239,2017-2018
Kwadwo Asamoah,0.0045526384757875,2017-2018
Kyle Bartley,0.0047927905728057,2017-2018
Kyle Naughton,0.004243690168164,2017-2018
Kyle Walker,0.0051060674665511,2017-2018
Kyle Walker-Peters,0.0047902073714768,2017-2018
Kylian Mbappé Lottin,0.133054526318289,2017-2018
Kyriakos Papadopoulos,0.0160741902248848,2017-2018
Kévin Malcuit,0.003802589026668,2017-2018
Kévin Manuel Rodrigues,0.0039996694138526,2017-2018
Kévin Théophile Catherine,0.0045132404136411,2017-2018
Lacina Traoré,0.0064191138104835,2017-2018
Ladislav Krejčí,0.0047774439559513,2017-2018
Landry Nany Dimata,0.0048455558561025,2017-2018
Lars Bender,0.0047196376522969,2017-2018
Lars Stindl,0.0379917766834144,2017-2018
Lassana Coulibaly,0.0045991978435212,2017-2018
Laurent Depoitre,0.0539670847159123,2017-2018
Laurent Koscielny,0.0195759842264717,2017-2018
Layvin Kurzawa,0.0295233223210661,2017-2018
Leandro Castán da Silva,0.0045915696841756,2017-2018
Leandro Daniel Cabrera Sasía,0.0047779226672797,2017-2018
Lebo Mothiba,0.1086974211519917,2017-2018
Lebogang Phiri,0.0047542773523034,2017-2018
Ledian Memushaj,0.0045322794390973,2017-2018
Leighton Baines,0.0169618244048485,2017-2018
Leon  Goretzka,0.0357894478199208,2017-2018
Leon-Aderemi Balogun,0.0048484669063248,2017-2018
Leonardo Bittencourt,0.0749776089862991,2017-2018
Leonardo Bonucci,0.0264452376294113,2017-2018
Leonardo Capezzi,0.0047681740866431,2017-2018
Leonardo Carrilho Baptistão,0.0225917427676531,2017-2018
Leonardo Pavoletti,0.1047002114068352,2017-2018
Leonardo Spinazzola,0.0037504218997532,2017-2018
Leroy Fer,0.0259150325289811,2017-2018
Leroy Sané,0.0803137608995962,2017-2018
Levin Mete Öztunali,0.0050692996946724,2017-2018
Lewis Cook,0.0045684140679339,2017-2018
Lewis Dunk,0.0116617913626606,2017-2018
Lewis Harry Holtby,0.0950618384363883,2017-2018
Lionel Andrés Messi Cuccittini,0.235555622697561,2017-2018
Lisandro Ezequiel López,0.0047902073714768,2017-2018
Lorenzo Crisetig,0.0047163920535544,2017-2018
Lorenzo De Silvestri,0.0404636276074666,2017-2018
Lorenzo Del Pinto,0.004638858263935,2017-2018
Lorenzo Insigne,0.0581856200097746,2017-2018
Lorenzo Jesús Morón García,0.1176201513167281,2017-2018
Lorenzo Pellegrini,0.0284123003420052,2017-2018
Lorenzo Tonelli,0.0048954076431681,2017-2018
Lorenzo Venuti,0.0044028988902419,2017-2018
Loïc Perrin,0.0051827589215105,2017-2018
Loïc Puyo,0.0046904927669606,2017-2018
Loïs Diony,0.0047320737633167,2017-2018
Luca Antonelli,0.0047709457570916,2017-2018
Luca Caldirola,0.0047902073714768,2017-2018
Luca Ceppitelli,0.0375469254339625,2017-2018
Luca Cigarini,0.0245267640013335,2017-2018
Luca Garritano,0.004843196996655,2017-2018
Luca Mazzitelli,0.0047378646747191,2017-2018
Luca Mora,0.0048873996082135,2017-2018
Luca Rigoni,0.0238338885591786,2017-2018
Luca Rossettini,0.0049572774592386,2017-2018
Luca Vido,0.0047902073714768,2017-2018
Lucas  Hernández Pi,0.0045062201463563,2017-2018
Lucas  Nahuel Castro,0.0354345818007092,2017-2018
Lucas  Pezzini Leiva,0.0216646206759718,2017-2018
Lucas Ariel Boyé,0.0045089134904106,2017-2018
Lucas Ariel Ocampos,0.0578529338568856,2017-2018
Lucas Deaux,0.0341543235495234,2017-2018
Lucas Digne,0.0047588915240276,2017-2018
Lucas Nicolás Alario,0.1230205566172493,2017-2018
Lucas Pedro Alves De Lima,0.0210562102416898,2017-2018
Lucas Pérez Martínez,0.0678289973586006,2017-2018
Lucas Rodrigo Biglia,0.013759128604958,2017-2018
Lucas Rodrigues Moura da Silva,0.0047902073714768,2017-2018
Lucas Torreira Di Pascua,0.0264022465840724,2017-2018
Lucas Tousart,0.0049230992807778,2017-2018
Lucas Vázquez Iglesias,0.0140223113734703,2017-2018
Luciano Narsingh,0.0048532224872722,2017-2018
Luciano Vietto,0.0238511087571088,2017-2018
Ludovic Baal,0.0046345006403532,2017-2018
Ludovic Blas,0.0245596657427517,2017-2018
Luis Alberto,0.0708304379977647,2017-2018
Luis Alberto Suárez Díaz,0.1850206176921843,2017-2018
Luis Antonio Valencia Mosquera,0.0293625608214187,2017-2018
Luis Carlos Correia Pinto,0.0130443807981087,2017-2018
Luis Fernando Muriel Fruto,0.0463452383151146,2017-2018
Luis Hernández Rodríguez,0.0049583049966327,2017-2018
Luiz Felipe Ramos Marchi,0.0047706956405339,2017-2018
