longName,wyId
Dominick Drexler,15598
Marcel Heller,15695
Benjamin Hübner,15719
Aziz Bouhaddouz,15727
Jan-Ingwer Callsen-Bracker,15768
Sebastian Langkamp,15771
Matthias Ostrzolek,15772
Paul Verhaegh,15775
Daniel Baier,15777
Ja-Cheol Koo,15781
Jan Morávek,15782
Koen Casteels,15795
Tom Starke,15797
Andreas Beck,15798
Marvin Compper,15800
Fabian Johnson,15804
Jannik Vestergaard,15806
Roberto Firmino Barbosa de Oliveira,15808
Dominik Kaiser,15810
Sebastian Rudy,15811
Sejad Salihović,15812
Tobias Strobl,15813
Ryan Guno Babel,15817
Sven Schipplock,15821
Daniel Williams,15823
Enrico Valentini,15844
André Hahn,15877
Jens Grahl,15924
Christian Strohdiek,15931
Diego Demme,15937
Lukas Rupp,15942
Ermin Bičakčić,15952
Philipp Tschauner,16010
Max Kruse,16025
Fin Bartels,16027
Steven Skrzybski,16093
Simon Terodde,16094
Kevin Kampl,16110
Rouwen Hennings,16119
Elias Kachunga,16122
Robert Almer,16126
Adam Bodzek,16139
Oliver Fink,16141
Robbie Kruse,16151
Patric Klandt,16154
Klaus Gjasula,16203
Jan Zimmermann,16287
Danny Latza,16303
Ramazan Özcan,16411
Caiuby Francisco da Silva,16432
Adam Nemec,16435
Collin Quaner,16436
Leon-Aderemi Balogun,16443
Danny Blum,16609
Pascal Groß,16786
Rani Khedira,16826
Kevin Stöger,16830
Dominique Heintz,16843
Jean Zimmer,16847
Julian Korb,16884
Oliver Kragl,16922
Jérôme Gondorf,17136
Sebastian Griesbeck,17291
Benno Schmitz,18544
Emre Can,18550
Marcel Halstenberg,18579
Florian Hübner,18581
Jonas Hofmann,18591
Marvin Ducksch,18598
Jonas Hector,18669
Lukas Kübler,18670
Christian Mathenia,18704
Erik Durm,18706
Shawn Parker,18728
Cebio Soukou,18752
Rafael Czichos,18768
Mateusz Andrzej Klich,18772
Niklas  Lomb,18938
John Anthony Brooks,18974
Christopher Lenz,18979
Nico Schulz,18982
Alexander Meyer,19004
Hanno Behrens,19016
Andreas Voglsammer,19078
Phillipp Klement,19118
Maximilian Philipp,19392
Niko Gießelmann,19500
Alexander Schwolow,19525
Manuel Gulde,19720
Ignazio Abate,20390
Daniele Bonera,20393
Thiago Emiliano da Silva,20394
Mattia De Sciglio,20395
Alberto Aquilani,20401
Kevin-Prince Boateng,20402
Simone Calvano,20403
Bryan Cristante,20404
Mathieu Flamini,20406
Sulley Ali Muntari,20410
Mattia Valoti,20414
Stephan El Shaarawy,20418
Zlatan Ibrahimović,20420
Maximiliano Gastón López,20422
Bogdan Ionuț Lobonț,20426
Maarten Stekelenburg,20428
Nicolás Andrés Burdisso,20429
Simon Thorup Kjær,20433
Aleandro Rosi,20434
José Ángel Valdés Díaz,20436
Daniele De Rossi,20438
Erik Lamela,20441
Miralem Pjanić,20443
Valerio Verre,20446
Federico Viviani,20448
Fabio Borini,20449
Bojan Krkíc Pérez,20450
Gianluigi Buffon,20455
Marco Storari,20457
Andrea Barzagli,20458
Leonardo Bonucci,20459
José Martín Cáceres Silva,20460
Giorgio Chiellini,20461
Stephan Lichtsteiner,20465
Emanuele Giaccherini,20468
Claudio Marchisio,20470
Luca Marrone,20471
Simone Padoin,20472
Arturo Erasmo Vidal Pardo,20475
Marco Borriello,20476
Alessandro Matri,20478
Fabio Quagliarella,20479
Antonio Mirante,20483
Gabriel Alejandro Paletta,20490
Massimo Gobbi,20495
Danilo Luís Hélio Pereira,20496
Jonathan Biabiany,20502
Sergio Floccari,20503
Stefano Okaka Chuka,20505
Raffaele Palladino,20506
Matteo Bianchetti,20512
Marco Davide Faraoni,20516
Yuto Nagatomo,20517
Juan Guilherme Nunes Jesus,20518
Andrea Ranocchia,20519
Ricardo Gabriel Álvarez,20523
Joel Chukwuma Obi,20525
Lorenzo Crisetig,20526
Andrea Poli,20529
Wesley Sneijder,20531
Giampaolo Pazzini,20536
Albano Benjamín Bizzarri,20540
Federico Marchetti,20541
Ştefan Daniel Radu,20550
Lorik Agim Cana,20555
Antonio Candreva,20556
Senad Lulić,20561
Samir Handanovič,20571
Daniele Padelli,20572
Dušan Basta,20575
Medhi Amine El Mouttaqi Benatia,20579
Danilo Larangeira,20583
Kwadwo Asamoah,20588
Cristian Battocchio,20589
Gélson da Conceição Tavares Fernandes,20591
Roberto Maximiliano Pereyra,20593
Gabriel Andrei Torje,20596
Angelo Esmael da Costa Júnior,20604
Sergio Germán Romero,20606
Andrea Costa,20609
Daniele Gastaldello,20610
Shkodran Mustafi,20612
Andrea Rispoli,20613
Pedro  Mba Obiang Avomo,20620
Roberto Soriano,20623
Eder Citadin Martins,20626
Graziano Pellè,20628
Christian Puggioni,20632
Stefano Sorrentino,20633
Francesco Acerbi,20635
Marco Andreolli,20636
Boštjan Cesar,20637
Dario Dainelli,20638
Boukary Dramé,20639
Perparim Hetemaj,20653
Luca Rigoni,20655
Alberto Paloschi,20661
Sergio Pellissier,20662
Cyril Théréau,20663
Jean-François Gillet,20667
György Garics,20673
Andrea Raggi,20677
Frederik Hillesborg Sørensen,20680
Rene Krhin,20685
Gastón Exequiel Ramírez Pereyra,20689
Saphir Sliti Taïder,20690
Ishak Belfodil,20692
Luca Caldirola,20704
Sebastien De Maio,20707
Bartosz Salamon,20723
Jonathas Cristian de Jesus,20728
Nenad Tomović,20748
Andrea Bertolacci,20749
Juan Guillermo Cuadrado Bello,20751
Luis Fernando Muriel Fruto,20764
Haris Seferović,20766
Gianluca Pegolo,20771
Luca Rossettini,20776
Claudio Terzi,20778
Mattia Destro,20796
Emiliano Viviano,20802
Matías Aguirregaray Guruceaga,20803
Ezequiel Muñoz,20808
Matías Agustín Silvestre,20811
Afriyie Acquah,20812
Andrea Barberis,20815
Édgar Osvaldo Barreto Cáceres,20816
Josip Iličić,20820
Franco Damián Vázquez,20823
Andrea Consigli,20832
Andrea Masiello,20841
Federico Peluso,20842
Giacomo Bonaventura,20845
Luca Cigarini,20850
Matias Ezequiel Schelotto,20855
Manolo Gabbiadini,20857
Lorenzo Ariaudo,20865
Davide Astori,20866
Nicola Murru,20869
Andrea Cossu,20874
Daniele Dessena,20875
Albin Ekdal,20876
Radja Nainggolan,20879
Pasquale Schiattarella,20911
Luca Siligardi,20912
Artur Boruc,20921
Norberto Murara Neto,20922
Michele Camporese,20925
Lorenzo De Silvestri,20927
Felipe Dias da Silva dal Belo,20928
Alessandro Gamberini,20929
Matija Nastasić,20932
Rômulo  Souza Orestes Caldeira,20935
Valon Behrami,20938
Adem Ljajić,20941
Riccardo Montolivo,20943
Alessio Cerci,20947
Stevan Jovetić,20948
Ryder Matos Santos,20949
Davide Di Gennaro,20972
Elseid Gëzim Hysaj,21001
Vasco Regini,21004
Lorenzo Tonelli,21006
Mirko Valdifiori,21019
Gastón Brugman Duarte,21020
Levan Mch'edlidze,21024
Riccardo Saponara,21025
Pietro Terracciano,21065
Nicolás Federico Spolli,21072
Alejandro Darío Gómez,21077
Mariano Julio Izco,21078
Ferdinando Coppola,21091
Danilo D'Ambrosio,21094
Matteo Darmian,21095
Kamil Glik,21097
Alfred Benjamin Gomis,21098
Angelo Obinze Ogbonna,21100
Migjen Xhevat Basha,21104
Mirco Antenucci,21114
Riccardo Meggiorini,21119
Simone Verdi,21123
Carlo Pinsoglio,21128
Nicola Rigoni,21148
Miguel Ángel Britos Cabrera,21160
Paolo Cannavaro,21162
Federico Fernández,21164
Blerim Džemaili,21169
Marek Hamšík,21171
Christian Maggio,21173
Edinson Roberto Cavani Gómez,21174
Goran Pandev,21177
Simon Laner,21228
Andrea Belotti,21234
Karamoko Cissé,21235
Luca Antonelli,21272
Andreas Granqvist,21275
Emiliano Moretti,21279
Mario Sampirisi,21280
Davide Biondini,21282
Juraj Kucka,21285
Miguel Luís Pinto Veloso,21288
Stefano Sturaro,21290
Valter Birsa,21291
Rodrigo Sebastián Palacio,21296
Nicolas David Andrade ,21298
Rafael  de Andrade Bittencourt Pinheiro,21299
Domenico Maietta,21306
Emil Hallfreðsson,21314
Jorge Luiz Frello Filho,21315
Panagiotis Tachtsidis,21319
Marco D'Alessandro,21322
Yohan Benalouane,21333
Steve von Bergen,21342
Marco Parolo,21350
Daniel Pudil,21351
Marco Capuano,21370
Simone Romagnoli,21373
Gianluca Caprari,21376
Marco Verratti,21383
Ciro Immobile,21384
Lorenzo Insigne,21385
Alberto Brignoli,21415
Roberto Inglese,21438
Mattia Perin,21468
Giulio Donati,21469
Alex Cordaz,21494
Daniele Gasparetto,21500
Daniele Baselli,21507
Eros Schiavon,21517
Samuel Di Carmine,21520
Federico Ceccherini,21528
Gabriel Moisés Antunes da Silva,21550
Ivan Radovanović,21564
Marco Silvestri,21573
Gianluca Di Chiara,21578
Fabrizio Cacciatore,21607
Jasmin Kurtič,21620
Eugenio Lamanna,21636
Luca Ceppitelli,21639
Adrian Marius Stoian,21655
Francesco Caputo,21657
Fernando Forestieri,21660
Lorenzo Del Pinto,21678
Michele Cremonesi,21725
Michele Rigione,21730
Ernesto Torregrossa,21775
Cristiano Piccini,21793
Andrea Seculin,21840
Cristiano Biraghi,21842
Matteo Scozzarella,21857
Diego Falcinelli,21861
Marco Sau,21865
Luca Antei,21872
Marco Calderoni,21874
Sergio Gontán Gallardo,21894
Marco Festa,21900
Simone Iacoponi,21941
Niccolò Giannetti,21959
Biagio Meccariello,21971
Andrea La Mantia,21987
Andrey Galabinov,22020
Francesco Rossi,22053
Antonio Donnarumma,22085
Antonio Aldo Caracciolo,22093
Marcel Büchel,22099
Mário Rui Silva Duarte,22107
Daniel Ciofani,22110
Daniele Ragatzu,22116
Pietro Iemmello,22135
Marcello Gazzola,22152
Isaac Cofie,22158
Francesco Magnanelli,22162
Simone Missiroli,22163
Bruno Martella,22185
Simone Zaza,22202
Gianmarco Ferrari,22270
Vincent Laurini,22313
Antonio Di Gaudio,22322
Ledian Memushaj,22323
Ibrahima M'baye,22377
Marco Benassi,22380
Daniel Bessa,22381
Joseph Alfred Duncan,22383
Samuele Longo,22386
Vid Belec,22552
Francesco Migliore,22559
Mirko Eramo,22565
Alessandro  Florenzi,22566
Raffaele Maiello,22569
Camillo Ciano,22573
Nicola Sansone,22578
Fabio Lucioni,22614
Luca Paganini,22668
Gabriele Angella,22677
Giovanni Di Lorenzo,22680
Antonino Barillà,22684
Fabio Giovanni Ceravolo,22686
Benito Nicolas Viola,22695
Antonino Ragusa,22699
Fabio Pisacane,22732
Luigi Sepe,22817
Luca Mora,22864
Armando Izzo,22883
Davide Zappacosta,22889
Alfredo Donnarumma,22930
Riccardo Improta,22931
Leonardo Pavoletti,22933
Filippo Falco,22986
Mamadou Yaye Kanoute,23124
Salvatore Molina,23143
Gregoire  Defrel,23149
Diego da Silva Farias,23314
Alessandro Tuia,23378
Luca Rizzo,23386
Marco Ezio Fossati,23427
Kastriot Dermaku,23447
Marco Sportiello,23705
Francesco Zampano,24024
Marco Mancosu,24262
Massimo Coda,24269
Giacomo Poluzzi,24725
Andrea Tabanelli,24742
Gaetano Letizia,24838
Manuel Pucciarelli,24964
Hugo Lloris,25381
Anthony Lopes,25382
Rémy Vercoutre,25384
Timothée Christian Kolodziejczak,25391
Bakary Koné,25392
Dejan Lovren,25393
Samuel Yves Umtiti,25397
Mehdi Zeffane,25399
Xavier Chavalerin,25400
Jordan Ferri,25403
Maxime Gonalons,25405
Yoann  Gourcuff,25406
Clément Grenier,25407
Kim Källström,25408
Alassane Pléa,25410
Jimmy Briand,25411
Alexandre Lacazette,25413
Jérémy Pied,25415
Alphonse Aréola,25418
Salvatore Sirigu,25421
Milan Biševac,25423
Christophe Jallet,25427
Loïck Landre,25428
Mamadou Sakho,25430
Mathieu Bodmer,25433
Blaise Matuidi,25437
Thiago Motta,25439
Javier Matías Pastore,25440
Kalifa Coulibaly,25444
Kevin Gameiro,25445
Sébastien Corchia,25452
Jérôme Roussillon,25457
Ryad Boudebouz,25461
Vincent Nogueira,25467
Sanjin Prcić,25470
Cédric Bakambu,25472
Abdoul Razzagui Camara,25474
Serdar Gürler,25477
Sloan Privat,25479
Willy-Arnaud Zobo Boly,25486
Thomas Monconduit,25492
Georges Constant Mandjeck,25503
Soualiho Meïté,25504
Sébastien Haller,25512
Paul-Georges Ntep de Madiba,25514
Yaya Sanogo,25517
Maxime Dupé,25519
Erwin Zelazny,25521
Lévy Koffi Djidji,25523
Papiss Mison Djilobodji,25524
Jonathan Martins-Pereira,25526
Vincent Bessat,25532
Issa Cissokho,25534
Grzegorz Krychowiak,25537
Jordan Veretout,25541
Damien Vincent Denis Le Tallec,25544
Filip Đorđević,25548
Steve Mandanda,25552
César Azpilicueta Tanco,25553
Jérémy Morel,25557
Nicolas N'Koulou,25558
Morgan Amalfitano,25562
Jordan Ayew,25571
André Ayew Pelé,25572
André-Pierre Gignac,25575
Loïc Rémy,25577
Ludovic Lamine Sané,25589
Jaroslav Plašil,25596
Grégory Sertic,25598
Cheick Tidiane Diabaté,25601
Henri Saivet,25604
Emiliano Sala,25605
Chaouki Ben Saada,25616
Thorgan Hazard,25622
Geoffrey Kondogbia,25623
Ludovic Baal,25625
Benoît Costil,25632
Abdoulaye Diallo,25633
John Boye,25636
Romain Danzé,25637
Dimitri Foulquier,25638
Abdou Kader Mangane,25641
Kévin Théophile Catherine,25643
Julien Féret,25647
Yann M'Vila,25649
Vincent Pajot,25650
Alexander Banor Tettey,25651
David Ospina Ramírez,25662
Stéphane Bahoken,25673
Aurélien Bayard Chedjou Fongang,25699
Mathieu Debuchy,25700
Lucas Digne,25701
Pape  N'Diaye Souaré,25703
Florent Balmont,25704
Idrissa Gana Gueye,25706
Eden Hazard,25707
Bakary Adama Soumaoro,25710
Dimitri  Payet,25714
Ronny Rodelin,25715
Nolan Roux,25716
Kalidou Koulibaly,25726
Yeni Atito N'Gbakoto,25741
Bouna Sarr,25743
Andy Delort,25745
Sadio Mané,25747
Yannick Cahuzac,25764
Florian Thauvin,25770
Wahbi Khazri,25776
Yohann Pelé,25781
Aymen Abdennour,25784
Serge Aurier,25785
Daniel Congré,25786
Cheikh M'Bengue,25789
Steeve Yago,25791
Wissam Ben Yedder,25795
Etienne Capoue,25798
Étienne Didot,25800
Moussa Sissoko,25804
Franck Tabanou,25805
Emmanuel Rivière,25809
Francisco Guillermo Ochoa Magaña,25816
Benjamin André,25826
Paul Lasne,25829
Frédéric Sammaritano,25835
Stéphane Ruffier,25845
Yoann Andreu,25846
Faouzi Ghoulam,25849
Kurt Happy Zouma,25854
Ismaël Tiémoko Diomandé,25859
Max-Alain Gradel,25860
Josuha Guilavogui,25861
Fabien Lemoine,25862
Loïc Perrin,25864
Bakary Sako,25865
Pierre-Emerick Aubameyang,25867
Yoric Ravet,25871
Thomas Heurtaux,25878
Jérémy Sorbon,25883
Molla Wagué,25885
Fayçal Fajr,25888
Romain Hamouma,25889
Benjamin Nivet,25891
M'Baye Babacar Niang,25898
Denis Petrić,25904
Julian Palmieri,25919
Nicolas de Roussel de Préville,25923
Mamadou Samassa,25930
François Bellugou,25937
Charly Charrier,25938
Moustapha Elhadji Diallo,25939
Thibault Giresse,25941
Gilbert Gianelli Imbula Wanga,25942
Christophe Kerbrat,25943
Baïssama Sankoh,25947
Rachid Alioui,25949
Anthony Knockaert,25950
Abdul Khaled Akiola Adénon,25957
Laurent Pionnier,25986
Henri Bedimo Nsamè,25988
Mathieu Deplagne,25990
Vitorino Hilton da Silva,25993
Benjamin Stambouli,25995
Mapou Yanga-Mbiwa,25996
Younès Belhanda,25998
Rémy Cabella,25999
Bryan Dabo,26000
Jonathan Tinhan,26006
Souleymane Camara,26008
Olivier Giroud,26010
Benjamin Lecomte,26016
Bruno Écuélé Manga,26020
Simon Falette,26021
Lamine Gassama,26022
Lamine Koné,26023
Wesley Lautoa,26024
Mathias Autret,26028
Cheick Doukouré,26032
Yann Jouffre,26033
Jacques-Alaixys Romao,26036
Joel Nathaniel Campbell Samuels,26038
Kévin Monnet-Paquet,26042
Gilles Sunu,26044
Landry Bonnefoi,26046
Julien Ielsch,26055
Hervé Lybohy,26057
Jonas Martin,26065
Loïc Puyo,26068
Hervé Bazile,26069
Lionel Jules Carole,26084
Florentin Pogba,26085
Ismaël Traoré,26086
Yoann Court,26087
Mickaël Le Bihan,26093
Naïm Sliti,26100
Paul Nardi,26105
Massadio Haïdara,26109
Salif Sané,26115
Thomas Mangani,26120
Benjamin Jeannot,26124
Brice Samba,26131
Prince-Désir Gouano,26134
Maxime Le Marchand,26135
Benjamin Mendy,26136
Jonathan Rivierez,26138
Riyad Mahrez,26150
Claudio Beauvue,26167
Djibril Sidibé,26196
Julien Faussurier,26198
Quentin Othon,26200
Jessy Moulin,26216
Romain Saïss,26226
Alexandre Letellier,26245
Vincent Manceau,26265
Gaëtan Charbonnier,26267
Férébory Doré,26268
Claudiu Andrei Keșerü,26270
Nicolas Pallois,26276
Anthony Gonçalves,26285
Aïssa Mandi,26307
Romain Amalfitano,26311
Lucas Deaux,26314
Floyd Ayité,26323
Idriss Saadi,26327
Paul Baysse,26332
Santiago Juan Gentiletti Selak,26336
Baptiste Reynet,26365
Abdoulaye Bamba,26368
Samuel Souprayen,26373
Cédric Varrault,26374
Sekou Baradji,26378
Benjamin Corgnet,26381
Gaël Kakuta,26384
Younousse Sankharé,26389
Damien Da Silva,26399
Jérôme Hergault,26401
Guy Adolphe N'Gosso Massouma,26414
Jérémy Cordoval,26433
Jean-Louis Leca,26492
Gaëtan Bong Songo,26495
Kenny Lala,26498
Arthur Masuaku,26499
Renaud Cohade,26508
Mathieu Dossevi,26512
Carlos Alberto Sánchez Moreno,26518
Romain Genevois,26528
Prince Oniangué,26539
Jeremy Blayac,26543
Billy Ketkeophomphone,26547
Édouard Osoque Mendy,26554
Régis Gurtner,26583
Kevin Rimane,26603
Yannis Salibur,26604
Diafra Sakho,26610
Arnaud Souquet,26633
Karl Toko Ekambi,26638
Daniel Wass,26652
Kévin Bérigaud,26665
Saber Khalifa,26668
Alexandre Oukidja,26676
Thomas Delaine,26794
Ludovic Butelle,26869
Yunis Abdelhamid,26882
Téji Savanier,26900
Mathieu Michel,26938
Maxime Poundjé,26945
Nicolas Benezet,26956
Renaud Ripart,26964
Bobby Allain,26969
Jean-Christophe Bouet,26970
Mathieu Gorgelin,26971
Matthieu Dreyer,27004
Laurent Abergel,27067
Júlio Tavares,27354
Gaëtan Bussmann,27393
Cheikh N'Doye,27412
Pierrick Capelle,27646
Julien Laporte,27781
Gaëtan  Laborde,27955
Théo Pellenard,27958
Thomas Touré,27959
Quentin Beunardeau,28055
Santy Ngom,28073
Anice Badri,28094
Nabil Fekir,28115
Rachid Ghezzal,28117
Yassine Benzia,28122
Clinton Mua N'Jie,28123
Adrien  Tameze,28230
Ibrahim Amadou,28232
David Alcibiade,28251
Tiemoué Bakayoko,28291
Abdoulaye Doucouré,28292
Christopher Hérelle,28314
Ruben Aguilar,28335
Pierre-Yves Polomat,28340
Mehdi Jean Tahrat,28364
Jordan Ikoko,28528
Youssouf Sabaly,28529
Mickaël Alphonse,28653
Karim Azamoum,28866
Raphaël Adelino José Guerreiro,28907
Frédéric Guilbert,28908
Thomas Lemar,28922
Guessouma Fofana,28948
Opa Nguette,28965
Marvin Gakpa,28966
Dimitri Liénard,28990
Jérémy Grimm,29137
Jimmy Giraudon,29291
Raphaël Adiceam,29314
Romain Thomas,29474
Ernest Seka,29588
Emmanuel Bourgaud,29590
Vincent Le Goff,29598
Pablo Martinez,29616
Khalid Boutaïb,29625
Mario Lemina,29640
Bryan Pelé,29641
Gabriel Martín Peñalba,29642
Fouad Chafik,29748
Arnold Bouka Moutou,29843
Malik Tchokounté,29913
Dénys Bain,30189
Jordan Lefort,30317
Oualid El Hajjam,30320
Jordan Marié,30427
Florent Mollet,30437
Jonathan Clauss,31500
N'Golo Kanté,31528
Caner Erkin,32523
Gökhan Gönül,32524
Miroslav Stoch,32539
Moussa Sow,32544
Onur Recep Kıvrak,32547
Volkan Şen,32566
Burak Yılmaz,32572
Cenk Gönen,32574
Sidnei Rechel da Silva Júnior,32577
İsmail Köybaşı,32580
Tomáš Sivok,32582
Ricardo Andrade Quaresma Bernardo,32597
Manuel Henrique Tavares Fernandes,32599
Tiago Manuel Dias Correia,32601
Cenk Tosun,32636
Néstor Fernando Muslera Micol,32641
Hakan Kadir Balta,32642
Semih Kaya,32645
Emre Çolak,32652
Selçuk İnan,32656
Rándall Azofeifa Corrales,32706
Harun Tekin,32777
Alfred John Momar N'Diaye,32793
Gustav Svensson,32798
Stanislav Šesták,32803
Volkan Babacan,32923
Peter Pekarík,32959
Nordin Amrabat,32968
Emir Kujović,32973
Okay Yokuslu,32978
Kamil Grosicki,33032
Ákos Elek,33082
Erkan Zengin,33091
Bogdan Sorin Stancu,33235
Salih Uçan,33297
Şener Özbayraklı,34592
S. Skrabb,35318
Joel Pohjanpalo,35477
Yassine El Ghanassy,37714
Benito Dirk Raman,37717
Roland Juhász,37724
Cheikhou Kouyaté,37725
Chancel Mbemba Mangulu,37726
Denis Frimpong Odoi,37727
Lucas Rodrigo Biglia,37732
Guillaume Gillet,37734
Dennis Praet,37739
Jordan Zacharie Lukaku Menama Mokelenge,37745
William Silva de Carvalho,37762
Danijel Miličević,37796
Thomas Meunier,37824
Carlos Arturo Bacca Ahumada,37831
Björn Lionel Engels,37834
Maxime Lestienne,37836
Matej Vydra,37840
Eiji Kawashima,37896
Matz Willy Els Sels,37897
Alfreð Finnbogason,37948
Noë Dussenne,37959
Stef Peeters,38015
Kevin De Bruyne,38021
Christian Benteke Liolo,38031
Anthony Limbombe Ekango,38033
Reza Ghoochannejhad Nournia,38064
Laurent Ciman,38075
Daniel Tawiah Opare,38079
Felipe Trevizan Martins,38082
Birkir Bjarnason,38084
William Vainqueur,38091
Michy Batshuayi Tunga,38093
Imoh Ezekiel,38094
Serge Gakpé,38095
Jonathan Delaplace,38236
Ólafur Ingi Skúlason,38241
Laurent Depoitre,38377
Christian Robert Santos Kwasniewski,38436
Ervin Zukanović,38532
Pablo Chavarría,38543
Denis Alibec,38598
Lucas Pedro Alves De Lima,40301
Frederico Rodrigues Santos,40335
Cássio Roberto Ramos,40536
Leandro Castán da Silva,40538
Marcos  Aoás Corrêa ,40539
Felipe Augusto de Almeida Monteiro,40542
José Paulo Bezzera Maciel Júnior,40550
Matheus Dória Macedo,40574
Guilherme dos Santos Torres,40614
Wendell Nascimento Borges,40657
Fágner Conserva Lemos,40707
Allan Marques Loureiro,40726
Carlos Henrique Casimiro,40756
Lucas Rodrigues Moura da Silva,40765
João Felipe Schmidt Urbano,40767
Willian José da Silva,40770
Rafael Cabral Barbosa,40774
Emerson Palmieri dos Santos,40787
Paulo Henrique Chagas de Lima,40800
Felipe Anderson Pereira Gomes,40806
Neymar da Silva Santos Junior,40810
Gabriel Vasconcelos Ferreira,40820
Paulo Otávio,40930
Rafael Tolói,41034
Thiago Henrique Mendes Ribeiro,41056
Mário Figueira Fernandes,41123
Edinaldo Gomes Pereira,41124
Pablo Nascimento Castro,41127
Diego Cavalieri,41154
Manuel Lanzini,41174
Bernard Anício Caldeira Duarte,41250
Gabriel Armando de Abreu,41363
Maurício dos Santos Nascimento,41368
José Rodolfo Pires Ribeiro,41904
Gabriel Appelt Pires,43051
Wergiton do Rosário Calmon,43196
Andrei Girotto,43515
Eduardo Henrique,44250
Bruno da Silva Peres,44251
Vitor Hugo Franchescoli de Souza,44510
Everton Luiz Guimaraes Bilher,45579
Jonathan Renato Barbosa,48318
Yann Sommer,49855
David Ángel Abraham,49856
Arlind Ajeti,49857
Aleksandar Dragović,49859
Joo-Ho Park,49862
Fabian Frei,49869
Xherdan Shaqiri,49872
Valentin Stocker,49873
Granit Xhaka,49876
Yvon Landry  Mvogo,49883
Ezgjan Alioski,49885
Raúl Marcelo Bobadilla,49907
Jacques François Moubandje,49919
Vincent Rüfli,49921
Roman Bürki,49968
Moritz Bauer,49971
Michael Lang,49977
Daniel Pavlovic,49979
Taulant Ragip Xhaka,49981
Amir Abrashi,49982
Remo Freuler,49991
Izet Hajrović,49992
Steven Zuber,49997
Berat  Djimsiti,50007
Josip Drmic,50023
Loris Benito Souto,50063
Silvan Widmer,50069
Shkëlzen Taib Gashi,50072
Artur Ioniţă,50073
Fabian Lukas Schär,50102
Burim Kukeli,50264
Olarenwaju Ayoba Kayode,50272
Ermir Lenjani,50318
Aleksandar Prijović,50411
Armando Sadiku,50461
Naser Ismail Aliji,50503
Karl-Johan Johnsson,50771
Robin Olsen,50798
Miiko Martín Albornoz Inola,50800
Filip Helander,50805
Pontus Jansson,50806
Pa Momodou Konate,50807
Jimmy Durmaz,50812
Etrit Berisha,50849
Sebastian Andersson,50871
Jakob Valdemar Olsson Johansson,50892
Celso Borges Mora,51004
Robin Quaison,51013
Emil Krafth,51064
Ari Freyr Skúlason,51127
Emil Forsberg,51132
Viktor Claesson,51144
Oscar Hiljemark,51145
Marcus Christer Rohdén,51151
Patrik Carlgren,51188
Hans Carl Ludwig Augustinsson,51217
Isaac Kiese Thelin,51262
Erik Johansson,51343
Oscar Lewicki,51398
Abdul Majeed Waris,51416
Seon-Min Moon,51625
Branimir Hrgota,51689
Saman Ghoddos,53562
Saliou Ciss,54313
Serigne Modou Kara Mbodji,54315
Bořek Dočkal,54375
Ole Kristian Selnæs,54380
Birkir Már Sævarsson,54451
Björn Bergmann Sigurðarson,54495
Rune  Almenning Jarstein,54579
Valon Berisha,54587
Fredrik Ulvestad,54762
Alexander  Toft Søderlund,54819
Mohamed Elyounoussi,54896
Alexander Sørloth,55224
Lukáš Hrádecký,55951
Jonas Knudsen,55957
Martin Braithwaite,55968
Cristian Gamboa Luna,55977
Mathias Jattah-Njie Jørgensen,55979
Bryan Oviedo,55982
Ragnar Sigurðsson,55983
Christian Bolaños Navarro,55988
Thomas Delaney,55990
Albin Kenneth Dahrup Zohore,56002
Riza Durmisi,56009
Michael Krohn-Dehli,56025
Jens Stryger Larsen,56026
Jonas Lössl,56038
Rúrik Gíslason,56146
Theódór Elmar Bjarnason,56183
Yussuf Yurary Poulsen,56274
Henrik Dalsgaard,56394
Jens Jønsson,56408
Aron Jóhannsson,56424
Jakob Haugaard,56429
Lukas Lerager,56441
Frederik Rønnow,56454
Peter Svarrer Ankersen,56625
Hannes Þór Halldórsson,57226
Rúnar Már Sigurjónsson,57333
Sverrir Ingi Ingason,57347
Arnór Ingvi Traustason,57480
Haukur Heiðar Hauksson,57644
Ingvar Jónsson,57799
Jón Daði Böðvarsson,58105
Geoff Cameron,58978
Rafael Márquez Álvarez,59003
Gabriel Enrique Gómez Girón,59083
Rodney Wallace Burns,59126
Amir Abedzadeh,60144
Danny Vuković,61360
Josh Risdon,61367
Mathew Ryan,61390
Trent Sainsbury,61395
Tom Rogić,61407
Mark  Milligan,61425
Dimitri Petratos,61492
Matthew Jurman,61554
Aziz Eraltay Behich,61651
Fraser Forster,61941
Mikael Lustig,61949
Beram Kayal,61961
Sung-Yeung Ki,61962
Joe Ledley,61963
Victor Wanyama,61967
Kyle Bartley,61979
Steven Davis,61988
Kyle Lafferty,62001
Darren Randolph,62071
Jamie Murphy,62091
Stuart Armstrong,62106
Matthew James Doherty,62126
Kári Árnason,62221
Ryan Fraser,62224
Josh Magennis,62235
Alan Mannus,62300
Michael McGovern,62331
Jay Fulton,62344
Kenny Mclean,62388
Aaron Mooy,62389
Jackson Irvine,62743
Sokol Cikalleshi,64067
Bekim Balaj,64078
Orges Shehi,64178
Alban Hoxha,64698
Heinz Lindner,64959
Georg Margreitter,64963
Markus Suttner,64966
Florian Klein,64972
Ján Novota,64985
Guido Burgstaller,64995
Christopher Trimmel,65008
Stefan Ilsanker,65027
Florian Kainz,65055
Rubin Rafael Okotie,65064
